,no,sticky,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,custom_spoiler,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
107,21327129,,12/08/22(Thu)18:01:22,Anonymous,1970s Mecha,"Do you lads see Zambot 3 as a &quot;true classic&quot; or is it mostly a historical piece?<br>I lean more towards the latter. It has its moments (Killer the Butcher, human bomb arc, last 4 eps) but alot of the other episodes can be pretty anemic, especially during the first 9 episodes when the production staff were still trying to find their groove and the interesting/memorable elements hadn’t really kicked in. They also struggled making good robot fights, even the latter half had a few duds.<br><br>Definitely got the feeling that most of the buzz around this series comes down to it being interesting to look back upon (Sunrise’s first original, defined Tomino&#039;s career path, pulls a couple of genre conventions on their head), rather than being a well-made show in it’s own right. <br>”Impact over quality” is not a problem I have with ’70s anime as a whole, if anything there are quite a few that still stand strong on their own merits and aren’t as wooden in terms of direction (staging, lighting, editing/pacing, use of music, etc.).<br><span class=""quote"">&gt;Yamato and Harlock blend fantastical space adventures with heavy subject matter in a very appealing way, with some great music and cinematic direction to boot (especially in Harlock), and the characters ain’t too shabby either. These two really feel like the pure platonic ideal of a space opera come to life, the greybeards who see them as ”the greatest TV cartoons ever made” ain’t too far off.</span><br><span class=""quote"">&gt;Mazinger Z has alot of fun character interactions and devious ”master plans” to go with the iconic monsters</span><br><span class=""quote"">&gt;Danguard Ace is a heartfelt father and son story, and the giant robot stuff doesn&#039;t disappoint either (have only seen the 2013 compilation films though)</span><br><span class=""quote"">&gt;First Gundam did a good job in terms of forward momentum, while keeping the characters and battles interesting even during the less eventful episodes</span><br>All in all I wouldn’t say I’ve been ”cheated” of my time for watching Zambot, I’m just curious about it’s following.",Zambot 3,.jpg,1048,696,250,166,1670540482744107,1670540482,VCU56MjAPeJJKqvpCFXw2g==,237220,0,1970s-mecha,4,29,7,24.0,7.0,"[{'no': 21331956, 'now': '12/09/22(Fri)22:47:52', 'name': 'Anonymous', 'com': '<a href=""#p21329399"" class=""quotelink"">&gt;&gt;21329399</a><br>I like Daitarn but it is an extremely different show from Zambot, basically on the opposite end of the Tomino spectrum (where one end is depressing tragedy and the other is lighthearted romps). Daitarn 3 is a MotW comedy where the protagonist spends about half the show as a spy outside the robot, with silly fourth wall breaks and Star Wars references <s>by which I mean ripoffs</s>. It gets a bit serious a few times but it&#039;s overall what I&#039;d call a great palette cleanser after Zambot 3&#039;s sad ending', 'time': 1670644072, 'resto': 21327129}, {'no': 21335017, 'now': '12/10/22(Sat)22:27:45', 'name': 'Anonymous', 'com': '<a href=""#p21329850"" class=""quotelink"">&gt;&gt;21329850</a><br>Did the old Yamato ever get a BD?', 'time': 1670729265, 'resto': 21327129}, {'no': 21335110, 'now': '12/10/22(Sat)23:04:55', 'name': 'Anonymous', 'com': 'So is trider g7 connected to them? Whered those combo attacks in srw come from?', 'time': 1670731495, 'resto': 21327129}, {'no': 21335143, 'now': '12/10/22(Sat)23:19:03', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;21335136</span><br>Why so triggered?', 'time': 1670732343, 'resto': 21327129}, {'no': 21335161, 'now': '12/10/22(Sat)23:24:45', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;21335136</span><br><span class=""quote"">&gt;What that cloud you just looked at actually meant and other easter eggs you might have missed from outside.</span>', 'time': 1670732685, 'resto': 21327129}]",1670733717,0.0,0.0,
108,21330480,,12/09/22(Fri)15:16:29,Anonymous,/ssg/ - Super Sentai General #1235,"Previous Thread: <a href=""/m/thread/21322378#p21322378"" class=""quotelink"">&gt;&gt;21322378</a><br><br><span class=""quote"">&gt;Torrent:</span><br>https://nyaa.si<br><br><span class=""quote"">&gt;Donbrothers DDL (H.265 converts by Sheena-chan):</span><br>https://mega.nz/folder/FK4T0IJB#UHb<wbr>FP84BGSiJ9zXaR4NURg<br><span class=""quote"">&gt;MEGA pastebin</span><br>https://pastebin.com/z1NinKvg<br><span class=""quote"">&gt;Sentai Viewer</span><br>https://drive.google.com/drive/u/0/<wbr>folders/13dNMczf5-p8CNxxR8Pu1W2Umt8<wbr>NwP6BP<br><br><span class=""quote"">&gt;List of subbed series:</span><br>http://tokusubs.wikia.com/wiki/Toku<wbr>subs_Wiki<br><br><span class=""quote"">&gt;Super Hero Time OSTs:</span><br>https://mega.co.nz/#F!fddkkZiK!fau0<wbr>lSCNv0MedCNpS_Ihew<br><br><span class=""quote"">&gt;Super Sentai Monster Designs:</span><br><span class=""quote"">&gt;Gorenger - Zyuohger</span><br>https://mega.nz/#F!Mp8hVQ7K!tm2cp0d<wbr>9_GZiZdGaXt1nXw<br><br><span class=""quote"">&gt;TTFC Mega (Run by Ei. Bother him for requests)</span><br>https://mega.nz/#F!6I0XBAZY!dplkOqe<wbr>Ae1dtLkMlO56ejQ<br><br><span class=""quote"">&gt;DO NOT MAKE NEW GENERALS WHEN IT IMMEDIATELY REACHES BUMP LIMIT. WAIT TILL IT GETS TO PAGE 6 TO MAKE A NEW GENERAL!!!! MOD RULES!</span>",1670439133027151,.jpg,2048,1536,250,187,1670616989721698,1670616989,QFvRGphEGJedefD7yOJCLA==,310298,0,ssg-super-sentai-general-1235,4,379,106,374.0,104.0,"[{'no': 21337445, 'now': '12/11/22(Sun)15:51:23', 'name': 'Anonymous', 'filename': 'haruka', 'ext': '.webm', 'w': 854, 'h': 480, 'tn_w': 125, 'tn_h': 70, 'tim': 1670791883223983, 'time': 1670791883, 'md5': 'cqjY1uT+xj8pf0vvyuFnrg==', 'fsize': 3063390, 'resto': 21330480}, {'no': 21337816, 'now': '12/11/22(Sun)18:01:41', 'name': 'Anonymous', 'com': '<a href=""#p21337445"" class=""quotelink"">&gt;&gt;21337445</a><br>Toshiki Inoue meth', 'time': 1670799701, 'resto': 21330480}, {'no': 21337831, 'now': '12/11/22(Sun)18:06:25', 'name': 'Anonymous', 'com': '<a href=""/m/thread/21337826#p21337826"" class=""quotelink"">&gt;&gt;21337826</a><br><a href=""/m/thread/21337826#p21337826"" class=""quotelink"">&gt;&gt;21337826</a><br><a href=""/m/thread/21337826#p21337826"" class=""quotelink"">&gt;&gt;21337826</a>', 'time': 1670799985, 'resto': 21330480}, {'no': 21338307, 'now': '12/11/22(Sun)20:56:22', 'name': 'Anonymous', 'com': '<a href=""#p21331796"" class=""quotelink"">&gt;&gt;21331796</a>', 'filename': 'FMmS-YGUcAM1w-9', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670810182502233, 'time': 1670810182, 'md5': 'ptMVoyDBwt/mCsvew3su4Q==', 'fsize': 112849, 'resto': 21330480}, {'no': 21340066, 'now': '12/12/22(Mon)06:02:03', 'name': 'Anonymous', 'com': '<a href=""#p21334471"" class=""quotelink"">&gt;&gt;21334471</a><br>it looks cool', 'time': 1670842923, 'resto': 21330480}]",1670842923,1.0,0.0,
109,21299876,,11/24/22(Thu)18:05:03,Anonymous,,"ANIME JA NAI<br><span class=""quote"">&gt;anime ja nai</span><br>ANIME JA NAI<br><span class=""quote"">&gt;anime ja nai</span><br>HONTO NO KOTO SAAAA",1642366359227,.png,800,609,250,190,1669331103528225,1669331103,2F/KjkaHLmQD9xg5pZWjMQ==,416310,0,anime-ja-nai,4,73,52,68.0,49.0,"[{'no': 21326742, 'now': '12/08/22(Thu)13:47:13', 'name': 'Anonymous', 'com': 'ARE WE STANDING ON THE EDGE OF HOPE?<br>THE HUMAN RACE IS ON IT&#039;S WAY TO DESTRUCTION<br>FIRE BACK TO BRING US BACK TO LIFE<br>WE ARE THE SOLDIERS ON THE EDGE OF TIME', 'filename': '1543994261288', 'ext': '.png', 'w': 640, 'h': 480, 'tn_w': 125, 'tn_h': 93, 'tim': 1670525233020802, 'time': 1670525233, 'md5': '0xj9pGdilrvVRrcQwXfPpw==', 'fsize': 96669, 'resto': 21299876}, {'no': 21326775, 'now': '12/08/22(Thu)14:04:33', 'name': 'Anonymous', 'com': '<a href=""#p21325836"" class=""quotelink"">&gt;&gt;21325836</a><br>TORANSUFOOOOOOOOOOOOOOORM<br>GATTAI<br>POWAH APPUUUUUU!', 'filename': 'ss', 'ext': '.jpg', 'w': 1280, 'h': 1707, 'tn_w': 93, 'tn_h': 125, 'tim': 1670526273788164, 'time': 1670526273, 'md5': '6RBo6xxaiwExN4HWuZYnMQ==', 'fsize': 469176, 'resto': 21299876}, {'no': 21327017, 'now': '12/08/22(Thu)16:42:43', 'name': 'Anonymous', 'com': 'BUILD UP! BANBANBANBAN<br>BUILD UP! BANBANBANBAN<br>BARABARABABANBAN BABANBA<br>BANBANBANBAN BABANBAN', 'filename': 'bbreak', 'ext': '.gif', 'w': 800, 'h': 533, 'tn_w': 125, 'tn_h': 83, 'tim': 1670535763225980, 'time': 1670535763, 'md5': '0GGUeXGeaJrc9or5Xw2biQ==', 'fsize': 2075084, 'resto': 21299876}, {'no': 21334893, 'now': '12/10/22(Sat)21:44:11', 'name': 'Anonymous', 'com': '<a href=""#p21307091"" class=""quotelink"">&gt;&gt;21307091</a><br><span class=""quote"">&gt;ywn hear this in SRW again</span>', 'time': 1670726651, 'resto': 21299876}, {'no': 21335108, 'now': '12/10/22(Sat)23:04:04', 'name': 'Anonymous', 'com': 'Best thread on /m/ and it&#039;s a fucking frogpost.', 'time': 1670731444, 'resto': 21299876}]",1670731444,0.0,0.0,
110,21335075,,12/10/22(Sat)22:50:09,Anonymous,,"<span class=""quote"">&gt;He fights from inside his mech.</span>",maria 2,.jpg,1062,1920,138,250,1670730609726350,1670730609,us9jNLqSuNnpLHOvINH7nA==,1890025,0,he-fights-from-inside-his-mech,4,1,1,,,"[{'no': 21335092, 'now': '12/10/22(Sat)22:55:58', 'name': 'Anonymous', 'com': 'Yes.', 'filename': 'Boss', 'ext': '.png', 'w': 1192, 'h': 976, 'tn_w': 125, 'tn_h': 102, 'tim': 1670730958144399, 'time': 1670730958, 'md5': '1jm2M2VjuMkU/3t+63z1hw==', 'fsize': 258896, 'resto': 21335075}]",1670730958,0.0,0.0,
111,21105784,,09/02/22(Fri)13:32:56,Anonymous,AoZ Thread,"Post your favorite AoZ MS. For me its the RX-124 Gundam TR-6 Haze&#039;n-thley II.<br><br>Also, where the fuck can I read all available translations of AoZ? I know there isn&#039;t much, but Zeonic only has the first novel and NYAA has nothing.",Woundwort-hsf-blue-ms,.jpg,1580,2620,150,250,1662139976778939,1662139976,EGdbD2R/MRJkYPDZ3eSWqg==,771475,0,aoz-thread,4,311,146,306.0,145.0,"[{'no': 21327706, 'now': '12/08/22(Thu)22:53:44', 'name': 'Anonymous', 'com': 'AC hype ain&#039;t gonna kill this thing', 'time': 1670558024, 'resto': 21105784}, {'no': 21328654, 'now': '12/09/22(Fri)01:17:53', 'name': 'Anonymous', 'com': 'Kind of a newfag here. I got the II-Rah and wondwart during the black friday p-bandai restock. How long am I going to have to wait for a barzam and the booster expansion for the hazenthley?', 'time': 1670566673, 'resto': 21105784}, {'no': 21335069, 'now': '12/10/22(Sat)22:47:40', 'name': 'Anonymous', 'com': '<a href=""#p21303510"" class=""quotelink"">&gt;&gt;21303510</a><br>Love how the Goog and Dom Stutzer borrow ideas from the Hamma-Hamma and the Ga-Zowmn. <br>Retroactively, anyway.', 'time': 1670730460, 'resto': 21105784}, {'no': 21336498, 'now': '12/11/22(Sun)10:12:44', 'name': 'Anonymous', 'com': '<a href=""#p21105784"" class=""quotelink"">&gt;&gt;21105784</a><br>You know what...screw it.<br>STEP ON ME MOMMY', 'time': 1670771564, 'resto': 21105784}, {'no': 21337416, 'now': '12/11/22(Sun)15:41:02', 'name': 'Anonymous', 'com': 'Look how they massacred my boy...', 'filename': 'ARZ-124WD---(front1b)', 'ext': '.png', 'w': 541, 'h': 817, 'tn_w': 82, 'tn_h': 125, 'tim': 1670791262219191, 'time': 1670791262, 'md5': '3TOHhyvG/55SJaN9i1W0uQ==', 'fsize': 375353, 'resto': 21105784}]",1670791262,1.0,0.0,
112,21329900,,12/09/22(Fri)11:15:37,Anonymous,,RICHARDDDD!,metal-wolf-chaos_0900827931,.jpg,1024,768,250,187,1670602537771142,1670602537,BU/JAgH82KZ7sI3Z3IQXeA==,260960,0,richardddd,4,11,0,6.0,0.0,"[{'no': 21331055, 'now': '12/09/22(Fri)17:56:32', 'name': 'Anonymous', 'com': '<a href=""#p21330993"" class=""quotelink"">&gt;&gt;21330993</a><br>your mech has a stomp attack that does lots of damage to structures. try using that to conserve ammo.', 'time': 1670626592, 'resto': 21329900}, {'no': 21331073, 'now': '12/09/22(Fri)18:05:55', 'name': 'Anonymous', 'com': '<a href=""#p21329900"" class=""quotelink"">&gt;&gt;21329900</a><br>MWAHAHAHA<br>MMMMMMMICHAEL!', 'time': 1670627155, 'resto': 21329900}, {'no': 21331093, 'now': '12/09/22(Fri)18:16:02', 'name': 'Anonymous', 'com': '<a href=""#p21330017"" class=""quotelink"">&gt;&gt;21330017</a><br>crashes on me too on steam.', 'time': 1670627762, 'resto': 21329900}, {'no': 21334959, 'now': '12/10/22(Sat)22:10:06', 'name': 'Anonymous', 'com': '<a href=""#p21331093"" class=""quotelink"">&gt;&gt;21331093</a><br><span class=""quote"">&gt;steam</span>', 'time': 1670728206, 'resto': 21329900}, {'no': 21335022, 'now': '12/10/22(Sat)22:30:27', 'name': 'Anonymous', 'com': '<a href=""#p21329900"" class=""quotelink"">&gt;&gt;21329900</a><br>Is it just me, or is the VA for Richard the also Halo MP announcer?', 'time': 1670729427, 'resto': 21329900}]",1670729427,0.0,0.0,
113,21083578,,08/23/22(Tue)12:24:07,Anonymous,,"Ca/m/eos, post them.",1657721090899,.jpg,2402,1780,249,185,1661271847107759,1661271847,35i5tfUz7ngc9wz3NpD3pA==,1449604,0,cameos-post-them,4,251,146,246.0,144.0,"[{'no': 21316727, 'now': '12/03/22(Sat)16:49:49', 'name': 'Anonymous', 'com': '<a href=""#p21267461"" class=""quotelink"">&gt;&gt;21267461</a><br>The top one on the far right, really obvious with the belt but I also had a hard time finding it at first', 'time': 1670104189, 'resto': 21083578}, {'no': 21316958, 'now': '12/03/22(Sat)18:56:16', 'name': 'Anonymous', 'com': '<a href=""#p21288959"" class=""quotelink"">&gt;&gt;21288959</a><br>If it helps, they were technically working for not just an Autobot, but the Autobot&#039;s chief judge. He had just gone a little insane.', 'time': 1670111776, 'resto': 21083578}, {'no': 21322353, 'now': '12/06/22(Tue)08:23:18', 'name': 'Anonymous', 'filename': '1595154951372[1]', 'ext': '.jpg', 'w': 2488, 'h': 2076, 'tn_w': 125, 'tn_h': 104, 'tim': 1670332998527837, 'time': 1670332998, 'md5': 'LOl5TrF6WXlCSfXOYqTldQ==', 'fsize': 1316429, 'resto': 21083578}, {'no': 21327023, 'now': '12/08/22(Thu)16:46:28', 'name': 'Anonymous', 'filename': '1545406406557[1]', 'ext': '.png', 'w': 732, 'h': 533, 'tn_w': 125, 'tn_h': 91, 'tim': 1670535988823945, 'time': 1670535988, 'md5': '2Z4sGMvAzM+Yz9pTMaqf4w==', 'fsize': 836608, 'resto': 21083578}, {'no': 21334909, 'now': '12/10/22(Sat)21:49:06', 'name': 'Anonymous', 'com': '<a href=""#p21327023"" class=""quotelink"">&gt;&gt;21327023</a><br>sauce?', 'time': 1670726946, 'resto': 21083578}]",1670726946,0.0,0.0,
114,21334438,,12/10/22(Sat)19:57:57,Anonymous,,Why strap nukes to a mech?,metal_gear,.png,350,514,170,250,1670720277406744,1670720277,VD/ckyeh7xzzA99wz1RJzQ==,292740,0,why-strap-nukes-to-a-mech,4,14,5,9.0,4.0,"[{'no': 21334800, 'now': '12/10/22(Sat)21:19:26', 'name': 'Anonymous', 'com': '<a href=""#p21334684"" class=""quotelink"">&gt;&gt;21334684</a><br>i like that it looks like a wizened face', 'time': 1670725166, 'resto': 21334438}, {'no': 21334804, 'now': '12/10/22(Sat)21:20:34', 'name': 'Anonymous', 'com': '<a href=""#p21334800"" class=""quotelink"">&gt;&gt;21334800</a><br>I never noticed that, but I can see it.<br><br>I always saw something like this.', 'filename': '85948', 'ext': '.jpg', 'w': 360, 'h': 360, 'tn_w': 125, 'tn_h': 125, 'tim': 1670725234577469, 'time': 1670725234, 'md5': 'Uuf377E+DWGNm8xjYD8CtA==', 'fsize': 30757, 'resto': 21334438}, {'no': 21334805, 'now': '12/10/22(Sat)21:20:38', 'name': 'Anonymous', 'com': '<a href=""#p21334664"" class=""quotelink"">&gt;&gt;21334664</a><br>Also something something a propelled missile doesn&#039;t count as the same thing as a projectile launched via a rail gun. It&#039;s an emissions thing I think.', 'time': 1670725238, 'resto': 21334438}, {'no': 21334809, 'now': '12/10/22(Sat)21:21:34', 'name': 'Anonymous', 'com': '<a href=""#p21334805"" class=""quotelink"">&gt;&gt;21334805</a><br>oh yeah I forgot that, you&#039;re right. harder to track a cold bullet.', 'time': 1670725294, 'resto': 21334438}, {'no': 21334887, 'now': '12/10/22(Sat)21:41:44', 'name': 'Anonymous', 'com': '<a href=""#p21334438"" class=""quotelink"">&gt;&gt;21334438</a><br>Because sometimes you gotta dab on the Kell Hounds and nothing says dab like wrecking their shit with a trashcan with a nuclear missile launcher superglued to its side.', 'time': 1670726504, 'resto': 21334438}]",1670733759,0.0,0.0,
115,21316944,,12/03/22(Sat)18:47:16,Anonymous,,What was his name again?,1436407334171,.png,150,199,150,199,1670111236624963,1670111236,FteHi8c3hR0jjQTszwMihQ==,48943,0,what-was-his-name-again,4,26,4,21.0,3.0,"[{'no': 21333754, 'now': '12/10/22(Sat)16:13:19', 'name': 'Anonymous', 'com': '<a href=""#p21316944"" class=""quotelink"">&gt;&gt;21316944</a><br>Optimus Primal', 'time': 1670706799, 'resto': 21316944}, {'no': 21333816, 'now': '12/10/22(Sat)16:39:56', 'name': 'Anonymous', 'com': '<a href=""#p21316944"" class=""quotelink"">&gt;&gt;21316944</a><br>Off-with-his-head Orangutan<br><a href=""#p21321842"" class=""quotelink"">&gt;&gt;21321842</a><br>Me too, man<br><span class=""quote"">&gt;tfw there will never be another ride so wild</span>', 'filename': 'f62', 'ext': '.jpg', 'w': 660, 'h': 371, 'tn_w': 125, 'tn_h': 70, 'tim': 1670708396357333, 'time': 1670708396, 'md5': 'vidV6Hw8OWaOSLZwdCFOEw==', 'fsize': 35456, 'resto': 21316944}, {'no': 21333888, 'now': '12/10/22(Sat)17:14:15', 'name': 'Anonymous', 'com': 'Slashing Skunk-Ape', 'time': 1670710455, 'resto': 21316944}, {'no': 21334830, 'now': '12/10/22(Sat)21:27:49', 'name': 'Anonymous', 'com': 'Stabbing Simian', 'time': 1670725669, 'resto': 21316944}, {'no': 21334885, 'now': '12/10/22(Sat)21:41:23', 'name': 'Anonymous', 'com': 'Slice-n-dice Silverback', 'time': 1670726483, 'resto': 21316944}]",1670726483,0.0,0.0,
116,21209966,,10/15/22(Sat)21:44:46,Anonymous,Grunts,Fuck it post normals and cool grunt units.,solarwind,.jpg,950,468,250,123,1665884686300174,1665884686,4v6kxG7rWVojNBpeNp3Y+w==,185960,0,grunts,4,108,79,103.0,76.0,"[{'no': 21324306, 'now': '12/07/22(Wed)06:13:09', 'name': 'Anonymous', 'filename': '1536663037709[1]', 'ext': '.jpg', 'w': 2448, 'h': 1750, 'tn_w': 125, 'tn_h': 89, 'tim': 1670411589204710, 'time': 1670411589, 'md5': 'DPTFM+YbG4LZSr4ob19EBw==', 'fsize': 2383306, 'resto': 21209966}, {'no': 21333735, 'now': '12/10/22(Sat)16:00:04', 'name': 'Anonymous', 'filename': '1537687979079[1]', 'ext': '.jpg', 'w': 1456, 'h': 1042, 'tn_w': 125, 'tn_h': 89, 'tim': 1670706004658178, 'time': 1670706004, 'md5': 'WceEWg3f5ie5muvmmf8UhA==', 'fsize': 466936, 'resto': 21209966}, {'no': 21333911, 'now': '12/10/22(Sat)17:32:05', 'name': 'Anonymous', 'com': '<a href=""#p21283511"" class=""quotelink"">&gt;&gt;21283511</a><br>Reginleif is an MC unit, Juggernaut is the grunt', 'time': 1670711525, 'resto': 21209966}, {'no': 21333915, 'now': '12/10/22(Sat)17:34:28', 'name': 'Anonymous', 'com': 'Scopedog is peak grunt, so grunty that not even mc plot armor can save it from being made out of explodium', 'time': 1670711668, 'resto': 21209966}, {'no': 21334877, 'now': '12/10/22(Sat)21:38:27', 'name': 'Anonymous', 'com': '<a href=""#p21239051"" class=""quotelink"">&gt;&gt;21239051</a><br><a href=""#p21239113"" class=""quotelink"">&gt;&gt;21239113</a><br><a href=""#p21239124"" class=""quotelink"">&gt;&gt;21239124</a><br><a href=""#p21239131"" class=""quotelink"">&gt;&gt;21239131</a><br><a href=""#p21239139"" class=""quotelink"">&gt;&gt;21239139</a><br><a href=""#p21239282"" class=""quotelink"">&gt;&gt;21239282</a><br>Come now, anon, you can&#039;t post TSFs in a grunt thread and leave out the most common grunt machines in the VN.', 'filename': 'politics', 'ext': '.png', 'w': 1024, 'h': 599, 'tn_w': 125, 'tn_h': 73, 'tim': 1670726307401849, 'time': 1670726307, 'md5': '702li7+JL4N6xZqY5tCLiA==', 'fsize': 819239, 'resto': 21209966}]",1670726307,0.0,0.0,
117,21333938,,12/10/22(Sat)17:49:53,Anonymous,/krg/ - Kamen Rider General #3208: The Storm That is Approaching Edition,"Previous Thread: <a href=""/m/thread/21326587#p21326587"" class=""quotelink"">&gt;&gt;21326587</a><br><br><span class=""quote"">&gt;How to get into KR and where to start?</span><br>https://kamenriderguide.weebly.com<br><br><span class=""quote"">&gt;List of subbed series</span><br>http://tokusubs.wikia.com/wiki/Toku<wbr>subs_Wiki<br><br><span class=""quote"">&gt;Direct Download Links</span><br>https://pastebin.com/uynBpq35<br>https://docs.google.com/document/d/<wbr>1iAaxZsRy5ZBUExP_kg21PwFHzK9l8UljCk<wbr>K2u6hNIfU<br>https://docs.google.com/document/d/<wbr>19wl37LsDD4J_yqR7usLNkXA4hGAXngnlI3<wbr>HgSgMN2Kk<br>https://docs.google.com/document/d/<wbr>1W3nlhtioorLWE8g5HJSKCAUoTGicFKeLh5<wbr>d4JXZmAKs<br><br><span class=""quote"">&gt;/krg/ archives</span><br>https://desuarchive.org/m/search/su<wbr>bject/Kamen%20Rider%20General",2BA27B58-23EE-4868-93BC-E71858F546C7,.jpg,2048,1152,250,140,1670712593441228,1670712593,QmIDBRYlIpva8PxeegKdcQ==,292604,0,krg-kamen-rider-general-3208-the-storm-that-is,4,740,150,735.0,150.0,"[{'no': 21337482, 'now': '12/11/22(Sun)16:05:58', 'name': 'Anonymous', 'com': 'Fixed <span class=""deadlink"">&gt;&gt;21337480</span>', 'time': 1670792758, 'resto': 21333938}, {'no': 21337488, 'now': '12/11/22(Sun)16:07:29', 'name': 'Anonymous', 'com': '<a href=""#p21337482"" class=""quotelink"">&gt;&gt;21337482</a><br>How do you keep fucking this up?', 'time': 1670792849, 'resto': 21333938}, {'no': 21337495, 'now': '12/11/22(Sun)16:11:34', 'name': 'Anonymous', 'com': '<a href=""#p21337488"" class=""quotelink"">&gt;&gt;21337488</a><br>You do it then nigger', 'time': 1670793094, 'resto': 21333938}, {'no': 21337729, 'now': '12/11/22(Sun)17:37:20', 'name': 'Anonymous', 'com': '<a href=""#p21336943"" class=""quotelink"">&gt;&gt;21336943</a><br>That seems way too big a contradiction if he has no explanation though.<br><br>Fuwa&#039;s reasoning for his fake memories was that the stuff about no one dying in the Daybreak was all false, and Hiden Corporation was hiding the massacre somehow. Geats would need to have some kind of excuse for not competing for centuries even if it&#039;s false. I think we just don&#039;t have the full view of the situation.', 'time': 1670798240, 'resto': 21333938}, {'no': 21338185, 'now': '12/11/22(Sun)20:08:35', 'name': 'Anonymous', 'com': 'I&#039;m pretty sure <a href=""/m/thread/21336141#p21336141"" class=""quotelink"">&gt;&gt;21336141</a> is being used as the next thread', 'time': 1670807315, 'resto': 21333938}]",1670807315,1.0,1.0,
118,21316078,,12/03/22(Sat)06:52:58,Anonymous,,"<span class=""quote"">&gt;80s: ZZ</span><br><span class=""quote"">&gt;90s: DX</span><br><span class=""quote"">&gt;00s: 00</span><br><span class=""quote"">&gt;10s: Double Bullet</span><br><span class=""quote"">&gt;20s: pending</span><br>do it soon, Banrise",Double Chads,.jpg,2264,2008,249,221,1670068378936204,1670068378,lRE7w8hpeKx8E0aWWAGqcQ==,771436,0,80s-zz,4,39,7,34.0,5.0,"[{'no': 21324390, 'now': '12/07/22(Wed)08:08:03', 'name': 'Anonymous', 'com': '<a href=""#p21323854"" class=""quotelink"">&gt;&gt;21323854</a><br>G-Witch&#039;s future upgrade.', 'time': 1670418483, 'resto': 21316078}, {'no': 21324412, 'now': '12/07/22(Wed)08:19:42', 'name': 'Anonymous', 'com': '<a href=""#p21323581"" class=""quotelink"">&gt;&gt;21323581</a><br><br><span class=""quote"">&gt; not D or U</span>', 'time': 1670419182, 'resto': 21316078}, {'no': 21324420, 'now': '12/07/22(Wed)08:23:09', 'name': 'Anonymous', 'com': '<a href=""#p21324412"" class=""quotelink"">&gt;&gt;21324412</a><br>Behold, the Double D gundam', 'filename': 'Edd.1', 'ext': '.png', 'w': 501, 'h': 791, 'tn_w': 79, 'tn_h': 125, 'tim': 1670419389323790, 'time': 1670419389, 'md5': '3HkxmoCsWlzXX83Sq/O82w==', 'fsize': 184554, 'resto': 21316078}, {'no': 21333924, 'now': '12/10/22(Sat)17:39:36', 'name': 'Anonymous', 'com': '<a href=""#p21316078"" class=""quotelink"">&gt;&gt;21316078</a><br>Double Aerial soon', 'time': 1670711976, 'resto': 21316078}, {'no': 21334467, 'now': '12/10/22(Sat)20:03:06', 'name': 'Anonymous', 'com': '<a href=""#p21333924"" class=""quotelink"">&gt;&gt;21333924</a><br><span class=""quote"">&gt;The double Ae gundam</span>', 'filename': '1851D10E-B09B-4CD6-9D05-290198B0CAAF', 'ext': '.jpg', 'w': 612, 'h': 418, 'tn_w': 125, 'tn_h': 85, 'tim': 1670720586477949, 'time': 1670720586, 'md5': 'ytNt4FjJlCyUAZ++Niz84Q==', 'fsize': 17400, 'resto': 21316078}]",1670720586,0.0,0.0,
