,no,sticky,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,sticky_cap,custom_spoiler,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
72,21160256,,09/26/22(Mon)11:50:33,Anonymous,Battletech/Mechwarrior thread of ilClans,"Because the tukayid thread lasted for too long.<br><span class=""deadlink"">&gt;&gt;20865682</span>",20110410,.jpg,1168,808,250,172,1664207433748902,1664207433,3WQF5zPd3xITd5obshPU6g==,122357,0,battletechmechwarrior-thread-of-ilclans,,4,307,105,302.0,105.0,"[{'no': 21327102, 'now': '12/08/22(Thu)17:26:30', 'name': 'Anonymous', 'com': '<a href=""#p21326157"" class=""quotelink"">&gt;&gt;21326157</a><br>sadly I agree, coyote&#039;s mod adds in new types like semi random Patrol contracts, base attack and defend, and the big Battleground fights but its nothing like playing an actual campaign like mw4', 'time': 1670538390, 'resto': 21160256}, {'no': 21327124, 'now': '12/08/22(Thu)17:52:17', 'name': 'Anonymous', 'com': '<a href=""#p21325073"" class=""quotelink"">&gt;&gt;21325073</a><br>Do you need the Call to Arms DLC for this shit? It&#039;s the only one I don&#039;t own.', 'time': 1670539937, 'resto': 21160256}, {'no': 21327136, 'now': '12/08/22(Thu)18:05:38', 'name': 'Anonymous', 'com': '<a href=""#p21327102"" class=""quotelink"">&gt;&gt;21327102</a><br>Coyotes mod doubles down on the shitty mission design, the patrol missions will just dump 30 VTOLs on top of you at random as a side objective. It&#039;s bizarre that people would recommend it when it breaks better spawns, which is the only mod that sort of fixes the issue.', 'time': 1670540738, 'resto': 21160256}, {'no': 21327220, 'now': '12/08/22(Thu)19:12:44', 'name': 'Anonymous', 'com': '<a href=""#p21327124"" class=""quotelink"">&gt;&gt;21327124</a><br>No. But you might have to change the version to 1.1.315 in the betas tab on steam in order for it to work. Depending on the mods.', 'time': 1670544764, 'resto': 21160256}, {'no': 21328801, 'now': '12/09/22(Fri)02:01:45', 'name': 'Anonymous', 'com': '<a href=""#p21312476"" class=""quotelink"">&gt;&gt;21312476</a><br><span class=""quote"">&gt;Battletech</span><br><span class=""quote"">&gt;good</span>', 'time': 1670569305, 'resto': 21160256}]",1670569305,0.0,0.0,
73,21105784,,09/02/22(Fri)13:32:56,Anonymous,AoZ Thread,"Post your favorite AoZ MS. For me its the RX-124 Gundam TR-6 Haze&#039;n-thley II.<br><br>Also, where the fuck can I read all available translations of AoZ? I know there isn&#039;t much, but Zeonic only has the first novel and NYAA has nothing.",Woundwort-hsf-blue-ms,.jpg,1580,2620,150,250,1662139976778939,1662139976,EGdbD2R/MRJkYPDZ3eSWqg==,771475,0,aoz-thread,,4,308,145,303.0,142.0,"[{'no': 21318294, 'now': '12/04/22(Sun)07:21:48', 'name': 'Anonymous', 'filename': 'frosting', 'ext': '.jpg', 'w': 1706, 'h': 1376, 'tn_w': 125, 'tn_h': 100, 'tim': 1670156508309488, 'time': 1670156508, 'md5': 'VYLcDK0Q4/R8carMqKoSfQ==', 'fsize': 449315, 'resto': 21105784}, {'no': 21318354, 'now': '12/04/22(Sun)07:59:05', 'name': 'Anonymous', 'com': 'for me it&#039;s the Re-Hyze. the Hyzentheley base kit already exists, so a Re-Hyze p-bandai kit is possible.', 'filename': '9e24b5966139ec90a6670a331dfc86e3', 'ext': '.jpg', 'w': 788, 'h': 800, 'tn_w': 123, 'tn_h': 125, 'tim': 1670158745926695, 'time': 1670158745, 'md5': 'FKLibe0QXOOuPp28LP1s9A==', 'fsize': 176713, 'resto': 21105784}, {'no': 21323297, 'now': '12/06/22(Tue)19:01:29', 'name': 'Anonymous', 'filename': '45852038_p0', 'ext': '.png', 'w': 2000, 'h': 2300, 'tn_w': 108, 'tn_h': 125, 'tim': 1670371289107925, 'time': 1670371289, 'md5': 'XfnvQwnbgStfFSGgUL4eFg==', 'fsize': 2668922, 'resto': 21105784}, {'no': 21327706, 'now': '12/08/22(Thu)22:53:44', 'name': 'Anonymous', 'com': 'AC hype ain&#039;t gonna kill this thing', 'time': 1670558024, 'resto': 21105784}, {'no': 21328654, 'now': '12/09/22(Fri)01:17:53', 'name': 'Anonymous', 'com': 'Kind of a newfag here. I got the II-Rah and wondwart during the black friday p-bandai restock. How long am I going to have to wait for a barzam and the booster expansion for the hazenthley?', 'time': 1670566673, 'resto': 21105784}]",1670566673,0.0,0.0,
74,21326510,,12/08/22(Thu)11:26:05,Anonymous,Ethics of Child Soldiers?,,hey kid.. want to buy a gundam,.jpg,232,416,139,250,1670516765692884,1670516765,JfehHLa7MkYSI3evYKThpQ==,34174,0,ethics-of-child-soldiers,,4,13,4,8.0,2.0,"[{'no': 21327447, 'now': '12/08/22(Thu)21:23:59', 'name': 'Anonymous', 'com': '<a href=""#p21327440"" class=""quotelink"">&gt;&gt;21327440</a><br>Hell is for children.', 'time': 1670552639, 'resto': 21326510}, {'no': 21327451, 'now': '12/08/22(Thu)21:24:37', 'name': 'Anonymous', 'com': '<a href=""#p21327440"" class=""quotelink"">&gt;&gt;21327440</a><br>Zeeks and Feddies disagree on many things, but they seem to have mildly similar senses of humor', 'filename': 'Student recruits', 'ext': '.webm', 'w': 772, 'h': 580, 'tn_w': 125, 'tn_h': 93, 'tim': 1670552677635422, 'time': 1670552677, 'md5': 'xRXZdgWz4/ALW2GNpPT0Ig==', 'fsize': 2998610, 'resto': 21326510}, {'no': 21327541, 'now': '12/08/22(Thu)22:23:17', 'name': 'Anonymous', 'com': '<a href=""#p21326510"" class=""quotelink"">&gt;&gt;21326510</a><br>sad when framed as being sad :(<br>based when framed as powerfaantasy for teens that I&#039;m latching on to because I&#039;m a man child :)', 'time': 1670556197, 'resto': 21326510}, {'no': 21328427, 'now': '12/09/22(Fri)00:36:18', 'name': 'Anonymous', 'com': '<a href=""#p21327451"" class=""quotelink"">&gt;&gt;21327451</a><br>There is a reason why Side 3 as of Victory Gundam is a boring and peaceful industrial state.', 'time': 1670564178, 'resto': 21326510}, {'no': 21328472, 'now': '12/09/22(Fri)00:44:58', 'name': 'Anonymous', 'com': '<a href=""#p21327164"" class=""quotelink"">&gt;&gt;21327164</a><br><span class=""quote"">&gt;Being a zeek</span>', 'filename': 'gato3', 'ext': '.jpg', 'w': 578, 'h': 751, 'tn_w': 96, 'tn_h': 125, 'tim': 1670564698092152, 'time': 1670564698, 'md5': '2ythxNt/jgw+4hT+x3bsYQ==', 'fsize': 94987, 'resto': 21326510}]",1670564698,0.0,0.0,
75,21316671,,12/03/22(Sat)16:00:40,Anonymous,Digimon Thread,"Episode 54, &quot;Second Sight&quot;, airs in 3 hours&#039; time.<br><br>Here&#039;s the preview for <s>clairvoyant Hiro</s>: https://www.youtube.com/watch?v=d0Q<wbr>GmsTklZ8<br><br>We also have the title for episode 55: https://thetv.jp/program/0001005616<wbr>/56/<br><br><s>化ケ猫, &quot;Ghost Cat&quot;</s>",FiZ8ZgiVEAAr-lS[2],.jpg,1280,720,250,140,1670101240862059,1670101240,g7o6A8yGkUZ1L/ZthHQ9sw==,127486,0,digimon-thread,,4,83,23,78.0,20.0,"[{'no': 21325350, 'now': '12/07/22(Wed)19:40:15', 'name': 'Anonymous', 'com': '<a href=""#p21325212"" class=""quotelink"">&gt;&gt;21325212</a><br>Also their Digimon have real distinct personalities that have multiple opportunities to come through.', 'time': 1670460015, 'resto': 21316671}, {'no': 21325729, 'now': '12/07/22(Wed)23:55:01', 'name': 'Anonymous', 'filename': 'Fio4Q9xaMAE3T-7', 'ext': '.jpg', 'w': 1015, 'h': 1359, 'tn_w': 93, 'tn_h': 125, 'tim': 1670475301571421, 'time': 1670475301, 'md5': 'HEeaBeDZY0BLWrlexGILbw==', 'fsize': 303984, 'resto': 21316671}, {'no': 21326915, 'now': '12/08/22(Thu)15:39:19', 'name': 'Anonymous', 'com': '<a href=""#p21325729"" class=""quotelink"">&gt;&gt;21325729</a><br><s>Suddenly, Alter-B!</s>', 'filename': 'Fio5nDdaYAEvZZv[1]', 'ext': '.jpg', 'w': 1015, 'h': 1359, 'tn_w': 93, 'tn_h': 125, 'tim': 1670531959735817, 'time': 1670531959, 'md5': 'CdvmYqWoxkzX35gA10G/xg==', 'fsize': 331930, 'resto': 21316671, 'spoiler': 1}, {'no': 21328222, 'now': '12/08/22(Thu)23:59:33', 'name': 'Anonymous', 'com': 'https://twitter.com/digimonweb_net/<wbr>status/1601041443329478658', 'filename': 'FjbtIJLacAAqMIU', 'ext': '.jpg', 'w': 933, 'h': 800, 'tn_w': 125, 'tn_h': 107, 'tim': 1670561973606228, 'time': 1670561973, 'md5': 'vmlUp+QAAba28Rjpez/JHw==', 'fsize': 294489, 'resto': 21316671}, {'no': 21328246, 'now': '12/09/22(Fri)00:03:42', 'name': 'Anonymous', 'com': '<a href=""#p21326915"" class=""quotelink"">&gt;&gt;21326915</a><br>I love the tcg so much', 'time': 1670562222, 'resto': 21316671}]",1670562222,0.0,0.0,
76,21296514,,11/23/22(Wed)00:55:06,Anonymous,/acg/ - Armored Core General,<s>YOU ARE NOT IMMUNE TO KOJIMA PARTICLES</s> edition.,YOU ARE NOT IMMUNE TO KOJIMA PARTICLES,.jpg,640,466,250,182,1669182906062307,1669182906,n7iPv4dn2lJy8Sui6oPIHg==,31342,0,acg-armored-core-general,,4,702,149,697.0,148.0,"[{'no': 21331550, 'now': '12/09/22(Fri)20:23:53', 'name': 'Anonymous', 'com': '@21331540<br>my life is absolutely fine, never been better. It is however quite sad when things i enjoy succumb to untreated newfag cancer due to lack of chemo (gatekeeping). Now if you would stop advocating for allowing cancer tumors to freely grow because their feefees might get hurt if they get dosed with chemo it would be even better.', 'time': 1670635433, 'resto': 21296514}, {'no': 21331552, 'now': '12/09/22(Fri)20:26:20', 'name': 'Anonymous', 'com': '<a href=""#p21331478"" class=""quotelink"">&gt;&gt;21331478</a><br>okay retardo', 'time': 1670635580, 'resto': 21296514}, {'no': 21331583, 'now': '12/09/22(Fri)20:35:14', 'name': 'Anonymous', 'com': '<a href=""#p21331550"" class=""quotelink"">&gt;&gt;21331550</a><br>Your life is much more than your access to material possessions and the objects in your life. The fact you&#039;re acting this way tells me you&#039;re a fucking mess and you are awful at concealing it. You&#039;ve even fooled yourself, which is the saddest thing of all.', 'time': 1670636114, 'resto': 21296514}, {'no': 21331595, 'now': '12/09/22(Fri)20:40:40', 'name': 'Anonymous', 'com': '<a href=""#p21331583"" class=""quotelink"">&gt;&gt;21331583</a><br>ayo fr fr this nigga be on that buddhist jawn fr he do be observing the 8 litty precepts of bussinhvista', 'time': 1670636440, 'resto': 21296514}, {'no': 21331603, 'now': '12/09/22(Fri)20:42:45', 'name': 'Anonymous', 'com': '<a href=""#p21331583"" class=""quotelink"">&gt;&gt;21331583</a><br><a href=""#p21331550"" class=""quotelink"">&gt;&gt;21331550</a><br>Shut the fuck up and post mechs, you insufferable faggots.', 'filename': '36442820', 'ext': '.jpg', 'w': 1174, 'h': 947, 'tn_w': 125, 'tn_h': 100, 'tim': 1670636565601999, 'time': 1670636565, 'md5': 'rXymTJhhZV5qyg9UPakVkw==', 'fsize': 322894, 'resto': 21296514}]",1670636565,1.0,0.0,
77,21315413,,12/02/22(Fri)21:26:00,Anonymous,,katejina&#039;s color,qx18pzxeyhv61,.jpg,1743,753,250,108,1670034360101772,1670034360,h0l9jvgzo90WdVwYjH0/yQ==,445336,0,katejinas-color,,4,31,3,26.0,2.0,"[{'no': 21323862, 'now': '12/06/22(Tue)23:57:55', 'name': 'Anonymous', 'com': '<a href=""#p21323521"" class=""quotelink"">&gt;&gt;21323521</a><br>So that&#039;s what they meant by enchanced human', 'time': 1670389075, 'resto': 21315413}, {'no': 21326952, 'now': '12/08/22(Thu)15:58:05', 'name': 'Anonymous', 'com': '<a href=""#p21323446"" class=""quotelink"">&gt;&gt;21323446</a><br><span class=""quote"">&gt;implying this isn&#039;t a completely plausible thing for an edgy, traumatised thirteen year old with a brown girlfriend who has been raised by computers with absent parents for years to say</span><br>Tomino predicted the future anons', 'time': 1670533085, 'resto': 21315413}, {'no': 21326964, 'now': '12/08/22(Thu)16:06:39', 'name': 'Anonymous', 'com': '<a href=""#p21320218"" class=""quotelink"">&gt;&gt;21320218</a><br>if there were four Katejinas, would they have a quadro bajina?', 'time': 1670533599, 'resto': 21315413}, {'no': 21327086, 'now': '12/08/22(Thu)17:18:22', 'name': 'Anonymous', 'com': '<a href=""#p21320040"" class=""quotelink"">&gt;&gt;21320040</a><br><span class=""quote"">&gt;Heavy drinker trying to drown her sorrow and guilt, so no time for fancy grooming.</span><br><span class=""quote"">&gt;Leads a pirate crew where she can just pick any of the men to service her, or else they get thrown into space.</span><br><span class=""quote"">&gt;Domineering, so whatever the person she took to her bedroom thinks about her appeareance is irrelevant.</span><br>You just KNOW Cima has the thickest, muskiest bush in the game.<br>I bet it smells like cheap whiskey, cigarettes, a faint hint of piss <s>and fabric softener, because her crew loves her and they like to properly wash her clothes, even if she doesn&#039;t want to.</s>', 'filename': 'cima', 'ext': '.jpg', 'w': 1588, 'h': 2199, 'tn_w': 90, 'tn_h': 125, 'tim': 1670537902755366, 'time': 1670537902, 'md5': 'E21SMOR1yfsDjRcR9JEC4w==', 'fsize': 1860606, 'resto': 21315413}, {'no': 21327700, 'now': '12/08/22(Thu)22:52:42', 'name': 'Anonymous', 'com': '<a href=""#p21323432"" class=""quotelink"">&gt;&gt;21323432</a><br>Link?', 'time': 1670557962, 'resto': 21315413}]",1670557962,0.0,0.0,
78,21322421,,12/06/22(Tue)09:08:42,Anonymous,,Let&#039;s play a game /m/. Rules are simple. Post a mecha and say whether the mecha posted above yours feels more masculine or feminine.<br><br>Let&#039;s start with a classic.,9d2af6e9633041f22d3cbe9622db4982,.jpg,440,630,174,250,1670335722682943,1670335722,TikjqAT23R6GF9OBlQNulg==,70472,0,lets-play-a-game-m-rules-are-simple-post-a-mecha,,4,21,19,16.0,15.0,"[{'no': 21326582, 'now': '12/08/22(Thu)12:03:12', 'name': 'Anonymous', 'com': '<a href=""#p21323620"" class=""quotelink"">&gt;&gt;21323620</a><br>Are you that familiar with cocks that look like that? Should write them up in the Guinness Book of World Records.', 'time': 1670518992, 'resto': 21322421}, {'no': 21327079, 'now': '12/08/22(Thu)17:15:43', 'name': 'Anonymous', 'com': '<a href=""#p21323855"" class=""quotelink"">&gt;&gt;21323855</a><br>Dog', 'filename': 'IMG_20221208_102714', 'ext': '.jpg', 'w': 895, 'h': 1192, 'tn_w': 93, 'tn_h': 125, 'tim': 1670537743408855, 'time': 1670537743, 'md5': 'Z3yTYZS2/MI1XOJdI2Oj4A==', 'fsize': 289347, 'resto': 21322421}, {'no': 21327214, 'now': '12/08/22(Thu)19:03:39', 'name': 'Anonymous', 'com': '<a href=""#p21327079"" class=""quotelink"">&gt;&gt;21327079</a><br>Looks pretty similar to <a href=""#p21322432"" class=""quotelink"">&gt;&gt;21322432</a> but this feels like a trick question. Arms crossed, legs probably apart, and it looks like he can breath in space, where there&#039;s no air. I&#039;m going with masculine. He&#039;s basically Tekkaman Blade, so he&#039;s definitely a boy!', 'filename': 'FjTAvS7akAIC8Eo', 'ext': '.jpg', 'w': 3861, 'h': 2896, 'tn_w': 125, 'tn_h': 93, 'tim': 1670544219105972, 'time': 1670544219, 'md5': 'zTJRgh+bK81P6Gr61DeEbQ==', 'fsize': 681032, 'resto': 21322421}, {'no': 21327439, 'now': '12/08/22(Thu)21:21:42', 'name': 'Anonymous', 'com': '<a href=""#p21327214"" class=""quotelink"">&gt;&gt;21327214</a><br>incredibly masculine, i cannot top it<br>mine is a feminine bitch in comparison, even being a literal BALL', 'filename': 'rb-79', 'ext': '.png', 'w': 150, 'h': 150, 'tn_w': 125, 'tn_h': 125, 'tim': 1670552502426027, 'time': 1670552502, 'md5': 'Uc48/4WYm3pa1DhbQYSRww==', 'fsize': 26172, 'resto': 21322421}, {'no': 21327649, 'now': '12/08/22(Thu)22:46:22', 'name': 'Anonymous', 'com': '<a href=""#p21327439"" class=""quotelink"">&gt;&gt;21327439</a><br>How could it be feminine when I wouldn&#039;t fuck it? Maybe it&#039;s a loli?', 'filename': 'Fiz1t_tXEAEo3ha', 'ext': '.jpg', 'w': 1200, 'h': 1600, 'tn_w': 93, 'tn_h': 125, 'tim': 1670557582709977, 'time': 1670557582, 'md5': '1AxhwiscjbAslSd/oE/Idg==', 'fsize': 138301, 'resto': 21322421}]",1670557582,0.0,0.0,
79,21323802,,12/06/22(Tue)23:20:45,Anonymous,,"<span class=""quote"">&gt;cute MC that gets all the girls and boys with her awkwardness and charisma</span><br><span class=""quote"">&gt;9 episodes of her being overwhelmed and making cute noises</span><br><span class=""quote"">&gt;will most likely marry a rich heiress by the last episode</span><br><span class=""quote"">&gt;Aerial kits being sold out</span><br>My God, Gundam is SAVED!",file,.png,1600,800,250,125,1670386845722783,1670386845,rrGmdC05INFwtKzV3BhSHw==,692715,0,cute-mc-that-gets-all-the-girls-and-boys-with-her,,4,341,44,336.0,43.0,"[{'no': 21330449, 'now': '12/09/22(Fri)15:07:22', 'name': 'Anonymous', 'com': '<a href=""#p21329721"" class=""quotelink"">&gt;&gt;21329721</a><br><span class=""quote"">&gt;Honestly Sunrise seeing that they don&#039;t need loads of fanservice</span><br>What are you talking about. Theres still fanservice, just aimed at different groups instead.<br>Yuribait is still fanservice', 'time': 1670616442, 'resto': 21323802}, {'no': 21330507, 'now': '12/09/22(Fri)15:23:16', 'name': 'Anonymous', 'com': '<a href=""#p21330371"" class=""quotelink"">&gt;&gt;21330371</a><br><span class=""quote"">&gt;calling someone else a npc when you&#039;re literally using the same stock responses</span><br>lol but yes go on about how queer twitter is the goal for this specific gundam show', 'time': 1670617396, 'resto': 21323802}, {'no': 21331111, 'now': '12/09/22(Fri)18:22:29', 'name': 'Anonymous', 'com': '<a href=""#p21330507"" class=""quotelink"">&gt;&gt;21330507</a><br><a href=""#p21330441"" class=""quotelink"">&gt;&gt;21330441</a><br><span class=""quote"">&gt;nerve status: touched</span><br>Bet you felt a but called huh? Lol', 'time': 1670628149, 'resto': 21323802}, {'no': 21331143, 'now': '12/09/22(Fri)18:31:28', 'name': 'Anonymous', 'com': 'Where were you when yuri officially saved the mecha genre?', 'filename': 'FiLaxjtagAMU--7', 'ext': '.jpg', 'w': 1670, 'h': 1773, 'tn_w': 117, 'tn_h': 125, 'tim': 1670628688816663, 'time': 1670628688, 'md5': '6pcpNhe/AKF5kslKA5R3xg==', 'fsize': 355199, 'resto': 21323802}, {'no': 21331495, 'now': '12/09/22(Fri)20:06:48', 'name': 'Anonymous', 'com': '<a href=""#p21331143"" class=""quotelink"">&gt;&gt;21331143</a><br>If this is what &quot;saving&quot; looks like I loathe to consider what your definition of dooming mecha is', 'time': 1670634408, 'resto': 21323802}]",1670634408,1.0,0.0,
80,21314462,,12/02/22(Fri)09:55:19,Anonymous,/sgg/ - Symphogear General,"Merry Melodies presents... Edition<br><br>Symphogear XV+AXZ music<br>https://mega.nz/#F!mslXBKTT!cKifF2M<wbr>0HFAdS3eXXoJQeA<br><br><span class=""quote"">&gt;AXZ Zesshoushinais</span><br>Ep. 1: https://mega.nz/#!nwRWSBjL!FHOQ9Iox<wbr>hAY7GMcx9NEH12TIMRp6fo_kvIzn-nwxicg<wbr><br>Ep. 2: https://mega.nz/#!L0o2RZZA!aLmACP9g<wbr>5ULN_f_bZWQL9NpHBAZ0-l6khz0DrNEenCY<wbr><br>Ep. 3: https://mega.nz/#!CpZByIgD!FUN-Us9F<wbr>SyQ1usRZgNl2-sIWSJmtB3glxsNJ436mMmQ<wbr><br>Ep. 4: https://mega.nz/#!egQECC5S!McL9xDPA<wbr>9fOmrk0aEw59crkqgvZUgXR34JXZiDa3ww8<wbr><br><br><span class=""quote"">&gt;XDU Events</span><br>https://pastebin.com/XHxJzrPq<br><br><span class=""quote"">&gt;XDU Guide</span><br>https://symphogear.blogspot.com/201<wbr>7/06/symphogear-xd-starter-guide.ht<wbr>ml<br><br><span class=""quote"">&gt;AXZ HiBiKi Radio Archive</span><br>https://mega.nz/#F!KkBXSYyZ!GJCB0XB<wbr>95wQA4uCi4S6hhw<br><br><span class=""quote"">&gt;GX Pastebin and Mega folder</span><br>http://pastebin.com/EeTkSpKa<br>https://mega.nz/#F!19FVyBzQ!eKkp4fz<wbr>mcyybty7rY5r0mA!wptxxQzI<br><br><span class=""quote"">&gt;Artbooks</span><br>https://pastebin.com/56g69j9j<br><span class=""quote"">&gt;XV website</span><br>http://symphogear-xv.com/<br><br><span class=""quote"">&gt;Shirabe&#039;s cooking adventure</span><br>https://mega.nz/folder/ADY1WSpb#mHp<wbr>WGF-Ft2it5WMrPrTi0Q<br>https://storia.takeshobo.co.jp/mang<wbr>a/symphogear/<br><br><span class=""quote"">&gt;Symphogear XDU English Translation Sheet</span><br>https://docs.google.com/spreadsheet<wbr>s/d/e/2PACX-1vQ2kBC2P10nqtv0827_ICU<wbr>gZ3UjL3S6FNN8lNHoTmEnq20rJY36Ck1Z4K<wbr>EVgUK7eXnscVUT_q41AzQB/pubhtml<br><br><span class=""quote"">&gt;20XX: A new Symphogear project has been announced at the Symphogear Live concert.</span><br>https://twitter.com/SYMPHOGEAR/stat<wbr>us/1594293709906251776<br><br>Previous:<br><a href=""/m/thread/21299488#p21299488"" class=""quotelink"">&gt;&gt;21299488</a>",99c7a4252d,.gif,600,600,250,250,1669992919305407,1669992919,iK5a5MBunCR61Gi7Zlsysg==,584574,0,sgg-symphogear-general,,4,348,142,343.0,140.0,"[{'no': 21331232, 'now': '12/09/22(Fri)18:51:26', 'name': 'Anonymous', 'com': '<a href=""#p21331225"" class=""quotelink"">&gt;&gt;21331225</a><br><a href=""#p21331230"" class=""quotelink"">&gt;&gt;21331230</a>', 'filename': '1645274147290', 'ext': '.png', 'w': 320, 'h': 611, 'tn_w': 65, 'tn_h': 125, 'tim': 1670629886212369, 'time': 1670629886, 'md5': 'W7wdp6jloQ3qxbZUdpKisw==', 'fsize': 235371, 'resto': 21314462}, {'no': 21331329, 'now': '12/09/22(Fri)19:17:04', 'name': 'Anonymous', 'com': '<a href=""#p21331225"" class=""quotelink"">&gt;&gt;21331225</a><br><a href=""#p21331230"" class=""quotelink"">&gt;&gt;21331230</a><br>Those Maria&#039;s are beautiful. Hot damn.', 'time': 1670631424, 'resto': 21314462}, {'no': 21331406, 'now': '12/09/22(Fri)19:40:45', 'name': 'Anonymous', 'com': '<a href=""#p21331225"" class=""quotelink"">&gt;&gt;21331225</a><br><a href=""#p21331230"" class=""quotelink"">&gt;&gt;21331230</a><br>why does she get happier with less clothing', 'time': 1670632845, 'resto': 21314462}, {'no': 21331415, 'now': '12/09/22(Fri)19:44:51', 'name': 'Anonymous', 'com': '<a href=""#p21331406"" class=""quotelink"">&gt;&gt;21331406</a><br>she can see Tsubasa turning as red as the day she was forged', 'filename': '1649806085604', 'ext': '.png', 'w': 497, 'h': 437, 'tn_w': 124, 'tn_h': 109, 'tim': 1670633091545941, 'time': 1670633091, 'md5': 'oyU+jEL4THqYYRZ0Ip4g+g==', 'fsize': 244517, 'resto': 21314462}, {'no': 21331534, 'now': '12/09/22(Fri)20:19:49', 'name': 'Anonymous', 'com': '<a href=""#p21331070"" class=""quotelink"">&gt;&gt;21331070</a><br>magazine that anime songs. will have a bunch of interviews it for the main cast + Kaneko agematsu', 'time': 1670635189, 'resto': 21314462}]",1670635189,1.0,0.0,
81,21325837,,12/08/22(Thu)01:19:55,Anonymous,,Noob question here but do suits like the Borjanorn/Zaku or any thermonuclear powered suits leak radiation when damaged or destroyed? Do they become walking dirty bombs? If so how does the universe tackle the issue of contamination given thousands and thousands of these things have exploded all over earth? I guess it wouldn&#039;t be thay serious if they cured cancer by the time of the shows.,Borjanon-hovering,.jpg,640,480,250,187,1670480395179401,1670480395,KT159EJvGtH0UHbJ5yQSeg==,139463,0,noob-question-here-but-do-suits-like-the,,4,16,1,11.0,1.0,"[{'no': 21326655, 'now': '12/08/22(Thu)12:40:23', 'name': 'Anonymous', 'com': '<a href=""#p21326611"" class=""quotelink"">&gt;&gt;21326611</a><br>It&#039;s a pretty big fireball. But it&#039;s nowhere near being as powerful as a atomic explosion. Again going off of BT lore for this.<br><br>Fusion reactor cores need to be under vacuum in order to get reliable fusion to occur. If reactor shielding is breached before safeties shut down the reactor. Gas will be sucked into the superhot reactor core and quickly expands. Resulting in a explosion that can rip some mechs in half. Along with creating a blinding fireball. <br><br>This does make me wonder how Minovsky reactors are constructed. As It&#039;s been shown that MS violently explode from reactor hits in space.', 'time': 1670521223, 'resto': 21325837}, {'no': 21327272, 'now': '12/08/22(Thu)19:37:16', 'name': 'Anonymous', 'com': '<a href=""#p21326655"" class=""quotelink"">&gt;&gt;21326655</a><br>https://gundam.fandom.com/wiki/Gund<wbr>am_Wiki:Technology#Minovsky_Physics<wbr>', 'time': 1670546236, 'resto': 21325837}, {'no': 21327275, 'now': '12/08/22(Thu)19:39:30', 'name': 'Anonymous', 'com': '<a href=""#p21327272"" class=""quotelink"">&gt;&gt;21327272</a><br>&quot;According to the timeline deduced by the Gundam Officials, in UC 0071, Zeon researchers created the Minovsky ultracompact fusion reactor . Instead of the conventional magnetic field, this improved version of the Minovsky-Ionesco reactor used an I-field to confine and compress the reactor fuel, triggering a fusion reaction. The Minovsky particles produced as a byproduct of the helium-3 fusion reaction were recycled to keep that reaction going. The Minovsky particles that form the I-field lattice also helped catalyze the fusion reaction, in a process similar to the muon-catalyzed fusion investigated by real-world scientists during the 1950s. This super-efficient design was only a fifth as large as an equivalently powerful Minovsky-Ionesco reactor, allowing the reactor to be mounted within the mobile suit instead of an external backpack. For this reason, it was adopted for use on mobile suits as the standard power plant&quot;', 'time': 1670546370, 'resto': 21325837}, {'no': 21327277, 'now': '12/08/22(Thu)19:41:23', 'name': 'Anonymous', 'com': '<a href=""#p21327275"" class=""quotelink"">&gt;&gt;21327275</a><br>Considering info provided Battletech may not be the best source of comparison for UC Minovsky fusion engines.', 'time': 1670546483, 'resto': 21325837}, {'no': 21327350, 'now': '12/08/22(Thu)20:28:07', 'name': 'Anonymous', 'com': '<a href=""#p21326505"" class=""quotelink"">&gt;&gt;21326505</a><br><br>Yes, they decay within a few hours.The original plan as Tomino envisioned it in the production notes for the show was for Minovsky particles to last for a long time, and for a mix of Minovsky particles and radiation from early battles in the One Year War to have contaminated various Sides so badly that long range communication was impossible in much of the Earthpshere, but by the time the show aired it had obviously changed and Minovsky radiation in the show is generally depicted as a short term problem. You spread them before a battle, and then after a battle they dissipate naturally on their own, so characters talk about using radar or pick up long range transmissions, including TV signals regularly.<br><br>I say generally though because Garma does refer to a layer of Minovsky particles in the upper atmosphere, which implies it&#039;s long term. However, Sunrise have run with Minovsky particles being a short term thing, and there is mention of radar and use of long range comms in every UC show after the first show as well. I&#039;m pretty sure they both happen in Char&#039;s Counterattack and F91 for that matter; not sure about the OVAs. Also, while I don&#039;t recall the source off hand I recall seeing a page from some data book or other that showed the spread of Minovsky particles from a ship and how long it&#039;d last. I&#039;m pretty sure I posted it in a thread here several years back, but christ knows how I&#039;d find it now.', 'time': 1670549287, 'resto': 21325837}]",1670549287,0.0,0.0,
