,no,sticky,closed,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_replies,last_modified,sub,filedeleted,bumplimit,imagelimit,omitted_posts,omitted_images,trip
74,21467901,,,12/07/22(Wed)13:36:13,Anonymous,Best tits before the end,36696-105394b,.jpg,1300.0,861.0,250.0,165.0,1670438173867017.0,1670438173,tBOpi6eRWZQC7NlEFNEK3g==,119879.0,0,,breat-reduction,51,17,"[{'no': 21472968, 'now': '12/12/22(Mon)02:36:15', 'name': 'Anonymous', 'com': '<a href=""#p21467907"" class=""quotelink"">&gt;&gt;21467907</a><br><a href=""#p21467908"" class=""quotelink"">&gt;&gt;21467908</a><br><a href=""#p21467911"" class=""quotelink"">&gt;&gt;21467911</a><br><a href=""#p21467914"" class=""quotelink"">&gt;&gt;21467914</a><br><a href=""#p21468352"" class=""quotelink"">&gt;&gt;21468352</a><br><a href=""#p21468353"" class=""quotelink"">&gt;&gt;21468353</a><br><a href=""#p21468354"" class=""quotelink"">&gt;&gt;21468354</a><br><a href=""#p21468356"" class=""quotelink"">&gt;&gt;21468356</a><br><br>These are literally perfect tits that every male with a pulse would happily KILL another person to have them attached to his wife. Every guy likes big tits, but some in this thread are legitimately so large I can understand the women feeling like they are too big for their own good, but these particular ones are not those. These have more than just size. Then they go and get a weird, smaller shape and a giant fucking scar on each one. Textbook &quot;cutting off your nose to spite your face&quot;, except you had a perfect nose to begin with. Only females could be this retarded.', 'time': 1670830575, 'resto': 21467901}, {'no': 21473073, 'now': '12/12/22(Mon)05:48:44', 'name': 'Anonymous', 'com': '<a href=""#p21467901"" class=""quotelink"">&gt;&gt;21467901</a><br>Is there anything so sad, so tragic, so mutilating, so incongruous, as the concept of &quot;breast reduction?&quot; I mean, it&#039;s right up there with female circumcision in its sheer depravity.<br><br>I mean, imagine if well-endowed men were to submit themselves to &quot;penis reduction surgery.&quot; Everyone loves and admires a big dick (oh, shut up and just admit it, goddammit), so why do we treat big tits differently? Women will never be fully equal until society places as much value on huge tits as they do on huge dicks.<br><br>All those horribly ruined tits; now, that&#039;s the REAL holocaust.', 'time': 1670842124, 'resto': 21467901}, {'no': 21473157, 'now': '12/12/22(Mon)08:14:18', 'name': 'Anonymous', 'com': '<a href=""#p21470411"" class=""quotelink"">&gt;&gt;21470411</a><br>Gigantomastia is the singular case where damn near everyone under the sun deems it acceptable <br>If a chick’s lopping off her perfect f-cups because, “muh back pain”, fuck off, they weigh about as much as your purse when full', 'time': 1670850858, 'resto': 21467901}, {'no': 21473843, 'now': '12/12/22(Mon)23:45:09', 'name': 'Anonymous', 'com': '<a href=""#p21472533"" class=""quotelink"">&gt;&gt;21472533</a><br>No, just chop his hands off. Confiscate all his property.', 'time': 1670906709, 'resto': 21467901}, {'no': 21473855, 'now': '12/13/22(Tue)00:07:12', 'name': 'Anonymous', 'com': 'Most of these women suffer a lot of back pain and can’t be athletic becuase j cup tits are like 20 pounds each how do you even move with that', 'time': 1670908032, 'resto': 21467901}]",1670908032,Breat Reduction,,0.0,0.0,46.0,17.0,
75,21472357,,,12/11/22(Sun)12:42:29,Anonymous,"Body type. Pushing the fat limit but no giant stomach. Massive books, super hips.",1670769028442175,.jpg,825.0,1100.0,187.0,250.0,1670780549424250.0,1670780549,NzKe7WuYz1Wj56tXP6GZHQ==,87024.0,0,,more-of-this,29,18,"[{'no': 21473763, 'now': '12/12/22(Mon)21:36:14', 'name': 'Anonymous', 'com': '<a href=""#p21472446"" class=""quotelink"">&gt;&gt;21472446</a><br><a href=""#p21472447"" class=""quotelink"">&gt;&gt;21472447</a><br>Fucking faggots', 'time': 1670898974, 'resto': 21472357}, {'no': 21473780, 'now': '12/12/22(Mon)22:05:40', 'name': 'Anonymous', 'filename': 'IMG_1326', 'ext': '.jpg', 'w': 4032, 'h': 3024, 'tn_w': 125, 'tn_h': 93, 'tim': 1670900740444367, 'time': 1670900740, 'md5': 'SJl50rn15cHQCRJaO1269g==', 'fsize': 1195761, 'resto': 21472357}, {'no': 21473786, 'now': '12/12/22(Mon)22:23:35', 'name': 'Anonymous', 'com': '<a href=""#p21473423"" class=""quotelink"">&gt;&gt;21473423</a><br>People are eating far more food then they used to. People are eating far more junk food then they used to. People are exercising far less then they used to. And I don&#039;t mean jogging or weight lifting, I mean simple things like walking to work or the corner store. This means everyone has a massive daily calorie surplus that ends up as fat.<br><br>Environmental factors like plastic, VOCs, stress are also probably contributing.', 'time': 1670901815, 'resto': 21472357}, {'no': 21473808, 'now': '12/12/22(Mon)23:03:51', 'name': 'Anonymous', 'com': 'Fat Amy', 'filename': 'MrsCarrington', 'ext': '.jpg', 'w': 1905, 'h': 2491, 'tn_w': 95, 'tn_h': 125, 'tim': 1670904231301312, 'time': 1670904231, 'md5': 'FlU/Bc/v6iCB6LLwvsHOjw==', 'fsize': 823018, 'resto': 21472357}, {'no': 21473851, 'now': '12/13/22(Tue)00:03:16', 'name': 'Anonymous', 'filename': 'Snapchat-1291957474', 'ext': '.jpg', 'w': 750, 'h': 1000, 'tn_w': 93, 'tn_h': 125, 'tim': 1670907796518337, 'time': 1670907796, 'md5': 'ebbxRbxv4UkiQz+HAU0fQA==', 'fsize': 87800, 'resto': 21472357}]",1670907796,More of this,,0.0,0.0,24.0,15.0,
76,21445759,,,11/18/22(Fri)06:36:07,Anonymous,"I know we already have a &quot;thicc ass white bitches&quot; and &quot;mondo ass&quot; thread, but can we have a bottomless thread too? You know wearing a shirt or bra, but no pants.",Shaved-Bottomless-Totally-Shaved-Brunette-Babe-Brianna-Love-6,.jpg,2886.0,4324.0,166.0,250.0,1668771367176950.0,1668771367,V3Zrs9zT0sYynHkaWSxBAw==,1085791.0,0,,bottomless,215,150,"[{'no': 21471955, 'now': '12/11/22(Sun)00:27:37', 'name': 'Anonymous', 'com': '<a href=""#p21471943"" class=""quotelink"">&gt;&gt;21471943</a>', 'filename': 'IMG_6357', 'ext': '.jpg', 'w': 961, 'h': 1280, 'tn_w': 93, 'tn_h': 125, 'tim': 1670736457107861, 'time': 1670736457, 'md5': 'zGDhojdJeiwwJlTUkdOi/Q==', 'fsize': 192851, 'resto': 21445759}, {'no': 21473456, 'now': '12/12/22(Mon)13:56:52', 'name': 'Anonymous', 'com': '<a href=""#p21446978"" class=""quotelink"">&gt;&gt;21446978</a><br>Fucckk. Anyone got sauce?', 'time': 1670871412, 'resto': 21445759}, {'no': 21473609, 'now': '12/12/22(Mon)18:25:26', 'name': 'Anonymous', 'com': '<a href=""#p21471768"" class=""quotelink"">&gt;&gt;21471768</a><br>Some anon&#039;s ex. <br><br>She goes by Elise as far as these pics are concerned. German girl.', 'time': 1670887526, 'resto': 21445759}, {'no': 21473721, 'now': '12/12/22(Mon)20:14:17', 'name': 'Anonymous', 'com': '<a href=""#p21446154"" class=""quotelink"">&gt;&gt;21446154</a><br>so tru', 'time': 1670894057, 'resto': 21445759}, {'no': 21473848, 'now': '12/12/22(Mon)23:58:13', 'name': 'Anonymous', 'com': '<a href=""#p21452422"" class=""quotelink"">&gt;&gt;21452422</a><br>Heheheh', 'time': 1670907493, 'resto': 21445759}]",1670907493,Bottomless,,0.0,1.0,210.0,149.0,
77,21472707,,,12/11/22(Sun)20:29:23,Anonymous,"The theme is simple, you post a picture that has something in common with the one before it.<br><br>It can be background, subject, person, file dimensions, etc.<br><br>Let&#039;s see how long we can get this to go<br><br><span class=""quote"">&gt;Hard mode: no repeat links</span><br><br>Continued from last thread<br><a href=""/s/thread/21432426#p21472376"" class=""quotelink"">&gt;&gt;21472376</a><br>Team skeet logo",teamskeet-model-1,.jpg,1080.0,1620.0,166.0,250.0,1670808563242134.0,1670808563,zE5WmaikrzuV3FbJAUelyw==,293329.0,0,,the-theme-is-simple-you-post-a-picture-that-has,14,14,"[{'no': 21473106, 'now': '12/12/22(Mon)06:26:26', 'name': 'Anonymous', 'com': '<a href=""#p21472955"" class=""quotelink"">&gt;&gt;21472955</a><br>Group shot', 'filename': '3E0DA3F', 'ext': '.jpg', 'w': 1240, 'h': 809, 'tn_w': 124, 'tn_h': 81, 'tim': 1670844386917441, 'time': 1670844386, 'md5': 'LUWZ9Io2EA6UHcnBOJx7ZA==', 'fsize': 191629, 'resto': 21472707}, {'no': 21473493, 'now': '12/12/22(Mon)14:39:13', 'name': 'Anonymous', 'com': '<a href=""#p21473106"" class=""quotelink"">&gt;&gt;21473106</a> earrings', 'filename': 'hairy-pussy-latina-porn-stars', 'ext': '.jpg', 'w': 500, 'h': 715, 'tn_w': 87, 'tn_h': 125, 'tim': 1670873953252501, 'time': 1670873953, 'md5': 'TkI/6w1rS9fdOzm2iKxh7A==', 'fsize': 105611, 'resto': 21472707}, {'no': 21473511, 'now': '12/12/22(Mon)15:13:36', 'name': 'Anonymous', 'com': '<a href=""#p21473493"" class=""quotelink"">&gt;&gt;21473493</a><br>big tits from below', 'filename': 'rj1ptanjtdd91', 'ext': '.jpg', 'w': 2320, 'h': 3088, 'tn_w': 93, 'tn_h': 125, 'tim': 1670876016075146, 'time': 1670876016, 'md5': '7bTZlaze4cMNNzGViACvWA==', 'fsize': 571892, 'resto': 21472707}, {'no': 21473794, 'now': '12/12/22(Mon)22:39:55', 'name': 'Anonymous', 'com': '<a href=""#p21473511"" class=""quotelink"">&gt;&gt;21473511</a><br>hairy muff', 'filename': '1530775517694', 'ext': '.jpg', 'w': 1280, 'h': 853, 'tn_w': 125, 'tn_h': 83, 'tim': 1670902795564404, 'time': 1670902795, 'md5': 'WOwOOpZN8w12GqtPTW8tmw==', 'fsize': 209527, 'resto': 21472707}, {'no': 21473847, 'now': '12/12/22(Mon)23:55:09', 'name': 'Anonymous', 'com': 'Spread legs', 'filename': 'Amy', 'ext': '.jpg', 'w': 1920, 'h': 2496, 'tn_w': 96, 'tn_h': 125, 'tim': 1670907309910706, 'time': 1670907309, 'md5': 'tK6j7RFNTDX8sky+MZl6gg==', 'fsize': 832718, 'resto': 21472707}]",1670907309,,,0.0,0.0,9.0,9.0,
78,21461404,,,12/01/22(Thu)21:17:53,Anonymous,"Let&#039;s post our favourites<br>Previous thread: <a href=""/s/thread/21433844#p21433844"" class=""quotelink"">&gt;&gt;21433844</a>",1669126238104099,.jpg,1284.0,1636.0,196.0,250.0,1669947473603518.0,1669947473,yZ6cFRh1+EnNFhW3PvqGoQ==,489949.0,0,,hotties-of-wrestling-thread-iii,163,125,"[{'no': 21473754, 'now': '12/12/22(Mon)21:26:43', 'name': 'Anonymous', 'com': '<a href=""#p21473559"" class=""quotelink"">&gt;&gt;21473559</a><br>need to bury my face there', 'time': 1670898403, 'resto': 21461404}, {'no': 21473801, 'now': '12/12/22(Mon)22:52:34', 'name': 'Anonymous', 'com': '<a href=""#p21473559"" class=""quotelink"">&gt;&gt;21473559</a><br>imagine the smell', 'time': 1670903554, 'resto': 21461404}, {'no': 21473807, 'now': '12/12/22(Mon)23:03:51', 'name': 'Anonymous', 'com': '<a href=""#p21473801"" class=""quotelink"">&gt;&gt;21473801</a><br>tuna', 'time': 1670904231, 'resto': 21461404}, {'no': 21473809, 'now': '12/12/22(Mon)23:08:12', 'name': 'Anonymous', 'filename': '1665006005276', 'ext': '.jpg', 'w': 2784, 'h': 1856, 'tn_w': 124, 'tn_h': 83, 'tim': 1670904492990815, 'time': 1670904492, 'md5': '8h8MkyoGtx5B0oytbyunrg==', 'fsize': 297341, 'resto': 21461404}, {'no': 21473836, 'now': '12/12/22(Mon)23:37:22', 'name': 'Anonymous', 'filename': '2ABF49D7-9840-437A-A938-FC536993A9FF', 'ext': '.jpg', 'w': 1080, 'h': 1616, 'tn_w': 83, 'tn_h': 125, 'tim': 1670906242478628, 'time': 1670906242, 'md5': '96frsabyAlhs+OXcCrwl4Q==', 'fsize': 291558, 'resto': 21461404}]",1670906242,Hotties of wrestling thread III,,0.0,0.0,158.0,123.0,
79,21455071,,,11/26/22(Sat)18:59:29,Anonymous,,1669302933753338,.jpg,853.0,1280.0,166.0,250.0,1669507169960740.0,1669507169,8TrTNXKP3A53UN/XFaXHOg==,378461.0,0,,nazi-babes,214,120,"[{'no': 21473244, 'now': '12/12/22(Mon)10:05:40', 'name': 'Anonymous', 'com': '<a href=""#p21456260"" class=""quotelink"">&gt;&gt;21456260</a><br>As a Stalinist, the Nazi girl would be the one doing the fucking', 'time': 1670857540, 'resto': 21455071}, {'no': 21473666, 'now': '12/12/22(Mon)19:14:09', 'name': 'Anonymous', 'com': 'they look like they dom med boys', 'time': 1670890449, 'resto': 21455071}, {'no': 21473799, 'now': '12/12/22(Mon)22:46:07', 'name': 'Anonymous', 'com': 'Newww Cord W3HgbJsF', 'time': 1670903167, 'resto': 21455071}, {'no': 21473818, 'now': '12/12/22(Mon)23:24:09', 'name': 'Anonymous', 'com': 'What Jews were jerking off to after the war.', 'filename': 'Stalag-cover-1-1', 'ext': '.jpg', 'w': 1176, 'h': 972, 'tn_w': 124, 'tn_h': 103, 'tim': 1670905449646722, 'time': 1670905449, 'md5': 'b+mhORYI1ae6nk/tqEkCuA==', 'fsize': 1720038, 'resto': 21455071}, {'no': 21473819, 'now': '12/12/22(Mon)23:24:40', 'name': 'Anonymous', 'com': '<a href=""#p21473818"" class=""quotelink"">&gt;&gt;21473818</a>', 'filename': 'stalag-cover-2', 'ext': '.jpg', 'w': 924, 'h': 693, 'tn_w': 125, 'tn_h': 93, 'tim': 1670905480713151, 'time': 1670905480, 'md5': 'UZ4PnxrrkDBG0g2R9EzXDw==', 'fsize': 105856, 'resto': 21455071}]",1670905480,Nazi Babes,,0.0,0.0,209.0,118.0,
80,21462869,,,12/03/22(Sat)02:51:04,Anonymous,"We&#039;re not done yet!<br><br>Part 3: <a href=""/s/thread/21451900#p21451900"" class=""quotelink"">&gt;&gt;21451900</a>",asian amateur nude pics 24,.jpg,1200.0,1600.0,187.0,250.0,1670053864625996.0,1670053864,2+mep5a+ETsoqO0syLXjLw==,370934.0,0,,exposed-amateur-babes-pt4,86,54,"[{'no': 21472810, 'now': '12/11/22(Sun)23:04:53', 'name': 'Anonymous', 'filename': '1FD05990-8D7A-43FF-AF93-116A97D35DAA', 'ext': '.jpg', 'w': 1372, 'h': 1372, 'tn_w': 124, 'tn_h': 124, 'tim': 1670817893814574, 'time': 1670817893, 'md5': 'hw6fQ5/zf2Om+07NTbA3+Q==', 'fsize': 263277, 'resto': 21462869}, {'no': 21472820, 'now': '12/11/22(Sun)23:16:26', 'name': 'Anonymous', 'com': '<a href=""#p21472810"" class=""quotelink"">&gt;&gt;21472810</a>', 'filename': 'A4D25E53-2F90-4D26-AA4B-70BC72DFD1FC', 'ext': '.jpg', 'w': 1372, 'h': 1372, 'tn_w': 124, 'tn_h': 124, 'tim': 1670818586078195, 'time': 1670818586, 'md5': 'D00XncH9ozxuZtjtWMJZ+A==', 'fsize': 260252, 'resto': 21462869}, {'no': 21473619, 'now': '12/12/22(Mon)18:32:24', 'name': 'Anonymous', 'com': '<a href=""#p21466859"" class=""quotelink"">&gt;&gt;21466859</a><br>Perfection, if not for that stupid tatoo. But still...', 'time': 1670887944, 'resto': 21462869}, {'no': 21473683, 'now': '12/12/22(Mon)19:41:49', 'name': 'Anonymous', 'com': '<a href=""#p21466264"" class=""quotelink"">&gt;&gt;21466264</a><br>Please share more!', 'time': 1670892109, 'resto': 21462869}, {'no': 21473812, 'now': '12/12/22(Mon)23:16:56', 'name': 'Anonymous', 'com': '<a href=""#p21473683"" class=""quotelink"">&gt;&gt;21473683</a><br>glad you appreciate her', 'filename': 'as3', 'ext': '.png', 'w': 900, 'h': 1600, 'tn_w': 70, 'tn_h': 125, 'tim': 1670905016136630, 'time': 1670905016, 'md5': 'JtNm+Hh4tYJPhhUCR7obYg==', 'fsize': 1437838, 'resto': 21462869}]",1670905016,Exposed Amateur Babes pt.4,,0.0,0.0,81.0,51.0,
81,21451226,,,11/23/22(Wed)11:21:39,Anonymous,Show me your best<br><br>Bonus points for Hairy Pussy and French Pedi,ghmtl76jq8h91,.jpg,1528.0,3216.0,118.0,249.0,1669220499652535.0,1669220499,w4h0S/aSoM9Qyph2mpGcNg==,319079.0,0,,feet-and-pussy,152,130,"[{'no': 21471259, 'now': '12/10/22(Sat)14:20:07', 'name': 'Anonymous', 'filename': '4422', 'ext': '.jpg', 'w': 1528, 'h': 3216, 'tn_w': 59, 'tn_h': 124, 'tim': 1670700007840830, 'time': 1670700007, 'md5': 'Fwhau1VnmKYeyQX1e1Qszg==', 'fsize': 459406, 'resto': 21451226}, {'no': 21471692, 'now': '12/10/22(Sat)18:03:03', 'name': 'Anonymous', 'com': '<a href=""#p21460165"" class=""quotelink"">&gt;&gt;21460165</a><br>Hot !', 'time': 1670713383, 'resto': 21451226}, {'no': 21472247, 'now': '12/11/22(Sun)08:09:15', 'name': 'Anonymous', 'com': '<a href=""#p21464969"" class=""quotelink"">&gt;&gt;21464969</a><br>Keep your nasty ass wife out this fucking thread.', 'time': 1670764155, 'resto': 21451226}, {'no': 21473589, 'now': '12/12/22(Mon)17:59:40', 'name': 'Anonymous', 'com': '<a href=""#p21463013"" class=""quotelink"">&gt;&gt;21463013</a><br>more please i bet this smell is insane', 'time': 1670885980, 'resto': 21451226}, {'no': 21473798, 'now': '12/12/22(Mon)22:44:54', 'name': 'Anonymous', 'com': 'New States Cord W3HgbJsF', 'time': 1670903094, 'resto': 21451226}]",1670903094,Feet and Pussy,,0.0,0.0,147.0,129.0,
82,21471121,,,12/10/22(Sat)12:55:17,Anonymous,"Love to see/share Asian/Japanese MILFs who are more candid/real, if that makes sense (nude or non nude, all sexy). Also saw a thread in the summer about &quot;jukujo&quot; pics/content. Wanted to give back more of her for all those folks who saved those pics (which are now really old).",Picture 037,.jpg,2336.0,3504.0,166.0,250.0,1670694917202424.0,1670694917,caSck5yDbhJT/uDrG+YniA==,2367404.0,0,,asian-japanese-milf-thread,161,150,"[{'no': 21471948, 'now': '12/11/22(Sun)00:12:42', 'name': 'Anonymous', 'com': 'thanks OP, enjoyed these', 'time': 1670735562, 'resto': 21471121}, {'no': 21471958, 'now': '12/11/22(Sun)00:32:13', 'name': 'Anonymous', 'com': 'My thanks, too.', 'time': 1670736733, 'resto': 21471121}, {'no': 21472012, 'now': '12/11/22(Sun)01:31:08', 'name': 'Anonymous', 'com': 'Thanks a bunch op<br><br>Where is the best place to go to find more like this? Kinda looking for more sexual if possible but really like that they&#039;re so candid.', 'time': 1670740268, 'resto': 21471121}, {'no': 21472104, 'now': '12/11/22(Sun)04:29:19', 'name': 'Anonymous', 'com': '<a href=""#p21472012"" class=""quotelink"">&gt;&gt;21472012</a><br>she isn&#039;t a professional model per se, so this was a &#039;personal&#039; project apparently', 'time': 1670750959, 'resto': 21471121}, {'no': 21473797, 'now': '12/12/22(Mon)22:44:51', 'name': 'Anonymous', 'com': 'a lot of these are actually really good art refs wtf thanks op', 'time': 1670903091, 'resto': 21471121}]",1670903091,Asian / Japanese MILF Thread,,0.0,1.0,156.0,150.0,
83,21461489,,,12/01/22(Thu)22:44:29,Feet &amp; Soles,Post any kind of feet.,Ev_L8o4XEAITMwe,.jpg,2048.0,1536.0,250.0,187.0,1669952669030829.0,1669952669,UbaYekNQvg8NnyAT+9KLhA==,375008.0,0,,post-any-kind-of-feet,170,150,"[{'no': 21471871, 'now': '12/10/22(Sat)21:50:56', 'name': 'Anonymous', 'com': '<a href=""#p21461489"" class=""quotelink"">&gt;&gt;21461489</a><br><br>Valerie is so fucking hot<br><br>https://stream.bunkr.ru/v/-ValerieW<wbr>hiteBby-(35)-FY4NaQZU.mp4', 'time': 1670727056, 'resto': 21461489}, {'no': 21471873, 'now': '12/10/22(Sat)21:56:04', 'name': 'Anonymous', 'com': '<a href=""#p21461489"" class=""quotelink"">&gt;&gt;21461489</a><br>according to sigmund freud, men who like feet are gay', 'time': 1670727364, 'resto': 21461489}, {'no': 21471901, 'now': '12/10/22(Sat)22:47:31', 'name': 'Anonymous', 'com': 'Ok refresh this I want new feet', 'time': 1670730451, 'resto': 21461489}, {'no': 21473702, 'now': '12/12/22(Mon)19:50:37', 'name': 'drum kameraden hort die parole un prag sie in das junge herz hinein', 'com': '<a href=""#p21471873"" class=""quotelink"">&gt;&gt;21471873</a><br><span class=""quote"">&gt;according to a kike</span><br>fuck off retard', 'time': 1670892637, 'resto': 21461489}, {'no': 21473796, 'now': '12/12/22(Mon)22:43:25', 'name': 'Anonymous', 'com': 'All States Cord W3HgbJsF', 'time': 1670903005, 'resto': 21461489}]",1670903005,,,0.0,1.0,165.0,150.0,
84,21454444,,,11/26/22(Sat)06:34:45,Anonymous,"Part 2, more of her plz",1668765883757493,.jpg,750.0,992.0,189.0,250.0,1669462485690857.0,1669462485,ArRJekUxXasaETDqlJhHGw==,684052.0,0,,thicc-ass-white-bitches-latina-ok-also-natural,175,133,"[{'no': 21469828, 'now': '12/09/22(Fri)06:18:54', 'name': 'Anonymous', 'filename': 'FDE2F2AC-1DF7-452C-85D6-F632FA429E8D', 'ext': '.jpg', 'w': 640, 'h': 1241, 'tn_w': 64, 'tn_h': 125, 'tim': 1670584734738905, 'time': 1670584734, 'md5': 's3E2jpvC0JlPOSjmaa6YiA==', 'fsize': 120929, 'resto': 21454444}, {'no': 21470955, 'now': '12/10/22(Sat)08:28:57', 'name': 'Anonymous', 'com': 'What a shitty fuckin thread', 'time': 1670678937, 'resto': 21454444}, {'no': 21473420, 'now': '12/12/22(Mon)13:04:53', 'name': 'Anonymous', 'filename': 'IMG_20221109_080914_resized', 'ext': '.jpg', 'w': 953, 'h': 1683, 'tn_w': 70, 'tn_h': 125, 'tim': 1670868293639245, 'time': 1670868293, 'md5': '6YeYeJVpBSPvqJnkAZV7YA==', 'fsize': 383694, 'resto': 21454444}, {'no': 21473782, 'now': '12/12/22(Mon)22:06:42', 'name': 'Anonymous', 'com': 'Here&#039;s a shot I took of my gf&#039;s ass.', 'filename': '20210809_202745', 'ext': '.jpg', 'w': 4032, 'h': 1960, 'tn_w': 125, 'tn_h': 60, 'tim': 1670900802498461, 'time': 1670900802, 'md5': 'CGUgEE90Y3qfs6gU4Q700A==', 'fsize': 2147040, 'resto': 21454444}, {'no': 21473789, 'now': '12/12/22(Mon)22:29:17', 'name': 'Anonymous', 'com': 'Bros... I fucking love female asses.', 'time': 1670902157, 'resto': 21454444}]",1670902157,Thicc ass white bitches Latina ok also. Natural beauty not filter or fake asses.,,0.0,0.0,170.0,130.0,
85,21416415,,,10/23/22(Sun)16:51:03,Anonymous,PENTHOUSE,b37a701347149889,.jpg,769.0,1031.0,186.0,250.0,1666558263878952.0,1666558263,Wd2JEzNE3FSzNVhRsTkFZw==,95716.0,0,,penthouse,164,120,"[{'no': 21469985, 'now': '12/09/22(Fri)09:55:32', 'name': 'Anonymous', 'com': '<a href=""#p21421391"" class=""quotelink"">&gt;&gt;21421391</a><br>Thats a nigger, nigger lover.', 'time': 1670597732, 'resto': 21416415}, {'no': 21470632, 'now': '12/10/22(Sat)00:12:28', 'name': 'Anonymous', 'com': 'Op here<br>I can&#039;t believe a thread I started weeks ago is still going strong. Thks.', 'time': 1670649148, 'resto': 21416415}, {'no': 21472338, 'now': '12/11/22(Sun)11:57:43', 'name': 'Anonymous', 'com': '<a href=""#p21468310"" class=""quotelink"">&gt;&gt;21468310</a><br>Tats are inherently masculine.', 'time': 1670777863, 'resto': 21416415}, {'no': 21472858, 'now': '12/12/22(Mon)00:26:44', 'name': 'Anonymous', 'com': '<a href=""#p21468310"" class=""quotelink"">&gt;&gt;21468310</a><br>It&#039;s because they&#039;re gay', 'time': 1670822804, 'resto': 21416415}, {'no': 21473787, 'now': '12/12/22(Mon)22:26:02', 'name': 'Anonymous', 'com': '<a href=""#p21424108"" class=""quotelink"">&gt;&gt;21424108</a><br><a href=""#p21429936"" class=""quotelink"">&gt;&gt;21429936</a><br><a href=""#p21436257"" class=""quotelink"">&gt;&gt;21436257</a><br>It’s a shame women don’t wear high heels anymore.', 'time': 1670901962, 'resto': 21416415}]",1670901962,,,0.0,0.0,159.0,120.0,
86,21471697,,,12/10/22(Sat)18:07:54,Anonymous,"Bonus points for matures, amateurs, and mother daughter",3E2ED057-987C-4DC8-9EB8-6024D4A13295,.png,1680.0,1120.0,250.0,166.0,1670713674325705.0,1670713674,Z2RSojcx21YftxFbfpeZqA==,1863251.0,0,,sauna-thread,40,15,"[{'no': 21473455, 'now': '12/12/22(Mon)13:56:31', 'name': 'Anonymous', 'filename': 'Sauna teen Nigonika russia 01', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670871391658692, 'time': 1670871391, 'md5': 'CXzhwznS1/ah0/fKKRmGLQ==', 'fsize': 2369577, 'resto': 21471697}, {'no': 21473483, 'now': '12/12/22(Mon)14:15:29', 'name': 'Anonymous', 'com': '<a href=""#p21471700"" class=""quotelink"">&gt;&gt;21471700</a><br>That&#039;s a hot pic', 'time': 1670872529, 'resto': 21471697}, {'no': 21473553, 'now': '12/12/22(Mon)16:59:05', 'name': 'Anonymous', 'com': '<a href=""#p21472370"" class=""quotelink"">&gt;&gt;21472370</a><br>I went to a super small private university that had a steam room in the men&#039;s fitness center locker room, and I would sneak a girl I used to jog with in. Always made her go topless so it&#039;d be less obvious on the rare occasion someone else walked in since you were supposed to keep your towel on.<br><br>I was heavily friend-zoned with her so the most action I ever got was a little handy and a &quot;you are hard you sicko,&quot; but I was always most entertained that she thought she had to sneak in because at least 2/3rds of that college had seen her nudes or half naked in person at a party.', 'time': 1670882345, 'resto': 21471697}, {'no': 21473590, 'now': '12/12/22(Mon)18:00:04', 'name': 'Anonymous', 'com': '<a href=""#p21472962"" class=""quotelink"">&gt;&gt;21472962</a><br>Any more of her tits? They look beautiful anon', 'time': 1670886004, 'resto': 21471697}, {'no': 21473784, 'now': '12/12/22(Mon)22:13:01', 'name': 'Anonymous', 'com': '<a href=""#p21472827"" class=""quotelink"">&gt;&gt;21472827</a><br><span class=""quote"">&gt;It&#039;s the same in Europe except more gay sex bc the men are more feminine.</span><br><br>kek', 'time': 1670901181, 'resto': 21471697}]",1670901181,Sauna thread,,0.0,0.0,35.0,14.0,
