,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit
71,928861,,,12/07/22(Wed)11:33:45,Anonymous,Blender 3.4 released,"https://www.youtube.com/watch?v=0za<wbr>G13Do12Q<br><br>A step closer to 3D industry domination, my blender chad brothers.",161455797311,.png,1080,1082,249,250,1670430825010809,1670430825,oBCP90VzJ4O+chVaMEm4Ew==,1663566,0,,blender-34-released,5,0,,,"[{'no': 928865, 'now': '12/07/22(Wed)11:44:51', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;no c++ api</span><br>i sleep', 'time': 1670431491, 'resto': 928861}, {'no': 928870, 'now': '12/07/22(Wed)12:54:22', 'name': 'Anonymous', 'com': 'Is Cris legitimately mentally ill? He literally goes from sucking XYZ product&#039;s dick endlessly to shitting on it relentlessly and back again every five minutes.', 'time': 1670435662, 'resto': 928861}, {'no': 928873, 'now': '12/07/22(Wed)13:06:18', 'name': 'Anonymous', 'com': '<a href=""#p928870"" class=""quotelink"">&gt;&gt;928870</a><br>You can love a product and still be realistic about why it&#039;s not good anon.', 'time': 1670436378, 'resto': 928861}, {'no': 928890, 'now': '12/07/22(Wed)15:01:57', 'name': 'Anonymous', 'com': '<a href=""#p928865"" class=""quotelink"">&gt;&gt;928865</a><br>Correct<br>Be a nigger elsewhere', 'time': 1670443317, 'resto': 928861}, {'no': 928923, 'now': '12/07/22(Wed)19:59:43', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;check new features on the official blender.org video recap of &quot;le new features&quot;</span><br><span class=""quote"">&gt;their newest and most exciting feature they lead off with is some useless grease pencil shit</span><br><br>stop with the point releases already', 'time': 1670461183, 'resto': 928861}]",1670465405,0.0,0.0
72,928877,,,12/07/22(Wed)13:44:43,Anonymous,How much would 30-45 seconds of decent cgi scene cost me?,"I want an extremely detailed birds eye view of the second destruction of the temple during the roman siege of jerusalem to celebrate every August 4th, mainly as a rebuttal to that h3h3 kike mock crucifying Jesus this coming Christmas...Cost is no issue, can anyone assist?",acme,.png,834,571,250,171,1670438683195854,1670438683,AiQ32HJNM//0AM2PMvspFw==,598406,0,,how-much-would-3045-seconds-of-decent-cgi-scene,9,1,4.0,0.0,"[{'no': 928906, 'now': '12/07/22(Wed)17:57:58', 'name': 'Anonymous', 'com': 'Ethan is a faggot, why would you spend even a single dollar on anything having to do with him? How can you call him &quot;seething&quot; when you&#039;re apparently willing to spend hundreds, maybe even thousands of dollars to &quot;own him&quot;? God damn, anon.', 'time': 1670453878, 'resto': 928877}, {'no': 928907, 'now': '12/07/22(Wed)18:15:09', 'name': 'Anonymous', 'com': '<a href=""#p928877"" class=""quotelink"">&gt;&gt;928877</a><br>based patron of the arts', 'time': 1670454909, 'resto': 928877}, {'no': 928908, 'now': '12/07/22(Wed)18:22:26', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;extremely detailed</span><br>Around 20k', 'time': 1670455346, 'resto': 928877}, {'no': 928909, 'now': '12/07/22(Wed)18:40:31', 'name': 'Anonymous', 'com': '<a href=""#p928877"" class=""quotelink"">&gt;&gt;928877</a><br>Hi, I am Sanjay Khatun and I can do the work in 2 weeks for 50$, you can be sure that your project will be in good hands, I have 17 years of experience in the industry.<br><br>If the cost seems very high we can discuss it and reach an agreement.', 'filename': 'happy-indian-man-arms-folded-AKP3BK', 'ext': '.jpg', 'w': 870, 'h': 1390, 'tn_w': 78, 'tn_h': 125, 'tim': 1670456431765241, 'time': 1670456431, 'md5': 'fx2ldzH8UJcIdozDUKAWyA==', 'fsize': 150330, 'resto': 928877}, {'no': 928913, 'now': '12/07/22(Wed)18:56:40', 'name': 'Anonymous', 'com': '<a href=""#p928877"" class=""quotelink"">&gt;&gt;928877</a><br>are you that alexander the great schizo?', 'time': 1670457400, 'resto': 928877}]",1670457400,0.0,0.0
73,928729,,,12/06/22(Tue)13:04:58,Anonymous,,Hello 3D bros.<br>I&#039;m planning to make a little game but the premise requires there to be a shit ton of different kinds of doors like ANYTHING on the hinges<br>Basically starting from regular ass doors to vault doors<br>It doesn&#039;t have to be hyper realistic.<br>Where do I look? I&#039;m broke so buying shit is out of question<br>Hoping to get lucky and get a kind anon to send me Doors.zip,gettyimages-173201523-612x612,.jpg,408,612,166,250,1670349898195627,1670349898,LTOGf7nidb6CC3gFxUKnww==,23760,0,,hello-3d-bros,12,2,7.0,1.0,"[{'no': 928741, 'now': '12/06/22(Tue)14:10:56', 'name': 'Anonymous', 'com': '<a href=""#p928737"" class=""quotelink"">&gt;&gt;928737</a><br>What if there&#039;s someone here who is practicing 3d modeling and wants exaclty to make a bunch of easy shit.<br>If not, it&#039;s fine. At least I tried asking.', 'time': 1670353856, 'resto': 928729}, {'no': 928742, 'now': '12/06/22(Tue)14:14:28', 'name': 'Anonymous', 'com': '<a href=""#p928739"" class=""quotelink"">&gt;&gt;928739</a><br>Just make a working game with placeholders and then slowly replace them with finished models<br>You can&#039;t get motivated for your &quot;dream&quot; in gamedev, why would someone get motivated to work for free? (except jannies, ofc)', 'time': 1670354068, 'resto': 928729}, {'no': 928743, 'now': '12/06/22(Tue)14:24:14', 'name': 'Anonymous', 'com': '<a href=""#p928739"" class=""quotelink"">&gt;&gt;928739</a><br>I was more referring to the /a/ meme but ok.', 'filename': '1437401705904', 'ext': '.jpg', 'w': 1637, 'h': 272, 'tn_w': 124, 'tn_h': 20, 'tim': 1670354654868480, 'time': 1670354654, 'md5': '49W2tfoWepJQLGcOft36ew==', 'fsize': 89853, 'resto': 928729}, {'no': 928898, 'now': '12/07/22(Wed)17:09:35', 'name': 'Anonymous', 'com': '<a href=""#p928739"" class=""quotelink"">&gt;&gt;928739</a><br><span class=""quote"">&gt;The problem is that I need a lot of them and by the time I make 30th model I won&#039;t have any motivation to actually develop a game.</span><br><br>Are you under the impression that developing a game is quick?', 'time': 1670450975, 'resto': 928729}, {'no': 928902, 'now': '12/07/22(Wed)17:43:16', 'name': 'Anonymous', 'com': '<a href=""#p928734"" class=""quotelink"">&gt;&gt;928734</a><br>Make a prototype with less door variety. Randomize the color or w/e if you need to.<br>Just draw doodle versions to represent the doors, or use Stable Diffusion to generate a bunch of door textures and stick them in a giant atlas, then generate normal and roughness maps of the atlas with Material Maker (very easy to do).<br><br>Don&#039;t get hung up on a requirement for a huge variety of final quality doors lol, you need to get some gameplay working and then determine if it&#039;s worth pursuing and paying some money for art.', 'time': 1670452996, 'resto': 928729}]",1670452996,0.0,0.0
74,928900,,,12/07/22(Wed)17:16:59,Anonymous,Car Blueprints,Where can I get accurate car blueprints for modeling? bought one from www.the-blueprints.com and it was inaccurate.<br>Pic unrelated.,car,.jpg,1280,720,250,140,1670451419776650,1670451419,UTHLbboJqFgnUMeMfH1fgA==,119636,0,,car-blueprints,0,0,,,,1670451419,0.0,0.0
75,928622,,,12/05/22(Mon)15:58:30,Anonymous,,Hi !<br>I&#039;m new to modeling and I&#039;m trying to reproduce the donut tutorial on blender but the &quot;Add torus&quot; has fucking disappeared and the fucking F9 key doesn&#039;t work <br><br>I&#039;m going to kill myself but first tell me how I&#039;m going to bring him back,blender_logo_socket,.png,1800,550,250,76,1670273910384707,1670273910,e31e13wTZrk5CaEt94neMA==,62087,0,,hi,9,1,4.0,0.0,"[{'no': 928644, 'now': '12/05/22(Mon)18:30:11', 'name': 'Anonymous', 'com': '<a href=""#p928622"" class=""quotelink"">&gt;&gt;928622</a><br>Shift A -&gt; Mesh -&gt; Torus<br>works in my blender, 3.3.0', 'time': 1670283011, 'resto': 928622}, {'no': 928685, 'now': '12/06/22(Tue)04:23:21', 'name': 'Anonymous', 'com': '^Youre a god damn genius', 'time': 1670318601, 'resto': 928622}, {'no': 928770, 'now': '12/06/22(Tue)17:52:55', 'name': 'Anonymous', 'com': '<a href=""#p928685"" class=""quotelink"">&gt;&gt;928685</a><br>No he not, every normal 3d program just has it, you should not require 3 buttons to create a basic round shape.', 'time': 1670367175, 'resto': 928622}, {'no': 928806, 'now': '12/07/22(Wed)00:35:03', 'name': 'Anonymous', 'com': '<a href=""#p928770"" class=""quotelink"">&gt;&gt;928770</a><br>???<br>There are actual people who gets filtered by tab menus?', 'filename': 'EB68506C-FBA6-4B84-B3BE-FFC945490A2C', 'ext': '.jpg', 'w': 2961, 'h': 3598, 'tn_w': 102, 'tn_h': 125, 'tim': 1670391303477462, 'time': 1670391303, 'md5': 'C+itqYbYtbUz9uad4Xsv1w==', 'fsize': 3299265, 'resto': 928622}, {'no': 928899, 'now': '12/07/22(Wed)17:09:38', 'name': 'Anonymous', 'com': '<a href=""#p928806"" class=""quotelink"">&gt;&gt;928806</a><br>no 3d software calls things &quot;add&quot;, this is the dumbing thing since Photoshop rename their buttons.', 'time': 1670450978, 'resto': 928622}]",1670450978,0.0,0.0
76,924824,,,11/06/22(Sun)06:52:31,Anonymous,Hey Bernds. Any place to find face textures for free?,,male-high-res-head-texture-012-01,.jpg,2400,1600,250,166,1667735551195582,1667735551,7CP2Ehgq8i5oFCCqGMA6xg==,681484,0,,hey-bernds-any-place-to-find-face-textures-for,18,5,13.0,3.0,"[{'no': 926562, 'now': '11/19/22(Sat)14:17:33', 'name': 'Anonymous', 'filename': 'Scrape-xpression-Map5', 'ext': '.gif', 'w': 250, 'h': 250, 'tn_w': 125, 'tn_h': 125, 'tim': 1668885453253813, 'time': 1668885453, 'md5': '/4EThOtRpyBA8xpiouMzog==', 'fsize': 200833, 'resto': 924824}, {'no': 926568, 'now': '11/19/22(Sat)15:39:02', 'name': 'Anonymous', 'com': '<a href=""#p926562"" class=""quotelink"">&gt;&gt;926562</a><br>SOUL', 'time': 1668890342, 'resto': 924824}, {'no': 928509, 'now': '12/04/22(Sun)22:00:05', 'name': 'Anonymous', 'com': '<a href=""#p926568"" class=""quotelink"">&gt;&gt;926568</a><br>souless', 'time': 1670209205, 'resto': 924824}, {'no': 928708, 'now': '12/06/22(Tue)09:24:53', 'name': 'Anonymous', 'com': '<a href=""#p924824"" class=""quotelink"">&gt;&gt;924824</a><br>pirated daz models', 'filename': '1664823062312727', 'ext': '.png', 'w': 395, 'h': 488, 'tn_w': 101, 'tn_h': 124, 'tim': 1670336693869411, 'time': 1670336693, 'md5': 'j6jb6cFCPW3tO/QykDQkEQ==', 'fsize': 294290, 'resto': 924824}, {'no': 928885, 'now': '12/07/22(Wed)14:36:40', 'name': 'Anonymous', 'com': '<a href=""#p924824"" class=""quotelink"">&gt;&gt;924824</a><br>1. Trick person into lying down in front of steamroller <br>2. Take high res pic of results', 'time': 1670441800, 'resto': 924824}]",1670441800,0.0,0.0
77,926781,,,11/21/22(Mon)11:26:09,Anonymous,Unreal Engine 5.1 Released,"https://www.unrealengine.com/en-US/<wbr>blog/unreal-engine-5-1-is-now-avail<wbr>able<br><br>https://docs.unrealengine.com/5.1/e<wbr>n-US/unreal-engine-5.1-release-note<wbr>s/<br><br><span class=""quote"">&gt;We’re excited to announce that Unreal Engine 5.1 is now available. With this release, we’ve built upon the groundbreaking feature set introduced in UE5, making it more robust, efficient, and versatile for creators across all industries. As part of this effort, we’ve been stress-testing the engine against different workflows, making it applicable to more sectors.</span><br><br><span class=""quote"">&gt;We’ve laid the groundwork for the Lumen dynamic global illumination and reflections system, the Nanite virtualized micropolygon geometry system, and Virtual Shadow Maps (VSM) to support games and experiences running at 60 fps on next-gen consoles and capable PCs, enabling fast-paced competitive games and detailed simulations to run without latency. Lumen now supports the Two-Sided Foliage shading model, by gathering lighting from the backface and scattering it through the leaf, attenuated by the material&#039;s Subsurface Color.</span><br><br><span class=""quote"">&gt;Meanwhile, Nanite has also been updated with a Programmable Rasterizer to allow for material-driven animations and deformations via World Position Offset, as well as opacity masks. This exciting development paves the way for artists to use Nanite to program specific objects’ behavior, for example Nanite-based foliage with leaves blowing in the wind.</span><br><br><span class=""quote"">&gt;In this release, we’ve continued to enhance tools for building massive open worlds with additional functionality and improved workflows. World Partition now supports Large World Coordinates, enabling you to create massive open worlds without loss of precision.</span>",unreal-engine-5-1-feed-1920x1080-32e2b379653e,.png,1920,1080,250,140,1669047969207418,1669047969,AZJC9bVV0myYf4/xoSCVgA==,415550,0,,unreal-engine-51-released,46,2,41.0,2.0,"[{'no': 927351, 'now': '11/25/22(Fri)17:55:24', 'name': 'Anonymous', 'com': '<a href=""#p926965"" class=""quotelink"">&gt;&gt;926965</a><br>Well, that&#039;s one point of view, I would disagree but whatever<br><a href=""#p927031"" class=""quotelink"">&gt;&gt;927031</a><br>Mate, you just copy pasted some boilerplate code which already runs under the hood... What&#039;s your point? It&#039;s 142 lines of setup which is already being done by UE if you don&#039;t use a custom multiplayer subsystem. That&#039;s not how a simple multiplayer system looks like. It&#039;s not even beginning to scratch the surface. Try taking a look at the ACharacter and APawn, and UCharacterMovementComponent. There you&#039;ll see some thousands of lines of code which is where the real magic happens, that is basic movement replication, network prediction, interpolation and so on. Multiplayer games are hard to make, it&#039;s a given.<br><a href=""#p927033"" class=""quotelink"">&gt;&gt;927033</a><br>Asinine statement, compile times are under a minute, if you don&#039;t use live coding or hot reloading that is. In my experience they can be pretty buggy so I tend to avoid them.<br><a href=""#p927045"" class=""quotelink"">&gt;&gt;927045</a><br>No, again, it&#039;s really not what you need to do for multiplayer... And what&#039;s so hard about delegates anyway?<br><a href=""#p927083"" class=""quotelink"">&gt;&gt;927083</a><br>What are you on about? I have used UE with Visual Studio 2017, 2019, and 2022 Community Edition, they all worked fine<br><a href=""#p927021"" class=""quotelink"">&gt;&gt;927021</a><br>Compiling as in C++ code or building the lighting?<br><a href=""#p926931"" class=""quotelink"">&gt;&gt;926931</a><br>Here&#039;s a tip, get the binary version of UE, don&#039;t compile it from source', 'time': 1669416924, 'resto': 926781}, {'no': 927753, 'now': '11/29/22(Tue)03:41:31', 'name': 'Anonymous', 'com': '<a href=""#p927006"" class=""quotelink"">&gt;&gt;927006</a><br>To render their animations? Very likely.<br>To animate their renders? No. Animating using control rig and sequencer is in every single possible way worse than using something like blender, motionbuilder or cascadeur. It&#039;s meant for quick tweaking, not for creating full animations. It&#039;s very simple to just import animations from the software I mentioned into UE. No reason to use it to animate.', 'time': 1669711291, 'resto': 926781}, {'no': 927769, 'now': '11/29/22(Tue)08:45:49', 'name': 'Anonymous', 'com': '<a href=""#p927351"" class=""quotelink"">&gt;&gt;927351</a><br>Explain what a delegate does and explain what a delegate handle does. And explain why custom delegates need to be forward declared.', 'time': 1669729549, 'resto': 926781}, {'no': 927770, 'now': '11/29/22(Tue)08:47:00', 'name': 'Anonymous', 'com': '<a href=""#p926931"" class=""quotelink"">&gt;&gt;926931</a><br>Literally what is stopping you from the new Livecoding feature?', 'time': 1669729620, 'resto': 926781}, {'no': 928860, 'now': '12/07/22(Wed)11:22:39', 'name': 'Anonymous', 'com': '<a href=""#p926782"" class=""quotelink"">&gt;&gt;926782</a><br>Yup. Sequencer actually got some cool new features.', 'time': 1670430159, 'resto': 926781}]",1670430159,0.0,0.0
78,924511,,,11/04/22(Fri)08:24:25,Anonymous,,The great debate.,1_Wl5qtSXft2DlMKhbrUO4Ig,.jpg,1400,315,250,56,1667564665205206,1667564665,S7L6PAbU6a/6ptCWtxNacA==,42808,0,,the-great-debate,68,6,63.0,5.0,"[{'no': 928773, 'now': '12/06/22(Tue)17:58:31', 'name': 'Anonymous', 'com': 'When you start modeling in Houdini with no addons and realize its superior to everything', 'filename': 'AverageHoudiniUser', 'ext': '.png', 'w': 479, 'h': 682, 'tn_w': 87, 'tn_h': 125, 'tim': 1670367511190376, 'time': 1670367511, 'md5': '1wLfgdUVeYCXHB5oBucvTw==', 'fsize': 185054, 'resto': 924511}, {'no': 928783, 'now': '12/06/22(Tue)19:56:54', 'name': 'Anonymous', 'com': '<a href=""#p928399"" class=""quotelink"">&gt;&gt;928399</a><br><span class=""quote"">&gt;the other 2 dont matter</span><br><br>Houdini doesn&#039;t matter?<br><br>tell me how retarded you are without telling me how retarded you are.', 'time': 1670374614, 'resto': 924511}, {'no': 928855, 'now': '12/07/22(Wed)11:01:21', 'name': 'Anonymous', 'com': '<a href=""#p928783"" class=""quotelink"">&gt;&gt;928783</a><br>It doesnt matter because he wont find job anyway.', 'time': 1670428881, 'resto': 924511}, {'no': 928857, 'now': '12/07/22(Wed)11:03:46', 'name': 'Anonymous', 'com': '<a href=""#p924511"" class=""quotelink"">&gt;&gt;924511</a><br>It&#039;s just a tool, we don&#039;t need to debate anything', 'time': 1670429026, 'resto': 924511}, {'no': 928858, 'now': '12/07/22(Wed)11:06:16', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;no daz in the image</span>', 'time': 1670429176, 'resto': 924511}]",1670429176,0.0,0.0
79,927498,,,11/27/22(Sun)01:08:59,Anonymous,,I&#039;m tired of nostalgic faggotry. I&#039;m only looking forward now into the future and downloaded Blender 3.3 and even installed Windows 11. Anyone else gave up trying to regain the &quot;soul&quot; of previous methods and programs and are now just utilizing what the present has to offer?,Promo-bannn,.jpg,1920,1080,250,140,1669529339835481,1669529339,SxtFVGOaxvsSA836GJRavw==,542485,0,,im-tired-of-nostalgic-faggotry-im-only-looking,18,0,13.0,0.0,"[{'no': 927736, 'now': '11/28/22(Mon)23:16:11', 'name': 'Anonymous', 'com': '<a href=""#p927731"" class=""quotelink"">&gt;&gt;927731</a><br>its not what they were showcasing you stupid mong.', 'time': 1669695371, 'resto': 927498}, {'no': 927742, 'now': '11/29/22(Tue)00:10:01', 'name': 'Anonymous', 'com': '<a href=""#p927683"" class=""quotelink"">&gt;&gt;927683</a><br>Does it mean I paint more accurate pubes?', 'time': 1669698601, 'resto': 927498}, {'no': 927743, 'now': '11/29/22(Tue)00:11:43', 'name': 'Anonymous', 'com': '<a href=""#p927742"" class=""quotelink"">&gt;&gt;927742</a><br>*can<br><br>Wait I&#039;m already on 3.3 I didn&#039;t see any difference.', 'time': 1669698703, 'resto': 927498}, {'no': 928748, 'now': '12/06/22(Tue)15:11:46', 'name': 'Anonymous', 'com': '<a href=""#p927498"" class=""quotelink"">&gt;&gt;927498</a><br>So many people more concerned with how they make shit rather than what they&#039;re making.', 'time': 1670357506, 'resto': 927498}, {'no': 928856, 'now': '12/07/22(Wed)11:03:31', 'name': 'Anonymous', 'com': '<a href=""#p927742"" class=""quotelink"">&gt;&gt;927742</a><br>It means you can subdivide Your mesh with pretty much no destruction to created groom. since its based on UV spacing.', 'time': 1670429011, 'resto': 927498}]",1670429011,0.0,0.0
80,928686,,,12/06/22(Tue)04:31:44,Anonymous,Are blender nurbs surface unintuitive or am i stupid,,880AEA11-B31E-4FF5-A668-754B5E7A3A55,.gif,384,480,200,250,1670319104644700,1670319104,EgStgRm3c5YAD99p001uTg==,708944,0,,are-blender-nurbs-surface-unintuitive-or-am-i,5,2,,,"[{'no': 928689, 'now': '12/06/22(Tue)04:49:46', 'name': 'Anonymous', 'com': 'Nurbs and Metaballs were abandoned when smooth subdivision surfaces came out.', 'time': 1670320186, 'resto': 928686}, {'no': 928712, 'now': '12/06/22(Tue)09:53:07', 'name': 'Anonymous', 'com': '<a href=""#p928686"" class=""quotelink"">&gt;&gt;928686</a><br>i like your banana anon', 'filename': '1646143247051', 'ext': '.png', 'w': 281, 'h': 308, 'tn_w': 114, 'tn_h': 125, 'tim': 1670338387202366, 'time': 1670338387, 'md5': 'pPsf4Qk39JImOMp/JI/BdQ==', 'fsize': 123962, 'resto': 928686}, {'no': 928820, 'now': '12/07/22(Wed)03:33:51', 'name': 'Anonymous', 'com': '<a href=""#p928689"" class=""quotelink"">&gt;&gt;928689</a><br>I thought it was the sculpting that replaced it', 'time': 1670402031, 'resto': 928686}, {'no': 928821, 'now': '12/07/22(Wed)03:40:10', 'name': 'Anonymous', 'com': '<a href=""#p928820"" class=""quotelink"">&gt;&gt;928820</a><br>Nurbs are still used by CAD software such as Sketch up but more artistic oriented software all switched to subdivision surfaces as soon as they came out. Because Pixar and because of a leghty argument about interpolating vs approximating surfaces.', 'time': 1670402410, 'resto': 928686}, {'no': 928833, 'now': '12/07/22(Wed)05:56:19', 'name': 'Anonymous', 'com': '<a href=""#p928686"" class=""quotelink"">&gt;&gt;928686</a><br>they&#039;re very unintuitive. you need to learn either Maya or Rhino if you want to use NURBS with any speed or efficiency.', 'filename': '589586049869503443953460', 'ext': '.png', 'w': 1201, 'h': 461, 'tn_w': 124, 'tn_h': 47, 'tim': 1670410579434860, 'time': 1670410579, 'md5': 'imQvyuASuxB9jg5e8Ztchw==', 'fsize': 1140299, 'resto': 928686}]",1670410579,0.0,0.0
81,927018,,,11/22/22(Tue)17:32:54,Anonymous,,Is this the /3/ equivalent of SOVL?,John,.png,500,500,250,250,1669156374941923,1669156374,qcFcIjjwQVik9FMCapefLQ==,128043,0,,is-this-the-3-equivalent-of-sovl,6,0,1.0,0.0,"[{'no': 927309, 'now': '11/25/22(Fri)10:39:23', 'name': 'Anonymous', 'com': 'infinitely more soul than cris thats for sure<br><br><span class=""quote"">&gt;inb4 infinity * 0 is still zero</span>', 'time': 1669390763, 'resto': 927018}, {'no': 927472, 'now': '11/26/22(Sat)20:28:03', 'name': 'Anonymous', 'com': '<a href=""#p927309"" class=""quotelink"">&gt;&gt;927309</a><br>PO TA TO CARISSES', 'time': 1669512483, 'resto': 927018}, {'no': 927558, 'now': '11/27/22(Sun)11:51:33', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;Shitty story</span><br><span class=""quote"">&gt;Shitty backgrounds from his modded minecraft worlds</span><br><span class=""quote"">&gt;Shitty animation barely conveying what is going on</span><br><span class=""quote"">&gt;Shitty models that are impossible to decipher what they are supposed to be</span><br><span class=""quote"">&gt;Shitty dialogue</span><br><span class=""quote"">&gt;Shitty voice acting</span><br><span class=""quote"">&gt;Still beautiful to watch and every second is pure joy</span><br>Yes, I think this is one of the most soulful 3D animation projects on the entire internet', 'time': 1669567893, 'resto': 927018}, {'no': 928445, 'now': '12/04/22(Sun)14:31:31', 'name': 'Anonymous', 'com': '<a href=""#p927018"" class=""quotelink"">&gt;&gt;927018</a><br>Ratboy Genius is unironically one of my favorite artists and I consider him to be an actual genius. His music is unbelievable. <br>My favorite piece of music of his is &#039;Meet the caveman&#039;.', 'time': 1670182291, 'resto': 927018}, {'no': 928798, 'now': '12/06/22(Tue)22:23:48', 'name': 'Anonymous', 'com': '<a href=""#p927558"" class=""quotelink"">&gt;&gt;927558</a><br>The story isn&#039;t that bad, it&#039;s just very innocent. And the music is fantastic.<br>Ratboy genius really is a fucking genius, I respect him more as an artist than 99% of people in the industry.', 'time': 1670383428, 'resto': 927018}]",1670383428,0.0,0.0
82,926745,,,11/21/22(Mon)03:32:45,Anonymous,,Midjourney V4 by some random I kneel,d8aszrslb61a1,.jpg,1080,1080,250,250,1669019565419706,1669019565,SK1txj867YD9gwtHvwOv9g==,210410,0,,midjourney-v4-by-some-random-i-kneel,14,3,9.0,3.0,"[{'no': 928529, 'now': '12/04/22(Sun)22:55:12', 'name': 'Anonymous', 'com': '<a href=""#p926745"" class=""quotelink"">&gt;&gt;926745</a><br>yeah', 'time': 1670212512, 'resto': 926745}, {'no': 928714, 'now': '12/06/22(Tue)09:53:30', 'name': 'Anonymous', 'com': '<a href=""#p926745"" class=""quotelink"">&gt;&gt;926745</a><br>usecase?', 'time': 1670338410, 'resto': 926745}, {'no': 928715, 'now': '12/06/22(Tue)09:56:24', 'name': 'Anonymous', 'com': '<a href=""#p928714"" class=""quotelink"">&gt;&gt;928714</a><br>uh<br>to make pictures of batman', 'time': 1670338584, 'resto': 926745}, {'no': 928765, 'now': '12/06/22(Tue)16:58:10', 'name': 'Anonymous', 'com': '<a href=""#p926751"" class=""quotelink"">&gt;&gt;926751</a><br>Learn crochet with your grandma, that sounds really amazing and a thousand times more productive than anything on /ic/ or /3/ and also you get to bond with her and make beautiful memories you can look back on fondly.', 'time': 1670363890, 'resto': 926745}, {'no': 928794, 'now': '12/06/22(Tue)22:05:25', 'name': 'Anonymous', 'com': '<a href=""#p926748"" class=""quotelink"">&gt;&gt;926748</a><br>Seethe harder, renderfag. Learn to code.', 'time': 1670382325, 'resto': 926745}]",1670382325,0.0,0.0
83,923579,,,10/28/22(Fri)06:39:19,Anonymous,,"What does /3/ think of Cinema4D? Is there any reason to learn it in the current year over Blender, Maya or 3DS Max?<br><br>What are the main things it has going for it?",logo-cinema4d,.png,412,412,249,249,1666953559781619,1666953559,jK3dd7UusKpjfKPU8O7WPA==,113548,0,,what-does-3-think-of-cinema4d-is-there-any-reason,21,2,16.0,2.0,"[{'no': 926405, 'now': '11/18/22(Fri)03:36:40', 'name': 'Anonymous', 'com': '<a href=""#p926387"" class=""quotelink"">&gt;&gt;926387</a><br>B&#039;s flip fluids is okay for small scale stuff and not too demanding', 'time': 1668760600, 'resto': 923579}, {'no': 926452, 'now': '11/18/22(Fri)15:33:24', 'name': 'Anonymous', 'com': '<a href=""#p926405"" class=""quotelink"">&gt;&gt;926405</a><br>not really, B. Flip fluids have no volume retention, its okay for large bodies of water. where you constantly need to spawn liquid', 'time': 1668803604, 'resto': 923579}, {'no': 928505, 'now': '12/04/22(Sun)21:55:42', 'name': 'Anonymous', 'com': '<a href=""#p926452"" class=""quotelink"">&gt;&gt;926452</a><br>yeah no shit', 'time': 1670208942, 'resto': 923579}, {'no': 928508, 'now': '12/04/22(Sun)21:59:02', 'name': 'Anonymous', 'com': '<a href=""#p928505"" class=""quotelink"">&gt;&gt;928505</a><br>You said its okay, it isn;&#039;t <br>stop acting like a faggot and know the limitations.', 'time': 1670209142, 'resto': 923579}, {'no': 928774, 'now': '12/06/22(Tue)18:06:49', 'name': 'Anonymous', 'com': '<a href=""#p923579"" class=""quotelink"">&gt;&gt;923579</a><br>I’m having to learn C4D for work rn, coming from Maya and blender, simulations and animation tools are great<br><br> so far I hate materials and modelling in C4D, blender’s shader systems are hard to leave also there aren’t as many tutorials for C4D', 'time': 1670368009, 'resto': 923579}]",1670368009,0.0,0.0
84,926424,,,11/18/22(Fri)09:57:53,Anonymous,,How long does it take to get proficient in Marvelous?<br><br>https://www.youtube.com/channel/UCT<wbr>_Y4okpd6G0DUaNl1bT1sw/videos,1640206543148,.png,241,101,241,101,1668783473132684,1668783473,oob3x6bcDn0bFZu6c1LXPw==,19742,0,,how-long-does-it-take-to-get-proficient-in,10,0,5.0,0.0,"[{'no': 927771, 'now': '11/29/22(Tue)08:47:49', 'name': 'Anonymous', 'com': '<a href=""#p927659"" class=""quotelink"">&gt;&gt;927659</a><br>they earn the 10x amount, devil contract for moneyzz', 'time': 1669729669, 'resto': 926424}, {'no': 927782, 'now': '11/29/22(Tue)12:05:22', 'name': 'Anonymous', 'com': 'Something just feels off about Daniel, if you know what I mean. Lke, he&#039;s too old to be working on childrens cartoons. It just seems creepy.', 'time': 1669741522, 'resto': 926424}, {'no': 927810, 'now': '11/29/22(Tue)16:09:38', 'name': 'Anonymous', 'com': '<a href=""#p927782"" class=""quotelink"">&gt;&gt;927782</a><br>There are even older people watching the demo of movies and have the last say about it, it&#039;s not a child watching the first scenes of those movies', 'time': 1669756178, 'resto': 926424}, {'no': 928768, 'now': '12/06/22(Tue)17:24:57', 'name': 'Anonymous', 'com': 'Is it true that the MD workflow is more advanced and gives better results than doing it in houdini? This is what the industry tells me', 'time': 1670365497, 'resto': 926424}, {'no': 928772, 'now': '12/06/22(Tue)17:58:13', 'name': 'Anonymous', 'com': '<a href=""#p927771"" class=""quotelink"">&gt;&gt;927771</a><br>80k or so doesn&#039;t sound like 10x average 3D artist salary, unless all the google sources are lying to me.', 'time': 1670367493, 'resto': 926424}]",1670367493,0.0,0.0
