,no,sticky,closed,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_modified,sub,bumplimit,imagelimit,omitted_posts,omitted_images,last_replies,trip
66,2741415,,,12/08/22(Thu)17:33:57,Anonymous,Takapi has been updating all old Chiru Roshutsu works giving them uncensored slits and he&#039;s getting away with it. New works on Dlsite already have uncensored slits as attached.,Screenshot_20221208-162646_Drive,.jpg,589,830,177,250,1670538837117214,1670538837,DuE5/vFgWA40sCjzL9tl1A==,166697,0,,uncensored-slits,12,6,1670543217,Uncensored Slits!,0.0,0.0,7.0,2.0,"[{'no': 2741448, 'now': '12/08/22(Thu)18:30:06', 'name': 'Anonymous', 'com': '<a href=""#p2741447"" class=""quotelink"">&gt;&gt;2741447</a><br><span class=""quote"">&gt;https://www.dlsite.com/maniax-touc<wbr>h/work/=/product_id/RJ125220.html</span><br>Ah, thanks. I was just looking at the preview images at DLSite. Seems they didn&#039;t update the previews.', 'time': 1670542206, 'resto': 2741415}, {'no': 2741449, 'now': '12/08/22(Thu)18:30:45', 'name': 'Anonymous', 'com': '<a href=""#p2741447"" class=""quotelink"">&gt;&gt;2741447</a><br>Uncensored from dlsite', 'filename': 'Screenshot_20221208-172948_Drive', 'ext': '.jpg', 'w': 720, 'h': 1520, 'tn_w': 59, 'tn_h': 125, 'tim': 1670542245840204, 'time': 1670542245, 'md5': 'jTNj78x6MzRVLp8Pl0Q+gA==', 'fsize': 642827, 'resto': 2741415}, {'no': 2741451, 'now': '12/08/22(Thu)18:44:48', 'name': 'Anonymous', 'filename': '1813830-09634ef69f-00000020', 'ext': '.jpg', 'w': 1280, 'h': 1807, 'tn_w': 88, 'tn_h': 125, 'tim': 1670543088672074, 'time': 1670543088, 'md5': 'iJBZ4hNncpC4DnoyKdEEYA==', 'fsize': 542170, 'resto': 2741415}, {'no': 2741452, 'now': '12/08/22(Thu)18:46:09', 'name': 'Anonymous', 'filename': '1813830-09634ef69f-00000021', 'ext': '.jpg', 'w': 1280, 'h': 1807, 'tn_w': 88, 'tn_h': 125, 'tim': 1670543169912249, 'time': 1670543169, 'md5': 'qsthEFOU8Lkivv8nmEXFHQ==', 'fsize': 619237, 'resto': 2741415}, {'no': 2741453, 'now': '12/08/22(Thu)18:46:57', 'name': 'Anonymous', 'filename': '1813830-09634ef69f-00000023', 'ext': '.jpg', 'w': 1280, 'h': 1807, 'tn_w': 88, 'tn_h': 125, 'tim': 1670543217670451, 'time': 1670543217, 'md5': 'jCdY/V2HoeBHGeX/qqkeoA==', 'fsize': 529271, 'resto': 2741415}]",
67,2685915,,,05/15/22(Sun)14:20:00,Anonymous,"previous: <span class=""deadlink"">&gt;&gt;2613347</span><br><br>am I doin it right",etugzau6fhz81,.jpg,2060,1457,250,176,1652638800576,1652638800,7rIub1XbkSUKfvWuOnSoaA==,493397,0,,another-sports-and-muscle-thread,159,121,1670532123,another sports and muscle thread,0.0,0.0,154.0,117.0,"[{'no': 2738855, 'now': '11/27/22(Sun)00:21:17', 'name': 'Anonymous', 'com': '<a href=""#p2738804"" class=""quotelink"">&gt;&gt;2738804</a><br>You are trolling because you&#039;re defending picture that don&#039;t actually make any sense. There has to be at least line of quality. I think that is having things the actually look like proper people.<br><br>Someone having a fucked up hand not attached to their arm is just wrong. <a href=""#p2737610"" class=""quotelink"">&gt;&gt;2737610</a><br><br>Having no left boob and a growth on your leg with a mismatched torso wrong. <a href=""#p2737612"" class=""quotelink"">&gt;&gt;2737612</a><br><br>The only one arguable is <a href=""#p2737611"" class=""quotelink"">&gt;&gt;2737611</a>. There nothing just straight wrong in it..', 'time': 1669526477, 'resto': 2685915}, {'no': 2740514, 'now': '12/05/22(Mon)12:09:49', 'name': 'Anonymous', 'filename': 'dfb69f760dc64c9fb5f45e1f006e335e', 'ext': '.png', 'w': 1366, 'h': 1648, 'tn_w': 103, 'tn_h': 124, 'tim': 1670260189816786, 'time': 1670260189, 'md5': '37afdg3GTJ+19F4fAG4zXg==', 'fsize': 1857165, 'resto': 2685915}, {'no': 2741401, 'now': '12/08/22(Thu)15:40:58', 'name': 'Anonymous', 'filename': '__samus_aran_metroid_drawn_by_automatic_giraffe__5c4f89338747f9731739c4426be6527d', 'ext': '.jpg', 'w': 1191, 'h': 1684, 'tn_w': 88, 'tn_h': 125, 'tim': 1670532058690463, 'time': 1670532058, 'md5': '8Mj2DK7KbOVVNlqIYfdWNw==', 'fsize': 190959, 'resto': 2685915}, {'no': 2741402, 'now': '12/08/22(Thu)15:41:29', 'name': 'Anonymous', 'filename': '__revy_black_lagoon_drawn_by_yoracrab__569d7f7154c91c99661120295ef40ea2', 'ext': '.jpg', 'w': 930, 'h': 1485, 'tn_w': 78, 'tn_h': 125, 'tim': 1670532089244468, 'time': 1670532089, 'md5': 'ainVbRHeZ+fQeTJLf1YTnQ==', 'fsize': 146362, 'resto': 2685915}, {'no': 2741403, 'now': '12/08/22(Thu)15:42:03', 'name': 'Anonymous', 'filename': '__revy_black_lagoon_drawn_by_yoracrab__2c946aeb7f1a5507d52ebeffcf0a2bda', 'ext': '.jpg', 'w': 1509, 'h': 2019, 'tn_w': 93, 'tn_h': 125, 'tim': 1670532123295995, 'time': 1670532123, 'md5': 'W20siCzBoJ+10O/me73SLw==', 'fsize': 345250, 'resto': 2685915}]",
68,2735114,,,11/11/22(Fri)05:58:53,Anonymous,"Mega milkers reporting in<br>Last thread: <span class=""deadlink"">&gt;&gt;2723639</span>",102479530_p0,.jpg,1459,1947,187,249,1668164333097512,1668164333,xHHZn8MD+cwnyasQDN1AoQ==,657556,0,,freaky-big-boobs-37,88,74,1670527808,Freaky Big Boobs 37,0.0,0.0,83.0,70.0,"[{'no': 2740649, 'now': '12/05/22(Mon)21:52:50', 'name': 'Anonymous', 'com': '<a href=""#p2735840"" class=""quotelink"">&gt;&gt;2735840</a><br>Do u think she’s OGT', 'time': 1670295170, 'resto': 2735114}, {'no': 2741237, 'now': '12/08/22(Thu)01:03:50', 'name': 'Anonymous', 'filename': 'FjYCWwjaEAAmrPJ.jpg_orig', 'ext': '.jpg', 'w': 3120, 'h': 4096, 'tn_w': 95, 'tn_h': 125, 'tim': 1670479430009282, 'time': 1670479430, 'md5': '85Xf7R8KA2AhORrDhZm7cA==', 'fsize': 868017, 'resto': 2735114}, {'no': 2741308, 'now': '12/08/22(Thu)06:35:20', 'name': 'Anonymous', 'filename': 'FZdfhF7aMAEdKIA', 'ext': '.jpg', 'w': 1455, 'h': 2048, 'tn_w': 88, 'tn_h': 125, 'tim': 1670499320702107, 'time': 1670499320, 'md5': 'knmEhpQX3NBy7Sd9dzzqQw==', 'fsize': 230020, 'resto': 2735114}, {'no': 2741343, 'now': '12/08/22(Thu)09:43:22', 'name': 'Anonymous', 'filename': 'Mine', 'ext': '.gif', 'w': 960, 'h': 960, 'tn_w': 125, 'tn_h': 125, 'tim': 1670510602114168, 'time': 1670510602, 'md5': '58V4Pv5ghMJnTGT+5MIB0w==', 'fsize': 1016616, 'resto': 2735114}, {'no': 2741388, 'now': '12/08/22(Thu)14:30:08', 'name': 'Anonymous', 'filename': 'FjcCWJ6acAA9Eqg', 'ext': '.jpg', 'w': 1396, 'h': 2048, 'tn_w': 85, 'tn_h': 125, 'tim': 1670527808251171, 'time': 1670527808, 'md5': 'bVWjhYYPzy6MQ0F87E63bA==', 'fsize': 322997, 'resto': 2735114}]",
69,2732850,,,11/01/22(Tue)13:09:23,Anonymous,"Part 4! Share examples of shameless nudist/exhibitionist girls who have no problem going around naked. (Preferably anime and manga examples rather than random nude pin-ups or nude filters.) Provide sources where possible, and always check SauceNao first!<br>Previous threads:<br>https://archive.alice.al/e/search/s<wbr>ubject/Casual%20Nudity%20from%20Ani<wbr>me%20%26%20Manga/",lalala-ch7-color3,.png,690,869,198,250,1667322563671144,1667322563,Y+NtPbvAgR0PZrUPKb/K+Q==,1174551,0,,casual-nudity-from-anime-manga,99,68,1670519769,Casual Nudity from Anime &amp; Manga,0.0,0.0,94.0,68.0,"[{'no': 2741222, 'now': '12/08/22(Thu)00:05:55', 'name': 'Anonymous', 'com': '<a href=""#p2738995"" class=""quotelink"">&gt;&gt;2738995</a><br>this is great! i wish it had a translation', 'time': 1670475955, 'resto': 2732850}, {'no': 2741224, 'now': '12/08/22(Thu)00:28:49', 'name': 'Anonymous', 'com': '<a href=""#p2741222"" class=""quotelink"">&gt;&gt;2741222</a><br>it is translated', 'time': 1670477329, 'resto': 2732850}, {'no': 2741225, 'now': '12/08/22(Thu)00:29:50', 'name': 'Anonymous', 'com': '<a href=""#p2741224"" class=""quotelink"">&gt;&gt;2741224</a><br>whoops im retarded, thought you were replying to <a href=""#p2741087"" class=""quotelink"">&gt;&gt;2741087</a> for some reason', 'time': 1670477390, 'resto': 2732850}, {'no': 2741360, 'now': '12/08/22(Thu)11:26:09', 'name': 'Anonymous', 'com': '<a href=""#p2741225"" class=""quotelink"">&gt;&gt;2741225</a><br>haha its ok, i&#039;m glad you corrected yourself otherwise i would have went mad looking for the translation that doesn&#039;t exist', 'time': 1670516769, 'resto': 2732850}, {'no': 2741369, 'now': '12/08/22(Thu)12:16:09', 'name': 'Anonymous', 'com': '<a href=""#p2732862"" class=""quotelink"">&gt;&gt;2732862</a><br>might rewatch this fujobait again<br>its been years since i watched it, but i remember it being somewhat fun', 'time': 1670519769, 'resto': 2732850}]",
70,2683469,,,05/06/22(Fri)01:54:49,Anonymous,"It might be year of the tiger now, but we&#039;re still postin&#039; cows.<br><br>Previous thread: <span class=""deadlink"">&gt;&gt;2591764</span>",64894984,.png,1080,1074,250,248,1651816489065,1651816489,4UNLCb/1IpvZCZLdqgBsgw==,1363242,0,,cgg-cow-girl-general,186,173,1670516301,/cgg/ - Cow Girl General,0.0,0.0,181.0,168.0,"[{'no': 2740429, 'now': '12/05/22(Mon)01:46:36', 'name': 'Anonymous', 'filename': 'Eq2FyHrW8AAPghA', 'ext': '.jpg', 'w': 1297, 'h': 2048, 'tn_w': 79, 'tn_h': 125, 'tim': 1670222796937393, 'time': 1670222796, 'md5': 'OA0/ygFACXnNHdq901NqlQ==', 'fsize': 165106, 'resto': 2683469}, {'no': 2740749, 'now': '12/06/22(Tue)06:29:20', 'name': 'Anonymous', 'filename': '25d6f790cdf2114d71084d612a0dd32f', 'ext': '.jpg', 'w': 2386, 'h': 3375, 'tn_w': 88, 'tn_h': 125, 'tim': 1670326160922746, 'time': 1670326160, 'md5': 'mvMhpi4MAkj8rFjYBfUJ/Q==', 'fsize': 1352590, 'resto': 2683469}, {'no': 2740773, 'now': '12/06/22(Tue)09:17:29', 'name': 'DOT DOT DOT', 'com': 'https://twitter.com/ARNUSI/status/1<wbr>599986985317576705', 'filename': 'FjRLgf4aUAAioqS', 'ext': '.jpg', 'w': 2122, 'h': 3036, 'tn_w': 87, 'tn_h': 125, 'tim': 1670336249256118, 'time': 1670336249, 'md5': '0a5vfX2aoxSd6cruCVirfA==', 'fsize': 1525515, 'resto': 2683469}, {'no': 2741357, 'now': '12/08/22(Thu)11:17:47', 'name': 'DOT DOT DOT', 'filename': '103433665_p0', 'ext': '.png', 'w': 1260, 'h': 1415, 'tn_w': 111, 'tn_h': 125, 'tim': 1670516267870334, 'time': 1670516267, 'md5': 'GffSW5a430PgMjRsMBJVdg==', 'fsize': 1200673, 'resto': 2683469}, {'no': 2741358, 'now': '12/08/22(Thu)11:18:21', 'name': 'DOT DOT DOT', 'filename': '103433665_p1', 'ext': '.png', 'w': 2000, 'h': 1415, 'tn_w': 125, 'tn_h': 88, 'tim': 1670516301605842, 'time': 1670516301, 'md5': 'Fzw7OzxjIgGyPXothcUqGA==', 'fsize': 2293398, 'resto': 2683469}]",
71,2735485,,,11/12/22(Sat)15:26:56,Anonymous,,spank,.png,1680,1930,217,249,1668284816698674,1668284816,jQu99dEovs4hFR2EaicfzQ==,3467342,0,,girls-getting-theirs-asses-slapedgrabed,32,30,1670515403,Girls getting theirs asses slaped/grabed.,0.0,0.0,27.0,25.0,"[{'no': 2741157, 'now': '12/07/22(Wed)19:05:04', 'name': 'Anonymous', 'filename': 'as1', 'ext': '.png', 'w': 530, 'h': 728, 'tn_w': 91, 'tn_h': 125, 'tim': 1670457904242684, 'time': 1670457904, 'md5': 'RtFfZBBKh0EljsIKs7dKzw==', 'fsize': 369327, 'resto': 2735485}, {'no': 2741158, 'now': '12/07/22(Wed)19:05:41', 'name': 'Anonymous', 'filename': 'as2', 'ext': '.png', 'w': 793, 'h': 734, 'tn_w': 125, 'tn_h': 115, 'tim': 1670457941467252, 'time': 1670457941, 'md5': 'lk/5sZSDOaQWwW9HHsp5pQ==', 'fsize': 589131, 'resto': 2735485}, {'no': 2741159, 'now': '12/07/22(Wed)19:11:56', 'name': 'Anonymous', 'filename': 'Darkstalkers', 'ext': '.jpg', 'w': 1080, 'h': 1440, 'tn_w': 93, 'tn_h': 125, 'tim': 1670458316159029, 'time': 1670458316, 'md5': 'fJRUZQh2VQ6n4bTIjA2azw==', 'fsize': 2423666, 'resto': 2735485}, {'no': 2741314, 'now': '12/08/22(Thu)07:45:23', 'name': 'Anonymous', 'com': 'I&#039;d love to see more of these threads, asses getting grabbed are hot as fuck', 'filename': 'de1oklu-cfc28883-c9e9-4a4f-ae35-3eff4be34420', 'ext': '.jpg', 'w': 2774, 'h': 1635, 'tn_w': 125, 'tn_h': 73, 'tim': 1670503523069837, 'time': 1670503523, 'md5': 'CJzEWZAj8WKmsjv3W3n22w==', 'fsize': 416322, 'resto': 2735485}, {'no': 2741356, 'now': '12/08/22(Thu)11:03:23', 'name': 'Anonymous', 'filename': '1669736161893106', 'ext': '.jpg', 'w': 679, 'h': 960, 'tn_w': 88, 'tn_h': 125, 'tim': 1670515403354962, 'time': 1670515403, 'md5': 'mOqmBWk7fZOMFz9TM7lusg==', 'fsize': 70523, 'resto': 2735485}]",
72,2641850,,,12/25/21(Sat)14:05:44,Anonymous,"The hime cut is the absolutely best hairstyle. I&#039;ve looked through the archives of 4chan for good hime cut threads and what I found was pitiful.<br>So I&#039;ll do it myself.<br>There will also be images featuring hairstyles very similar to the hime cut because, while not perfect, they are still great.<br>All of these images should be sourceable through the usual sites, so use those before asking for source.<br>I&#039;m making 3 threads too. On /a/, /e/ and /h/. Each for the appropriate content. Expect about 150+ images for each thread.<br>Feel free to post images yourself and enjoy the hime cuts fellow men of culture.",71425237_p0,.jpg,955,1400,170,250,1640459144671,1640459144,LIustaFGfIImm5LtDKszUQ==,1037622,0,,hime-cut-thread,295,273,1670500598,Hime cut thread,0.0,0.0,290.0,268.0,"[{'no': 2737735, 'now': '11/22/22(Tue)12:06:32', 'name': 'Anonymous', 'filename': 'd2dea8e832b576cc4c71e24a3116f91c', 'ext': '.jpg', 'w': 1536, 'h': 2048, 'tn_w': 93, 'tn_h': 125, 'tim': 1669136792761994, 'time': 1669136792, 'md5': 'Kq7Wr9MBvOo5MrN0tDEyUQ==', 'fsize': 172431, 'resto': 2641850}, {'no': 2739170, 'now': '11/28/22(Mon)12:29:26', 'name': 'Anonymous', 'filename': 'Tsukiyama_YTK-1594701773360754689-20221121_153825-img1', 'ext': '.jpg', 'w': 2048, 'h': 1448, 'tn_w': 125, 'tn_h': 88, 'tim': 1669656566610270, 'time': 1669656566, 'md5': 'lNl7UIYz2hJSp/W4DPEluA==', 'fsize': 361844, 'resto': 2641850}, {'no': 2739263, 'now': '11/28/22(Mon)23:40:43', 'name': 'Anonymous', 'filename': '[EMBER] Mamahaha no Tsurego ga Motokano Datta - 01.mkv_snapshot_17.47.469', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1669696843570835, 'time': 1669696843, 'md5': 'DovatPcwH6f/887IJtWtKA==', 'fsize': 183506, 'resto': 2641850}, {'no': 2740336, 'now': '12/04/22(Sun)13:57:27', 'name': 'Anonymous', 'filename': 'unknown-46', 'ext': '.png', 'w': 850, 'h': 1214, 'tn_w': 87, 'tn_h': 125, 'tim': 1670180247273468, 'time': 1670180247, 'md5': '/t09Y08pB4sVeXBetz0o9A==', 'fsize': 1891511, 'resto': 2641850}, {'no': 2741313, 'now': '12/08/22(Thu)06:56:38', 'name': 'Anonymous', 'filename': 'nyanpukutei-1595331696311693312-20221123_092130-img1', 'ext': '.jpg', 'w': 980, 'h': 1050, 'tn_w': 116, 'tn_h': 125, 'tim': 1670500598065703, 'time': 1670500598, 'md5': 'lra/TwSSXY2o1NxcpdO6UQ==', 'fsize': 125642, 'resto': 2641850}]",
73,2719732,,,09/09/22(Fri)23:06:06,Anonymous,love live ecchi,393598d81f8b374e715e4baa6d8b206b,.png,1018,1440,176,250,1662779166702641,1662779166,OTWY2B+LN05xXkuqbYsgaw==,2072312,0,,love-live-ecchi,276,270,1670500570,,0.0,0.0,271.0,265.0,"[{'no': 2739552, 'now': '11/30/22(Wed)13:49:16', 'name': 'Anonymous', 'filename': '4482f730e755ec6bdcc7f99265800173', 'ext': '.jpg', 'w': 820, 'h': 1200, 'tn_w': 85, 'tn_h': 125, 'tim': 1669834156393450, 'time': 1669834156, 'md5': 'RIL3MOdV7Gvcx/mSZYABcw==', 'fsize': 850941, 'resto': 2719732}, {'no': 2739553, 'now': '11/30/22(Wed)13:49:34', 'name': 'Anonymous', 'filename': '60176f3fc2d23b515af9e622c016b0db', 'ext': '.jpg', 'w': 850, 'h': 972, 'tn_w': 109, 'tn_h': 125, 'tim': 1669834174251046, 'time': 1669834174, 'md5': 'yNUPreqs6JM57Tp4OnLM/g==', 'fsize': 147565, 'resto': 2719732}, {'no': 2741117, 'now': '12/07/22(Wed)15:17:27', 'name': 'Anonymous', 'filename': 'azur_lane-yqgkg', 'ext': '.jpg', 'w': 779, 'h': 1100, 'tn_w': 88, 'tn_h': 125, 'tim': 1670444247718543, 'time': 1670444247, 'md5': 'IizYRPzPVC1y3yMYA1klpg==', 'fsize': 317529, 'resto': 2719732}, {'no': 2741118, 'now': '12/07/22(Wed)15:19:44', 'name': 'Anonymous', 'filename': 'belfast(maroonabyss)', 'ext': '.jpg', 'w': 1757, 'h': 2555, 'tn_w': 85, 'tn_h': 125, 'tim': 1670444384975985, 'time': 1670444384, 'md5': 'D8mZCaSZzBqUYpzc3c34bg==', 'fsize': 481770, 'resto': 2719732}, {'no': 2741312, 'now': '12/08/22(Thu)06:56:10', 'name': 'Anonymous', 'filename': '_307_2', 'ext': '.jpg', 'w': 3000, 'h': 1446, 'tn_w': 125, 'tn_h': 60, 'tim': 1670500570192005, 'time': 1670500570, 'md5': 'hxVN8Qw/1YmiK8eVMiZ1+w==', 'fsize': 2058043, 'resto': 2719732}]",
74,2712678,,,08/15/22(Mon)22:17:36,Anonymous,"Last thread was great, let&#039;s get something new going.<br><br>MILFs, hot teachers, older sisters, ladies next door, Christmas cakes, New Years Noodles, office ladies, always-a-bridesmaid-never-a-brides,<wbr> you name it, just so long as she&#039;s got an air of maturity about her<br><br>Keep the variety if you please and don&#039;t be a dick about what other people post",1592075277300,.jpg,791,1707,115,250,1660616256663107,1660616256,Jg7ne+lEH4RF1iJ7lForew==,426625,0,,mature-women-thread,247,210,1670499648,Mature women thread,0.0,0.0,242.0,205.0,"[{'no': 2740677, 'now': '12/05/22(Mon)23:55:51', 'name': 'Anonymous', 'com': 'Christmas Cake from Girls Bravo', 'filename': 'c7454ea07531ee9661fb660cc0ca5144', 'ext': '.gif', 'w': 320, 'h': 240, 'tn_w': 125, 'tn_h': 93, 'tim': 1670302551249703, 'time': 1670302551, 'md5': 'x0VOoHUx7pZh+2YMwMpRRA==', 'fsize': 1812601, 'resto': 2712678}, {'no': 2740678, 'now': '12/05/22(Mon)23:56:22', 'name': 'Anonymous', 'com': '<a href=""#p2740677"" class=""quotelink"">&gt;&gt;2740677</a>', 'filename': '095e5450800bcc4e3cbb378c06c41ae3', 'ext': '.jpg', 'w': 363, 'h': 1000, 'tn_w': 45, 'tn_h': 125, 'tim': 1670302582019432, 'time': 1670302582, 'md5': '0/2FEcGGPr8Z1p4WptZHOA==', 'fsize': 36221, 'resto': 2712678}, {'no': 2740690, 'now': '12/06/22(Tue)00:25:04', 'name': 'Anonymous', 'com': '<a href=""#p2740678"" class=""quotelink"">&gt;&gt;2740678</a>', 'filename': 'cd89a2aa064d6aaf949677f3029715de', 'ext': '.jpg', 'w': 640, 'h': 480, 'tn_w': 125, 'tn_h': 93, 'tim': 1670304304190441, 'time': 1670304304, 'md5': 'NQabmf/kYMCwjCUIyDzkfg==', 'fsize': 50672, 'resto': 2712678}, {'no': 2741136, 'now': '12/07/22(Wed)17:16:31', 'name': 'Anonymous', 'filename': 'meme50', 'ext': '.jpg', 'w': 800, 'h': 1000, 'tn_w': 100, 'tn_h': 125, 'tim': 1670451391275303, 'time': 1670451391, 'md5': 'pPwP6N3IzmBUQdvcB1OGSw==', 'fsize': 160519, 'resto': 2712678}, {'no': 2741310, 'now': '12/08/22(Thu)06:40:48', 'name': 'Anonymous', 'filename': 'file', 'ext': '.png', 'w': 1240, 'h': 1754, 'tn_w': 88, 'tn_h': 125, 'tim': 1670499648645397, 'time': 1670499648, 'md5': 'Z9rK1SeqOpLdwhQbkS7ZeA==', 'fsize': 2177685, 'resto': 2712678}]",
75,2737143,,,11/19/22(Sat)19:25:45,Anonymous,"<span class=""quote"">&gt; honeymoon</span><br>edition<br><br><span class=""quote"">&gt;NAI LEAK SPEEDRUN+FAQ</span><br>https://rentry.org/nai-speedrun | https://rentry.org/sdg_FAQ<br><br><span class=""quote"">&gt;NEWS + UPDATES</span><br>https://rentry.org/sdupdates3<br>https://rentry.org/sdgoldmine<br><br><span class=""quote"">&gt;MIX RECIPES</span><br>https://rentry.org/hdgrecipes<br><br>FREE:<br><span class=""quote"">&gt;Local install</span><br>Nvidia GPU: https://rentry.org/voldy | https://github.com/AbdBarho/stable-<wbr>diffusion-webui-docker<br>CPU: http://rentry.org/cputard<br><span class=""quote"">&gt;AMD Guides</span><br>Native: https://rentry.org/sd-nativeisekait<wbr>oo<br>Docker: https://rentry.org/sdamd<br>Onnx: https://rentry.org/ayymd-stable-dif<wbr>fustion-v1_4-guide<br><br><span class=""quote"">&gt;SaaS</span><br>NSFW txt2img: discord.gg/unstablediffusion | https://pornpen.ai<br><br>PAID:<br>Hentai: https://novelai.net/<br><span class=""quote"">&gt;Cloud Hosted Install</span><br>Colab: https://rentry.org/sd-colab-automat<wbr>ic<br>Paperspace: https://rentry.org/865dy<br><br>MISC:<br><span class=""quote"">&gt;Models</span><br>https://rentry.org/sdmodels<br>https://cyberes.github.io/stable-di<wbr>ffusion-models/<br><br><span class=""quote"">&gt;Textual Inversion</span><br>https://github.com/AUTOMATIC1111/st<wbr>able-diffusion-webui/wiki/Textual-I<wbr>nversion | https://rentry.org/hypernetwork4dum<wbr>dums | https://i.imgur.com/yv3TrrC.jpeg<br><br><span class=""quote"">&gt;Resources</span><br>Artist styles: https://rentry.org/anime_and_tittie<wbr>s | https://rentry.org/artists_sd-v1-4 | https://files.catbox.moe/9wgqx9.jpg<wbr><br>Big index: https://pharmapsychotic.com/tools.h<wbr>tml<br>Tags: https://danbooru.donmai.us/wiki_pag<wbr>es/tag_groups<br>Tag effects: https://pastebin.com/GurXf9a4<br>First pass calculator: https://preyx.github.io/sd-scale-ca<wbr>lc/<br><br><span class=""quote"">&gt;Booru</span><br>https://aibooru.online/<br><br><span class=""quote"">&gt;SaaS Sites</span><br>txt2img: https://huggingface.co/spaces/stabi<wbr>lityai/stable-diffusion | https://beta.dreamstudio.ai<br>img2img: https://huggingface.co/spaces/huggi<wbr>ngface/diffuse-the-rest<br>inpainting: https://huggingface.co/spaces/fffil<wbr>oni/stable-diffusion-inpainting | https://inpainter.vercel.app/paint<br><br><span class=""quote"">&gt;Other Guides</span><br>Inpainting/Outpainting: https://rentry.org/drfar | https://rentry.org/inpainting-guide<wbr>-SD<br>Upscaling: https://rentry.org/sdupscale<br>Animation: https://rentry.org/AnimAnon<br>Wildcards: https://rentry.org/NAIwildcards","masterpiece, best quality, ultra-detailed, highres, full_body, mature_female, me s-3729504228",.png,512,768,166,250,1668903945560725,1668903945,/BgqdJ4kaL73wzYLGYMbeQ==,496192,0,,sdg-suggestive-diffusion-general,379,300,1670646120,/sdg/ - Suggestive Diffusion General,1.0,1.0,374.0,298.0,"[{'no': 2741743, 'now': '12/09/22(Fri)20:02:12', 'name': 'Anonymous', 'com': 'If I downloaded SD right when it was released, do I need to grab anything else besides updated models? I plan on grabbing waifu diffusion final', 'time': 1670634132, 'resto': 2737143}, {'no': 2741746, 'now': '12/09/22(Fri)20:16:24', 'name': 'Anonymous', 'com': '<a href=""#p2741743"" class=""quotelink"">&gt;&gt;2741743</a><br>Get the NovelAI model, anon. It&#039;s way better than WD currently.', 'time': 1670634984, 'resto': 2737143}, {'no': 2741798, 'now': '12/09/22(Fri)23:16:10', 'name': 'Anonymous', 'com': '<a href=""#p2741678"" class=""quotelink"">&gt;&gt;2741678</a><br>Have space between the prompts for the different girls. So 1girl, blonde_hair, long_hair, petite, detailed background, poolside, outdoors, brown_hair, short_hair, wide_hips. Have some negs, and roll. Other thing you can do is generate the two waifus separately and then img2img it to get a single coherent image.', 'time': 1670645770, 'resto': 2737143}, {'no': 2741800, 'now': '12/09/22(Fri)23:21:09', 'name': 'Anonymous', 'filename': '03493-2781050909-masterpiece, best quality, nsfw, 1girl, solo, final, ultimate, legendary, sunrise, starlight, totally final, wonderful arrow, fi', 'ext': '.png', 'w': 768, 'h': 1152, 'tn_w': 83, 'tn_h': 125, 'tim': 1670646069472917, 'time': 1670646069, 'md5': 'TZkSe3mU3cFFqSWJFKQEcA==', 'fsize': 1275692, 'resto': 2737143}, {'no': 2741801, 'now': '12/09/22(Fri)23:22:00', 'name': 'Anonymous', 'filename': '03494-2781050910-masterpiece, best quality, nsfw, 1girl, solo, final, ultimate, legendary, sunrise, starlight, totally final, wonderful arrow, fi', 'ext': '.png', 'w': 768, 'h': 1152, 'tn_w': 83, 'tn_h': 125, 'tim': 1670646120807833, 'time': 1670646120, 'md5': 'kQP9/3QbhoytZTxvfDpjaA==', 'fsize': 1232334, 'resto': 2737143}]",
