,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,trip
86,2512493,,,11/30/22(Wed)07:37:29,Anonymous,,"<span class=""quote"">&gt;there are actually &quot;&quot;&quot;men&quot;&quot;&quot; out there who don&#039;t know how to use a tape measure</span>",images.jpeg-1,.jpg,229,220,229,220,1669811849621871,1669811849,+EXBa8V2q7EbSNose+49/g==,6821,0,,there-are-actually-men-out-there-who-dont-know,85,19,"[{'no': 2519590, 'now': '12/11/22(Sun)05:25:33', 'name': 'Anonymous', 'com': 'my tape measure has a metric side', 'time': 1670754333, 'resto': 2512493}, {'no': 2519593, 'now': '12/11/22(Sun)05:28:06', 'name': 'Anonymous', 'com': '<a href=""#p2517339"" class=""quotelink"">&gt;&gt;2517339</a><br>is it wrong to use decimals with inches <br>what if i just go 2.5 inches', 'time': 1670754486, 'resto': 2512493}, {'no': 2519594, 'now': '12/11/22(Sun)05:29:47', 'name': 'Anonymous', 'com': 'is it wrong to let the tape measure slap back when it rolls back into the casing or should you do it slowly <br>i feel like the rivets at the end loosen up over time if you slap it', 'time': 1670754587, 'resto': 2512493}, {'no': 2519596, 'now': '12/11/22(Sun)05:44:57', 'name': 'Anonymous', 'com': '<a href=""#p2512493"" class=""quotelink"">&gt;&gt;2512493</a><br><span class=""quote"">&gt;&gt;there are actually &quot;&quot;&quot;men&quot;&quot;&quot; out there who post pictures of frogs on the internet</span>', 'time': 1670755497, 'resto': 2512493}, {'no': 2520129, 'now': '12/11/22(Sun)23:30:07', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;I&#039;m not good at reading the 8ths and 16ths</span><br>my employee', 'time': 1670819407, 'resto': 2512493}]",1670819407,0.0,0.0,80.0,19.0,
87,2520082,,,12/11/22(Sun)21:34:17,Anonymous,Retrofitting a light tower trailer generator,"I&#039;ve been thinking of modifying a light tower trailer ever since I came across a Kubota D1105T a few months back. The idea was to retrofit a trailer with the aforementioned engine and power my house and potentially remote cabin. Recently I bought a light tower trailer with a Kubota D905 and 6kW gen head and have been cleaning it up. The idea is to ditch the 6kW head and upgrade, while installing the Kubota D1105T in place. Had a few questions for anyone who knows these engines pretty well, or had this type of idea. Both of the engines above come from different applications. The Kubota D905 engine has a mfg sticker mentioning &#039;constant speed only&#039;. I&#039;ve disassembled the engine far enough to compare the governor assemblies and I&#039;m stuck scratching my head. Both engines seem to have the exact same assemblies from what I can tell. Seemingly the only factors keeping the smaller engine at a &quot;constant speed&quot; are the throttle control screws on the outside of the engine. If my plan is to put the D1105T (variable speed) in the trailer, and maybe down the line throw the D905 (constant speed) in a utv build, am I going to have to change any internal governor components in either engine?",BTP64MH,.jpg,1704,2272,187,250,1670812457471806,1670812457,Ff12si4qLEpzT4nLK5o8vg==,164322,0,,retrofitting-a-light-tower-trailer-generator,1,0,"[{'no': 2520101, 'now': '12/11/22(Sun)22:09:49', 'name': 'Anonymous', 'com': 'Load will determine the final rpm. You can lock any throttle position on both of those engines or vary them. <br><br>Cooling can be an issue in overloaded diesel engines so additional airflow over the radiator may be necessary.', 'time': 1670814589, 'resto': 2520082}]",1670814589,0.0,0.0,,,
88,2519714,,,12/11/22(Sun)11:00:37,Anonymous,,"i bought this hexagonal aluminium tube for its internal diameter<br>it is supposed to be 22mm internal diameter<br>but when i measure it, i find 21.8mm<br>Is there a way to remove 200 microns uniformly from the inside, while still keeping it smooth and round.<br>tube is half a meter long",hexa_rod_small,.jpg,4032,2268,250,140,1670774437436855,1670774437,8gdEbwywslZrkUKM/yxTHw==,1318386,0,,i-bought-this-hexagonal-aluminium-tube-for-its,12,2,"[{'no': 2519741, 'now': '12/11/22(Sun)11:43:18', 'name': 'Anonymous', 'com': '<a href=""#p2519738"" class=""quotelink"">&gt;&gt;2519738</a><br>you know how to use retard units. good for you.<br>please go fuck yourself', 'time': 1670776998, 'resto': 2519714}, {'no': 2519742, 'now': '12/11/22(Sun)11:45:35', 'name': 'Anonymous', 'com': '<a href=""#p2519740"" class=""quotelink"">&gt;&gt;2519740</a><br>thanks anon', 'time': 1670777135, 'resto': 2519714}, {'no': 2519756, 'now': '12/11/22(Sun)12:16:04', 'name': 'Anonymous', 'com': '<a href=""#p2519734"" class=""quotelink"">&gt;&gt;2519734</a><br><span class=""quote"">&gt;50cm</span><br>lol my b, didn&#039;t see that in your OP. that&#039;s a lot, my method probably wouldn&#039;t work since since if you do find a piece of steel of those dimensions it&#039;ll probably bow down the middle.<br><br>i had to get a bore of 7/32&quot; down to to around .22&quot;, so not a whole lot of material needed removing and i didn&#039;t care whether it was uneven or oversized', 'time': 1670778964, 'resto': 2519714}, {'no': 2519983, 'now': '12/11/22(Sun)18:31:17', 'name': 'Anonymous', 'com': 'Wrap your dick in some 180 grit anon and get to it', 'time': 1670801477, 'resto': 2519714}, {'no': 2520098, 'now': '12/11/22(Sun)22:06:29', 'name': 'Anonymous', 'com': '<a href=""#p2519714"" class=""quotelink"">&gt;&gt;2519714</a><br>get some telescoping gauges to measure that hole first. 8 thou is near the error margin of an ID small diameter hole depending on how sharp your calipers are.', 'filename': 'error', 'ext': '.png', 'w': 1344, 'h': 796, 'tn_w': 125, 'tn_h': 74, 'tim': 1670814389052060, 'time': 1670814389, 'md5': 'obmxXDV8zG1d7AwV9FBo8g==', 'fsize': 11145, 'resto': 2519714}]",1670814389,0.0,0.0,7.0,1.0,
89,2520075,,,12/11/22(Sun)21:17:02,Anonymous,,I need to replace the part of the faucet that holds the lever but not sure how to get it off. I think there’s a hex screw underneath this cover but it’s hard to get it off. What should I do frens?,18B103C1-334E-4F13-AE7A-36265F64EDCB,.jpg,4032,3024,250,187,1670811422744725,1670811422,fb7rDHAOOdxu6vflP0TE8w==,2143726,0,,i-need-to-replace-the-part-of-the-faucet-that,3,0,"[{'no': 2520078, 'now': '12/11/22(Sun)21:27:45', 'name': 'Anonymous', 'com': 'Pop that little circle thing off with a plastic knife and take a look inside. Likely an allen key.', 'time': 1670812065, 'resto': 2520075}, {'no': 2520085, 'now': '12/11/22(Sun)21:39:10', 'name': 'Anonymous', 'com': '<a href=""#p2520078"" class=""quotelink"">&gt;&gt;2520078</a><br><br>Having a hard time getting underneath it', 'time': 1670812750, 'resto': 2520075}, {'no': 2520091, 'now': '12/11/22(Sun)21:49:57', 'name': 'Anonymous', 'com': 'Hit it with your high heel faggot', 'time': 1670813397, 'resto': 2520075}]",1670813397,0.0,0.0,,,
90,2518032,,,12/08/22(Thu)18:49:02,Anonymous,"Which do you choose, /diy/?","<span class=""quote"">&gt;12 screwdrivers</span><br><span class=""quote"">&gt;a ratcheting screwdriver with 12 bits</span>",1670543260027,.jpg,2048,1024,250,125,1670543342016396,1670543342,H0KoWg9agUoVYfNAGjTxZA==,371021,0,,which-do-you-choose-diy,49,5,"[{'no': 2519900, 'now': '12/11/22(Sun)16:09:02', 'name': 'Anonymous', 'com': '<a href=""#p2519897"" class=""quotelink"">&gt;&gt;2519897</a><br>oh, forget the stubbies.', 'time': 1670792942, 'resto': 2518032}, {'no': 2519906, 'now': '12/11/22(Sun)16:14:05', 'name': 'Anonymous', 'com': '<a href=""#p2518032"" class=""quotelink"">&gt;&gt;2518032</a><br>Left for a bench/cart, right for portable (toolbag, back of car).', 'time': 1670793245, 'resto': 2518032}, {'no': 2520055, 'now': '12/11/22(Sun)20:36:25', 'name': 'Anonymous', 'com': 'Full for P1/2/3, flats, T15/T20<br>I do have open multi and that&#039;s specifically for &quot;security&quot; torx that gets used maybe twice a year. Not carrying 5 extra full length drivers for that.', 'time': 1670808985, 'resto': 2518032}, {'no': 2520083, 'now': '12/11/22(Sun)21:37:44', 'name': 'Anonymous', 'com': '<a href=""#p2519221"" class=""quotelink"">&gt;&gt;2519221</a><br>And fuck torx and hex for always stripping amirite?', 'time': 1670812664, 'resto': 2518032}, {'no': 2520089, 'now': '12/11/22(Sun)21:49:40', 'name': 'Bepis', 'com': '<a href=""#p2520083"" class=""quotelink"">&gt;&gt;2520083</a><br>Wut? Torx is so hard to strip assuming you use the right size tool.', 'time': 1670813380, 'resto': 2518032, 'trip': '!n/ZnkB9jUw'}]",1670813380,0.0,0.0,44.0,5.0,
91,2519815,,,12/11/22(Sun)13:48:29,Anonymous,Auction General,Is this a good price for an anvil?<br>Do you ever go to farm retirement auctions?,1,.png,1684,1340,250,198,1670784509649428,1670784509,Zsjm/3jP/rQTT2oGx3mlUA==,2812183,0,,auction-general,4,0,"[{'no': 2519821, 'now': '12/11/22(Sun)13:57:19', 'name': 'Anonymous', 'com': '<a href=""#p2519815"" class=""quotelink"">&gt;&gt;2519815</a><br>I&#039;d call that a $2,500 anvil. My father&#039;s a weekend blacksmith, but I&#039;m no expert myself. <br><br>But if anvils of that size are hard to find out in Iowa, I can see paying a premium.', 'time': 1670785039, 'resto': 2519815}, {'no': 2519953, 'now': '12/11/22(Sun)17:34:10', 'name': 'Anonymous', 'com': '<a href=""#p2519815"" class=""quotelink"">&gt;&gt;2519815</a><br>No, but it might be what it&#039;s worth if it&#039;s notable in some way. 10$ a lb is on the upper end of what it can be reasonable to pay for an anvil, ~5$ is usually in the range of not a steal but not overpriced but if it&#039;s in great condition and an uncommon style it can be worth a lot more. That one seems in decent shape and is larger than average, but the edge is a little worn and the table seems a bit rough, not that that matters much, and it&#039;s a very standard london pattern which wouldn&#039;t usually be rare, but that can vary a lot by location. I wouldn&#039;t pay that, but someone with a real blacksmithing business that needs an anvil that large could easily think it was worth it. It&#039;s probably 50/50 between that and some rich idiot with a &quot;collection&quot; that sits in his garage and collects dust.', 'time': 1670798050, 'resto': 2519815}, {'no': 2520051, 'now': '12/11/22(Sun)20:32:28', 'name': 'Anonymous', 'com': '<a href=""#p2519815"" class=""quotelink"">&gt;&gt;2519815</a><br>Depends on the locality. The places that were built up during an era where anvils were still in use will have better prices (east coast, rust belt, etc).', 'time': 1670808748, 'resto': 2519815}, {'no': 2520076, 'now': '12/11/22(Sun)21:18:23', 'name': 'Anonymous', 'com': 'You can buy a brand new one for that much https://www.blacksmithsdepot.com/pr<wbr>oducts/anvils-vises.html/peddinghau<wbr>s-anvil-275-lbs-12.html', 'time': 1670811503, 'resto': 2519815}]",1670811503,0.0,0.0,,,
92,2517836,,,12/08/22(Thu)12:47:01,Anonymous,Shelf back wall,I bought a shelf from Ikea that I&#039;m assembling and I was wondering if the back wall should be bending inwards or outwards.,DSC_0623-1,.jpg,2726,2030,250,186,1670521621499455,1670521621,ILYy125CLp0I5FOyZJlbJg==,606327,0,,shelf-back-wall,16,3,"[{'no': 2518223, 'now': '12/09/22(Fri)02:38:30', 'name': 'Anonymous', 'com': '<a href=""#p2517836"" class=""quotelink"">&gt;&gt;2517836</a><br>Please be a troll.', 'time': 1670571510, 'resto': 2517836}, {'no': 2518318, 'now': '12/09/22(Fri)07:56:22', 'name': 'Anonymous', 'com': 'It doesnt mattet what side you use, it is for shear strength and should be laid flat as possible and nailed in. IF there is a print on it, you want to see that on the front side of the shelf, so. You put the ugly side facing the wall.', 'time': 1670590582, 'resto': 2517836}, {'no': 2520024, 'now': '12/11/22(Sun)20:05:13', 'name': 'Anonymous', 'com': '<a href=""#p2517836"" class=""quotelink"">&gt;&gt;2517836</a><br>Hi everybody, me again. I accidentally knocked one of the shelves over and even though it fell on a foam mat it was still damaged.<br><br>A piece of the paint have gotten chipped. It&#039;s a very small and hardly noticable damage but it&#039;s right we&#039;re you grab the shelf to open it. Anybody know how to repair it?<br><br>As you can see from the picture a small piece of the paint has gotten chipped.', 'filename': 'DSC_0685-1', 'ext': '.jpg', 'w': 2268, 'h': 2523, 'tn_w': 112, 'tn_h': 125, 'tim': 1670807113005816, 'time': 1670807113, 'md5': 'FwJGHNRSwLBdRO5SLJI8wg==', 'fsize': 413906, 'resto': 2517836}, {'no': 2520041, 'now': '12/11/22(Sun)20:25:15', 'name': 'Anonymous', 'com': '<a href=""#p2520024"" class=""quotelink"">&gt;&gt;2520024</a><br><span class=""quote"">&gt;buys shitty particle wood shelf</span><br><span class=""quote"">&gt;can&#039;t read instructions </span><br><span class=""quote"">&gt;acts like a cheeky cunt to people who try and help</span><br><span class=""quote"">&gt;does something retarded and breaks shitty glue and wood product </span><br>Yeah, it&#039;s an easy fix for what you messed up there mate, just take some painnte jjerwerz tyring lioness to me derft kalbal in ajursfrr and you should be fine.', 'filename': 'Screenshot_20221211_202142', 'ext': '.jpg', 'w': 1182, 'h': 287, 'tn_w': 125, 'tn_h': 30, 'tim': 1670808315785995, 'time': 1670808315, 'md5': '58WV+BhQeugpBZT9rbo5Xg==', 'fsize': 79123, 'resto': 2517836}, {'no': 2520052, 'now': '12/11/22(Sun)20:33:08', 'name': 'Anonymous', 'com': '<a href=""#p2520041"" class=""quotelink"">&gt;&gt;2520041</a><br>That poster that you posted isn&#039;t me.', 'time': 1670808788, 'resto': 2517836}]",1670808788,0.0,0.0,11.0,1.0,
93,2518275,,,12/09/22(Fri)05:23:27,Anonymous,A proposal for the fucking power tool brand threads,Can we just have one General thread for the fucking &quot;what brand of tool should I get&quot; topic and moving forward have every other brand war thread get nuked by the jannies? Or do you guys genuinely enjoy having the same conversation over and over again like people in a dementia village,makeitstop,.jpg,720,736,244,250,1670581407122556,1670581407,L1muDaiFT0lfiVtq4XfsjA==,299342,0,,a-proposal-for-the-fucking-power-tool-brand,9,1,"[{'no': 2518313, 'now': '12/09/22(Fri)07:40:02', 'name': 'Anonymous', 'com': '<a href=""#p2518275"" class=""quotelink"">&gt;&gt;2518275</a><br><span class=""quote"">&gt;aving the same conversation over and over again like people in a dementia village</span><br>you must be new here.', 'time': 1670589602, 'resto': 2518275}, {'no': 2519965, 'now': '12/11/22(Sun)17:53:12', 'name': 'Anonymous', 'com': 'Flex is best.', 'filename': 'Flex', 'ext': '.jpg', 'w': 638, 'h': 646, 'tn_w': 123, 'tn_h': 125, 'tim': 1670799192903652, 'time': 1670799192, 'md5': 'IakeZu8GiXqyReFyq0FTmQ==', 'fsize': 58571, 'resto': 2518275}, {'no': 2519995, 'now': '12/11/22(Sun)19:06:48', 'name': 'Anonymous', 'com': 'there should be a sticky and it should be three words long: &quot;Just get Milwaukee&quot;', 'time': 1670803608, 'resto': 2518275}, {'no': 2520001, 'now': '12/11/22(Sun)19:15:25', 'name': 'Anonymous', 'com': 'blue bosch???', 'time': 1670804125, 'resto': 2518275}, {'no': 2520047, 'now': '12/11/22(Sun)20:27:58', 'name': 'Anonymous', 'com': '<a href=""#p2518275"" class=""quotelink"">&gt;&gt;2518275</a><br>faggots like you keep making brand threads<br>it&#039;s already been confirmed that ryobi is for the homeowner or if you don&#039;t use your tools to make a living, and milwaukee is for the professional', 'time': 1670808478, 'resto': 2518275}]",1670808478,0.0,0.0,4.0,0.0,
94,2519565,,,12/11/22(Sun)03:24:47,Anonymous,,Thinking about building or buying a waste oil furnace.,wasteoilburner,.jpg,500,375,250,187,1670747087211528,1670747087,dKt146Oxi7+QE2LJqZ6B+Q==,25857,0,,thinking-about-building-or-buying-a-waste-oil,3,0,"[{'no': 2519567, 'now': '12/11/22(Sun)03:32:54', 'name': 'Anonymous', 'com': 'OP, and was looking through youtube to get some ideas, and came across some madmans youtube channel. He has an ebay account selling his burners. Pic related is only $125 and its made with stainless steel.<br><br>A lot of the designs I have seen just drip the waste oil down into a steel pan and circulate a bunch of air through it. This guys burners appear to use compressed air to create a siphon effect on the oil line and spray the oil into an atomized mist which should in theory burn a lot hotter and cleaner. Could build something similar but would probably end up spending $70 on fittings. Mainly want to dump some heat into my garage and house for cheap since I have an electric furnace.<br><br>Good idea to get one of these and build some type of heat exchanger to get clean heat indoors?', 'time': 1670747574, 'resto': 2519565}, {'no': 2519998, 'now': '12/11/22(Sun)19:13:14', 'name': 'Anonymous', 'com': '<a href=""#p2519565"" class=""quotelink"">&gt;&gt;2519565</a><br>keep us posted on your thoughts op', 'time': 1670803994, 'resto': 2519565}, {'no': 2520038, 'now': '12/11/22(Sun)20:22:45', 'name': 'Anonymous', 'com': '<a href=""#p2519565"" class=""quotelink"">&gt;&gt;2519565</a><br>Build a pulsejet. Incredibly inneficient as reactors but really good heaters<br>Some even burn sawdust in them', 'time': 1670808165, 'resto': 2519565}]",1670808165,0.0,0.0,,,
95,2516497,,,12/06/22(Tue)09:05:24,Anonymous,,I know you&#039;re supposed to just put pavers right into the dirt but is it fine if I intend to redo it properly in a year? The worst that can happen is that the bricks just get a bit uneven right?<br><br>Alternatively: what&#039;s the laziest way to make a garden path?,brick_path_illo,.jpg,1200,709,250,147,1670335524000323,1670335524,3RlR8OuXG1xuUAAs6R1ySg==,154283,0,,i-know-youre-supposed-to-just-put-pavers-right,18,1,"[{'no': 2516986, 'now': '12/06/22(Tue)23:34:07', 'name': 'Anonymous', 'com': '<a href=""#p2516497"" class=""quotelink"">&gt;&gt;2516497</a><br><span class=""quote"">&gt;what&#039;s the laziest way to make a garden path?</span><br>Offer fat people to walk back and forth along the path 20 times to earn a Twinkie.', 'time': 1670387647, 'resto': 2516497}, {'no': 2519631, 'now': '12/11/22(Sun)08:20:02', 'name': 'Anonymous', 'com': '<a href=""#p2516497"" class=""quotelink"">&gt;&gt;2516497</a><br>The previous owners of my house put in a garden path back in the like the 80s, and they just plopped chunks of slate onto the lawn, no extra work. Today they&#039;re all sunken about two decimetres below the ground and only a few remain visible. Two decimetres of subsidence over four decades means about half a centimetre per year. If you want it to look decent, half-assing it will have you redoing the work every five years or so.', 'time': 1670764802, 'resto': 2516497}, {'no': 2519658, 'now': '12/11/22(Sun)09:17:52', 'name': 'Anonymous', 'com': '<a href=""#p2516986"" class=""quotelink"">&gt;&gt;2516986</a><br><br>As a fat guy my counter offer is a 1 to 1 twinkie / lap ratio', 'time': 1670768272, 'resto': 2516497}, {'no': 2520019, 'now': '12/11/22(Sun)19:57:31', 'name': 'Anonymous', 'com': '<a href=""#p2519658"" class=""quotelink"">&gt;&gt;2519658</a><br><span class=""quote"">&gt;1 to 1 twinkie / lap ratio</span><br>Hmmm. A self re-enforcing efficiency curve.<br>I&#039;d take the deal, OP.', 'time': 1670806651, 'resto': 2516497}, {'no': 2520023, 'now': '12/11/22(Sun)20:04:44', 'name': 'Anonymous', 'com': '<a href=""#p2516497"" class=""quotelink"">&gt;&gt;2516497</a><br>my wife did this 8 years ago, just set the bricks down. They settled slowly, she built up the mulch around them. its been years and it looks fine.', 'time': 1670807084, 'resto': 2516497}]",1670807084,0.0,0.0,13.0,1.0,
96,2519849,,,12/11/22(Sun)14:51:33,Anonymous,,"I made a chessboard out of 2x2 and thick layered epoxy resined it. Let it set for 5 days and then thought I could play a game since (I thought) it had dried. <br><br>Turns out it hadn&#039;t dried, and now the crap from the bottom of the chess piece is embedded into one section in the middle of the board. Is there anyway to cut this crap out without destroying the rest of the board? I&#039;m afraid sanding it might give dull the whole thing. Any ideas?",318811888_3550570365171242_9046575217663300554_n,.jpg,2048,1536,250,187,1670788293748602,1670788293,yxIXqI+RJ6mUrU5X2o+AGg==,214358,0,,i-made-a-chessboard-out-of-2x2-and-thick-layered,6,1,"[{'no': 2519853, 'now': '12/11/22(Sun)14:57:12', 'name': 'Anonymous', 'com': '<a href=""#p2519849"" class=""quotelink"">&gt;&gt;2519849</a><br><span class=""quote"">&gt;Is there anyway to cut this crap out without destroying the rest of the board? I&#039;m afraid sanding it might give dull the whole thing. Any ideas?</span><br>after you&#039;ve epoxied and it&#039;s FULLY set this time, polish the entire board.', 'time': 1670788632, 'resto': 2519849}, {'no': 2519859, 'now': '12/11/22(Sun)15:08:29', 'name': 'Anonymous', 'com': 'Let it keep drying for like a month and then wet sand and polish with automotive polish.', 'time': 1670789309, 'resto': 2519849}, {'no': 2519989, 'now': '12/11/22(Sun)18:55:06', 'name': 'Anonymous', 'com': '<a href=""#p2519859"" class=""quotelink"">&gt;&gt;2519859</a><br><a href=""#p2519853"" class=""quotelink"">&gt;&gt;2519853</a><br>Thanks guys. Will get some car polish tomorrow.', 'time': 1670802906, 'resto': 2519849}, {'no': 2519996, 'now': '12/11/22(Sun)19:07:43', 'name': 'Anonymous', 'com': '<a href=""#p2519989"" class=""quotelink"">&gt;&gt;2519989</a><br>well tomorrow isn&#039;t a month but ok', 'time': 1670803663, 'resto': 2519849}, {'no': 2519999, 'now': '12/11/22(Sun)19:13:54', 'name': 'Anonymous', 'com': '<a href=""#p2519996"" class=""quotelink"">&gt;&gt;2519996</a><br>I did this about a month ago and just put it away in shame since.', 'time': 1670804034, 'resto': 2519849}]",1670804034,0.0,0.0,1.0,1.0,
97,2517030,,,12/07/22(Wed)01:03:13,Anonymous,,"Alright /diy/, I recently horse traded with this this retired guy for this rack and all the iron on. I was mostly after the rack and ended up with the iron as well. So now I have a bunch of various size and gauge steel. There some rectangle and square tube, lots of different angle iron, round and square stocks thread bars. A little bit of it all. Anyways, I&#039;d like to monetize in some way, inb4 scrap it. So I ask, what can I produce with this shit that would moderately desirable? I can probably put together a few ball hitch receivers with the big square tube. Maybe some shop stools? I&#039;m not terribly creative but I am capable. Any idea or directions would be greatly appreciated.",Screenshot_20221206-214954~2,.png,712,977,182,250,1670392993723673,1670392993,tA0zskWCRv9RAG0YITwtFw==,1201013,0,,alright-diy-i-recently-horse-traded-with-this,14,1,"[{'no': 2517359, 'now': '12/07/22(Wed)16:35:16', 'name': 'Anonymous', 'com': '<a href=""#p2517030"" class=""quotelink"">&gt;&gt;2517030</a><br>You could make a bumper for a barbie jeep', 'time': 1670448916, 'resto': 2517030}, {'no': 2517575, 'now': '12/07/22(Wed)23:22:31', 'name': 'Anonymous', 'com': '<a href=""#p2517181"" class=""quotelink"">&gt;&gt;2517181</a><br>Well I got. The rack because I needed heavy storage shelves for shit I own. So the iron is probably going. To go on my iron stack behind the shed.', 'time': 1670473351, 'resto': 2517030}, {'no': 2517605, 'now': '12/08/22(Thu)00:42:08', 'name': 'Anonymous', 'com': '<a href=""#p2517575"" class=""quotelink"">&gt;&gt;2517575</a><br>Sounds like you could build an iron rack-- question is do you have a rack for your racks?', 'time': 1670478128, 'resto': 2517030}, {'no': 2517650, 'now': '12/08/22(Thu)03:42:29', 'name': 'Anonymous', 'com': '<a href=""#p2517605"" class=""quotelink"">&gt;&gt;2517605</a><br>I have. A few pieces of 2x4 on the concrete and a couple of milk crates I have the rest of my iron and stainless on. I think I&#039;ll just buy a couple of cheap stamped steel tractor seats and make a few stools.', 'time': 1670488949, 'resto': 2517030}, {'no': 2519991, 'now': '12/11/22(Sun)18:57:50', 'name': 'Anonymous', 'com': '<a href=""#p2517030"" class=""quotelink"">&gt;&gt;2517030</a><br><br>Those things in the lower left that look like post sleeves are interesting. I&#039;d give you ten bucks for them. Nothing else there looks useful.', 'time': 1670803070, 'resto': 2517030}]",1670803070,0.0,0.0,9.0,1.0,
98,2514136,,,12/02/22(Fri)16:47:40,Anonymous,,Any other Menard&#039;s bros?,Menards,.jpg,1200,855,250,178,1670017660767597,1670017660,gZLSgcQ43Vg9Vs6xysU9OA==,226435,0,,any-other-menards-bros,75,9,"[{'no': 2518793, 'now': '12/10/22(Sat)05:23:46', 'name': 'Anonymous', 'com': '<a href=""#p2514645"" class=""quotelink"">&gt;&gt;2514645</a><br>oil in the whole silo?', 'time': 1670667826, 'resto': 2514136}, {'no': 2518877, 'now': '12/10/22(Sat)09:02:59', 'name': 'Anonymous', 'com': '<a href=""#p2514136"" class=""quotelink"">&gt;&gt;2514136</a><br>My Nards lmao', 'time': 1670680979, 'resto': 2514136}, {'no': 2518897, 'now': '12/10/22(Sat)09:37:35', 'name': 'Anonymous', 'com': 'All the Minnesota and Wisconsin bros on this board<br>Love u', 'filename': '20201016_094732', 'ext': '.jpg', 'w': 1200, 'h': 742, 'tn_w': 125, 'tn_h': 77, 'tim': 1670683055384374, 'time': 1670683055, 'md5': 'i9e4Z8qIPOqFdnV9Pxr2Nw==', 'fsize': 78399, 'resto': 2514136}, {'no': 2519952, 'now': '12/11/22(Sun)17:32:50', 'name': 'Anonymous', 'com': 'company gets 20% back with homedepot pro extra card, literally the only thing i buy at menards is knipex pliers and rootbeer because homedepot doesnt carry knipex and meijer is always out of sprechers.', 'time': 1670797970, 'resto': 2514136}, {'no': 2519968, 'now': '12/11/22(Sun)18:02:19', 'name': 'Anonymous', 'com': '<a href=""#p2514136"" class=""quotelink"">&gt;&gt;2514136</a><br>AYO GIT ME ONE OF DEM BAGS OF CHEDDA HORSERADISH CHIPS', 'time': 1670799739, 'resto': 2514136}]",1670799739,0.0,0.0,70.0,8.0,
99,2519745,,,12/11/22(Sun)11:52:00,Anonymous,Table like picrel,"My cousin got a new house and the owners left a glass disc that could be used for a tabletop like picrel. I don&#039;t want to fuck around with the compound angle legs, so if anyone knows better aesthetic leg designs, please post em.",Screenshot_20221211-115048_Messages,.jpg,1079,717,250,166,1670777520594876,1670777520,D5Di2SXM5bHVP84Ja+HtUQ==,307876,0,,table-like-picrel,1,0,"[{'no': 2519956, 'now': '12/11/22(Sun)17:41:23', 'name': 'Anonymous', 'com': '<a href=""#p2519745"" class=""quotelink"">&gt;&gt;2519745</a><br><br>put it on a nice stump', 'time': 1670798483, 'resto': 2519745}]",1670798483,0.0,0.0,,,
100,2518394,,,12/09/22(Fri)10:18:51,Anonymous,How do i make a pattern for a shirt like this?,"I want to sew a shirt like this, but im not sure how to draft the pattern. Im thinking of using cotton fabric for it btw",shirt,.jpg,331,296,250,223,1670599131670420,1670599131,kxmF+DdKNdUjIuLoaUZMsw==,30970,0,,how-do-i-make-a-pattern-for-a-shirt-like-this,9,1,"[{'no': 2518806, 'now': '12/10/22(Sat)05:57:03', 'name': 'Anonymous', 'com': '<a href=""#p2518799"" class=""quotelink"">&gt;&gt;2518799</a><br>most clothing before about 150 years ago was exactly that. When your wife makes all your clothes and also has to cook and clean and keep little timothy from dying of typhus she doesn&#039;t have time to spend making tailored clothing.', 'time': 1670669823, 'resto': 2518394}, {'no': 2518847, 'now': '12/10/22(Sat)07:41:18', 'name': 'Anonymous', 'com': '<a href=""#p2518792"" class=""quotelink"">&gt;&gt;2518792</a><br>thank you so mcuh!!<br><a href=""#p2518799"" class=""quotelink"">&gt;&gt;2518799</a><br>i mean, technically yeah, but not as simple as your reply makes it sound', 'time': 1670676078, 'resto': 2518394}, {'no': 2518852, 'now': '12/10/22(Sat)07:57:25', 'name': 'Anonymous', 'com': '<a href=""#p2518792"" class=""quotelink"">&gt;&gt;2518792</a><br>Very poofey shirt, thanks, was interesting to watch.<br>Isn&#039;t she the woman who talks about the versatility of a good well fitted corset?', 'time': 1670677045, 'resto': 2518394}, {'no': 2519006, 'now': '12/10/22(Sat)12:27:06', 'name': 'Anonymous', 'filename': 'seinfeld-jerry-puffy', 'ext': '.jpg', 'w': 1284, 'h': 856, 'tn_w': 125, 'tn_h': 83, 'tim': 1670693226045621, 'time': 1670693226, 'md5': 'SlU2SMRdpM3PxzNCz36jHw==', 'fsize': 480664, 'resto': 2518394}, {'no': 2519939, 'now': '12/11/22(Sun)17:21:39', 'name': 'Anonymous', 'com': '<a href=""#p2519006"" class=""quotelink"">&gt;&gt;2519006</a><br>Crazy how popular the pirate look was in the 90s.', 'time': 1670797299, 'resto': 2518394}]",1670797299,0.0,0.0,4.0,0.0,
