,no,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified
71,8202735,12/09/22(Fri)19:41:31,Anonymous,,He&#039;s back,Untitled,.png,645,665,242,250,1670632891575572,1670632891,1THN8fH2mJAK9svJzOs89g==,382708,0,0,0,hes-back,0,0,,,,1670632891
72,8201074,12/09/22(Fri)15:17:17,Anonymous,,"<span class=""quote"">&gt;brock lesnar ducked him</span><br><span class=""quote"">&gt;shoot headbutted vince</span><br><span class=""quote"">&gt;killed ezekiel</span><br><span class=""quote"">&gt;made roman cry like the cancer faking bitch he is and put him on the shelf with one slap</span><br>KO is the only shoot tough guy in the WWE.",1652283200231,.jpg,1440,810,250,140,1670617037681924,1670617037,As8Mg2FxwzXXfWStxkRtgA==,192605,0,0,0,brock-lesnar-ducked-him,21,4,16.0,2.0,"[{'no': 8202554, 'now': '12/09/22(Fri)19:15:53', 'name': 'Anonymous', 'com': '<a href=""#p8202438"" class=""quotelink"">&gt;&gt;8202438</a><br>UFC ain&#039;t wrasslin', 'time': 1670631353, 'resto': 8201074}, {'no': 8202650, 'now': '12/09/22(Fri)19:30:47', 'name': 'Anonymous', 'com': '<a href=""#p8201074"" class=""quotelink"">&gt;&gt;8201074</a><br>wtf is going on there', 'filename': 'dif', 'ext': '.png', 'w': 1440, 'h': 810, 'tn_w': 125, 'tn_h': 70, 'tim': 1670632247835602, 'time': 1670632247, 'md5': '+/YltJNieBi82HW2DLZpOw==', 'fsize': 1883733, 'resto': 8201074}, {'no': 8202667, 'now': '12/09/22(Fri)19:32:33', 'name': 'Anonymous', 'com': '<a href=""#p8202227"" class=""quotelink"">&gt;&gt;8202227</a>', 'filename': 'shirtless kevin owens', 'ext': '.jpg', 'w': 679, 'h': 892, 'tn_w': 95, 'tn_h': 124, 'tim': 1670632353546617, 'time': 1670632353, 'md5': 'k3dqHcgLHWQFGeAVPi6BVA==', 'fsize': 96763, 'resto': 8201074}, {'no': 8202682, 'now': '12/09/22(Fri)19:34:35', 'name': 'Anonymous', 'com': '<a href=""#p8202438"" class=""quotelink"">&gt;&gt;8202438</a><br>Roy Nelson was a bum and he wouldn’t last 4 seconds against Pavlovich or Ngannou', 'time': 1670632475, 'resto': 8201074}, {'no': 8202707, 'now': '12/09/22(Fri)19:37:43', 'name': 'Anonymous', 'com': '<a href=""#p8202157"" class=""quotelink"">&gt;&gt;8202157</a><br>This<br>Bad promos<br>Stupid matches<br>Short and fat', 'time': 1670632663, 'resto': 8201074}]",1670632663
73,8202587,12/09/22(Fri)19:20:22,Anonymous,,#30<br><br>https://www.youtube.com/watch?v=UML<wbr>V1xNOrfI,Jax,.jpg,787,1182,166,250,1670631622975400,1670631622,N2KryK8l49zntv+AaPvZnA==,86346,0,0,0,30,1,0,,,"[{'no': 8202702, 'now': '12/09/22(Fri)19:36:43', 'name': 'Mandy Rose', 'com': '<a href=""#p8202587"" class=""quotelink"">&gt;&gt;8202587</a><br>HOLY YUM', 'time': 1670632603, 'resto': 8202587}]",1670632603
74,8202684,12/09/22(Fri)19:34:41,Anonymous,,"<span class=""quote"">&gt;poster of the biggest g**k event of the year is highlights by two white boys</span>",2DD725F0-3BB3-44ED-8925-4767204E0AA8,.jpg,1810,2048,220,250,1670632481940453,1670632481,jGkJlkByXTbxGt8A7yjdqg==,1344798,0,0,0,poster-of-the-biggest-gk-event-of-the-year-is,2,0,,,"[{'no': 8202694, 'now': '12/09/22(Fri)19:36:09', 'name': 'Anonymous', 'com': 'A gay canadian and a britbong<br>Disgusting<br>Call me when a German fights a Russian', 'time': 1670632569, 'resto': 8202684}, {'no': 8202699, 'now': '12/09/22(Fri)19:36:32', 'name': 'Anonymous', 'com': '<a href=""#p8202684"" class=""quotelink"">&gt;&gt;8202684</a><br>good morning sir', 'time': 1670632592, 'resto': 8202684}]",1670632592
75,8201339,12/09/22(Fri)15:53:58,Anonymous,,#0,kenny 4.jfif,.jpg,680,454,250,166,1670619238585843,1670619238,GN1m4HtWwqL6r//M53l20g==,53012,0,0,0,0,2,1,,,"[{'no': 8202661, 'now': '12/09/22(Fri)19:31:52', 'name': 'Anonymous', 'com': '<a href=""#p8201339"" class=""quotelink"">&gt;&gt;8201339</a>', 'filename': 'anything else trash', 'ext': '.jpg', 'w': 372, 'h': 442, 'tn_w': 105, 'tn_h': 125, 'tim': 1670632312042453, 'time': 1670632312, 'md5': 'zlk/5L2grfKiUnHoDXFo5A==', 'fsize': 176383, 'resto': 8201339}, {'no': 8202670, 'now': '12/09/22(Fri)19:32:50', 'name': 'Anonymous', 'com': '<a href=""#p8202661"" class=""quotelink"">&gt;&gt;8202661</a><br>you tell me', 'time': 1670632370, 'resto': 8201339}]",1670632370
76,8155775,12/05/22(Mon)03:34:00,Anonymous,,Is this an appropriate physique for a company Ace?,31173BB3-1C75-4EC8-A234-7599B1F5CD77,.jpg,1920,1080,250,140,1670229240784202,1670229240,IhgvjEqznnniNltT6Vx1vQ==,364700,0,0,0,is-this-an-appropriate-physique-for-a-company-ace,186,104,181.0,102.0,"[{'no': 8201639, 'now': '12/09/22(Fri)16:42:41', 'name': 'Anonymous', 'com': '<a href=""#p8155775"" class=""quotelink"">&gt;&gt;8155775</a><br><span class=""quote"">&gt;not even 200 posts in 5 days</span><br>Not over in the least.', 'time': 1670622161, 'resto': 8155775}, {'no': 8201684, 'now': '12/09/22(Fri)16:51:23', 'name': 'Anonymous', 'com': '<a href=""#p8201565"" class=""quotelink"">&gt;&gt;8201565</a><br>Long hair Utami is a dream', 'time': 1670622683, 'resto': 8155775}, {'no': 8202103, 'now': '12/09/22(Fri)18:09:44', 'name': 'Anonymous', 'com': '<a href=""#p8196203"" class=""quotelink"">&gt;&gt;8196203</a><br>dat booty doe', 'filename': 'bruh', 'ext': '.jpg', 'w': 1163, 'h': 1488, 'tn_w': 97, 'tn_h': 124, 'tim': 1670627384094419, 'time': 1670627384, 'md5': 'FJNRO/ZhNy5ZeIutZHOoMQ==', 'fsize': 137787, 'resto': 8155775}, {'no': 8202624, 'now': '12/09/22(Fri)19:26:04', 'name': 'Anonymous', 'com': '<a href=""#p8196533"" class=""quotelink"">&gt;&gt;8196533</a>', 'filename': '1641616195541', 'ext': '.gif', 'w': 428, 'h': 424, 'tn_w': 125, 'tn_h': 123, 'tim': 1670631964347693, 'time': 1670631964, 'md5': 'pnjybi7hBwg6BcabZkJrLg==', 'fsize': 47489, 'resto': 8155775}, {'no': 8202666, 'now': '12/09/22(Fri)19:32:21', 'name': 'Anonymous', 'com': '<a href=""#p8202624"" class=""quotelink"">&gt;&gt;8202624</a><br>Literally me', 'time': 1670632341, 'resto': 8155775}]",1670632341
77,8201694,12/09/22(Fri)16:57:20,Anonymous,Brock being based thread,https://youtu.be/fExgrGfin9Q<br>https://youtu.be/dIV9H1_CCk0<br>Brock Lesnar is one lf the greatest men to ever live. If you dislike Brock you are most definitely a faggot or worse an AEWtistic tranny. Have fucking sex nerds and post BORK,Brock.0,.jpg,1600,900,250,140,1670623040366774,1670623040,B9AIBpWuKr05GF5zB+QK2Q==,177844,0,0,0,brock-being-based-thread,7,1,2.0,0.0,"[{'no': 8201765, 'now': '12/09/22(Fri)17:09:37', 'name': 'Anonymous', 'com': '<a href=""#p8201735"" class=""quotelink"">&gt;&gt;8201735</a><br>When he met Dave he told Bork that all his matches were 5 stars', 'time': 1670623777, 'resto': 8201694}, {'no': 8201835, 'now': '12/09/22(Fri)17:26:23', 'name': 'Anonymous', 'com': '<a href=""#p8201694"" class=""quotelink"">&gt;&gt;8201694</a><br><span class=""quote"">&gt;https://youtu.be/dIV9H1_CCk0 [Embed]</span><br><span class=""quote"">&gt;Boomers thought THIS was the funniest shit ever and made a huge cultural meme out of it</span>', 'filename': '1639247439386', 'ext': '.png', 'w': 510, 'h': 332, 'tn_w': 125, 'tn_h': 81, 'tim': 1670624783357818, 'time': 1670624783, 'md5': 'sbO9msJpOpxNUfdwwfK5PA==', 'fsize': 67295, 'resto': 8201694}, {'no': 8201852, 'now': '12/09/22(Fri)17:29:20', 'name': 'Anonymous', 'com': '<a href=""#p8201835"" class=""quotelink"">&gt;&gt;8201835</a><br>Imagine not being a WAZZZZZZZZZZZUUUUUUUUUUP CHAD', 'time': 1670624960, 'resto': 8201694}, {'no': 8202626, 'now': '12/09/22(Fri)19:26:08', 'name': 'Anonymous', 'com': '<a href=""#p8201735"" class=""quotelink"">&gt;&gt;8201735</a><br>You have to suck Meltzer&#039;s cock to get 5 stars, so none.', 'time': 1670631968, 'resto': 8201694}, {'no': 8202660, 'now': '12/09/22(Fri)19:31:43', 'name': 'Anonymous', 'com': '<a href=""#p8201835"" class=""quotelink"">&gt;&gt;8201835</a><br>tfw Scary Movie wouldn’t happen in 2022 because there’s nothing good to spoof and people hate jokes<br>feels bad man', 'time': 1670632303, 'resto': 8201694}]",1670632303
78,8171306,12/06/22(Tue)17:19:27,Anonymous,/cf/ - CyberFight General,"Discuss everything DDT, TJPW, GanPro, &amp; NOAH<br><br>Watch on Wrestle Universe for only 900 yen per month - https://www.wrestle-universe.com/en<wbr><br><br>Schedule:<br><span class=""quote"">&gt;DDT</span><br>12.10 NEXTBODY presents STERNNESS 30th Anniversary Vol.2 in OSAKA ~Jun Akiyama Debut 30th Anniversary Round 2~ @ Izumi City Plaza Yayoi no Kaze Hall (VOD)[17:00 JST]<br>12.14 DDT FREE -December- @ Shinjuku FACE (LIVE)[18:30 JST]<br>12.17 Road to NEVER MIND 2022 in KUMAMOTO @ Kumamoto City Distribution Information Center (VOD)[17:00 JST]<br>12.18 Road to NEVER MIND 2022 in FUKUOKA @ Pivole Fukuoka (VOD)[15:00 JST]<br>12.21 Danshoku Dieno Book Publication Commemoration @ Korakuen Hall (VOD)[18:30 JST]<br>12.29 NEVER MIND 2022 @ Tokyo Dome City Hall (LIVE)[17:00 JST]<br>12.31 New Year&#039;s Eve Wrestling 2022 ~New Year&#039;s Eve! Shuffle 6-Man Tag Tournament~ @ Korakuen Hall (VOD)[18:30 JST]<br><span class=""quote"">&gt;TJPW</span><br>12.10 TJPW CITY CIRCUIT AUTUMN ~浜松公演~ @ Shizuoka Entetsu Hall (Hamamatsu City) (LIVE)[13:00 JST]<br>12.15 Angel and Rabbit @ Shinjuku FACE (LIVE)[19:00 JST]<br>12.24 Se~No, Merry Christmas! 2022 @ Ryogoku KFC Hall (LIVE)[12:30 JST]<br><span class=""quote"">&gt;GanPro</span><br>12.27 GIRI GIRI CHOP! 2022 @ Korakuen Hall (LIVE)[18:30 JST]<br><span class=""quote"">&gt;NOAH</span><br>12.14 SUNNY VOYAGE 2022 @ Aizuwakamatsu City Cultural Center (VOD)[18:30 JST]<br>12.18 NOAH &quot;NEW HOPE&quot; @ Shin-Kiba 1st RING (LIVE)[12:00 JST]<br>12.18 金剛興行 DIAMOND 5 @ Shin-Kiba 1st RING (LIVE)[17:30 JST]<br>12.19 STAR NAVIGATION 2022 @ Korakuen Hall (ABEMA)[18:30 JST]<br>12.20 東京愚連隊興行×ザ・リーヴ presents TOKYO DREAM FINAL ~LAST FESTIVAL~ @ Korakuen Hall (LIVE)[18:30 JST]<br>12.23 N Innovation @ Shinjuku FACE (LIVE)[18:30 JST]<br>1.1 ABEMA presents NOAH &quot;THE NEW YEAR&quot; 2023 @ Nippon Budokan (ABEMA)[16:00 JST]<br><br>Previous: <a href=""/pw/thread/8037680#p8037680"" class=""quotelink"">&gt;&gt;8037680</a>",FjIxaibakAA8fT8,.jpg,1024,683,250,166,1670365167897687,1670365167,4ulqRzjEfgH6x9XJd0thYg==,85616,0,0,0,cf-cyberfight-general,88,33,83.0,30.0,"[{'no': 8200014, 'now': '12/09/22(Fri)12:46:32', 'name': 'Anonymous', 'filename': 'Fjit9wqaEAIlDcq', 'ext': '.jpg', 'w': 2048, 'h': 1536, 'tn_w': 125, 'tn_h': 93, 'tim': 1670607992598275, 'time': 1670607992, 'md5': '/f3XdyuSV1n3ulJvoekTKw==', 'fsize': 406585, 'resto': 8171306}, {'no': 8201068, 'now': '12/09/22(Fri)15:16:20', 'name': 'Anonymous', 'filename': 'FjiypUraUAEGxxI', 'ext': '.jpg', 'w': 1125, 'h': 1814, 'tn_w': 77, 'tn_h': 125, 'tim': 1670616980921792, 'time': 1670616980, 'md5': 'cKZlUYWCBaRdtlpCo0f5ZA==', 'fsize': 235371, 'resto': 8171306}, {'no': 8201697, 'now': '12/09/22(Fri)16:57:34', 'name': 'Anonymous', 'com': '<a href=""#p8201068"" class=""quotelink"">&gt;&gt;8201068</a><br>Ganjo is the milf promotion', 'time': 1670623054, 'resto': 8171306}, {'no': 8202583, 'now': '12/09/22(Fri)19:19:52', 'name': 'Anonymous', 'com': '<a href=""#p8201068"" class=""quotelink"">&gt;&gt;8201068</a><br>wish she didn&#039;t filter her face so fucking much in every picture', 'time': 1670631592, 'resto': 8171306}, {'no': 8202647, 'now': '12/09/22(Fri)19:30:26', 'name': 'Anonymous', 'com': '12.10 TJPW CITY CIRCUIT AUTUMN ~浜松公演~ @ Shizuoka Entetsu Hall (Hamamatsu City) (LIVE)[13:00 JST]<br>Starts in 3 hours &amp; 30 minutes<br>WU Stream: https://www.wrestle-universe.com/en<wbr>/lives/nVtpP41C52vBsTc5E15Nir<br>Card:<br><span class=""quote"">&gt;PRO WRESTLING EVE CHAMPIONSHIP</span><br>Miyu Yamashita (c) vs Rhio<br>*Second defense of the 20th champion.<br><span class=""quote"">&gt;6-Woman Tag Team Match</span><br>Shoko Nakajima, Yuki Aino, &amp; Arisu Endo vs Daydream (Rika Tatsumi, Miu Watanabe), &amp; Moka Miyamoto<br><span class=""quote"">&gt;Tag Team Match</span><br>Magical Sugar Rabbits (Yuka Sakazaki &amp; Mizuki) vs Raku &amp; Pom Harajuku<br><span class=""quote"">&gt;Singles Match</span><br>Hikari Noa vs Haruna Neko<br><span class=""quote"">&gt;Singles Match</span><br>Hyper Misao vs Mahiro Kiryu<br><span class=""quote"">&gt;Singles Match</span><br>Suzume vs Kaya Toribami<br><br>*Maki Itoh &amp; Yuku Kamifuku will be absent due to a trip to Malaysia.<br>*Nao Kakuta will be absent due to a stage apperance.', 'filename': 'FjkqGnhVQAABjw0', 'ext': '.jpg', 'w': 1440, 'h': 1920, 'tn_w': 93, 'tn_h': 125, 'tim': 1670632226443646, 'time': 1670632226, 'md5': 'zWEIhHzQ6ORKUyRCh9UQXw==', 'fsize': 433311, 'resto': 8171306}]",1670632226
79,8196882,12/09/22(Fri)01:08:51,Anonymous,,"Post the moment you gave up on AEW.<br><br>For me, it was the botched pyro at Revolution.",Untitled,.jpg,1400,788,250,140,1670566131388399,1670566131,0y3Xp9RwYuKgKYw/eBzxUw==,175490,0,0,0,post-the-moment-you-gave-up-on-aew,73,19,68.0,16.0,"[{'no': 8202331, 'now': '12/09/22(Fri)18:42:49', 'name': 'Anonymous', 'filename': 'Stone Khold Stunner', 'ext': '.webm', 'w': 548, 'h': 1078, 'tn_w': 63, 'tn_h': 125, 'tim': 1670629369150447, 'time': 1670629369, 'md5': '24YX/6hmw8HtC2ruAoZG/w==', 'fsize': 3086876, 'resto': 8196882}, {'no': 8202357, 'now': '12/09/22(Fri)18:46:18', 'name': 'Anonymous', 'filename': 'mimosa retard', 'ext': '.jpg', 'w': 1280, 'h': 670, 'tn_w': 125, 'tn_h': 65, 'tim': 1670629578046646, 'time': 1670629578, 'md5': '5NC72bx/2rEd2e34pnRUew==', 'fsize': 80457, 'resto': 8196882}, {'no': 8202369, 'now': '12/09/22(Fri)18:48:39', 'name': 'Anonymous', 'com': '<a href=""#p8196882"" class=""quotelink"">&gt;&gt;8196882</a><br>that segment were Cody came driving to the arena in his self-mark pickup truck supposedly reckless &amp; angry and knocked over 1 cone kek', 'time': 1670629719, 'resto': 8196882}, {'no': 8202374, 'now': '12/09/22(Fri)18:49:55', 'name': 'Anonymous', 'com': '<a href=""#p8202357"" class=""quotelink"">&gt;&gt;8202357</a><br>forgot about this, jfc <br><br>desu there&#039;s solace in the fact that Jericho is just milking money mark Tony and does whatever amuses him -- I seriously doubt he thinks any of this shit is actually good', 'time': 1670629795, 'resto': 8196882}, {'no': 8202646, 'now': '12/09/22(Fri)19:30:19', 'name': 'Anonymous', 'com': '<a href=""#p8196882"" class=""quotelink"">&gt;&gt;8196882</a>', 'filename': '1670080548542519', 'ext': '.webm', 'w': 640, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670632219906858, 'time': 1670632219, 'md5': 'w7xioJxMPTzuiy7OeFHLOQ==', 'fsize': 2661052, 'resto': 8196882}]",1670632219
80,8201716,12/09/22(Fri)17:01:00,Anonymous,,.,1651438112523,.jpg,960,712,250,185,1670623260902679,1670623260,TolFdb9InrssPYTqjWAWcA==,127191,0,0,0,,8,2,3.0,1.0,"[{'no': 8202415, 'now': '12/09/22(Fri)18:55:03', 'name': 'Anonymous', 'com': '<a href=""#p8201716"" class=""quotelink"">&gt;&gt;8201716</a><br>Don&#039;t understand the OP&#039;s post.<br><a href=""#p8201722"" class=""quotelink"">&gt;&gt;8201722</a><br>Don&#039;t know why this Mayubro is pissed.<br><a href=""#p8201727"" class=""quotelink"">&gt;&gt;8201727</a><br>Don&#039;t know why this anon is grossed out.<br><a href=""#p8201736"" class=""quotelink"">&gt;&gt;8201736</a><br><span class=""quote"">&gt;you just know</span><br>No, I&#039;m afraid I do not. Only thing i can think of is that it&#039;s a Benoit reference but, I don&#039;t know how that pertains to Mayu. Oh well.', 'time': 1670630103, 'resto': 8201716}, {'no': 8202450, 'now': '12/09/22(Fri)18:59:00', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;dogs are in the enclosed pool area</span><br>I get it<br><br>Anyway, this is now a filename thread', 'filename': 'riker performs an abortion and then is arrested by three eddie murphys', 'ext': '.webm', 'w': 1456, 'h': 1092, 'tn_w': 125, 'tn_h': 93, 'tim': 1670630340948981, 'time': 1670630340, 'md5': 'TAnulL4TZ0dPGAOLiY5wAQ==', 'fsize': 2968844, 'resto': 8201716}, {'no': 8202569, 'now': '12/09/22(Fri)19:18:16', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;Ayo where da white women at???</span>', 'time': 1670631496, 'resto': 8201716}, {'no': 8202623, 'now': '12/09/22(Fri)19:25:40', 'name': 'Anonymous', 'com': '<a href=""#p8201716"" class=""quotelink"">&gt;&gt;8201716</a><br>I recognize that pool', 'time': 1670631940, 'resto': 8201716}, {'no': 8202637, 'now': '12/09/22(Fri)19:28:18', 'name': 'Anonymous', 'com': '<a href=""#p8202415"" class=""quotelink"">&gt;&gt;8202415</a><br><span class=""quote"">&gt;Don&#039;t know why this Mayubro is pissed</span><br>Joshipedos are attention seekers. He saw a dog and it reminded him of a picture in his kiddy diddler folder so he posted that bug holding a dog for his half a second of attention', 'time': 1670632098, 'resto': 8201716}]",1670632098
81,8193501,12/08/22(Thu)17:19:21,Anonymous,,"DRAWING MILLYS IS A MYSTERY<br>FOR AN ICE COLD FED LIKE ME<br>GODDAMN I MAKE NO MONEY<br><br>CM PUNK WAS LONG AGO<br>NOW I GOT NO MILLYS, NO!<br>TOMORROW I&#039;LL BE DEAD IN A DITCH<br><br>I SEE 0 CELSIUS IN THE SNOW<br>TIME TO FIND OUT HOW LOW IT&#039;LL GO<br>LOOKING BACK TO SEE ALL THE TARPS<br>GOT NO MILLY<br>GOT NO MILLY<br><br>TARP IT ALL",1669568935673230,.jpg,1014,566,250,139,1670537961289256,1670537961,vdPOOeWILHjXvBab/Rq8Aw==,63797,0,0,0,drawing-millys-is-a-mystery,31,12,26.0,10.0,"[{'no': 8201122, 'now': '12/09/22(Fri)15:22:02', 'name': 'Anonymous', 'com': '<a href=""#p8199260"" class=""quotelink"">&gt;&gt;8199260</a><br><span class=""quote"">&gt;How can Tony be so retarded?</span><br>A question we&#039;ve all asked ourselves anon', 'time': 1670617322, 'resto': 8193501}, {'no': 8202240, 'now': '12/09/22(Fri)18:29:02', 'name': 'Anonymous', 'com': '<a href=""#p8193501"" class=""quotelink"">&gt;&gt;8193501</a><br>I&#039;m convinced that Tony has given up on the idea of ever turning a profit and this is just a hobby for him now.', 'time': 1670628542, 'resto': 8193501}, {'no': 8202463, 'now': '12/09/22(Fri)19:01:39', 'name': 'Anonymous', 'com': 'CARRY ON MY WAYWARD SON!<br>THERE WILL BE NO RATINGS WHEN YOU ARE DONE!<br>LAY ALL YOUR DIMES TO REST<br>DON&#039;T YOU CRY NO MORE', 'time': 1670630499, 'resto': 8193501}, {'no': 8202484, 'now': '12/09/22(Fri)19:05:11', 'name': 'Anonymous', 'com': '<a href=""#p8196866"" class=""quotelink"">&gt;&gt;8196866</a><br>KWABB', 'filename': 'wmorrisey', 'ext': '.png', 'w': 1200, 'h': 900, 'tn_w': 125, 'tn_h': 93, 'tim': 1670630711379010, 'time': 1670630711, 'md5': 'GmHGJ6sO+s+7vRHrIs0xHQ==', 'fsize': 424896, 'resto': 8193501}, {'no': 8202633, 'now': '12/09/22(Fri)19:27:35', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;SCJerkfags trying to Lyricschad</span><br>You&#039;re glowing', 'filename': '1631737149647', 'ext': '.jpg', 'w': 340, 'h': 360, 'tn_w': 118, 'tn_h': 125, 'tim': 1670632055981645, 'time': 1670632055, 'md5': '4BAegxIA2s+JAUgTCB8eFQ==', 'fsize': 84254, 'resto': 8193501}]",1670632055
82,8202527,12/09/22(Fri)19:10:57,Anonymous,,2023 would be the year of Cody Rhodes time to defeat the Tribal Chief<br>https://www.youtube.com/watch?v=URd<wbr>7ASzPz6M&amp;ab_channel=JVitorMusic,cqfoz22mo2191,.jpg,1080,1283,210,250,1670631057128427,1670631057,TnfD+pohPzWR6+AEAxPi7w==,283182,0,0,0,2023-would-be-the-year-of-cody-rhodes-time-to,4,0,,,"[{'no': 8202557, 'now': '12/09/22(Fri)19:16:11', 'name': 'Anonymous', 'com': 'why would a midcarder beat roman', 'time': 1670631371, 'resto': 8202527}, {'no': 8202576, 'now': '12/09/22(Fri)19:18:58', 'name': 'Anonymous', 'com': 'Roman Reigns (37) passing the torch to Cody Rhodes (37). Will be a legendary moment.', 'time': 1670631538, 'resto': 8202527}, {'no': 8202591, 'now': '12/09/22(Fri)19:21:16', 'name': 'Anonymous', 'com': '<a href=""#p8202576"" class=""quotelink"">&gt;&gt;8202576</a><br>thats young for wrestlers desu<br>anything between 30-40 is prime for a wrestler<br>45+ is washed up though', 'time': 1670631676, 'resto': 8202527}, {'no': 8202596, 'now': '12/09/22(Fri)19:22:09', 'name': 'Anonymous', 'com': '<a href=""#p8202527"" class=""quotelink"">&gt;&gt;8202527</a><br>I would follow that man into the depths of hell itself. fuckin love the Codemeister', 'time': 1670631729, 'resto': 8202527}]",1670631729
83,8202550,12/09/22(Fri)19:14:52,Anonymous,Ryback Shades Roman Reigns &amp; Drew McIntyre For Taking Time Off Due To Eardrum Issue,"<span class=""quote"">&gt;Ryback is never afraid to tell it as it sees it. He might not have anything to do with WWE anymore, but he still keeps up with the headlines. Ryback recently shared his own eardrum rupture story after Roman Reigns and Drew McIntyre’s recent injuries.</span><br> <br><span class=""quote"">&gt;Ryback recently took to Twitter to share a true story from his wrestling career. In Deep South Wrestling, he suffered an eardrum rupture. Ryback had to visit the ER because of a full-blown hole in his ear and constant vomiting.</span><br> <br><span class=""quote"">&gt;Ryback did not miss any time, and the injury never healed. He couldn’t hear, had frequent ear infections, and he wrestled the entire time. Ryback seemed to make a reference to Reigns and McIntyre’s eardrum ruptures, as they are out of action.</span><br> <br><span class=""quote"">&gt;Ryback posted to Twitter: True story. I got my eardrum ruptured in Deep South Wrestling. A full blown hole in my ear, puking all night had to go to ER. Didn’t miss any time in developmental and it never healed. Wrestled my whole time as Ryback not able to hear and getting frequent ear infections. #Levels</span><br> <br><span class=""quote"">&gt;Kevin Owens confronted The Tribal Chief during the men’s WarGames match and slapped him across the face, allegedly rupturing his eardrum. Drew McIntyre also announced that he had been medically disqualified from competing. They are expected to return soon because it is only a temporary situation. </span><br> <br><span class=""quote"">&gt;We’ll have to see if they reply to Ryback’s shady tweet.</span>",1881885978212,.jpg,942,791,250,209,1670631292095888,1670631292,T2koSwnfU6dlpN35fQXdEA==,95145,0,0,0,ryback-shades-roman-reigns-drew-mcintyre-for,4,1,,,"[{'no': 8202572, 'now': '12/09/22(Fri)19:18:28', 'name': 'Anonymous', 'com': '<a href=""#p8202550"" class=""quotelink"">&gt;&gt;8202550</a><br>why is this off topic non wrestler being posted? he&#039;s a food reviewer not a wrestler so he doessnt belong on this board he belongs on the cooking board.', 'time': 1670631508, 'resto': 8202550}, {'no': 8202579, 'now': '12/09/22(Fri)19:19:25', 'name': 'Anonymous', 'com': '<a href=""#p8202550"" class=""quotelink"">&gt;&gt;8202550</a>', 'filename': 'roman reigns', 'ext': '.gif', 'w': 400, 'h': 300, 'tn_w': 125, 'tn_h': 93, 'tim': 1670631565490710, 'time': 1670631565, 'md5': 'zFhRYBBv9ZMN3NiY/tURjg==', 'fsize': 1149840, 'resto': 8202550}, {'no': 8202586, 'now': '12/09/22(Fri)19:20:19', 'name': 'Anonymous', 'com': '<a href=""#p8202550"" class=""quotelink"">&gt;&gt;8202550</a><br><span class=""quote"">&gt;Ryback did not miss any time, and the injury never healed. He couldn’t hear, had frequent ear infections, and he wrestled the entire time.</span><br>is that why hes so retarded', 'time': 1670631619, 'resto': 8202550}, {'no': 8202588, 'now': '12/09/22(Fri)19:20:55', 'name': 'Anonymous', 'com': '<a href=""#p8202550"" class=""quotelink"">&gt;&gt;8202550</a><br><span class=""quote"">&gt;Rybitch is a retard who lost hearing in his ear cause MUH WRASSLIN TOUGHNESS</span>', 'time': 1670631655, 'resto': 8202550}]",1670631655
84,8202423,12/09/22(Fri)18:56:12,Anonymous,,seeing this bitchmade retard liking tweets hating on ibushi and naito makes me happy his cookie business crashed and burned and hes back getting concussed to feed his ugly kids.,df29ca5-f6fe153d-d225-476e-8ae9-e60209f33116,.png,960,872,250,227,1670630172391659,1670630172,cI7u7clY7e6YntrYsqXOag==,588749,0,0,0,seeing-this-bitchmade-retard-liking-tweets-hating,2,0,,,"[{'no': 8202479, 'now': '12/09/22(Fri)19:04:11', 'name': 'Anonymous', 'com': 'he fucking sucks', 'time': 1670630651, 'resto': 8202423}, {'no': 8202585, 'now': '12/09/22(Fri)19:20:17', 'name': 'Anonymous', 'com': 'qrd?', 'time': 1670631617, 'resto': 8202423}]",1670631617
