,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,custom_spoiler,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,spoiler,since4pass
83,10505752,12/09/22(Fri)02:43:01,Anonymous,would esfores oc do slammo poses,SLAMMO,.jpg,975,904,249,231,1670571781383074,1670571781,z4geREk+Hzyf5rU7IWNNKg==,156489,0,0,0,would-esfores-oc-do-slammo-poses,6,11,2,6.0,1.0,"[{'no': 10505865, 'now': '12/09/22(Fri)05:20:42', 'name': 'Anonymous', 'com': '<a href=""#p10505864"" class=""quotelink"">&gt;&gt;10505864</a><br>f*ck you nigger!', 'time': 1670581242, 'resto': 10505752}, {'no': 10505867, 'now': '12/09/22(Fri)05:22:59', 'name': 'Yuji Sakai', 'com': '<a href=""#p10505762"" class=""quotelink"">&gt;&gt;10505762</a><br>ummmm excuse me we have mama Luigi and yosho', 'filename': 'drown yosho', 'ext': '.png', 'w': 416, 'h': 512, 'tn_w': 101, 'tn_h': 125, 'tim': 1670581379061003, 'time': 1670581379, 'md5': 'SzXGNp60mLY2TMekHIrAJw==', 'fsize': 337938, 'resto': 10505752}, {'no': 10505930, 'now': '12/09/22(Fri)07:43:03', 'name': 'Anonymous', 'com': 'keksandra would do it subconsciously as she is looking at you with a happy face and a question mark over her head all like “hey dumdum are you okay”', 'time': 1670589783, 'resto': 10505752}, {'no': 10506675, 'now': '12/09/22(Fri)17:10:48', 'name': 'Anonymous', 'com': '<a href=""#p10505867"" class=""quotelink"">&gt;&gt;10505867</a><br>its a stone luigi :^)', 'time': 1670623848, 'resto': 10505752}, {'no': 10507352, 'now': '12/10/22(Sat)02:08:53', 'name': 'Anonymous', 'com': 'Hey frens should I ask a draw thread to draw our grillers doing the pose?', 'time': 1670656133, 'resto': 10505752}]",1670656133,,,
84,10502246,12/06/22(Tue)20:45:19,Anonymous,/bant/-tan on page one!,1670344537493799,.jpg,603,849,177,249,1670377519904092,1670377519,Q+CVt/6Ygh4ay+Zr0yNm9A==,109440,0,0,0,banttan-on-page-one,6,45,24,40.0,21.0,"[{'no': 10506344, 'now': '12/09/22(Fri)13:54:45', 'name': 'Anonymous', 'filename': 'sketch-1663142419573', 'ext': '.png', 'w': 800, 'h': 800, 'tn_w': 125, 'tn_h': 125, 'tim': 1670612085367156, 'time': 1670612085, 'md5': 'Erj+LUHoJm92y6oXMTprzA==', 'fsize': 122836, 'resto': 10502246}, {'no': 10506348, 'now': '12/09/22(Fri)13:58:31', 'name': 'Anonymous', 'com': '<a href=""#p10506344"" class=""quotelink"">&gt;&gt;10506344</a><br>two same numbers!', 'time': 1670612311, 'resto': 10502246}, {'no': 10506353, 'now': '12/09/22(Fri)14:01:36', 'name': 'Anonymous', 'com': '<a href=""#p10506348"" class=""quotelink"">&gt;&gt;10506348</a>', 'filename': '1664283071263', 'ext': '.jpg', 'w': 1000, 'h': 668, 'tn_w': 125, 'tn_h': 83, 'tim': 1670612496016512, 'time': 1670612496, 'md5': 'AZ4mxCMwWgexReDUFMCtoQ==', 'fsize': 217271, 'resto': 10502246}, {'no': 10506712, 'now': '12/09/22(Fri)17:31:11', 'name': 'Anonymous', 'com': 'paki pedo ruins another thread', 'time': 1670625071, 'resto': 10502246}, {'no': 10507343, 'now': '12/10/22(Sat)01:45:20', 'name': 'Anonymous', 'filename': 'Third_Birthday', 'ext': '.png', 'w': 1000, 'h': 800, 'tn_w': 125, 'tn_h': 100, 'tim': 1670654720411883, 'time': 1670654720, 'md5': 'XcZyQimWVx1itdGE6nOpqA==', 'fsize': 76617, 'resto': 10502246}]",1670654720,,,
85,10506846,12/09/22(Fri)18:40:25,BunBun,hai hai &gt;w&lt; hai my lil computer frens!! ^O^!! owo,download,.jpg,964,1200,200,250,1670629225298591,1670629225,Bl+Ib9aB2uDv5S4sKDJ/jw==,152916,0,0,0,haii,6,8,0,3.0,0.0,"[{'no': 10506951, 'now': '12/09/22(Fri)19:39:26', 'name': 'BunBun', 'com': 'anons make me feel weird @-@ i dont like!! &gt;m&lt;', 'time': 1670632766, 'resto': 10506846}, {'no': 10506953, 'now': '12/09/22(Fri)19:43:41', 'name': 'Anonymous', 'com': '<a href=""#p10506951"" class=""quotelink"">&gt;&gt;10506951</a><br>Woah<span class=""fortune"" style=""color:#0893e1""><br><br><b>Your fortune: You will meet a dark handsome stranger</b></span>', 'time': 1670633021, 'resto': 10506846}, {'no': 10506961, 'now': '12/09/22(Fri)19:47:23', 'name': 'Anonymous', 'com': 'that is cute lucky star good jobe can you draw lucky star in a boxx :3 no worries if not taking /r/s..', 'time': 1670633243, 'resto': 10506846}, {'no': 10506967, 'now': '12/09/22(Fri)19:50:29', 'name': 'Anonymous', 'com': '<a href=""#p10506951"" class=""quotelink"">&gt;&gt;10506951</a><br>yes u do.', 'time': 1670633429, 'resto': 10506846}, {'no': 10507334, 'now': '12/10/22(Sat)01:33:53', 'name': 'Anonymous', 'com': '<a href=""#p10506846"" class=""quotelink"">&gt;&gt;10506846</a><br>cute drawing!', 'time': 1670654033, 'resto': 10506846}]",1670654033,haii,,
86,10501858,12/06/22(Tue)15:29:19,Anonymous,This is my bune raven thread for the month of December.,bune,.jpg,640,480,250,187,1670358559801189,1670358559,Pvh8bwDf4IxuCgUXDHCbpA==,10796,0,0,0,this-is-my-bune-raven-thread-for-the-month-of,6,34,11,29.0,10.0,"[{'no': 10505040, 'now': '12/08/22(Thu)17:47:45', 'name': 'Magick', 'com': '<a href=""#p10505034"" class=""quotelink"">&gt;&gt;10505034</a><br>rabbits don&#039;t have paw pads like that', 'time': 1670539665, 'resto': 10501858}, {'no': 10505045, 'now': '12/08/22(Thu)17:50:39', 'name': 'Anonymous', 'com': '<a href=""#p10505040"" class=""quotelink"">&gt;&gt;10505040</a><br>bune raven is only half rabbit', 'time': 1670539839, 'resto': 10501858}, {'no': 10505830, 'now': '12/09/22(Fri)04:41:36', 'name': 'Anonymous', 'com': 'i am...SILLY', 'time': 1670578896, 'resto': 10501858}, {'no': 10506520, 'now': '12/09/22(Fri)15:41:02', 'name': 'Anonymous', 'filename': 'bune_raven_is_a_meme', 'ext': '.jpg', 'w': 473, 'h': 480, 'tn_w': 123, 'tn_h': 125, 'tim': 1670618462864508, 'time': 1670618462, 'md5': '++yu58dkTfYUs2pXOEMv/w==', 'fsize': 215038, 'resto': 10501858}, {'no': 10507330, 'now': '12/10/22(Sat)01:26:47', 'name': 'Anonymous', 'com': '<a href=""#p10502121"" class=""quotelink"">&gt;&gt;10502121</a><br>always lewd her! fuck her hard in every hole! Booyah!<span class=""fortune"" style=""color:#f51c6a""><br><br><b>Your fortune: Reply hazy, try again</b></span>', 'time': 1670653607, 'resto': 10501858}]",1670653607,,,
87,10506022,12/09/22(Fri)09:10:50,Anonymous,The Fashionable Girl,1584209985343 (1),.jpg,300,300,250,250,1670595050292575,1670595050,fa/ztqURnLoWFtdnjnsoHg==,23620,0,0,0,the-fashionable-girl,6,6,1,1.0,1.0,"[{'no': 10506050, 'now': '12/09/22(Fri)09:34:51', 'name': 'Anonymous', 'com': '<a href=""#p10506044"" class=""quotelink"">&gt;&gt;10506044</a><br>two same numbers!', 'time': 1670596491, 'resto': 10506022}, {'no': 10506346, 'now': '12/09/22(Fri)13:56:11', 'name': 'Anonymous', 'com': 'I wanna finger Aiko&#039;s place.', 'time': 1670612171, 'resto': 10506022}, {'no': 10506416, 'now': '12/09/22(Fri)14:46:45', 'name': 'Anonymous', 'com': 'More like the fashionably late girl! Ahahahahaha', 'time': 1670615205, 'resto': 10506022}, {'no': 10507328, 'now': '12/10/22(Sat)01:23:36', 'name': 'Anonymous', 'com': '<a href=""#p10506346"" class=""quotelink"">&gt;&gt;10506346</a><br>can you send me the address?', 'time': 1670653416, 'resto': 10506022}, {'no': 10507359, 'now': '12/10/22(Sat)02:19:35', 'name': 'Anonymous', 'com': '<a href=""#p10506416"" class=""quotelink"">&gt;&gt;10506416</a><br>They&#039;re too young to be on their periods, you creep.', 'time': 1670656775, 'resto': 10506022}]",1670656775,,,
88,10507311,12/10/22(Sat)00:59:50,Anonymous,he attacked ur mom lole,20221031_152610,.jpg,1375,1327,250,241,1670651990909176,1670651990,J87HfXWvaDTDvP2Fs7lfmw==,335797,0,0,0,he-attacked-ur-mom-lole,6,2,0,,,"[{'no': 10507315, 'now': '12/10/22(Sat)01:05:59', 'name': 'Anonymous', 'com': '<a href=""#p10507311"" class=""quotelink"">&gt;&gt;10507311</a><br>he got dubs lole', 'time': 1670652359, 'resto': 10507311}, {'no': 10507318, 'now': '12/10/22(Sat)01:09:58', 'name': 'Anonymous', 'com': '<a href=""#p10507311"" class=""quotelink"">&gt;&gt;10507311</a><br>he did not survive the attempt', 'time': 1670652598, 'resto': 10507311}]",1670652598,,,
89,10502881,12/07/22(Wed)08:10:18,Anonymous,"even if i try to be a good person and never hurt anyone ever? Is redemption possible when youre a ruder? I started stay up every night even school nights being rude on s4s. I&#039;m sorry Ye blog over<span class=""fortune"" style=""color:#16f174""><br><br><b>Your fortune: （　´_ゝ`）ﾌｰﾝ </b></span>",deadmeme,.png,429,319,250,185,1670418618997301,1670418618,QzmpbfvG7t0K38SH27Ainw==,73805,0,0,0,should-i-die-for-being-a-ruder,6,35,11,30.0,10.0,"[{'no': 10505510, 'now': '12/08/22(Thu)23:16:50', 'name': 'Anonymous', 'com': '<a href=""#p10505435"" class=""quotelink"">&gt;&gt;10505435</a><br>stoopid n*cer nice posting on ebil&#039;s puter', 'filename': 'ebil fatty', 'ext': '.png', 'w': 208, 'h': 238, 'tn_w': 109, 'tn_h': 125, 'tim': 1670559410204822, 'time': 1670559410, 'md5': '968x4n1zZeN+61ZO3oN60g==', 'fsize': 3164, 'resto': 10502881}, {'no': 10506405, 'now': '12/09/22(Fri)14:39:59', 'name': 'Anonymous', 'com': '<a href=""#p10505408"" class=""quotelink"">&gt;&gt;10505408</a><br>lole ebils cute lil stubbies two shorte 2 reache puter she needs nicers to helpe hehe :^)', 'time': 1670614799, 'resto': 10502881}, {'no': 10506428, 'now': '12/09/22(Fri)14:53:50', 'name': 'Anonymous', 'com': '<a href=""#p10506405"" class=""quotelink"">&gt;&gt;10506405</a><br>this is why rude always wins. Nice can&#039;t help but bring on their own demise by treating their neighbors with kindness', 'time': 1670615630, 'resto': 10502881}, {'no': 10506441, 'now': '12/09/22(Fri)15:01:35', 'name': 'Anonymous', 'com': '<a href=""#p10506428"" class=""quotelink"">&gt;&gt;10506428</a><br>nicers win 2 thoug cause tehy got 2 be nice an halp ther fren wich is niec :) :)', 'time': 1670616095, 'resto': 10502881}, {'no': 10507312, 'now': '12/10/22(Sat)01:01:07', 'name': 'Anonymous', 'com': 'I disagree with the philosophical underpinning of this thread', 'time': 1670652067, 'resto': 10502881}]",1670652067,Should I die for being a ruder,,
90,10505672,12/09/22(Fri)01:44:03,Anonymous,[Milk offered]<br>accept/deny:,1670568205246,.jpg,1920,2559,187,250,1670568243074611,1670568243,ujm8TweWiJMqkC9LoFRjzA==,521506,0,0,0,milk-offered,6,18,3,13.0,2.0,"[{'no': 10505970, 'now': '12/09/22(Fri)08:22:00', 'name': 'Anonymous', 'com': 'DENY DENY DENY shitshit please DENY why isnt it working', 'time': 1670592120, 'resto': 10505672}, {'no': 10505992, 'now': '12/09/22(Fri)08:41:48', 'name': 'Anonymous', 'com': 'I accept', 'filename': 'F70F7143-9397-496B-ABE3-3CD28210CE72', 'ext': '.jpg', 'w': 206, 'h': 210, 'tn_w': 122, 'tn_h': 125, 'tim': 1670593308013005, 'time': 1670593308, 'md5': 'DuaZy3/LkOWKfNfSpae+dg==', 'fsize': 5799, 'resto': 10505672, 'spoiler': 1}, {'no': 10506226, 'now': '12/09/22(Fri)12:28:14', 'name': 'Anonymous', 'com': 'Today is gonna to be great.', 'time': 1670606894, 'resto': 10505672}, {'no': 10506399, 'now': '12/09/22(Fri)14:36:28', 'name': 'Anonymous', 'com': '<a href=""#p10505992"" class=""quotelink"">&gt;&gt;10505992</a><br>holy cr*p', 'time': 1670614588, 'resto': 10505672}, {'no': 10507310, 'now': '12/10/22(Sat)00:59:20', 'name': 'Anonymous', 'com': '<a href=""#p10506399"" class=""quotelink"">&gt;&gt;10506399</a><br>multiple nines', 'time': 1670651960, 'resto': 10505672}]",1670651960,,,
91,10507283,12/10/22(Sat)00:28:50,Anonymous,"<span class=""quote"">&gt;be me</span><br><span class=""quote"">&gt;kome to cheak on my first board after ears of not bein on it for years</span><br><span class=""quote"">&gt;wthfukksthis.exe</span><br>is /s4s/ realy dead",xzuss,.jpg,598,343,250,143,1670650130292098,1670650130,aaEVfq8O3kE3oGJpCPTDxw==,11945,0,0,0,be-me,6,3,2,,,"[{'no': 10507293, 'now': '12/10/22(Sat)00:43:25', 'name': 'donpatch⋆', 'com': 'The place died like a year ago, but is slowly recovering now.<span class=""fortune"" style=""color:#fd4d32""><br><br><b>Your fortune: Excellent Luck</b></span>', 'filename': 'db488174b8c33939fef134dae008e03d', 'ext': '.jpg', 'w': 900, 'h': 598, 'tn_w': 125, 'tn_h': 83, 'tim': 1670651005890682, 'time': 1670651005, 'md5': 'wsdWmO6ktOE3BcpfmRKAzg==', 'fsize': 276124, 'resto': 10507283}, {'no': 10507299, 'now': '12/10/22(Sat)00:51:21', 'name': 'Anonymous', 'com': '<a href=""#p10507293"" class=""quotelink"">&gt;&gt;10507293</a><br>i trust u <br>name man', 'filename': 'worldsmosthappyyuiiloveer', 'ext': '.jpg', 'w': 960, 'h': 540, 'tn_w': 125, 'tn_h': 70, 'tim': 1670651481585224, 'time': 1670651481, 'md5': 'BDxFeom265/en2rWDHvBvQ==', 'fsize': 45234, 'resto': 10507283}, {'no': 10507308, 'now': '12/10/22(Sat)00:58:10', 'name': 'Anonymous', 'com': '<a href=""#p10507283"" class=""quotelink"">&gt;&gt;10507283</a><br>Who are you quoting???', 'time': 1670651890, 'resto': 10507283}]",1670651890,,,
92,10499984,12/05/22(Mon)12:17:49,Yuji Sakai,Fiat yosho is collapsing into hyperinflation <br><br>Embrace our new gold-backed yosho meme standard,gold yosho,.png,811,540,250,166,1670260669575958,1670260669,6pMq/TWWESjKg8hqowx4Pw==,517150,0,0,0,fiat-yosho-is-collapsing-into-hyperinflation,6,40,11,35.0,11.0,"[{'no': 10505872, 'now': '12/09/22(Fri)05:26:20', 'name': 'crudehumour223@gmail.com', 'com': '<a href=""#p10504912"" class=""quotelink"">&gt;&gt;10504912</a><br>hey yuji new day fresh cup of coffee huh', 'time': 1670581580, 'resto': 10499984}, {'no': 10506104, 'now': '12/09/22(Fri)10:40:14', 'name': 'Yuji Sakai', 'com': '<a href=""#p10505872"" class=""quotelink"">&gt;&gt;10505872</a><br>I am still listening to miku hatsune even though it&#039;s friday', 'time': 1670600414, 'resto': 10499984}, {'no': 10506115, 'now': '12/09/22(Fri)10:47:59', 'name': 'crudehumour223@gmail.com', 'com': '<a href=""#p10506104"" class=""quotelink"">&gt;&gt;10506104</a><br>yeah it&#039;s Friday keep on listening toahe kitsune', 'time': 1670600879, 'resto': 10499984}, {'no': 10506990, 'now': '12/09/22(Fri)20:05:36', 'name': 'Anonymous', 'com': 'flat yosho', 'time': 1670634336, 'resto': 10499984}, {'no': 10507307, 'now': '12/10/22(Sat)00:56:44', 'name': 'Anonymous', 'com': '<a href=""#p10500004"" class=""quotelink"">&gt;&gt;10500004</a><br>bad and not good', 'time': 1670651804, 'resto': 10499984}]",1670651804,,,
93,10507286,12/10/22(Sat)00:34:40,Milarepa,What&#039;s up my Figgers,New Project,.png,831,634,250,190,1670650480836197,1670650480,eE/tj+I8AecQaMZaNNK3qw==,972334,0,0,0,whats-up-my-figgers,6,5,0,,,"[{'no': 10507288, 'now': '12/10/22(Sat)00:36:22', 'name': 'Anonymous', 'com': 'Shut up nigger', 'time': 1670650582, 'resto': 10507286}, {'no': 10507290, 'now': '12/10/22(Sat)00:37:52', 'name': 'seuss', 'com': '<a href=""#p10507286"" class=""quotelink"">&gt;&gt;10507286</a><br>Eben Bury Rude is busy on the train...<span class=""fortune"" style=""color:#f51c6a""><br><br><b>Your fortune: Reply hazy, try again</b></span>', 'time': 1670650672, 'resto': 10507286}, {'no': 10507301, 'now': '12/10/22(Sat)00:51:34', 'name': 'Anonymous', 'com': 'I don&#039;t wanna know what you shoved up your figger.', 'time': 1670651494, 'resto': 10507286}, {'no': 10507303, 'now': '12/10/22(Sat)00:52:45', 'name': 'Anonymous', 'com': 'Shut up nigger', 'time': 1670651565, 'resto': 10507286}, {'no': 10507306, 'now': '12/10/22(Sat)00:54:29', 'name': 'Anonymous', 'com': '<a href=""#p10507301"" class=""quotelink"">&gt;&gt;10507301</a><br>Lool', 'time': 1670651669, 'resto': 10507286}]",1670651669,,,
94,10505902,12/09/22(Fri)06:56:25,Anonymous,IIIIIIIIIIT&#039;&#039;&#039;&#039;&#039;S BEAAAAAAAAAAAATDOWWWWWWWWWWWN TIMEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE<wbr>EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE<wbr>EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE<wbr>EE,1553975061763,.png,1000,1000,250,250,1670586985807677,1670586985,QZVtBGjaZyKWbYsliJmkwA==,1175247,0,0,0,iiiiiiiiiits-beaaaaaaaaaaaatdowwwwwwwwwwwn,6,10,3,5.0,0.0,"[{'no': 10506200, 'now': '12/09/22(Fri)12:10:25', 'name': 'Anonymous', 'com': '<a href=""#p10505902"" class=""quotelink"">&gt;&gt;10505902</a>', 'filename': '1653607509121', 'ext': '.png', 'w': 1328, 'h': 1202, 'tn_w': 125, 'tn_h': 113, 'tim': 1670605825350857, 'time': 1670605825, 'md5': '3l5nc27JhHv+GM5/jDdMFQ==', 'fsize': 76424, 'resto': 10505902}, {'no': 10506212, 'now': '12/09/22(Fri)12:19:37', 'name': 'Anonymous', 'com': '<a href=""#p10506199"" class=""quotelink"">&gt;&gt;10506199</a><br>dubs by stoopid namefig<br><a href=""#p10506200"" class=""quotelink"">&gt;&gt;10506200</a><br>dubs by stoopid n*cer<br>*sip*', 'filename': 'beary ebil drink coffee', 'ext': '.gif', 'w': 218, 'h': 299, 'tn_w': 91, 'tn_h': 125, 'tim': 1670606377943917, 'time': 1670606377, 'md5': 'WehZewJUTWZc3U2AaFt4LQ==', 'fsize': 21328, 'resto': 10505902}, {'no': 10506215, 'now': '12/09/22(Fri)12:20:49', 'name': 'Anonymous', 'com': '<a href=""#p10505902"" class=""quotelink"">&gt;&gt;10505902</a><br>da battle...<br>aproaches...', 'filename': '1666382711791', 'ext': '.png', 'w': 916, 'h': 759, 'tn_w': 125, 'tn_h': 103, 'tim': 1670606449881470, 'time': 1670606449, 'md5': '68UMwKz3gIVEpxdaMuILqQ==', 'fsize': 270257, 'resto': 10505902}, {'no': 10506239, 'now': '12/09/22(Fri)12:44:55', 'name': 'Anonymous', 'com': 'I could see myself beating up a bury nicer', 'time': 1670607895, 'resto': 10505902}, {'no': 10507302, 'now': '12/10/22(Sat)00:52:40', 'name': 'Anonymous', 'com': 'random repy', 'time': 1670651560, 'resto': 10505902}]",1670651560,,,
95,10505353,12/08/22(Thu)21:21:24,Anonymous,did you played nier automata,1638787285691,.gif,395,542,182,250,1670552484484457,1670552484,SGSD9r5QlxbJkCpIzhOvrQ==,15750,0,0,0,did-you-played-nier-automata,6,14,5,9.0,4.0,"[{'no': 10506387, 'now': '12/09/22(Fri)14:30:16', 'name': 'Anonymous', 'com': '<a href=""#p10505353"" class=""quotelink"">&gt;&gt;10505353</a><br>nope lol', 'time': 1670614216, 'resto': 10505353}, {'no': 10506739, 'now': '12/09/22(Fri)17:43:56', 'name': 'Anonymous', 'com': '<a href=""#p10506387"" class=""quotelink"">&gt;&gt;10506387</a><br>it has nice music :)<br><a href=""#p10505614"" class=""quotelink"">&gt;&gt;10505614</a><br>me to i dropped it near the end of the 2nd play 3 years ago and then i read that the 3rd play really is like a new game and no redo like the 2nd play and it continues where the first 2 plays ended so its the final part of the game so i wanted to replay i felt dumb for missing it lole', 'time': 1670625836, 'resto': 10505353}, {'no': 10506752, 'now': '12/09/22(Fri)17:49:27', 'name': 'Yuji Sakai', 'com': 'No I only know about it from fapping to 2b sfm and cosplay', 'filename': '66', 'ext': '.png', 'w': 305, 'h': 542, 'tn_w': 70, 'tn_h': 125, 'tim': 1670626167822448, 'time': 1670626167, 'md5': 'Z5gE43wIMvMrJ/xvgJHrUg==', 'fsize': 200207, 'resto': 10505353}, {'no': 10506753, 'now': '12/09/22(Fri)17:50:26', 'name': 'Anonymous', 'com': 'is that the game with the dickbulge girl?', 'time': 1670626226, 'resto': 10505353}, {'no': 10507298, 'now': '12/10/22(Sat)00:50:47', 'name': 'Anonymous', 'com': '<a href=""#p10506752"" class=""quotelink"">&gt;&gt;10506752</a><br>she has a nice bum i want to *pat pat* her on the bum :)', 'time': 1670651447, 'resto': 10505353}]",1670651447,,,
96,10506379,12/09/22(Fri)14:24:54,seuss,"ebery1 is suddenly bury busy<br><br>https://files.catbox.moe/5ujnj1.mp3<wbr><span class=""fortune"" style=""color:#16f174""><br><br><b>Your fortune: （　´_ゝ`）ﾌｰﾝ </b></span>",mutemath city,.webm,1280,533,250,104,1670613894709638,1670613894,INFjpQ89IOunnnclwLaOzg==,586364,0,0,0,the-busy-anon-thread,6,13,8,8.0,4.0,"[{'no': 10506508, 'now': '12/09/22(Fri)15:35:53', 'name': 'seuss', 'com': '<a href=""#p10506438"" class=""quotelink"">&gt;&gt;10506438</a><br>I learned how to ride a bike without training wheels at 14. But I was always good at roller-blading, since I was 6 years old I could do tricks and stuff on &#039;em, but many of the kids on my block thought it looked lame so I opted for a bike to fit in.<br><br>I got my first kiss in second grade. I was molested once as a child. I own no guns or weapons. I&#039;ve given most of my hobby to major AAA publishers like Nintendo and Sony.<span class=""fortune"" style=""color:#0893e1""><br><br><b>Your fortune: You will meet a dark handsome stranger</b></span>', 'filename': 'kill id wid denim', 'ext': '.png', 'w': 922, 'h': 560, 'tn_w': 125, 'tn_h': 75, 'tim': 1670618153704909, 'time': 1670618153, 'md5': 'RYz6f5YvzqAHuAKnL1Ge5w==', 'fsize': 512968, 'resto': 10506379}, {'no': 10506509, 'now': '12/09/22(Fri)15:36:36', 'name': 'Anonymous', 'com': '<a href=""#p10506508"" class=""quotelink"">&gt;&gt;10506508</a><br>so when did you start murdering women?', 'time': 1670618196, 'resto': 10506379}, {'no': 10506513, 'now': '12/09/22(Fri)15:37:58', 'name': 'seuss', 'com': '<a href=""#p10506509"" class=""quotelink"">&gt;&gt;10506509</a><br>I never hurt anybody. I am a pacifist and I don&#039;t believe in inflicting harm on other people. You would notice that if you saw the subtle signs!<span class=""fortune"" style=""color:#0893e1""><br><br><b>Your fortune: You will meet a dark handsome stranger</b></span>', 'filename': 'discomfited', 'ext': '.jpg', 'w': 616, 'h': 240, 'tn_w': 125, 'tn_h': 48, 'tim': 1670618278729987, 'time': 1670618278, 'md5': '96wHStSf2arjXT9mOYVP3A==', 'fsize': 54515, 'resto': 10506379}, {'no': 10506550, 'now': '12/09/22(Fri)16:01:09', 'name': 'seuss', 'com': '<span class=""quote"">&gt;Jung is a Korean word describing the force that bonds humans to each other. It’s one part love, equal parts affinity, empathy, obligation, entanglement, bondage and blood. —John H. Lee</span><br><br>Have you tried being less busy? How does someone try to be less busy... do you just drop everything and read? Dear, oh dear... doing less to do more; rest, relaxation and recuperation to work, wean and wake. Maybe the ASIAN GORL knows the secret to internal harmony and meditative state.<span class=""fortune"" style=""color:#00cbb0""><br><br><b>Your fortune: ｷﾀ━━━━━━(ﾟ∀ﾟ)━━━━━━ !!!!</b></span>', 'filename': 'wtf burh', 'ext': '.jpg', 'w': 747, 'h': 869, 'tn_w': 107, 'tn_h': 125, 'tim': 1670619669939703, 'time': 1670619669, 'md5': 'nVUTD83oOgrIO/IWg5pTTA==', 'fsize': 108008, 'resto': 10506379}, {'no': 10507289, 'now': '12/10/22(Sat)00:37:05', 'name': 'seuss', 'com': 'Everyone is so busy... so bury busy..<span class=""fortune"" style=""color:#9d05da""><br><br><b>Your fortune: Very Bad Luck</b></span>', 'filename': 'kkhs3ogh', 'ext': '.png', 'w': 288, 'h': 302, 'tn_w': 119, 'tn_h': 125, 'tim': 1670650625623883, 'time': 1670650625, 'md5': 'yxmpqb9TXqpU8+g9UdFJxg==', 'fsize': 156815, 'resto': 10506379}]",1670650625,the busy anon thread,,
97,10507047,12/09/22(Fri)20:33:18,Anonymous,"GUESS WHO?!?<span class=""fortune"" style=""color:#2a56fb""><br><br><b>Your fortune: Better not tell you now</b></span>",1676ab228c5029b9eb8e22c27a84481e,.jpg,600,567,250,236,1670635998312996,1670635998,OpSgSiHBPOyVVtQApLnYSA==,40607,0,0,0,guess-who,6,9,0,4.0,0.0,"[{'no': 10507186, 'now': '12/09/22(Fri)22:43:32', 'name': 'Anonymous', 'com': '<a href=""#p10507047"" class=""quotelink"">&gt;&gt;10507047</a><br>the one who jews fear the most', 'time': 1670643812, 'resto': 10507047}, {'no': 10507214, 'now': '12/09/22(Fri)23:08:59', 'name': 'Anonymous', 'com': '<a href=""#p10507047"" class=""quotelink"">&gt;&gt;10507047</a><br>imagine how many expensive cosmetic products one could synthesize from that free skin', 'time': 1670645339, 'resto': 10507047}, {'no': 10507244, 'now': '12/09/22(Fri)23:26:22', 'name': 'Anonymous', 'com': '<a href=""#p10507047"" class=""quotelink"">&gt;&gt;10507047</a><br>it took me 10 minutes to realize it', 'time': 1670646382, 'resto': 10507047}, {'no': 10507278, 'now': '12/10/22(Sat)00:24:17', 'name': 'Anonymous', 'com': '<a href=""#p10507244"" class=""quotelink"">&gt;&gt;10507244</a><br>two same numbers!', 'time': 1670649857, 'resto': 10507047}, {'no': 10507284, 'now': '12/10/22(Sat)00:30:44', 'name': 'Anonymous', 'com': '<a href=""#p10507125"" class=""quotelink"">&gt;&gt;10507125</a><br>think again! this poor girl is about to get cockvored and then regurgitated into the bowels of a sex dungeon', 'time': 1670650244, 'resto': 10507047}]",1670650244,,,
98,10506471,12/09/22(Fri)15:12:23,Anonymous,,7DC7771A-8AB8-4EBB-B7BC-E348FA827796,.jpg,125,96,125,96,1670616743938927,1670616743,UrRkbXV35pe1JJa2zzP60g==,3003,0,0,0,meow,6,4,1,,,"[{'no': 10506472, 'now': '12/09/22(Fri)15:13:07', 'name': 'Anonymous', 'com': '<a href=""#p10506471"" class=""quotelink"">&gt;&gt;10506471</a>', 'time': 1670616787, 'resto': 10506471}, {'no': 10506476, 'now': '12/09/22(Fri)15:14:21', 'name': 'Yuji Sakai', 'com': 'Why is the pic so small? I cant see los text &gt;___&lt;;;', 'time': 1670616861, 'resto': 10506471}, {'no': 10506479, 'now': '12/09/22(Fri)15:16:42', 'name': 'Anonymous', 'com': '<a href=""#p10506476"" class=""quotelink"">&gt;&gt;10506476</a><br>Here fren I made it bigger for j00 ^_^', 'filename': 'Untitled', 'ext': '.jpg', 'w': 666, 'h': 420, 'tn_w': 124, 'tn_h': 78, 'tim': 1670617002266557, 'time': 1670617002, 'md5': 'wnnXz0LDk1PB1e+4zo/8oA==', 'fsize': 58534, 'resto': 10506471}, {'no': 10507282, 'now': '12/10/22(Sat)00:27:41', 'name': 'Milarepa', 'com': '<a href=""#p10506476"" class=""quotelink"">&gt;&gt;10506476</a><br>https://www.youtube.com/shorts/P49i<wbr>x-1-s4M', 'time': 1670650061, 'resto': 10506471}]",1670650061,meow,,
