,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,trip
82,18683267,12/11/22(Sun)03:50:01,Anonymous,"<span class=""quote"">&gt;american sites</span><br>It&#039;s always cake, cookie, or brownie (and mixes between the three)<br><span class=""quote"">&gt;Brazilian sites</span><br>it&#039;s always custards and mousses<br><br>And everything needs butter!<br>I don&#039;t have money for butter, that shit is expensive and only lasts one recipe.",1643405090084,.webm,853,480,250,140,1670748601023773,1670748601,8rDu1VEtv5chCii4rsQvsw==,2938262,0,0,0,searching-for-a-dessert-for-these-holidays,0,0,,,,1670748601,&gt;searching for a dessert for these holidays,
83,18680381,12/10/22(Sat)13:14:15,Anonymous,Why is it so addicting? I tried switching to coffee and it doesn&#039;t even come close.,file,.png,1000,1000,250,250,1670696055777282,1670696055,Ze0pXy2icISaFsxllKOFww==,582433,0,0,0,why-is-it-so-addicting-i-tried-switching-to,22,2,17.0,2.0,"[{'no': 18681645, 'now': '12/10/22(Sat)19:15:36', 'name': 'Anonymous', 'com': '<a href=""#p18680381"" class=""quotelink"">&gt;&gt;18680381</a><br>ollies has 24 packs of bang for $20 right now. scooped a couple cases of sip for the next few months', 'time': 1670717736, 'resto': 18680381}, {'no': 18681773, 'now': '12/10/22(Sat)19:53:49', 'name': 'Anonymous', 'com': 'I try to limit them to once a week', 'time': 1670720029, 'resto': 18680381}, {'no': 18683094, 'now': '12/11/22(Sun)02:43:54', 'name': 'Anonymous', 'com': 'What&#039;s stopping you from drinking dollar store 100 bags of tea boxes', 'time': 1670744634, 'resto': 18680381}, {'no': 18683179, 'now': '12/11/22(Sun)03:14:47', 'name': 'Anonymous', 'com': 'they taste like shit and have too much caffeine<br>if you need the latter, just take straight caffeine<br>if you like the taste then you have no need to buy overpriced garbage, just buy a bag of sweetener that will last you a month', 'time': 1670746487, 'resto': 18680381}, {'no': 18683258, 'now': '12/11/22(Sun)03:46:00', 'name': 'Anonymous', 'com': 'I&#039;m addicted to 3 cups of instant coffee per day. How do these drinks compare?', 'time': 1670748360, 'resto': 18680381}]",1670748360,,
84,18681257,12/10/22(Sat)17:25:03,Anonymous,besides eggs what can I cook in the leftover bacon fat,d07360ea2c2cc87dd5bd2d6de25f5e26f6abfb55,.jpg,2000,2500,200,250,1670711103850189,1670711103,rCyUqmbh2u2C+fU0CAy0bA==,1589695,0,0,0,besides-eggs-what-can-i-cook-in-the-leftover,19,2,14.0,1.0,"[{'no': 18683088, 'now': '12/11/22(Sun)02:42:09', 'name': 'Anonymous', 'com': '<a href=""#p18683041"" class=""quotelink"">&gt;&gt;18683041</a><br><span class=""quote"">&gt;OP: besides eggs what can I cook in the leftover bacon fat</span><br><span class=""quote"">&gt;fat, sweaty mongoloid: hurr durr eggs</span>', 'time': 1670744529, 'resto': 18681257}, {'no': 18683101, 'now': '12/11/22(Sun)02:47:28', 'name': 'Anonymous', 'com': '<a href=""#p18683088"" class=""quotelink"">&gt;&gt;18683088</a><br>The fat from the bacon flavors the eggs', 'time': 1670744848, 'resto': 18681257}, {'no': 18683131, 'now': '12/11/22(Sun)02:55:37', 'name': 'Anonymous', 'com': '<a href=""#p18683101"" class=""quotelink"">&gt;&gt;18683101</a><br><span class=""quote"">&gt;OP: besides eggs what can I cook in the leftover bacon fat</span><br><span class=""quote"">&gt;fat, sweaty mongoloid: hurr durr eggs</span>', 'time': 1670745337, 'resto': 18681257}, {'no': 18683136, 'now': '12/11/22(Sun)02:58:23', 'name': 'Anonymous', 'com': '<a href=""#p18683131"" class=""quotelink"">&gt;&gt;18683131</a><br>The joke is that the place is called &quot;Sneed&#039;s Feed &amp; Seed&quot; which is clever in itself and quite funny to those with a mature sense of humour but what&#039;s really just hilarious about it is that if you look closely at the front of this store, Sneed&#039;s Feed &amp; Seed, you can see a line that reads &quot;Formerly Chuck&#039;s&quot;.', 'time': 1670745503, 'resto': 18681257}, {'no': 18683252, 'now': '12/11/22(Sun)03:43:40', 'name': 'Anonymous', 'com': 'Throw this in after the bacon cook till crispy', 'filename': 'scrapple1', 'ext': '.jpg', 'w': 2832, 'h': 2128, 'tn_w': 125, 'tn_h': 93, 'tim': 1670748220575048, 'time': 1670748220, 'md5': 'ldFUR9gOFYV+O837q3q0hQ==', 'fsize': 1291207, 'resto': 18681257}]",1670748220,,
85,18683251,12/11/22(Sun)03:43:02,Anonymous,"What are CO’s chili recipes?<br>I rehydrated a variety of chili peppers overnight then fire roasted them with a bunch of heirloom tomatoes and blended it all up for a base (pic related). Tomorrow morning going to put it all in a slow cooker with san marzano tomatoes, tomato paste, kidney beans, chopped green chilis, garlic, chopped carrots, chopped onions, chocolate, cumin, paprika, salt, black pepper, and cinnamon. Then I’ll sear/ caramelize beef stew chunks and ground beef and throw it into the crockpot. <br>While it’s going, shredding Vermont sharp white cheddar, cutting up green i onions, and making cornbread.",D376CE56-12CC-4106-A7AC-21A08CCA91B6,.jpg,4032,3024,250,187,1670748182188292,1670748182,3tVBwJPtk4ciyX3zmvHq8A==,3572732,0,0,0,what-are-cos-chili-recipes,5,4,,,"[{'no': 18683253, 'now': '12/11/22(Sun)03:43:49', 'name': 'Anonymous', 'com': '<a href=""#p18683251"" class=""quotelink"">&gt;&gt;18683251</a>', 'filename': '497E2171-33DF-4839-906D-C98836A69D4D', 'ext': '.jpg', 'w': 960, 'h': 1280, 'tn_w': 93, 'tn_h': 125, 'tim': 1670748229078674, 'time': 1670748229, 'md5': 'U+80X2mLM0JPXBtJciwvaQ==', 'fsize': 477482, 'resto': 18683251}, {'no': 18683256, 'now': '12/11/22(Sun)03:45:19', 'name': 'Anonymous', 'com': '<a href=""#p18683253"" class=""quotelink"">&gt;&gt;18683253</a><br>About triple the tomatoes than pictured were actually grilled', 'filename': 'C543C971-3881-44F3-AF7D-32A8821F6F7C', 'ext': '.jpg', 'w': 960, 'h': 1280, 'tn_w': 93, 'tn_h': 125, 'tim': 1670748319438874, 'time': 1670748319, 'md5': 'ku+ub9nbAmoQ9/D88GphKQ==', 'fsize': 441567, 'resto': 18683251}, {'no': 18683263, 'now': '12/11/22(Sun)03:48:35', 'name': 'Anonymous', 'com': '<a href=""#p18683256"" class=""quotelink"">&gt;&gt;18683256</a><br>The chili/ tomato base blend.', 'filename': 'DDF0175B-3F09-40C3-8793-57150247F3F4', 'ext': '.jpg', 'w': 4032, 'h': 3024, 'tn_w': 125, 'tn_h': 93, 'tim': 1670748515061236, 'time': 1670748515, 'md5': 'P1jxKXhLGkvBtbayXldhFQ==', 'fsize': 3996449, 'resto': 18683251}, {'no': 18683270, 'now': '12/11/22(Sun)03:51:55', 'name': 'Anonymous', 'com': '<a href=""#p18683263"" class=""quotelink"">&gt;&gt;18683263</a><br>Two containers of chili base and a container of the water from rehydrating the chilis (not bitter) in case it’s too thick while cooking.', 'filename': '567C0357-4D30-4FA5-9D4A-AE2704845C3C', 'ext': '.jpg', 'w': 4032, 'h': 3024, 'tn_w': 125, 'tn_h': 93, 'tim': 1670748715750547, 'time': 1670748715, 'md5': '/XuHIhQwpvYmZMjyOWJGEA==', 'fsize': 2801054, 'resto': 18683251}, {'no': 18683275, 'now': '12/11/22(Sun)03:52:57', 'name': 'Anonymous', 'com': '<a href=""#p18683251"" class=""quotelink"">&gt;&gt;18683251</a><br>*ck’s<br><a href=""#p18683270"" class=""quotelink"">&gt;&gt;18683270</a><br>Idk why these are rotated wrong', 'time': 1670748777, 'resto': 18683251}]",1670748777,,
86,18669789,12/07/22(Wed)18:10:18,Anonymous,"Has anyone else noticed Reese&#039;s tastes like absolute DOGSHIT lately?<br>I say this as a lifelong fanatic of the brand. I loved Reese&#039;s Peanut Butter cups, I loved Reese&#039;s Pieces and I&#039;m still sentimental about the first time I saw a commercial as a child and saw that it looked just like M&amp;M&#039;s except it tastes GOOD. I was blown away in my youth.<br>I&#039;ve loved Reese&#039;s as recently as last year, but recently, I&#039;ve been having Reese&#039;s and it tastes like the fucking MILK in their MILK-CHOCOLATE is fucking spoiled.<br>Peanut butter cup packs of 2. Nasty. So fucking bad I have to puke.<br>Reese&#039;s Pieces. Nasty, but since they&#039;re smaller, they can be more manageable.<br>A good friend knows what a Reese&#039;s lover I am, and got me a Reese&#039;s Advent Calendar. After a week, I&#039;ve given up on any of this, and thrown it in the fucking trash in disgust.<br>What the actual FUCK?!<br>Does anyone have an answer for this? Is it Reese&#039;s fault? or maybe COVID fucking all the industries up and now when Reese&#039;s products are being shipped in trucks to their destination, they&#039;re not being refrigerated properly, and are allowed to spoil in transit?<br>A few years ago, I noticed some of the milk jugs I got from Aldi were spoiled on arrival. Maybe this is something similar?<br>Please share anything you might know about this.",1644188794433,.jpg,1250,1043,250,208,1670454618564910,1670454618,Q2NFArln3GRR6OaqDgvEew==,797304,0,0,0,reeses-is-slippin,69,7,64.0,6.0,"[{'no': 18683013, 'now': '12/11/22(Sun)02:17:01', 'name': 'Anonymous', 'com': '<a href=""#p18669789"" class=""quotelink"">&gt;&gt;18669789</a><br>I&#039;m Australian. Some places import american candy, so I&#039;ve tried Reeses (at least 5 years ago). They were godawful. Barely tasted of chocolate, gritty, earthy peanut taste, both overpowered by a really thick, heavy oil taste. What to fuck is wrong with american candy.<br><br>I mean the answer is obvious. The company wants more money, so they cut costs and cheap out. Higher price, smaller portions, cheaper ingredients. The same thing is happening to candy over here, a Mars bar is half the size it was 20 years ago.<br><br>For Reeses, I&#039;d say that they&#039;re like 50% cheap vegetable oil filler, based on the taste.', 'time': 1670743021, 'resto': 18669789}, {'no': 18683197, 'now': '12/11/22(Sun)03:19:04', 'name': 'Anonymous', 'com': '<a href=""#p18669789"" class=""quotelink"">&gt;&gt;18669789</a><br>Come home, white man.', 'filename': 'trader joe’s dark chocolate peanut-butter cups', 'ext': '.jpg', 'w': 2448, 'h': 3264, 'tn_w': 93, 'tn_h': 125, 'tim': 1670746744275116, 'time': 1670746744, 'md5': 'cxalaIWWquH5LC+DWsb4ig==', 'fsize': 296115, 'resto': 18669789}, {'no': 18683204, 'now': '12/11/22(Sun)03:22:14', 'name': 'Anonymous', 'com': 'I loved reesee<br>They are the only brand constantly culling people with bad genetic and get away with it', 'time': 1670746934, 'resto': 18669789}, {'no': 18683244, 'now': '12/11/22(Sun)03:39:56', 'name': 'Anonymous', 'com': 'I just picked some fresh reeses up from walmart and I can confirm the chocolate is relatively flavorless and waxy<br><br>They aren&#039;t nearly as good as I remember them being', 'time': 1670747996, 'resto': 18669789}, {'no': 18683246, 'now': '12/11/22(Sun)03:41:03', 'name': 'Anonymous', 'com': '≠', 'time': 1670748063, 'resto': 18669789}]",1670748063,Reese&#039;s is slippin&#039;,
87,18682903,12/11/22(Sun)01:31:18,Anonymous,"<span class=""quote"">&gt;hey, lets start a line of Mac and Cheese and make one product we call &quot;Hot Mac and Cheese&quot; but instead of adding hot cheese powder we&#039;ll just add some spicy flavor powder mix so they end up with a watery mess of noodles and red shit!&quot;</span>",cheetoeshotmac,.jpg,292,500,146,250,1670740278655896,1670740278,t1zucMWPQYYcdZD5pL850Q==,44964,0,0,0,hey-lets-start-a-line-of-mac-and-cheese-and-make,4,0,,,"[{'no': 18682971, 'now': '12/11/22(Sun)02:01:46', 'name': 'Anonymous', 'com': '<a href=""#p18682903"" class=""quotelink"">&gt;&gt;18682903</a><br>They charge more than Kraft so it must be good', 'time': 1670742106, 'resto': 18682903}, {'no': 18683026, 'now': '12/11/22(Sun)02:20:55', 'name': 'Anonymous', 'com': 'It sounds like you&#039;re looking for the jalapeno one. That one&#039;s akshully good. The Flamin&#039; Hot one tastes like poopshits.', 'time': 1670743255, 'resto': 18682903}, {'no': 18683212, 'now': '12/11/22(Sun)03:26:12', 'name': 'Anonymous', 'com': '<a href=""#p18682971"" class=""quotelink"">&gt;&gt;18682971</a><br>The regular Cheetos Cheese one is arguably better than Kraft. It only wins if you have a craving for cheese Cheetos. In most situations it&#039;s a coin toss if I&#039;d prefer one or the other.<br><br>That being said, I have only had them a few times, I almost always make my own macaroni and cheese.', 'time': 1670747172, 'resto': 18682903}, {'no': 18683238, 'now': '12/11/22(Sun)03:38:15', 'name': 'Anonymous', 'com': 'Sounds like prison chi chi', 'time': 1670747895, 'resto': 18682903}]",1670747895,,
88,18682768,12/11/22(Sun)00:34:50,Anonymous,"I made the upgrade from instant ramen to Chunky Soups. The only problem is this shit tends to cause the bowl to violently tremor while it nukes. Anyway, what&#039;s your soup of choice?",chun,.jpg,905,1500,150,250,1670736890766497,1670736890,LXYpdfPv3QEw+TJz7eUx5Q==,171397,0,0,0,i-made-the-upgrade-from-instant-ramen-to-chunky,17,8,12.0,7.0,"[{'no': 18682887, 'now': '12/11/22(Sun)01:26:03', 'name': 'Anonymous', 'com': '<a href=""#p18682768"" class=""quotelink"">&gt;&gt;18682768</a><br>Americans can&#039;t eat anything that doesn&#039;t come from ramen or a can.<br>Even then they have &quot;bowel issues&quot;.<br>What a load of failure that lot is.', 'time': 1670739963, 'resto': 18682768}, {'no': 18682906, 'now': '12/11/22(Sun)01:32:19', 'name': 'Anonymous', 'com': '<a href=""#p18682885"" class=""quotelink"">&gt;&gt;18682885</a><br>hell yes bro. <br>Nothing causes me to fart harder than 15 beans with ham and bread.<br><br>Except maybe Bear Creek chili mix.<br>Your house will smell like your intestinal tract for the next 3 days', 'filename': 'darn good chili', 'ext': '.jpg', 'w': 2400, 'h': 2400, 'tn_w': 125, 'tn_h': 125, 'tim': 1670740339644208, 'time': 1670740339, 'md5': '60Qlb1w1uxFstvlqkgSC/w==', 'fsize': 471210, 'resto': 18682768}, {'no': 18682907, 'now': '12/11/22(Sun)01:32:25', 'name': 'Anonymous', 'com': '<a href=""#p18682885"" class=""quotelink"">&gt;&gt;18682885</a><br><span class=""quote"">&gt;godly farts</span><br>kek, It is 15 bean soup! looks good though, will try <br>I trust the brand', 'time': 1670740345, 'resto': 18682768}, {'no': 18683147, 'now': '12/11/22(Sun)03:04:05', 'name': 'Anonymous', 'com': '<a href=""#p18682768"" class=""quotelink"">&gt;&gt;18682768</a><br><span class=""quote"">&gt;microwaving soup at full power</span><br>After a few too many explosions and vain attempts at containing said explosions I lowered the power setting to 50% and waited twice as long. Worth it', 'time': 1670745845, 'resto': 18682768}, {'no': 18683223, 'now': '12/11/22(Sun)03:31:36', 'name': 'Anonymous', 'com': '<a href=""#p18682873"" class=""quotelink"">&gt;&gt;18682873</a><br><a href=""#p18682885"" class=""quotelink"">&gt;&gt;18682885</a><br>Huh. There&#039;s bean soup packets? Kinda interesting.', 'time': 1670747496, 'resto': 18682768}]",1670747496,,
89,18673894,12/08/22(Thu)18:33:38,Anonymous,Foods to make when smoking pack? Edibles recipes?<br>Weed cooking thread<br>/ck/ fw loud zaza? don’t tell me you smoke mids,10ABD016-4B69-48D2-8490-55695A8E1B5F,.jpg,640,640,250,250,1670542418386989,1670542418,7MpjhDq3xjPH76tI1OYpOA==,94594,0,0,0,zaza-general,199,28,194.0,27.0,"[{'no': 18682732, 'now': '12/11/22(Sun)00:22:29', 'name': 'Anonymous', 'com': '<a href=""#p18681322"" class=""quotelink"">&gt;&gt;18681322</a><br><span class=""quote"">&gt;lower THC</span><br>lol visible crystalized resin doesn&#039;t even equate to higher potency as the resin itself varies wildly in THC molecules. It&#039;s like judging the alcohol percentage by the color or volume of the booze.', 'time': 1670736149, 'resto': 18673894}, {'no': 18682736, 'now': '12/11/22(Sun)00:23:31', 'name': 'Anonymous', 'com': '<a href=""#p18682732"" class=""quotelink"">&gt;&gt;18682732</a><br>leave kids alone', 'time': 1670736211, 'resto': 18673894}, {'no': 18682834, 'now': '12/11/22(Sun)01:04:01', 'name': 'Anonymous', 'com': '<a href=""#p18681538"" class=""quotelink"">&gt;&gt;18681538</a><br>I think the anatomical term is wenis', 'time': 1670738641, 'resto': 18673894}, {'no': 18682836, 'now': '12/11/22(Sun)01:05:37', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;197 posts</span><br><span class=""quote"">&gt;67 posters</span>', 'filename': 'FCotFscWUAgQF4r[2]', 'ext': '.jpg', 'w': 1000, 'h': 982, 'tn_w': 125, 'tn_h': 122, 'tim': 1670738737466293, 'time': 1670738737, 'md5': 'SRWK8bOvpdTwVEVYYK6mHA==', 'fsize': 73678, 'resto': 18673894}, {'no': 18683185, 'now': '12/11/22(Sun)03:15:45', 'name': 'Anonymous', 'com': 'nigga brought the midpack to the function ong fucking new nigga will never be an aryan trapstar until he sips the forbidden wock. you new is fuck on Odin&#039;s neo-bussy go get BLACKED my nigga never run up on a sauced up saxon like me.', 'time': 1670746545, 'resto': 18673894}]",1670746545,/zaza general/,
90,18681807,12/10/22(Sat)20:06:50,Anonymous,Why don’t they make clairs with a cheddar cheese filling?,8ECD3D2D-7BE7-4E8C-9FFA-4F72786A6429,.jpg,725,725,250,250,1670720810733959,1670720810,edqJaUDm5ubTbOcUu4AFKA==,41425,0,0,0,why-dont-they-make-clairs-with-a-cheddar-cheese,16,1,11.0,1.0,"[{'no': 18682610, 'now': '12/10/22(Sat)23:40:13', 'name': 'Anonymous', 'com': '<a href=""#p18682529"" class=""quotelink"">&gt;&gt;18682529</a><br>Such a terrible tragedy, that fateful night.', 'time': 1670733613, 'resto': 18681807}, {'no': 18683154, 'now': '12/11/22(Sun)03:06:22', 'name': 'Anonymous', 'com': '<a href=""#p18681807"" class=""quotelink"">&gt;&gt;18681807</a><br>Why do Americans always ruin anything they set their eyes on?<br>Just like pizza, sushi, hamburgers and the rest of the stuff they stole from other cultures.', 'time': 1670745982, 'resto': 18681807}, {'no': 18683158, 'now': '12/11/22(Sun)03:07:55', 'name': 'Anonymous', 'com': '<a href=""#p18681825"" class=""quotelink"">&gt;&gt;18681825</a><br><span class=""quote"">&gt; Twinkies</span><br><span class=""quote"">&gt; Cheddar Cheese</span><br><br>Do you even know what day it is?', 'time': 1670746075, 'resto': 18681807}, {'no': 18683161, 'now': '12/11/22(Sun)03:08:24', 'name': 'Anonymous', 'com': '<a href=""#p18681807"" class=""quotelink"">&gt;&gt;18681807</a><br>am I a fag if i enjoy eclairs 99% because of how you eat them', 'time': 1670746104, 'resto': 18681807}, {'no': 18683184, 'now': '12/11/22(Sun)03:15:35', 'name': 'Anonymous', 'com': 'https://cookpad.com/id/resep/165361<wbr>80-eclair-with-vla-keju<br>Cheddar and chocolate are pretty common combo in Indomuhnesia, bruv.<br>Google &#039;pisang goreng coklat dan keju&#039; IE deepfried bananas with chocolate and cheese. Super fuckin&#039; Indonesian.', 'time': 1670746535, 'resto': 18681807}]",1670746535,,
91,18667982,12/07/22(Wed)08:35:06,Anonymous,&quot;Smashed&quot; is the superior burger patty and I&#039;m tired of pretending it&#039;s not. Why do people make those giant hockey puck patties?,images (28),.jpg,647,474,250,183,1670420106879395,1670420106,n2vAAQNAQzQiourEb4v+nQ==,49029,0,0,0,smashed-is-the-superior-burger-patty-and-im-tired,203,26,198.0,24.0,"[{'no': 18683105, 'now': '12/11/22(Sun)02:47:49', 'name': 'Anonymous', 'com': '<a href=""#p18668412"" class=""quotelink"">&gt;&gt;18668412</a><br>retarded underage b8 do better', 'time': 1670744869, 'resto': 18667982}, {'no': 18683115, 'now': '12/11/22(Sun)02:50:29', 'name': 'Anonymous', 'com': '<a href=""#p18668315"" class=""quotelink"">&gt;&gt;18668315</a><br>How do you get &#039;quality&#039; beef, it&#039;s all made by the same 4 companies.', 'time': 1670745029, 'resto': 18667982}, {'no': 18683128, 'now': '12/11/22(Sun)02:54:18', 'name': 'Anonymous', 'com': '&quot;Sneeded&quot; is the superior burger patty and I&#039;m tired of pretending it&#039;s not. Why do people make those giant chuck patties?', 'filename': 'file', 'ext': '.png', 'w': 300, 'h': 179, 'tn_w': 125, 'tn_h': 74, 'tim': 1670745258043833, 'time': 1670745258, 'md5': '0TKPhOxMSWRKyMnlkqnarA==', 'fsize': 117272, 'resto': 18667982}, {'no': 18683159, 'now': '12/11/22(Sun)03:08:03', 'name': 'Anonymous', 'com': '<a href=""#p18681046"" class=""quotelink"">&gt;&gt;18681046</a><br>If you amerifats love raw minced meat so much why even bother pretending to cook it like this?', 'time': 1670746083, 'resto': 18667982}, {'no': 18683177, 'now': '12/11/22(Sun)03:13:23', 'name': 'Anonymous', 'com': '<a href=""#p18668800"" class=""quotelink"">&gt;&gt;18668800</a><br>This. Texture is a thing. Trip dubs checked.', 'filename': '49DF7057-8266-4B63-AD14-4F4175EF9182', 'ext': '.jpg', 'w': 2592, 'h': 1936, 'tn_w': 125, 'tn_h': 93, 'tim': 1670746403562440, 'time': 1670746403, 'md5': 'kN2c7PI8FcrhoUIJCsT4Kw==', 'fsize': 1136463, 'resto': 18667982}]",1670746403,,
92,18680759,12/10/22(Sat)15:06:20,Anonymous,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), PALM OIL, SALT, CONTAINS LESS THAN 2% OF AUTOLYZED YEAST EXTRACT, CITRIC ACID, DISODIUM GUANYLATE, DISODIUM INOSINATE, DISODIUM SUCCINATE, DRIED LEEK FLAKE, EGG WHITE, GARLIC POWDER, HYDROLYZED CORN PROTEIN, HYDROLYZED SOY PROTEIN, LACTOSE, MALTODEXTRIN, NATURAL AND ARTIFICIAL FLAVOR, ONION POWDER, POTASSIUM CARBONATE, POTASSIUM CHLORIDE, POWDERED CHICKEN, RENDERED CHICKEN FAT, SILICON DIOXIDE, SODIUM ALGINATE, SODIUM CARBONATE, SODIUM TRIPOLYPHOSPHATE, SOYBEAN, SPICE AND COLOR, SUCCINIC ACID, SUGAR, TBHQ (PRESERVATIVE), WHEAT.<br><br>Is instant ramen bad for you?",21_NISSIN_ProductsPage_TR_Chicken_Pillow_Front_610x423,.png,610,423,250,173,1670702780382986,1670702780,Gm9YBsdDo4c30et2XsVmXw==,538722,0,0,0,enriched-flour-wheat-flour-niacin-reduced-iron,25,3,20.0,3.0,"[{'no': 18681736, 'now': '12/10/22(Sat)19:41:44', 'name': 'Anonymous', 'com': '<a href=""#p18681312"" class=""quotelink"">&gt;&gt;18681312</a><br>Sounds breddy good. I prefer straight poaching an egg in it with a soft yolk', 'time': 1670719304, 'resto': 18680759}, {'no': 18681781, 'now': '12/10/22(Sat)19:57:12', 'name': 'Anonymous', 'com': '<a href=""#p18681446"" class=""quotelink"">&gt;&gt;18681446</a><br>https://academic.oup.com/view-large<wbr>/63878208<br>https://academic.oup.com/jcem/artic<wbr>le/92/1/196/2598434?login=false', 'time': 1670720232, 'resto': 18680759}, {'no': 18682884, 'now': '12/11/22(Sun)01:25:09', 'name': 'Anonymous', 'com': '<a href=""#p18680759"" class=""quotelink"">&gt;&gt;18680759</a><br>All a growing boy needs. <br><br>Yes they’re probably barely healthy no veggies low protein lots of sodium plenty of carbs<br><br>Don’t overthink it though eating These a couple times a week won’t hurt you just know they’re not nutrient dense make sure you get vegetables in other meals', 'time': 1670739909, 'resto': 18680759}, {'no': 18682892, 'now': '12/11/22(Sun)01:27:37', 'name': 'Anonymous', 'com': 'Meds', 'time': 1670740057, 'resto': 18680759}, {'no': 18683172, 'now': '12/11/22(Sun)03:12:25', 'name': 'Anonymous', 'com': '<a href=""#p18680759"" class=""quotelink"">&gt;&gt;18680759</a><br>Best chicken soup ever, drop in a couple eggs<br>shit is awesome and way cheaper and better than any canned crud', 'time': 1670746345, 'resto': 18680759}]",1670746345,,
93,18682078,12/10/22(Sat)21:10:04,Anonymous,"you DO eat the broccoli that comes with the chinese food, right?<br>be honest",05F55126-DB36-4625-810E-A71C30FBEDB0,.jpg,4032,3024,250,187,1670724604156908,1670724604,1JCdFYiLTpusDFAEHs+wng==,2346416,0,0,0,you-do-eat-the-broccoli-that-comes-with-the,19,2,14.0,2.0,"[{'no': 18682799, 'now': '12/11/22(Sun)00:50:35', 'name': 'Anonymous', 'com': '<a href=""#p18682078"" class=""quotelink"">&gt;&gt;18682078</a><br>Beef with Broccoli is one of my go to dishes.', 'time': 1670737835, 'resto': 18682078}, {'no': 18682809, 'now': '12/11/22(Sun)00:54:33', 'name': 'Anonymous', 'com': '<a href=""#p18682078"" class=""quotelink"">&gt;&gt;18682078</a><br>What are those little worms', 'time': 1670738073, 'resto': 18682078}, {'no': 18682814, 'now': '12/11/22(Sun)00:56:45', 'name': 'Anonymous', 'com': '<a href=""#p18682809"" class=""quotelink"">&gt;&gt;18682809</a><br>Parasites in your eyes that make you mentally ill', 'time': 1670738205, 'resto': 18682078}, {'no': 18683112, 'now': '12/11/22(Sun)02:49:23', 'name': 'Anonymous', 'com': '<a href=""#p18682078"" class=""quotelink"">&gt;&gt;18682078</a><br>Influencer avoids vegetables compilation<br>https://www.youtube.com/watch?v=AYF<wbr>OR4in_nE&amp;ab_channel=meow', 'time': 1670744963, 'resto': 18682078}, {'no': 18683149, 'now': '12/11/22(Sun)03:05:15', 'name': 'Anonymous', 'com': '<a href=""#p18682078"" class=""quotelink"">&gt;&gt;18682078</a><br>I love broccoli but chink broccoli is either over or undercooked unless it&#039;s from a really good restaurant.', 'time': 1670745915, 'resto': 18682078}]",1670745915,,
94,18681561,12/10/22(Sat)18:52:11,Anonymous,What are you drinking this fine fall day lads?,20221210_154927,.jpg,4032,1816,250,112,1670716331995973,1670716331,1vvCOztqJerNXRx4LbSRew==,1683528,0,0,0,what-are-you-drinking-this-fine-fall-day-lads,36,15,31.0,13.0,"[{'no': 18682711, 'now': '12/11/22(Sun)00:13:55', 'name': 'Anonymous', 'com': '<a href=""#p18682537"" class=""quotelink"">&gt;&gt;18682537</a><br>Why is it grey?', 'filename': '1625963589750', 'ext': '.jpg', 'w': 640, 'h': 600, 'tn_w': 125, 'tn_h': 117, 'tim': 1670735635341907, 'time': 1670735635, 'md5': 'BXppDsJ8j1Mx2nthwH4lPw==', 'fsize': 73951, 'resto': 18681561}, {'no': 18682718, 'now': '12/11/22(Sun)00:15:50', 'name': 'Anonymous', 'com': '<a href=""#p18682711"" class=""quotelink"">&gt;&gt;18682711</a><br>its purple not grey, and thats from the creme de violette', 'time': 1670735750, 'resto': 18681561}, {'no': 18682819, 'now': '12/11/22(Sun)00:59:55', 'name': 'Anonymous', 'com': '<a href=""#p18681563"" class=""quotelink"">&gt;&gt;18681563</a><br>Not Winter until December 21st, fag.', 'time': 1670738395, 'resto': 18681561}, {'no': 18682829, 'now': '12/11/22(Sun)01:02:56', 'name': 'Anonymous', 'com': '<a href=""#p18682819"" class=""quotelink"">&gt;&gt;18682819</a><br>metrological seasons are different from astronomical seasons', 'time': 1670738576, 'resto': 18681561}, {'no': 18683145, 'now': '12/11/22(Sun)03:03:04', 'name': 'Anonymous', 'filename': '0C5CBC1D-2097-4610-885E-55C837D89CFE', 'ext': '.jpg', 'w': 827, 'h': 783, 'tn_w': 125, 'tn_h': 118, 'tim': 1670745784324526, 'time': 1670745784, 'md5': 'BFm0WH6rZvD1K1I/sr3ICA==', 'fsize': 114212, 'resto': 18681561}]",1670745784,,
