,no,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,custom_spoiler,replies,images,last_replies,last_modified,omitted_posts,omitted_images,spoiler,trip
84,134460324,12/09/22(Fri)20:07:42,Anonymous,,Regular Show&#039;s best Christmas episode.,White elephant gift exchange,.png,842,473,250,140,1670634462985195,1670634462,ywEUxZbtb2x6qFQv0Gtj1g==,412494,0,0,0,regular-shows-best-christmas-episode,5,2,0,"[{'no': 134460422, 'now': '12/09/22(Fri)20:16:19', 'name': 'Anonymous', 'com': 'I remember this ending caught me off-guard and left me in tears. Haven&#039;t seen it in a while though.', 'time': 1670634979, 'resto': 134460324}, {'no': 134460432, 'now': '12/09/22(Fri)20:16:59', 'name': 'Anonymous', 'com': '<a href=""#p134460324"" class=""quotelink"">&gt;&gt;134460324</a><br>Probably my favorite joke from any Christmas special.', 'time': 1670635019, 'resto': 134460324}]",1670635019,,,,
85,134457561,12/09/22(Fri)16:21:39,Anonymous,,"Is there a reason why cartoon reviewers are so easy to anger, are so nitpicky, and have things go over their head, other than autism?",ben t,.jpg,480,360,250,187,1670620899400387,1670620899,NXXYn14dAaF+ruTPl9SMfg==,11099,0,0,0,is-there-a-reason-why-cartoon-reviewers-are-so,5,20,1,"[{'no': 134459919, 'now': '12/09/22(Fri)19:31:24', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;134459287</span><br>$10 says he under 6&quot; irl', 'time': 1670632284, 'resto': 134457561}, {'no': 134460141, 'now': '12/09/22(Fri)19:50:07', 'name': 'Anonymous', 'com': '<a href=""#p134457561"" class=""quotelink"">&gt;&gt;134457561</a><br>Because negativity sells, and these idiots are incredibly autistic. Just remember Turning Red and 9/11.', 'time': 1670633407, 'resto': 134457561}, {'no': 134460282, 'now': '12/09/22(Fri)20:03:40', 'name': 'Anonymous', 'com': '<a href=""#p134457561"" class=""quotelink"">&gt;&gt;134457561</a><br>your literacy will never develop if you consume and discuss nothing but media aimed at children. Cartoon reviewers can pretend they are smart by taking these shows super seriously but they will probably never engage with anything that makes them really stop and think.', 'time': 1670634220, 'resto': 134457561}, {'no': 134460376, 'now': '12/09/22(Fri)20:11:53', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;134459287</span><br>lmao what the fuck', 'time': 1670634713, 'resto': 134457561}, {'no': 134460415, 'now': '12/09/22(Fri)20:15:48', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;134459287</span><br>Thanks, anon. I hate it. Jesus Christ, how does an e-celeb get worse and worse as time goes on this much?', 'filename': 'a8efd97c11a141a439036ae6e0803b15531b6309_hq', 'ext': '.gif', 'w': 636, 'h': 471, 'tn_w': 125, 'tn_h': 92, 'tim': 1670634948542170, 'time': 1670634948, 'md5': 'ejJwP0TgCwP1diDYpgvHvQ==', 'fsize': 2699767, 'resto': 134457561}]",1670636548,15.0,0.0,,
86,134458959,12/09/22(Fri)18:13:06,Anonymous,,"<span class=""quote"">&gt;december 9, 2022</span><br><span class=""quote"">&gt;I am forgotten</span>",1568001274850,.png,900,700,250,194,1670627586382488,1670627586,Ejz+F4/OvNNxLs0kPMJkpQ==,180113,0,0,0,december-9-2022,5,11,3,"[{'no': 134460297, 'now': '12/09/22(Fri)20:05:01', 'name': 'Anonymous', 'com': 'OFFICIAL THREAD THEME:<br><span class=""quote"">&gt;https://youtu.be/WchseC9aKTU</span>', 'time': 1670634301, 'resto': 134458959}, {'no': 134460298, 'now': '12/09/22(Fri)20:05:01', 'name': 'Anonymous', 'com': '<a href=""#p134460276"" class=""quotelink"">&gt;&gt;134460276</a><br>bump', 'time': 1670634301, 'resto': 134458959}, {'no': 134460323, 'now': '12/09/22(Fri)20:07:40', 'name': 'Anonymous', 'com': '<a href=""#p134458959"" class=""quotelink"">&gt;&gt;134458959</a><br>Join the club.', 'filename': 'Colletteb_color', 'ext': '.png', 'w': 1247, 'h': 1823, 'tn_w': 85, 'tn_h': 125, 'tim': 1670634460017630, 'time': 1670634460, 'md5': 'Nw+lfPPrGqePAhndgKCpdA==', 'fsize': 110086, 'resto': 134458959}, {'no': 134460349, 'now': '12/09/22(Fri)20:09:40', 'name': 'Anonymous', 'com': 'Who are you, Spinel&#039;s Irish cousin?', 'filename': '7b9ec589bf14a21995b1a5af9b01c30b', 'ext': '.jpg', 'w': 736, 'h': 413, 'tn_w': 125, 'tn_h': 70, 'tim': 1670634580320589, 'time': 1670634580, 'md5': '+zCFlVbC6D6jg6hzOQf5Lw==', 'fsize': 23432, 'resto': 134458959}, {'no': 134460413, 'now': '12/09/22(Fri)20:15:43', 'name': 'Anonymous', 'com': '4chan girl!', 'time': 1670634943, 'resto': 134458959}]",1670634943,6.0,1.0,,
87,134431061,12/07/22(Wed)20:29:16,Anonymous,,Why were so many artists bullied out of expressing themselves?,ColdSteel,.jpg,680,671,250,246,1670462956731372,1670462956,X4zzC+LjNjs63+IjlmnQVQ==,81291,0,0,0,why-were-so-many-artists-bullied-out-of,5,248,38,"[{'no': 134458756, 'now': '12/09/22(Fri)17:57:27', 'name': 'Anonymous', 'com': '<a href=""#p134458700"" class=""quotelink"">&gt;&gt;134458700</a><br>You mean like how Sega already did with Shadow? And he became the most popular character in the series?', 'time': 1670626647, 'resto': 134431061}, {'no': 134458810, 'now': '12/09/22(Fri)18:01:25', 'name': 'Anonymous', 'com': '<a href=""#p134458756"" class=""quotelink"">&gt;&gt;134458756</a><br>The general consensus with Shadow is that he was at his best in SA2, where he&#039;s more of a Mewtwo-style tragic villain than a bazooka-toting edgelord. <br><br>Shadow&#039;s own game is basically considered a ridiculous parody of itself.', 'time': 1670626885, 'resto': 134431061}, {'no': 134458829, 'now': '12/09/22(Fri)18:03:14', 'name': 'Anonymous', 'com': '<a href=""#p134431061"" class=""quotelink"">&gt;&gt;134431061</a><br>The people who can be bullied from art didn&#039;t deserve to be artists anyway. If people harass you over what you love to make then keep it private, but giving it up meant it was never really that important. to you.<br><br>Which is why I never respect anyone bitching about &quot;crabs&quot;.', 'time': 1670626994, 'resto': 134431061}, {'no': 134459242, 'now': '12/09/22(Fri)18:33:29', 'name': 'Anonymous', 'com': '<a href=""#p134458829"" class=""quotelink"">&gt;&gt;134458829</a><br>It&#039;s about attitude, man.<br>People sometimes need a hype man. <br>Someone to instill that &quot;So? What?&quot; attitude in them while slapping them across the face with constructive criticism.', 'filename': '1353096136390', 'ext': '.gif', 'w': 600, 'h': 338, 'tn_w': 125, 'tn_h': 70, 'tim': 1670628809869748, 'time': 1670628809, 'md5': 'CCZOQk2u9Fi04B68CQQIVg==', 'fsize': 503845, 'resto': 134431061}, {'no': 134460409, 'now': '12/09/22(Fri)20:15:26', 'name': 'Anonymous', 'com': '<a href=""#p134459242"" class=""quotelink"">&gt;&gt;134459242</a>', 'filename': 'Bing Chilling', 'ext': '.jpg', 'w': 1200, 'h': 608, 'tn_w': 125, 'tn_h': 63, 'tim': 1670634926667136, 'time': 1670634926, 'md5': '8En8L+jjRmUN8WisyemnlQ==', 'fsize': 124316, 'resto': 134431061}]",1670634926,243.0,36.0,,
88,134458334,12/09/22(Fri)17:21:51,Anonymous,Crossover relationships,,Pokerotica-020,.jpg,945,1300,181,250,1670624511839512,1670624511,B0Wp72+1OGllLi8wuPZ7Vg==,303222,0,0,0,crossover-relationships,5,14,13,"[{'no': 134459338, 'now': '12/09/22(Fri)18:42:33', 'name': 'Anonymous', 'com': '<a href=""#p134458334"" class=""quotelink"">&gt;&gt;134458334</a>', 'filename': 'Latino love', 'ext': '.png', 'w': 2122, 'h': 1794, 'tn_w': 125, 'tn_h': 105, 'tim': 1670629353325657, 'time': 1670629353, 'md5': 'xsfl/yPwUEwM2FAII8MrRw==', 'fsize': 1300118, 'resto': 134458334}, {'no': 134459801, 'now': '12/09/22(Fri)19:21:04', 'name': 'Anonymous', 'com': '<a href=""#p134458334"" class=""quotelink"">&gt;&gt;134458334</a>', 'filename': '1611780294176', 'ext': '.png', 'w': 900, 'h': 1111, 'tn_w': 101, 'tn_h': 125, 'tim': 1670631664451628, 'time': 1670631664, 'md5': 'fnxM+yuGuibLdJyTYw2XjQ==', 'fsize': 861794, 'resto': 134458334}, {'no': 134460031, 'now': '12/09/22(Fri)19:41:17', 'name': 'Anonymous', 'filename': 'SpiderSakura♥', 'ext': '.png', 'w': 2483, 'h': 3281, 'tn_w': 94, 'tn_h': 125, 'tim': 1670632877057541, 'time': 1670632877, 'md5': 'MNuoHpqKi5+AL1MniXHdIw==', 'fsize': 3203573, 'resto': 134458334}, {'no': 134460382, 'now': '12/09/22(Fri)20:12:43', 'name': 'Anonymous', 'com': '<a href=""#p134459338"" class=""quotelink"">&gt;&gt;134459338</a><br>My nigga', 'filename': 'Wholesome_20200529', 'ext': '.png', 'w': 1858, 'h': 2148, 'tn_w': 108, 'tn_h': 125, 'tim': 1670634763953134, 'time': 1670634763, 'md5': '5bWZlJxadCCuGgqrdMxjnQ==', 'fsize': 1715484, 'resto': 134458334}, {'no': 134460408, 'now': '12/09/22(Fri)20:15:11', 'name': 'Anonymous', 'com': '<a href=""#p134458334"" class=""quotelink"">&gt;&gt;134458334</a>', 'filename': 'Icebreaker - iceskating', 'ext': '.jpg', 'w': 1000, 'h': 727, 'tn_w': 125, 'tn_h': 90, 'tim': 1670634911123823, 'time': 1670634911, 'md5': 'cqy0Ty+lwOW7HhWLJ3+BsQ==', 'fsize': 603296, 'resto': 134458334}]",1670634911,9.0,8.0,,
89,134455557,12/09/22(Fri)13:59:10,Anonymous,,"I think a problem with the show is that they dress like cartoon versions of what people more in the late 1980&#039;s. This just makes them look woefully outdated and makes the contrast almost extraterrestrial when they&#039;re with people dressed modernly. Except for Homer, wearing a collared shirt and blue jeans is just what Americans are going to wear until we&#039;re on Star Trek levels of technology.<br><span class=""quote"">&gt;Marge needs to wear a chain necklace, jeans, and a button-up blouse</span><br>Basically, steal Lois&#039; look desu<br><span class=""quote"">&gt;Bart should wear blue jeans, kids don&#039;t really wear shorts anymore. His hair should also be an undercut.</span><br><span class=""quote"">&gt;Lisa should also go with jeans with a tee shirt, but they&#039;ll be tighter than Barts since women&#039;s clothes tend to be more form-fitting. Her hair should go down and be about shoulder length. Girls her age don&#039;t usually wear necklaces, so give her ear-studs instead</span><br><span class=""quote"">&gt;Maggie should just wear tiny clothes. We don&#039;t really make babies wear these large bag-like things anymore we just dress them up like little people, sometimes in a onesie </span><br>I honestly think that the Simpsons is such a small show at this point that it would barely matter, it&#039;ll make the news and some bozos will call it &quot;sovless&quot; for a month, but it&#039;ll blow over and until some massive shift in fashion come again they&#039;ll look pretty normal.",The-Simpsons-family-1,.jpg,2028,1868,250,230,1670612350081033,1670612350,N1yTY9++rI8ER0vIq3/Opg==,1498502,0,0,0,i-think-a-problem-with-the-show-is-that-they,5,16,3,"[{'no': 134459199, 'now': '12/09/22(Fri)18:30:51', 'name': 'Anonymous', 'com': '<a href=""#p134455557"" class=""quotelink"">&gt;&gt;134455557</a>', 'filename': 'pokemon-comfy-shorts-english', 'ext': '.png', 'w': 320, 'h': 578, 'tn_w': 69, 'tn_h': 125, 'tim': 1670628651151461, 'time': 1670628651, 'md5': 'zv9apg78AWG14ZxDbxCoeQ==', 'fsize': 1745, 'resto': 134455557}, {'no': 134459221, 'now': '12/09/22(Fri)18:32:13', 'name': 'Anonymous', 'com': '<a href=""#p134459080"" class=""quotelink"">&gt;&gt;134459080</a><br>He&#039;s right though. The Simpsons look outdated.', 'time': 1670628733, 'resto': 134455557}, {'no': 134459359, 'now': '12/09/22(Fri)18:45:10', 'name': 'Anonymous', 'com': '<a href=""#p134455557"" class=""quotelink"">&gt;&gt;134455557</a>', 'filename': 'ADULT animation', 'ext': '.png', 'w': 1132, 'h': 970, 'tn_w': 124, 'tn_h': 107, 'tim': 1670629510462753, 'time': 1670629510, 'md5': 'mFJSztyD6N4kyEZMkZh70A==', 'fsize': 1435455, 'resto': 134455557}, {'no': 134460371, 'now': '12/09/22(Fri)20:11:18', 'name': 'Anonymous', 'com': '<a href=""#p134455557"" class=""quotelink"">&gt;&gt;134455557</a><br><span class=""quote"">&gt;more</span><br>You misspelled &#039;wore&#039;.', 'time': 1670634678, 'resto': 134455557}, {'no': 134460396, 'now': '12/09/22(Fri)20:14:17', 'name': 'Anonymous', 'com': '<a href=""#p134455557"" class=""quotelink"">&gt;&gt;134455557</a><br>I think there&#039;s a lot more wrong than that.', 'time': 1670634857, 'resto': 134455557}]",1670634857,11.0,1.0,,
90,134398243,12/05/22(Mon)19:23:21,Anonymous,ITT: Kino autism,Post quality autism,1657180897746,.png,900,1466,153,250,1670286201492377,1670286201,m5DGOS6RYJnR4pTVf2Thiw==,2517030,0,0,0,itt-kino-autism,5,434,132,"[{'no': 134459985, 'now': '12/09/22(Fri)19:37:35', 'name': 'Anonymous', 'com': '<a href=""#p134459800"" class=""quotelink"">&gt;&gt;134459800</a><br>defending what', 'time': 1670632655, 'resto': 134398243}, {'no': 134460018, 'now': '12/09/22(Fri)19:40:07', 'name': 'Anonymous', 'com': '<a href=""#p134459912"" class=""quotelink"">&gt;&gt;134459912</a><br>If your desire is to catalogue autists&#039; real lives, you are a hyper king autist.<br>You can think DeviantArt weirdos, and the KiwiFarms people obsessed with hunting them, are both cringe.', 'time': 1670632807, 'resto': 134398243}, {'no': 134460293, 'now': '12/09/22(Fri)20:04:36', 'name': 'Anonymous', 'com': '<a href=""#p134460018"" class=""quotelink"">&gt;&gt;134460018</a><br>Oh I&#039;m not denying that, I&#039;m not on anyone&#039;s side. Most Kiwifarmers would have threads of their own if they didn&#039;t have airtight opsec', 'time': 1670634276, 'resto': 134398243}, {'no': 134460381, 'now': '12/09/22(Fri)20:12:41', 'name': 'Anonymous', 'com': '<a href=""#p134401499"" class=""quotelink"">&gt;&gt;134401499</a><br>Saul Goodman tier.', 'time': 1670634761, 'resto': 134398243}, {'no': 134460388, 'now': '12/09/22(Fri)20:13:30', 'name': 'Anonymous', 'com': '<a href=""#p134460293"" class=""quotelink"">&gt;&gt;134460293</a><br>Isn&#039;t the lesson here that all humans are weird and shitting on others for doing anything &quot;cringe&quot; is intrinsically hypocritical?', 'time': 1670634810, 'resto': 134398243}]",1670634810,429.0,132.0,,
91,134453222,12/09/22(Fri)10:48:06,Anonymous,,Has any piece of fiction managed to top the hopelessness and despair of this scene?,demonwood,.jpg,344,372,231,249,1670600886117947,1670600886,GzROSTvt5tBSqTi412NKug==,39515,0,0,0,has-any-piece-of-fiction-managed-to-top-the,5,71,9,"[{'no': 134459486, 'now': '12/09/22(Fri)18:56:12', 'name': 'Anonymous', 'com': '<a href=""#p134459466"" class=""quotelink"">&gt;&gt;134459466</a><br>Ok, my mind says they got tea and crumpets just to spite fags like you. There was no rape', 'time': 1670630172, 'resto': 134453222}, {'no': 134459557, 'now': '12/09/22(Fri)19:01:34', 'name': 'Anonymous', 'com': '<a href=""#p134459466"" class=""quotelink"">&gt;&gt;134459466</a><br><span class=""quote"">&gt;also josh s is based fuck the haters</span><br>t. Josh', 'time': 1670630494, 'resto': 134453222}, {'no': 134459636, 'now': '12/09/22(Fri)19:08:08', 'name': 'Anonymous', 'com': '<a href=""#p134459466"" class=""quotelink"">&gt;&gt;134459466</a><br>Nah, he pussy out from showing actual rape with minors. Not even Crossed does that, maybe is implied but never is graphical.', 'filename': '1665858241797475', 'ext': '.jpg', 'w': 540, 'h': 540, 'tn_w': 125, 'tn_h': 125, 'tim': 1670630888368750, 'time': 1670630888, 'md5': 'paoxj6QfFRfGPGKz+QErIQ==', 'fsize': 36436, 'resto': 134453222}, {'no': 134459788, 'now': '12/09/22(Fri)19:20:07', 'name': 'Anonymous', 'com': '<a href=""#p134459636"" class=""quotelink"">&gt;&gt;134459636</a><br><br>Crossed is published media and in a huge amount of places its illegal to publish art of children in sexual situations', 'time': 1670631607, 'resto': 134453222}, {'no': 134460358, 'now': '12/09/22(Fri)20:10:19', 'name': 'Anonymous', 'com': '<a href=""#p134459465"" class=""quotelink"">&gt;&gt;134459465</a><br>The unfunnies from Mark Millar, is your standar edgy shit but it has some cool ideas in it, i also like the use of &quot;live action&quot; in some parts.', 'time': 1670634619, 'resto': 134453222}]",1670634619,66.0,8.0,,
92,134385546,12/04/22(Sun)21:12:49,Anonymous,Public Domain Superheroes,Let&#039;s talk public domain superheroes. Who&#039;s the coolest?,public_domain_superheroes_by_hanzo_the_razor_deujfnx-pre,.jpg,1031,775,250,187,1670206369248362,1670206369,G5nREe0jbqqmBvdqvIhCXg==,187651,0,0,0,public-domain-superheroes,5,319,69,"[{'no': 134459330, 'now': '12/09/22(Fri)18:41:46', 'name': 'Anonymous', 'com': '<a href=""#p134385546"" class=""quotelink"">&gt;&gt;134385546</a><br>https://youtu.be/3gJXg_k5yVU<br>dont be a fag, let the dead rest.', 'time': 1670629306, 'resto': 134385546}, {'no': 134459397, 'now': '12/09/22(Fri)18:49:09', 'name': 'Anonymous', 'com': '<a href=""#p134459330"" class=""quotelink"">&gt;&gt;134459330</a><br>I&#039;ll do whatever the fuck I want.', 'time': 1670629749, 'resto': 134385546}, {'no': 134459493, 'now': '12/09/22(Fri)18:56:46', 'name': 'Anonymous', 'com': '<a href=""#p134419428"" class=""quotelink"">&gt;&gt;134419428</a><br>are we gonna do a /co/ draw thing for these? not the best artist but it would be fun to try', 'time': 1670630206, 'resto': 134385546}, {'no': 134459843, 'now': '12/09/22(Fri)19:24:51', 'name': 'Anonymous', 'com': '<a href=""#p134457620"" class=""quotelink"">&gt;&gt;134457620</a><br><span class=""quote"">&gt;A major conceit of The Boys is that none of the capes have any actual fight training or experience,</span><br>Exceptions exist. In the boys TV show Soldier Boy was the only one who actually had some combat experience and is why he was actually destroying those Russian agents.', 'time': 1670631891, 'resto': 134385546}, {'no': 134460357, 'now': '12/09/22(Fri)20:10:16', 'name': 'Anonymous', 'com': '<a href=""#p134459330"" class=""quotelink"">&gt;&gt;134459330</a><br><span class=""quote"">&gt;dont be a fag, let the dead rest.</span>', 'filename': 'Bing Chilling', 'ext': '.jpg', 'w': 1200, 'h': 608, 'tn_w': 125, 'tn_h': 63, 'tim': 1670634616051657, 'time': 1670634616, 'md5': '8En8L+jjRmUN8WisyemnlQ==', 'fsize': 124316, 'resto': 134385546}]",1670634616,314.0,68.0,,
93,134459143,12/09/22(Fri)18:26:09,Anonymous,,Could it work ?,1307894854432,.jpg,600,600,250,250,1670628369966084,1670628369,DH/yoTOhvC3/+BqHfejFAw==,274897,0,0,0,could-it-work,5,9,1,"[{'no': 134459880, 'now': '12/09/22(Fri)19:27:57', 'name': 'Anonymous', 'com': '<a href=""#p134459143"" class=""quotelink"">&gt;&gt;134459143</a><br>Canonically, likely not. In theory, though, yes. Timmy&#039;s the only one who stands up to her, and even wins on occasion. It&#039;s the ol&#039; &quot;end up falling in love with the one you can&#039;t control&quot; chestnut.', 'time': 1670632077, 'resto': 134459143}, {'no': 134459918, 'now': '12/09/22(Fri)19:31:20', 'name': 'Anonymous', 'com': '<a href=""#p134459143"" class=""quotelink"">&gt;&gt;134459143</a><br>Vicky likes older guys, though. So sorry, no.', 'time': 1670632280, 'resto': 134459143}, {'no': 134460047, 'now': '12/09/22(Fri)19:42:36', 'name': 'Anonymous', 'com': '<a href=""#p134459853"" class=""quotelink"">&gt;&gt;134459853</a><br>I don&#039;t know<br>CAN YOU REPEAT THE QUESTION!', 'time': 1670632956, 'resto': 134459143}, {'no': 134460207, 'now': '12/09/22(Fri)19:57:02', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;134460065</span><br><span class=""quote"">&gt;&quot;sorry sport. Can&#039;t interfere with true love.&quot;</span>', 'time': 1670633822, 'resto': 134459143}, {'no': 134460355, 'now': '12/09/22(Fri)20:10:08', 'name': 'Anonymous', 'filename': '1613623389568', 'ext': '.jpg', 'w': 800, 'h': 1026, 'tn_w': 97, 'tn_h': 125, 'tim': 1670634608834705, 'time': 1670634608, 'md5': 'Jj1ZbN7EN1Kj4s+YBGpIHQ==', 'fsize': 189872, 'resto': 134459143}]",1670636518,4.0,0.0,,
94,134453588,12/09/22(Fri)11:27:38,Anonymous,,Wamma Mamma,1639688547233,.png,738,959,192,250,1670603258061159,1670603258,jjcOpRZa+nvTtR+WSm9YSg==,341824,0,0,0,wamma-mamma,5,18,7,"[{'no': 134459118, 'now': '12/09/22(Fri)18:24:32', 'name': 'Anonymous', 'com': '<a href=""#p134453588"" class=""quotelink"">&gt;&gt;134453588</a><br><a href=""#p134453921"" class=""quotelink"">&gt;&gt;134453921</a><br><a href=""#p134456762"" class=""quotelink"">&gt;&gt;134456762</a><br>She is pretty hot though...', 'time': 1670628272, 'resto': 134453588}, {'no': 134459220, 'now': '12/09/22(Fri)18:32:11', 'name': 'Anonyrnous', 'com': 'I&#039;ve got a real love-hate relationship with Centaurworld. On one hand, it&#039;s got a fun ᵃnᵈ ᵃʳᵒᵘˢᶦnᵍ cast of characters, plenty of catchy songs, a chilling villain with a truly moving backstory, and some of the most gorgeous animation in television history. But on the other hand, some of the jokes are just so off-kilter and unnecessary that they leave me feeling perplexed as to how they ended up in the same show with sequences like these: https://www.youtube.com/watch?v=HZX<wbr>Kh_kyKUg<br><br>You know which jokes I&#039;m talking about. I get that Centaurworld is supposed to feel like the polar opposite of Rider&#039;s world, but sometimes the comedy gets a little TOO &quot;weird.&quot;', 'filename': 'windy', 'ext': '.gif', 'w': 351, 'h': 545, 'tn_w': 80, 'tn_h': 125, 'tim': 1670628731917168, 'time': 1670628731, 'md5': '0i1Trz7AZVbtdvZodmNwJw==', 'fsize': 709588, 'resto': 134453588}, {'no': 134459984, 'now': '12/09/22(Fri)19:37:32', 'name': 'Anonymous', 'com': 'live', 'filename': '1639016674595', 'ext': '.gif', 'w': 800, 'h': 450, 'tn_w': 125, 'tn_h': 70, 'tim': 1670632652451567, 'time': 1670632652, 'md5': '8Y5EyopDpUe2xpkRGv47lg==', 'fsize': 4129031, 'resto': 134453588}, {'no': 134460017, 'now': '12/09/22(Fri)19:40:04', 'name': 'Anonymous', 'com': '<a href=""#p134459984"" class=""quotelink"">&gt;&gt;134459984</a><br>Just imagine what that tongue can do…', 'filename': '1629972996156', 'ext': '.gif', 'w': 300, 'h': 498, 'tn_w': 75, 'tn_h': 125, 'tim': 1670632804319725, 'time': 1670632804, 'md5': '69FJsrP2KAvpWCV+KuQQ7g==', 'fsize': 114624, 'resto': 134453588}, {'no': 134460354, 'now': '12/09/22(Fri)20:10:04', 'name': 'Anonymous', 'com': '<a href=""#p134459220"" class=""quotelink"">&gt;&gt;134459220</a><br>I want to motorboat that chubby belly.', 'filename': '1608788334198', 'ext': '.jpg', 'w': 680, 'h': 1511, 'tn_w': 56, 'tn_h': 125, 'tim': 1670634604527063, 'time': 1670634604, 'md5': 'n7wzqzPrkUPYPNydYra5Qg==', 'fsize': 89842, 'resto': 134453588}]",1670634604,13.0,3.0,,
95,134457018,12/09/22(Fri)15:42:46,Anonymous,,"He had a bad mentality about it, but he was right about the culture of Art Twitter.",c1e,.png,580,680,213,250,1670618566862776,1670618566,sUgZxlUAEa115xdXezDa3A==,233564,0,0,0,he-had-a-bad-mentality-about-it-but-he-was-right,5,32,5,"[{'no': 134460144, 'now': '12/09/22(Fri)19:50:15', 'name': 'Anonymous', 'com': '<a href=""#p134457325"" class=""quotelink"">&gt;&gt;134457325</a><br><span class=""quote"">&gt;You are not entitled to success</span><br>While that is true the point more is how fucking messed up it is how much people just worship brands and repeat the same memes to death', 'time': 1670633415, 'resto': 134457018}, {'no': 134460169, 'now': '12/09/22(Fri)19:53:03', 'name': 'Anonymous', 'com': '<a href=""#p134458004"" class=""quotelink"">&gt;&gt;134458004</a><br><span class=""quote"">&gt;t. guy who drew the comic</span>', 'time': 1670633583, 'resto': 134457018}, {'no': 134460205, 'now': '12/09/22(Fri)19:56:53', 'name': 'Anonymous', 'com': 'If you guys learn a niche art craft like pottery or engraving you can make bank. Digital art commissions/patreon money is nothing compared to trade art, especially if you grift some rich asshole to fund you.', 'time': 1670633813, 'resto': 134457018}, {'no': 134460346, 'now': '12/09/22(Fri)20:09:26', 'name': 'Anonymous', 'com': '<a href=""#p134458652"" class=""quotelink"">&gt;&gt;134458652</a><br>Personally I&#039;ve made an active effort over my years on the internet not to post a lot and to remain obscure. I despise licensed content and enjoy OC more, because I genuinely don&#039;t consume a lot of licensed content to begin with, and I seethe at popular people not exactly because they are popular but because I intentionally dehumanize them somewhat in my mind, which has actively soured several interactions where popular people came to me and I cold shouldered them or behaved in a manner I&#039;d consider a bit out of line nowadays. I am not sure what to make of this, myself.<br><br>As to OP, I think his broad point is correct but his attitude sucks. I make shittons of OC I expect only maybe 2-3 people, if even that, to see and continue to make it because I want to, and I know for a fact it&#039;s fucking shlock. That is no reason to not work.<br><br><a href=""#p134458917"" class=""quotelink"">&gt;&gt;134458917</a><br>People unironically clap when they see things they know. OC can get broad attention only if it&#039;s exceptional in some way or through some other means.', 'filename': '1611879896214', 'ext': '.png', 'w': 679, 'h': 391, 'tn_w': 125, 'tn_h': 71, 'tim': 1670634566563082, 'time': 1670634566, 'md5': 'XRjL17FrzfjEmKFMC7IjbQ==', 'fsize': 129803, 'resto': 134457018}, {'no': 134460467, 'now': '12/09/22(Fri)20:20:30', 'name': 'Anonymous', 'com': '<a href=""#p134457018"" class=""quotelink"">&gt;&gt;134457018</a><br>Oh i get it now. He ripped up his own drawing because nobody was paying attention to it. <br>This whole time i thought the crowd took his OC and turned it into trend with memes and porn, then he ripped it up out of disgust.', 'filename': '1668262500217360', 'ext': '.gif', 'w': 378, 'h': 306, 'tn_w': 125, 'tn_h': 101, 'tim': 1670635230064619, 'time': 1670635230, 'md5': 'C7oJfR/g+UErN+qpV2BXxw==', 'fsize': 1485845, 'resto': 134457018}]",1670635230,27.0,3.0,,
