,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
67,7923653,,,08/16/22(Tue)20:13:06,Anonymous,Gadsden Flag Variants,,Gadsden_flag.svg,.png,1920,1280,250,166,1660695186965051,1660695186,ZSuq9YKuBicV0SrndaS4Ug==,195716,0,gadsden-flag-variants,150,65,145.0,64.0,"[{'no': 7950023, 'now': '12/04/22(Sun)15:17:02', 'name': 'Anonymous', 'com': '<a href=""#p7923653"" class=""quotelink"">&gt;&gt;7923653</a><br><br>Don&#039;t tread on my billionaire masters.', 'time': 1670185022, 'resto': 7923653}, {'no': 7951308, 'now': '12/11/22(Sun)04:47:23', 'name': 'Anonymous', 'com': '<a href=""#p7950023"" class=""quotelink"">&gt;&gt;7950023</a><br>you need to go back to your corporation-owned forum', 'time': 1670752043, 'resto': 7923653}, {'no': 7951310, 'now': '12/11/22(Sun)04:49:01', 'name': 'Anonymous', 'com': '<a href=""#p7923677"" class=""quotelink"">&gt;&gt;7923677</a><br>i like this one, it&#039;ll age well', 'time': 1670752141, 'resto': 7923653}, {'no': 7951311, 'now': '12/11/22(Sun)04:52:34', 'name': 'Anonymous', 'com': '<a href=""#p7923815"" class=""quotelink"">&gt;&gt;7923815</a><br>the south would have control of its own government and culture if it were its own country. instead, we have democrats mass immigrating immigrants, so the states will vote democrat.', 'time': 1670752354, 'resto': 7923653}, {'no': 7951386, 'now': '12/11/22(Sun)14:04:27', 'name': 'Anonymous', 'filename': 'gabsdemeckxdee', 'ext': '.png', 'w': 1920, 'h': 1280, 'tn_w': 125, 'tn_h': 83, 'tim': 1670785467244553, 'time': 1670785467, 'md5': 'a3KM/kqFaL/0dOLt9fNvpQ==', 'fsize': 132261, 'resto': 7923653}]",1670785467,0.0,0.0,
68,7933399,,,09/22/22(Thu)05:18:59,Yaqaav,Catholic Art,Or Christian papes,1636902279990,.jpg,1280,1029,250,200,1663838339564108,1663838339,u9gXkLm2XPhu1bpx2r23cQ==,381347,0,catholic-art,109,68,104.0,66.0,"[{'no': 7947029, 'now': '11/21/22(Mon)02:44:01', 'name': 'Anonymous', 'filename': '1665031058745', 'ext': '.jpg', 'w': 3047, 'h': 4000, 'tn_w': 95, 'tn_h': 125, 'tim': 1669016641199517, 'time': 1669016641, 'md5': 'ThzZW0mlNbec/ESn8v52fQ==', 'fsize': 3295268, 'resto': 7933399}, {'no': 7947093, 'now': '11/21/22(Mon)12:17:58', 'name': 'Anonymous', 'com': '<a href=""#p7934566"" class=""quotelink"">&gt;&gt;7934566</a><br><span class=""quote"">&gt;le catholic are pedos xD</span><br><br>even edgy 14yo atheists come with better jokes<br>nice bait tho', 'time': 1669051078, 'resto': 7933399}, {'no': 7950032, 'now': '12/04/22(Sun)16:24:02', 'name': 'Anonymous', 'com': '<a href=""#p7933399"" class=""quotelink"">&gt;&gt;7933399</a><br>bump', 'time': 1670189042, 'resto': 7933399}, {'no': 7950064, 'now': '12/04/22(Sun)18:50:47', 'name': 'Anonymous', 'com': '<a href=""#p7934566"" class=""quotelink"">&gt;&gt;7934566</a><br><a href=""#p7936390"" class=""quotelink"">&gt;&gt;7936390</a><br>Who?<br><a href=""#p7936916"" class=""quotelink"">&gt;&gt;7936916</a><br>Christianity is monotheistic; there are no tribal gods. There is only one universal, eternal, and unchanging God: the Logos.<br><a href=""#p7937804"" class=""quotelink"">&gt;&gt;7937804</a><br>This dichotomy of Jewish and European spirituality is inaccurate from a Christian religious perspective and from a historical perspective. There were three important players in the genesis of Christianity: the Jews, Greeks, and Romans.<br>By the Middle Ages, it was understood that all peoples had a unique relationship with God and place in His design. The Jews were chosen because they had to know God before rejecting Him while incarnated as one of their own.<br>The Greeks were given philosophy so that it would enable understanding of Christ after transmission through Hellenic conquest. A secular person may instead suggest that the ministry of Jesus was syncretic and incorporated elements of Greek philosophy.<br>When St. Paul traveled the Roman Empire to spread the teachings of Christ in Jewish synagogues, he found himself routinely expelled. When he was thrown out of the temples, he preached to gentiles in the streets. The resulting pockets of converts would grow until Christianity became politically expedient for Constantine I.<br>A faction of early Jewish converts, the Judaizers, believed that gentile Christians should follow the Law of Moses and adopt Jewish custom. However, the Apostolic Council rejected this idea as erroneous; the Law of Moses was a covenant between God and the Jews, and thus was specific to them. Only moral principles were relevant to gentiles.<br>Christianity was always intended to be a universal religion, developed and spread under a global empire -- the Roman Empire -- as God intended. To the minimal extent that it could be considered racial, however, it would be European; if Europeans did not influence Christianity through influence on Jesus, they shaped Christianity by adopting, maintaining, and expounding upon it.<br><a href=""#p7937984"" class=""quotelink"">&gt;&gt;7937984</a><br>I&#039;m race conscious but fail to see the relevance.', 'filename': 'Kristus uddriver kræmmerne af templet', 'ext': '.png', 'w': 1080, 'h': 2340, 'tn_w': 57, 'tn_h': 125, 'tim': 1670197847925902, 'time': 1670197847, 'md5': 'vvB9hyklfqXABoRpNpv5+A==', 'fsize': 4023217, 'resto': 7933399}, {'no': 7951385, 'now': '12/11/22(Sun)14:04:05', 'name': 'Anonymous', 'com': '<a href=""#p7933399"" class=""quotelink"">&gt;&gt;7933399</a><br>Pietá?', 'time': 1670785445, 'resto': 7933399}]",1670785445,0.0,0.0,
69,7951093,,,12/10/22(Sat)01:32:26,Anonymous,,"Hey /wg/ today is my bday, post your 24th wallpaper",0024,.jpg,1920,1102,250,143,1670653946157280,1670653946,o8wzSKIiYSDJ25tik8yGvQ==,553293,0,hey-wg-today-is-my-bday-post-your-24th-wallpaper,8,8,3.0,3.0,"[{'no': 7951130, 'now': '12/10/22(Sat)08:40:41', 'name': 'Anonymous', 'com': 'Happy Birthday', 'filename': '1267898534', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670679641085123, 'time': 1670679641, 'md5': 'tEabrQlz6Ie9Maw6eqkutQ==', 'fsize': 119892, 'resto': 7951093}, {'no': 7951294, 'now': '12/11/22(Sun)03:31:48', 'name': 'Anonymous', 'com': '24th from the beginning', 'filename': 'Antarctica', 'ext': '.jpg', 'w': 3600, 'h': 2086, 'tn_w': 125, 'tn_h': 72, 'tim': 1670747508956412, 'time': 1670747508, 'md5': 'BxNTTl8/zE6QcWdx24uXPQ==', 'fsize': 965965, 'resto': 7951093}, {'no': 7951295, 'now': '12/11/22(Sun)03:33:33', 'name': 'Anonymous', 'com': '24th from the end', 'filename': 'Urban Hideout', 'ext': '.gif', 'w': 1500, 'h': 900, 'tn_w': 125, 'tn_h': 75, 'tim': 1670747613528905, 'time': 1670747613, 'md5': '0yzsL9Z5ru1B6ZKZz4iG+A==', 'fsize': 4331328, 'resto': 7951093}, {'no': 7951325, 'now': '12/11/22(Sun)05:40:54', 'name': 'Anonymous', 'filename': '855c5f33e51a24cfda02861529a84df6', 'ext': '.jpg', 'w': 1522, 'h': 1092, 'tn_w': 125, 'tn_h': 89, 'tim': 1670755254498335, 'time': 1670755254, 'md5': 'eLBv09emUX8GS/ZSdT5TCA==', 'fsize': 1077574, 'resto': 7951093}, {'no': 7951383, 'now': '12/11/22(Sun)13:51:46', 'name': 'Anonymous', 'com': 'happy bday', 'filename': '1624086112789', 'ext': '.jpg', 'w': 4096, 'h': 2712, 'tn_w': 125, 'tn_h': 82, 'tim': 1670784706447764, 'time': 1670784706, 'md5': 'dbfEziu4ZwkUw+dj/BIpVA==', 'fsize': 2056647, 'resto': 7951093}]",1670784706,0.0,0.0,
70,7930443,,,09/10/22(Sat)13:09:51,Anonymous,nostalgia,post nostalgic wallpapers. preferably 2000&#039;s era.,1655992517446,.jpg,1920,1200,250,156,1662829791519454,1662829791,mhlQ5y1RAjukwp1gjq6UvQ==,1581275,0,nostalgia,92,55,87.0,55.0,"[{'no': 7949895, 'now': '12/04/22(Sun)01:30:56', 'name': 'Anonymous', 'com': '<a href=""#p7934501"" class=""quotelink"">&gt;&gt;7934501</a><br>this anon <a href=""#p7940249"" class=""quotelink"">&gt;&gt;7940249</a> is right, but another important reason is that people are in general less optimistic about the future nowadays. especially after 2020 with the pandemic and the biggest war in Europe since WWII.', 'time': 1670135456, 'resto': 7930443}, {'no': 7950892, 'now': '12/09/22(Fri)03:29:40', 'name': 'Anonymous', 'com': '<a href=""#p7949884"" class=""quotelink"">&gt;&gt;7949884</a><br>looks a lot like quake 3 maps for some reason.', 'time': 1670574580, 'resto': 7930443}, {'no': 7951138, 'now': '12/10/22(Sat)09:52:57', 'name': 'Anonymous', 'com': '<a href=""#p7943254"" class=""quotelink"">&gt;&gt;7943254</a><br><span class=""quote"">&gt;don&#039;t call her that</span><br>this cant be real', 'time': 1670683977, 'resto': 7930443}, {'no': 7951226, 'now': '12/10/22(Sat)17:53:25', 'name': 'Anonymous', 'com': '<a href=""#p7934501"" class=""quotelink"">&gt;&gt;7934501</a><br>hahaha, this Zoomer believing he&#039;s thinking something new and we are glad to be lectured by him.<br>Absolutely impossible to be more Zoomer. Take care of your usual doctors/contractors/mechanics, coz when they are replaced by new zoomers, god-bye to your health/house/car', 'time': 1670712805, 'resto': 7930443}, {'no': 7951366, 'now': '12/11/22(Sun)11:33:48', 'name': 'Anonymous', 'com': '<a href=""#p7930516"" class=""quotelink"">&gt;&gt;7930516</a><br>+2 internet&#039;s for you anon', 'time': 1670776428, 'resto': 7930443}]",1670776428,0.0,0.0,
71,7931612,,,09/15/22(Thu)08:34:12,,Official Homescreen Thread #207,"rip queeny edition :c<br><br>Last thread: <span class=""deadlink"">&gt;&gt;7904025</span><br>Archives: https://archive.alice.al/wg/search/<wbr>subject/homescreen/<br><br><span class=""quote"">&gt;FAQ</span><br>Need inspiration (or want to steal an old design)? Check out https://homescreens.org<br><br><span class=""quote"">&gt;Chatroom for discussion, questions, and feedback on wips + offtopic fun</span><br>#homescreen @ rizon<br>https://kiwiirc.com/client/irc.rizo<wbr>n.net/#homescreen<br><br><span class=""quote"">&gt;General guide</span><br>Launcher+KLWP will cover 99.9% of your needs<br>check out https://homescreens.org/wiki/ for more<br><br><span class=""quote"">&gt;Android</span><br>KLWP: www.jagwar.de/kustom-beginners-guid<wbr>e-part-1-klwp-basics<br>Craftmath&#039;s KLWP guide: https://www.bcraftmath.com/klwp.htm<wbr>l<br><br><span class=""quote"">&gt;iOS</span><br>iDevice Ricing Guide: https://homescreens.org/wiki/ios/<br><br><span class=""quote"">&gt;Other info</span><br>Recording and framing: https://homescreens.org/wiki/record<wbr>ing-and-framing/<br>Changing Icon Pack Color: https://homescreens.org/wiki/icon-p<wbr>ack-color/<br>Sidebar Theme: https://homescreens.org/wiki/icon-p<wbr>ack-color/<br><br><span class=""quote"">&gt;Rating</span><br>Rate for rate, try to give further criticism beyond mere numerals.",queen,.png,1242,2208,140,250,1663245252598145,1663245252,UwWqEjttLJY6zU5bWNBLmw==,987617,0,official-homescreen-thread-207,160,79,155.0,77.0,"[{'no': 7951152, 'now': '12/10/22(Sat)11:04:19', 'name': 'Anonymous', 'com': '<a href=""#p7950732"" class=""quotelink"">&gt;&gt;7950732</a> 7/10<br>Matching colors are great. Round corner icons with sharp as shit wallpaper kinda mismatch a little. Also if you can space the graphic below so that there&#039;s more even spacing between nav buttons, icons, and pape that&#039;d help your case.<br>Other than that theres no more info on display either which makes me believe you could make better use of your screen space.<br><br><a href=""#p7950604"" class=""quotelink"">&gt;&gt;7950604</a> 9.5/10<br>Oh fuck yeah. Lose the status bar and you&#039;re golden.<br><br><a href=""#p7950523"" class=""quotelink"">&gt;&gt;7950523</a> 2/10<br>Can&#039;t say I&#039;m a fan of the weather widget at all but at least you got some notion for layout?<br><br><a href=""#p7950463"" class=""quotelink"">&gt;&gt;7950463</a> 8/10<br>Full functional is nice to see. Just get yourself prettier icons perhaps. <br><br><a href=""#p7948156"" class=""quotelink"">&gt;&gt;7948156</a> 2/10<br>Nothing really clicks together. Start with another icon pack, losing the second clock, picking between color and black/white, etcetera.<br><br><a href=""#p7948078"" class=""quotelink"">&gt;&gt;7948078</a> 10/10<br>Oh yeah that is fucking good. <br><br><a href=""#p7947703"" class=""quotelink"">&gt;&gt;7947703</a><br>I cannot rate this without being biased against gwenfags thanks to /lolg/ but I like how all icons match the pape&#039;s color palette. You could skip the status bar and put that info along with the widget you have there though, if that&#039;s an option for you.<br><br><a href=""#p7947597"" class=""quotelink"">&gt;&gt;7947597</a> <br><a href=""#p7947598"" class=""quotelink"">&gt;&gt;7947598</a> 7/10<br>I like where it&#039;s going. You put up a good layout. If you can find a better quality version of that same pape I think that&#039;d help you a lot. Second screen feels a bit lazy compared to the first but the spirit is there. Can you make the widget dim similar to that on the dock?', 'time': 1670688259, 'resto': 7931612}, {'no': 7951177, 'now': '12/10/22(Sat)12:59:36', 'name': 'Anonymous', 'com': '<a href=""#p7951152"" class=""quotelink"">&gt;&gt;7951152</a><br><span class=""quote"">&gt;Start with another icon pack,</span><br>I&#039;m using the default one.<br><span class=""quote"">&gt;losing the second clock</span><br>Did it after i post the screenshot<br><span class=""quote"">&gt;picking between color and black/white, etcetera.</span><br>I like being able to distinguish apps easily by their default color<br>Having everything the same color seems like a nightmare for me.', 'time': 1670695176, 'resto': 7931612}, {'no': 7951241, 'now': '12/10/22(Sat)18:51:59', 'name': 'Anonymous', 'com': '<a href=""#p7951177"" class=""quotelink"">&gt;&gt;7951177</a><br><span class=""quote"">&gt;I&#039;m using the default one.</span><br>Yes, that&#039;s why I bring it up.<br>Use components that look like they fit together. <br>It doesn&#039;t need to BE black and white, but less vibrant colors could help you perhaps. Or white and another color of your choice. You&#039;re not only trying to make it functional, which it is, you also want a theme.', 'time': 1670716319, 'resto': 7931612}, {'no': 7951246, 'now': '12/10/22(Sat)20:27:05', 'name': 'Anonymous', 'com': 'R8 please', 'filename': 'Screenshot_20221210-202556', 'ext': '.png', 'w': 1440, 'h': 3120, 'tn_w': 57, 'tn_h': 125, 'tim': 1670722025539798, 'time': 1670722025, 'md5': 'jpSubh8UVTKOjxW84wnJwg==', 'fsize': 2112649, 'resto': 7931612}, {'no': 7951365, 'now': '12/11/22(Sun)11:22:40', 'name': 'Anonymous', 'com': '<a href=""#p7950960"" class=""quotelink"">&gt;&gt;7950960</a><br>Yes, It works and is accurate.', 'filename': 'dainbgALTVER2BIG', 'ext': '.gif', 'w': 530, 'h': 1124, 'tn_w': 58, 'tn_h': 125, 'tim': 1670775760570546, 'time': 1670775760, 'md5': 'Vixkxbrat6rCdptm8xbFQw==', 'fsize': 240985, 'resto': 7931612}]",1670775760,0.0,0.0,!TheQveenQ.
72,7948915,,,11/29/22(Tue)14:32:35,Anonymous,Sunny / Gratitude,Anything that gives you a feeling of gratitude and an appreciation of life,1667234137569396,.jpg,1545,1024,250,165,1669750355670998,1669750355,wIRE8B7Znmkpid/T+JvEUg==,456186,0,sunny-gratitude,32,29,27.0,24.0,"[{'no': 7951290, 'now': '12/11/22(Sun)03:25:29', 'name': 'Anonymous', 'filename': 'Carl Frederik Aagaard - Pergola in Amalfi', 'ext': '.jpg', 'w': 3000, 'h': 1688, 'tn_w': 125, 'tn_h': 70, 'tim': 1670747129945697, 'time': 1670747129, 'md5': 'UXLF5ngPLmqwWWNnl77rqw==', 'fsize': 3073616, 'resto': 7948915}, {'no': 7951291, 'now': '12/11/22(Sun)03:26:42', 'name': 'Anonymous', 'filename': 'Cul-de-Sac', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670747202336163, 'time': 1670747202, 'md5': 'l04mXWpo6NU9vhWN+9Vrlg==', 'fsize': 329733, 'resto': 7948915}, {'no': 7951292, 'now': '12/11/22(Sun)03:27:51', 'name': 'Anonymous', 'filename': 'Gibli', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670747271965231, 'time': 1670747271, 'md5': 'cgE7WZoJebaC/r31ILpBtQ==', 'fsize': 2158418, 'resto': 7948915}, {'no': 7951293, 'now': '12/11/22(Sun)03:28:45', 'name': 'Anonymous', 'filename': 'Languid Afternoon', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670747325819390, 'time': 1670747325, 'md5': 'Ux8JGGrwFB7vmXI7giWTqg==', 'fsize': 421195, 'resto': 7948915}, {'no': 7951364, 'now': '12/11/22(Sun)11:11:08', 'name': 'Anonymous', 'filename': '9034uio4890rf', 'ext': '.jpg', 'w': 4846, 'h': 3231, 'tn_w': 125, 'tn_h': 83, 'tim': 1670775068067780, 'time': 1670775068, 'md5': 'OtbwAF00gqB7wRFKKRVKNg==', 'fsize': 2672276, 'resto': 7948915}]",1670775068,0.0,0.0,
73,7900410,,,05/23/22(Mon)15:24:54,Anonymous,Witchy wallpapers,Looking for any all types witchy wallpapers,1653320721912,.png,1500,1061,250,176,1653333894862,1653333894,z7+BClpXxsLu/cSRx6/7bQ==,1477408,0,witchy-wallpapers,251,216,246.0,213.0,"[{'no': 7947087, 'now': '11/21/22(Mon)11:59:07', 'name': 'Anonymous', 'com': '<a href=""#p7943093"" class=""quotelink"">&gt;&gt;7943093</a><br>I&#039;m guessing', 'time': 1669049947, 'resto': 7900410}, {'no': 7947638, 'now': '11/23/22(Wed)23:38:00', 'name': 'Anonymous', 'com': '<a href=""#p7946501"" class=""quotelink"">&gt;&gt;7946501</a>', 'filename': 'tiddy-free-pumpkin', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1669264680510762, 'time': 1669264680, 'md5': 'cWu0SUGbmz0QkB5z5OCBEA==', 'fsize': 510679, 'resto': 7900410}, {'no': 7948198, 'now': '11/26/22(Sat)13:15:57', 'name': 'Anonymous', 'com': '<a href=""#p7947638"" class=""quotelink"">&gt;&gt;7947638</a><br><br>Thanks for the edit', 'time': 1669486557, 'resto': 7900410}, {'no': 7949451, 'now': '12/01/22(Thu)18:07:22', 'name': 'Anonymous', 'filename': 'q27zeq', 'ext': '.png', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1669936042260913, 'time': 1669936042, 'md5': '68QLQA3YhpwVJGRjMWS6+Q==', 'fsize': 2409067, 'resto': 7900410}, {'no': 7951358, 'now': '12/11/22(Sun)10:14:04', 'name': 'Anonymous', 'filename': '1668462484327293', 'ext': '.jpg', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1670771644078486, 'time': 1670771644, 'md5': 'SqULRE2Wbuhrwg/rDVJaNw==', 'fsize': 6167173, 'resto': 7900410}]",1670771644,0.0,0.0,
74,7944438,,,11/08/22(Tue)22:48:49,Anonymous,,Creepy things but cute colors,22,.png,1385,925,250,166,1667965729496659,1667965729,HY+OLa4IQvzxg4xob63Vnw==,1124255,0,creepy-things-but-cute-colors,17,9,12.0,5.0,"[{'no': 7950050, 'now': '12/04/22(Sun)17:35:13', 'name': 'Anonymous', 'com': '<a href=""#p7944447"" class=""quotelink"">&gt;&gt;7944447</a><br><a href=""#p7944438"" class=""quotelink"">&gt;&gt;7944438</a><br>Repent.', 'filename': '1656609831634', 'ext': '.jpg', 'w': 3424, 'h': 4869, 'tn_w': 87, 'tn_h': 125, 'tim': 1670193313779294, 'time': 1670193313, 'md5': '3wgRoft/3FB1tKe/RKfAvg==', 'fsize': 2805656, 'resto': 7944438}, {'no': 7950051, 'now': '12/04/22(Sun)17:36:30', 'name': 'Anonymous', 'com': '<a href=""#p7948186"" class=""quotelink"">&gt;&gt;7948186</a><br><a href=""#p7948292"" class=""quotelink"">&gt;&gt;7948292</a><br>The beauty of nature will take hold soon enough before you&#039;ll be able to do that.', 'filename': '1656572803643', 'ext': '.jpg', 'w': 3397, 'h': 4416, 'tn_w': 96, 'tn_h': 125, 'tim': 1670193390829567, 'time': 1670193390, 'md5': 'WODNTZgLiZwA0dyp2+1ARA==', 'fsize': 4343532, 'resto': 7944438}, {'no': 7950052, 'now': '12/04/22(Sun)17:37:04', 'name': 'Anonymous', 'com': '<a href=""#p7949802"" class=""quotelink"">&gt;&gt;7949802</a><br>Indeed.', 'filename': '1656572617521', 'ext': '.jpg', 'w': 3974, 'h': 3074, 'tn_w': 125, 'tn_h': 96, 'tim': 1670193424829454, 'time': 1670193424, 'md5': 'mxLQNh9iDcAt7wXcBBovSA==', 'fsize': 2157779, 'resto': 7944438}, {'no': 7951004, 'now': '12/09/22(Fri)16:07:29', 'name': 'Anonymous', 'com': '<a href=""#p7949802"" class=""quotelink"">&gt;&gt;7949802</a><br>that&#039;s a strange way to spell based', 'time': 1670620049, 'resto': 7944438}, {'no': 7951347, 'now': '12/11/22(Sun)07:43:02', 'name': 'Anonymous', 'filename': 'ba41678bf85e17388a33d8058ad66f4d', 'ext': '.jpg', 'w': 736, 'h': 1307, 'tn_w': 70, 'tn_h': 125, 'tim': 1670762582296426, 'time': 1670762582, 'md5': 'ON3Y097MThMFalGAED9lRg==', 'fsize': 58164, 'resto': 7944438}]",1670762582,0.0,0.0,
75,7895038,,,05/04/22(Wed)01:28:05,Anonymous,,"New Star Wars because May the 4th<br><span class=""quote"">&gt;tfw you&#039;ll never study with Snips</span>",wallhaven-ymzlz7,.png,2560,1440,250,140,1651642085612,1651642085,0TE1cBu86R3FbpiRY5x+aQ==,2250562,0,new-star-wars-because-may-the-4th,200,150,195.0,147.0,"[{'no': 7950149, 'now': '12/05/22(Mon)04:22:29', 'name': 'Anonymous', 'filename': 'wallhaven-w8wyvr', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670232149088702, 'time': 1670232149, 'md5': 'Q958Xn7+NChFQVBEWPE7NA==', 'fsize': 1546839, 'resto': 7895038}, {'no': 7950204, 'now': '12/05/22(Mon)11:18:16', 'name': 'Anonymous', 'filename': 'wallhaven-1p8v9w', 'ext': '.jpg', 'w': 2560, 'h': 1440, 'tn_w': 125, 'tn_h': 70, 'tim': 1670257096441334, 'time': 1670257096, 'md5': '9uWnFoLUr24dDbvsbS37BQ==', 'fsize': 302623, 'resto': 7895038}, {'no': 7951175, 'now': '12/10/22(Sat)12:52:19', 'name': 'Anonymous', 'com': '<a href=""#p7897575"" class=""quotelink"">&gt;&gt;7897575</a><br>love this braindead file name as if he isn&#039;t consistently the strongest force user shown in movies, shows, and comics. just in Kenobi he pulled a ship that size down and ripped the entire side off of it, then brought an inquisitor within an inch of her life with one hand', 'time': 1670694739, 'resto': 7895038}, {'no': 7951176, 'now': '12/10/22(Sat)12:58:56', 'name': 'Anonymous', 'com': '<a href=""#p7919182"" class=""quotelink"">&gt;&gt;7919182</a><br>KYS', 'time': 1670695136, 'resto': 7895038}, {'no': 7951329, 'now': '12/11/22(Sun)06:34:26', 'name': 'Anonymous', 'filename': 'd6pgpj', 'ext': '.jpg', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1670758466508095, 'time': 1670758466, 'md5': 'nOvw+Gj1zK0VG28qBhFMGA==', 'fsize': 4916103, 'resto': 7895038}]",1670758466,0.0,0.0,
76,7946331,,,11/17/22(Thu)15:04:52,Anonymous,,i require black women<br>feed me black women,1604624700839,.jpg,4000,3002,250,187,1668715492480193,1668715492,KVLbvURnVhD47HeqcQbvkQ==,1085866,0,i-require-black-women,136,121,131.0,120.0,"[{'no': 7951036, 'now': '12/09/22(Fri)18:58:15', 'name': 'Anonymous', 'filename': 'Kqxk9kpTURBXy9iN2M5ZTFhMmJhZDk0ZDU1Zjg3YzY5ZjgxOTk1OWMyNy5qcGeRkwLNA0gAgqEwBaExAQ', 'ext': '.jpg', 'w': 840, 'h': 1059, 'tn_w': 99, 'tn_h': 125, 'tim': 1670630295933148, 'time': 1670630295, 'md5': 'W+e0t5BD5Y8GtpMFs8KwcQ==', 'fsize': 73089, 'resto': 7946331}, {'no': 7951062, 'now': '12/09/22(Fri)21:40:02', 'name': 'Anonymous', 'com': '<a href=""#p7947465"" class=""quotelink"">&gt;&gt;7947465</a><br>Like a cockroach<br>Terrifying image', 'time': 1670640002, 'resto': 7946331}, {'no': 7951063, 'now': '12/09/22(Fri)21:41:43', 'name': 'Anonymous', 'com': '<a href=""#p7947499"" class=""quotelink"">&gt;&gt;7947499</a><br>Is that real, or did they Edit her skin tone?', 'time': 1670640103, 'resto': 7946331}, {'no': 7951064, 'now': '12/09/22(Fri)21:48:56', 'name': 'Anonymous', 'com': '<a href=""#p7950990"" class=""quotelink"">&gt;&gt;7950990</a><br>She looks like a girl you could drive down to see in the ghetto and she would get in your car and suck your pecker for $10 too buy crack', 'time': 1670640536, 'resto': 7946331}, {'no': 7951097, 'now': '12/10/22(Sat)02:18:07', 'name': 'Anonymous', 'com': '<a href=""#p7950880"" class=""quotelink"">&gt;&gt;7950880</a><br>Use yandex image search', 'time': 1670656687, 'resto': 7946331}]",1670772400,0.0,0.0,
77,7937863,,,10/12/22(Wed)11:32:30,Anonymous,&quot;STABLE DIFFUSION&quot; Ai ART,what do you guys think about this?<br>dumpin,download - 2022-10-11T104650.170,.jpg,2048,2048,250,250,1665588750658390,1665588750,3+QUZ9XkiJFgmN0PU26NnA==,309795,0,stable-diffusion-ai-art,106,76,101.0,73.0,"[{'no': 7951258, 'now': '12/10/22(Sat)23:30:08', 'name': 'Anonymous', 'com': '<a href=""#p7951217"" class=""quotelink"">&gt;&gt;7951217</a><br><span class=""quote"">&gt;candid photo of leftist protest</span>', 'time': 1670733008, 'resto': 7937863}, {'no': 7951259, 'now': '12/10/22(Sat)23:31:08', 'name': 'Anonymous', 'com': '<a href=""#p7951215"" class=""quotelink"">&gt;&gt;7951215</a><br>dat fuckin filename', 'time': 1670733068, 'resto': 7937863}, {'no': 7951317, 'now': '12/11/22(Sun)05:12:58', 'name': 'Anonymous', 'com': 'this is the only shit I found half convincing so far....', 'filename': 'sd_mashup_celebrity_portraits_8_by_starscreamaut_dfgsm61', 'ext': '.png', 'w': 1536, 'h': 768, 'tn_w': 125, 'tn_h': 62, 'tim': 1670753578062632, 'time': 1670753578, 'md5': 'W/HojZgPsLI8slGbh6Z9yQ==', 'fsize': 1931661, 'resto': 7937863}, {'no': 7951318, 'now': '12/11/22(Sun)05:13:43', 'name': 'Anonymous', 'filename': 'sd_mashup_celebrity_portraits_9_by_starscreamaut_dfgsm64', 'ext': '.png', 'w': 1536, 'h': 768, 'tn_w': 125, 'tn_h': 62, 'tim': 1670753623875319, 'time': 1670753623, 'md5': 'MY1sQP1C95XrsKXIE80qtQ==', 'fsize': 1734558, 'resto': 7937863}, {'no': 7951319, 'now': '12/11/22(Sun)05:14:23', 'name': 'Anonymous', 'filename': '9d629b66142b86999281fc2c8c3808ca', 'ext': '.jpg', 'w': 2313, 'h': 900, 'tn_w': 125, 'tn_h': 48, 'tim': 1670753663950210, 'time': 1670753663, 'md5': 'frXiVLjHDpP83/zlGBurxg==', 'fsize': 1479458, 'resto': 7937863}]",1670753663,0.0,0.0,
