,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
71,7909108,,,06/25/22(Sat)17:03:53,Anonymous,shit papes,post the worst wallpaper you have,banan,.jpg,1680,1029,250,153,1656191033474,1656191033,tu1B3Uiw2sYouU1SMsr6cQ==,898966,0,shit-papes,299,173,294.0,170.0,"[{'no': 7950723, 'now': '12/07/22(Wed)18:58:08', 'name': 'Anonymous', 'com': '<a href=""#p7909108"" class=""quotelink"">&gt;&gt;7909108</a>', 'filename': '1520700142297', 'ext': '.jpg', 'w': 1920, 'h': 1200, 'tn_w': 125, 'tn_h': 78, 'tim': 1670457488997370, 'time': 1670457488, 'md5': 'iFB0KAkkaCt8B1OMQU9Qmw==', 'fsize': 429451, 'resto': 7909108}, {'no': 7950734, 'now': '12/07/22(Wed)21:50:19', 'name': 'Anonymous', 'com': 'Because of that shit at the top.', 'filename': '111', 'ext': '.jpg', 'w': 1600, 'h': 1200, 'tn_w': 125, 'tn_h': 93, 'tim': 1670467819245832, 'time': 1670467819, 'md5': 'pq9zsKDHoN19eRnpmRfKUg==', 'fsize': 279001, 'resto': 7909108}, {'no': 7950748, 'now': '12/08/22(Thu)01:25:57', 'name': 'Anonymous', 'com': '<a href=""#p7910876"" class=""quotelink"">&gt;&gt;7910876</a><br>i remember seeing this pape when it was first posted but didn&#039;t wanna say anything first. now as this thread approaches death i am confident in saying this goes unbelievably hard. this goes hard as shit. easily one of the best in the thread of the worst.', 'filename': '1557869348825', 'ext': '.png', 'w': 1600, 'h': 1067, 'tn_w': 125, 'tn_h': 83, 'tim': 1670480757961347, 'time': 1670480757, 'md5': 'q5qy2spzd2kq4WJF6pIeaQ==', 'fsize': 2903019, 'resto': 7909108}, {'no': 7950813, 'now': '12/08/22(Thu)15:07:37', 'name': 'Anonymous', 'com': '<a href=""#p7910916"" class=""quotelink"">&gt;&gt;7910916</a><br>The day I get fired I am going to replace the company wallpaper that gets injected into and applied to all workstations, with this.', 'time': 1670530057, 'resto': 7909108}, {'no': 7950814, 'now': '12/08/22(Thu)15:09:28', 'name': 'Anonymous', 'com': '<a href=""#p7915162"" class=""quotelink"">&gt;&gt;7915162</a><br>Eddie Murphy made me lol', 'time': 1670530168, 'resto': 7909108}]",1670530168,0.0,0.0,
72,7944649,,,11/09/22(Wed)15:06:56,Anonymous,Classics,"Wallpapers that have cemented themselves as a classic. Please, no stock wallpapers such as Bliss or Windows 7 default.",file,.png,2560,1600,250,156,1668024416968846,1668024416,VgQ7H6BSzg2prDHjWThdUQ==,3451509,0,classics,48,34,43.0,32.0,"[{'no': 7950705, 'now': '12/07/22(Wed)17:46:43', 'name': 'Anonymous', 'com': '<a href=""#p7949855"" class=""quotelink"">&gt;&gt;7949855</a><br>Imagine gatekeeping epic wallpapers. Couldn&#039;t be me.', 'time': 1670453203, 'resto': 7944649}, {'no': 7950714, 'now': '12/07/22(Wed)18:16:33', 'name': 'Anonymous', 'filename': '301413bea931b1803402c128131782ea', 'ext': '.jpg', 'w': 1440, 'h': 900, 'tn_w': 125, 'tn_h': 78, 'tim': 1670454993568829, 'time': 1670454993, 'md5': 'FX/eO+ZpbmKxTDrTt79I/Q==', 'fsize': 1483345, 'resto': 7944649}, {'no': 7950746, 'now': '12/07/22(Wed)23:57:38', 'name': 'Anonymous', 'filename': 'implying', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670475458813059, 'time': 1670475458, 'md5': 'Hd6r8FgYF4H7KrMEMmDY5A==', 'fsize': 113806, 'resto': 7944649}, {'no': 7950794, 'now': '12/08/22(Thu)11:43:19', 'name': 'Anonymous', 'com': '<a href=""#p7947783"" class=""quotelink"">&gt;&gt;7947783</a><br>aged like fine wine', 'time': 1670517799, 'resto': 7944649}, {'no': 7950798, 'now': '12/08/22(Thu)13:11:34', 'name': 'Anonymous', 'com': '<a href=""#p7947646"" class=""quotelink"">&gt;&gt;7947646</a><br>Based', 'time': 1670523094, 'resto': 7944649}]",1670523094,0.0,0.0,
73,7925405,,,08/22/22(Mon)12:52:11,Anonymous,Phone / Mobile / Vertical Papes,"Phone / Mobile / Vertical Papes<br><br> Preferably a semi-minimalist nature, however - any papes are good as long as theyre not super low res.",168107_original_3240x5760.jpg_dl=0,.jpg,1717,3052,140,250,1661187131687079,1661187131,uXQ0N2prz6w98FzktTw1RA==,1887347,0,phone-mobile-vertical-papes,210,142,205.0,141.0,"[{'no': 7950653, 'now': '12/07/22(Wed)13:25:42', 'name': 'Anonymous', 'com': '<a href=""#p7950565"" class=""quotelink"">&gt;&gt;7950565</a><br>im so sorry for your loss. tell me, how long has it been since your personality died and was reprogrammed by left wing media?', 'time': 1670437542, 'resto': 7925405}, {'no': 7950757, 'now': '12/08/22(Thu)02:47:48', 'name': 'Anonymous', 'com': '<a href=""#p7940754"" class=""quotelink"">&gt;&gt;7940754</a><br>Great album', 'time': 1670485668, 'resto': 7925405}, {'no': 7950775, 'now': '12/08/22(Thu)06:22:58', 'name': 'Anonymous', 'com': '<a href=""#p7925426"" class=""quotelink"">&gt;&gt;7925426</a><br>Is there one of this one without the stars?', 'time': 1670498578, 'resto': 7925405}, {'no': 7950793, 'now': '12/08/22(Thu)11:40:16', 'name': 'Zaknafein Samekh', 'com': '<a href=""#p7935477"" class=""quotelink"">&gt;&gt;7935477</a><br>Award for most vacuous comment of the day goes to this derp...', 'time': 1670517616, 'resto': 7925405}, {'no': 7950795, 'now': '12/08/22(Thu)11:44:00', 'name': 'Zaknafein Samekh', 'filename': 'Derrr...I post desktop wallpapers in mobile wallpaper threads', 'ext': '.png', 'w': 720, 'h': 1280, 'tn_w': 70, 'tn_h': 125, 'tim': 1670517840013472, 'time': 1670517840, 'md5': 'PJclx6duGeKwujkFeiinpg==', 'fsize': 596644, 'resto': 7925405}]",1670517840,0.0,0.0,
74,7950613,,,12/07/22(Wed)10:35:07,Anonymous,foggy urban,I need more 2-4k wallpapers in this genre... plenty of good examples but with resolutions not fit for wallpapers.,151387-city-mist-skyline-skyscraper-dark-low-angle,.jpg,3953,2355,250,148,1670427307520597,1670427307,AyolaeWgbjTjWJmd3EDTyA==,1121482,0,foggy-urban,16,14,11.0,9.0,"[{'no': 7950787, 'now': '12/08/22(Thu)11:29:53', 'name': 'Anonymous', 'filename': '1654054451845', 'ext': '.jpg', 'w': 2700, 'h': 1800, 'tn_w': 125, 'tn_h': 83, 'tim': 1670516993351943, 'time': 1670516993, 'md5': '9zontxN1gC0P4PmeuLZqxA==', 'fsize': 553004, 'resto': 7950613}, {'no': 7950788, 'now': '12/08/22(Thu)11:31:34', 'name': 'Anonymous', 'filename': 'italy-venice-piazza-san-marco-1080P-wallpaper', 'ext': '.jpg', 'w': 2048, 'h': 1363, 'tn_w': 125, 'tn_h': 83, 'tim': 1670517094207260, 'time': 1670517094, 'md5': 'hso9KEojf8ji2Q9ua3pkww==', 'fsize': 156171, 'resto': 7950613}, {'no': 7950789, 'now': '12/08/22(Thu)11:32:07', 'name': 'Anonymous', 'filename': 'NY-04', 'ext': '.jpg', 'w': 2048, 'h': 1152, 'tn_w': 125, 'tn_h': 70, 'tim': 1670517127046070, 'time': 1670517127, 'md5': 'N8D/VI4+pI1v5zefvqZA4A==', 'fsize': 995866, 'resto': 7950613}, {'no': 7950790, 'now': '12/08/22(Thu)11:33:31', 'name': 'Anonymous', 'filename': 'Guangzhou cityscape', 'ext': '.jpg', 'w': 2048, 'h': 1365, 'tn_w': 125, 'tn_h': 83, 'tim': 1670517211149593, 'time': 1670517211, 'md5': 'bU+OEtsFxad0fntfRDIXag==', 'fsize': 1442384, 'resto': 7950613}, {'no': 7950791, 'now': '12/08/22(Thu)11:34:23', 'name': 'Anonymous', 'filename': 'dawn venice italy san marco', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670517263758966, 'time': 1670517263, 'md5': 'WSJAdksCmzyczttYAZx2TA==', 'fsize': 810579, 'resto': 7950613}]",1670517263,0.0,0.0,
75,7909969,,,06/29/22(Wed)08:45:48,Anonymous,Vintage Wallpapers,Post your wallpapers based on cool old/vintage stuff (1970&#039;s-2000&#039;s),1651296990922,.png,1920,1080,250,140,1656506748556,1656506748,akEyptS1rZiRBPWTwqyCmg==,6225609,0,vintage-wallpapers,125,80,120.0,77.0,"[{'no': 7949543, 'now': '12/02/22(Fri)06:55:52', 'name': 'Anonymous', 'filename': 'tJQumra', 'ext': '.jpg', 'w': 1024, 'h': 768, 'tn_w': 125, 'tn_h': 93, 'tim': 1669982152892338, 'time': 1669982152, 'md5': 'YzbTwgiqYwiovT4IPoqRow==', 'fsize': 172180, 'resto': 7909969}, {'no': 7949549, 'now': '12/02/22(Fri)09:03:43', 'name': 'Anonymous', 'com': '<a href=""#p7949512"" class=""quotelink"">&gt;&gt;7949512</a><br>zoomer detected', 'time': 1669989823, 'resto': 7909969}, {'no': 7949693, 'now': '12/03/22(Sat)01:28:15', 'name': 'Anonymous', 'filename': 'ezgif-2-7c81e295a9 (1)', 'ext': '.jpg', 'w': 4096, 'h': 2304, 'tn_w': 125, 'tn_h': 70, 'tim': 1670048895790358, 'time': 1670048895, 'md5': 'qh2NZT2Y3icGkKbD6C7WIQ==', 'fsize': 1146349, 'resto': 7909969}, {'no': 7949774, 'now': '12/03/22(Sat)14:53:56', 'name': 'Anonymous', 'com': '<a href=""#p7935060"" class=""quotelink"">&gt;&gt;7935060</a><br>good work anon', 'time': 1670097236, 'resto': 7909969}, {'no': 7950753, 'now': '12/08/22(Thu)02:31:36', 'name': 'Anonymous', 'filename': '1551681821751', 'ext': '.jpg', 'w': 1800, 'h': 1200, 'tn_w': 125, 'tn_h': 83, 'tim': 1670484696061614, 'time': 1670484696, 'md5': 'tutL9b3VmnMmsCPXXRfYdA==', 'fsize': 1243568, 'resto': 7909969}]",1670484696,0.0,0.0,
76,7910234,,,06/30/22(Thu)12:21:34,Anonymous,,"ITT: upscaled, modified, or expanded upon papes (either by you or someone else)<br><br>Custom wallpaper tiles are welcome.",bird over city,.jpg,4096,3072,250,187,1656606094257,1656606094,ygeOBfxv00SHK3TOK/GiBQ==,1697174,0,itt-upscaled-modified-or-expanded-upon-papes,90,70,85.0,67.0,"[{'no': 7946800, 'now': '11/20/22(Sun)02:36:49', 'name': 'Anonymous', 'com': '<a href=""#p7945197"" class=""quotelink"">&gt;&gt;7945197</a><br>Yeah, that was the original. It&#039;s some sort of upscale by someone else of the doom wall of faces It could use some touch ups though.', 'time': 1668929809, 'resto': 7910234}, {'no': 7947179, 'now': '11/21/22(Mon)22:07:33', 'name': 'Anonymous', 'com': '<a href=""#p7910234"" class=""quotelink"">&gt;&gt;7910234</a><br>can someone upscale this pic for me?', 'filename': 'IMG_20221107_235306_575 (2)', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1669086453653400, 'time': 1669086453, 'md5': 'FX+kFfQ5EYotnhUlLlS3FA==', 'fsize': 114417, 'resto': 7910234}, {'no': 7948210, 'now': '11/26/22(Sat)16:53:17', 'name': 'Anonymous', 'com': '<a href=""#p7947179"" class=""quotelink"">&gt;&gt;7947179</a><br>I am too busy at the moment. On Monday, I should have time to do it (unless someone else wants to try it).', 'time': 1669499597, 'resto': 7910234}, {'no': 7948754, 'now': '11/28/22(Mon)15:42:16', 'name': 'Anonymous', 'com': '<a href=""#p7947179"" class=""quotelink"">&gt;&gt;7947179</a><br>Here&#039;s an attempt I made with GigaPixel', 'filename': 'upscale park', 'ext': '.jpg', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1669668136729014, 'time': 1669668136, 'md5': '/BY4SMCiL7QuREcynd1acw==', 'fsize': 2395844, 'resto': 7910234}, {'no': 7950751, 'now': '12/08/22(Thu)01:56:08', 'name': 'Anonymous', 'com': '<a href=""#p7944754"" class=""quotelink"">&gt;&gt;7944754</a><br>Here is an upscale I did of some really old photo of someone sail surfing at sunset. It&#039;s part of my series on lo-fi faded nostalgic papes. Original here:<br>https://equatorjournal.com/post/615<wbr>957254657687552/franklin-watts-1979<wbr>', 'filename': 'franklin watts, 1979', 'ext': '.jpg', 'w': 3507, 'h': 2202, 'tn_w': 125, 'tn_h': 78, 'tim': 1670482568892706, 'time': 1670482568, 'md5': 'LJVaT8AMSyl1TVMlXnfcqg==', 'fsize': 1859822, 'resto': 7910234}]",1670482568,0.0,0.0,
77,7949289,,,12/01/22(Thu)04:17:46,Anonymous,"Christianity, Jesus, Bible, Verses",,isaiah-40-8-bible-verse-laptop-n93juned5c40szvy,.jpg,1920,1080,250,140,1669886266107549,1669886266,mRTbzcDMqAXO6YB8h+7GkQ==,221604,0,christianity-jesus-bible-verses,17,15,12.0,12.0,"[{'no': 7950285, 'now': '12/05/22(Mon)19:16:03', 'name': 'Anonymous', 'filename': 'grey-cross-statue-jesus-phone-rg2bpf8c16wgw7gi', 'ext': '.jpg', 'w': 800, 'h': 1189, 'tn_w': 84, 'tn_h': 125, 'tim': 1670285763591876, 'time': 1670285763, 'md5': 'uG/dTww92u8s1Ll/zc40UQ==', 'fsize': 79307, 'resto': 7949289}, {'no': 7950291, 'now': '12/05/22(Mon)20:05:14', 'name': 'Anonymous', 'com': 'cringe', 'time': 1670288714, 'resto': 7949289}, {'no': 7950294, 'now': '12/05/22(Mon)20:18:30', 'name': 'Anonymous', 'com': '<a href=""#p7950291"" class=""quotelink"">&gt;&gt;7950291</a><br>*tips fedora*', 'time': 1670289510, 'resto': 7949289}, {'no': 7950727, 'now': '12/07/22(Wed)20:09:14', 'name': 'Anonymous', 'filename': 'Wallpaper 158', 'ext': '.jpg', 'w': 2304, 'h': 1296, 'tn_w': 125, 'tn_h': 70, 'tim': 1670461754048219, 'time': 1670461754, 'md5': 'LxDFKt63jGW9iZ/hOAS/Cg==', 'fsize': 2188927, 'resto': 7949289}, {'no': 7950741, 'now': '12/07/22(Wed)23:27:05', 'name': 'Anonymous', 'com': '<a href=""#p7949289"" class=""quotelink"">&gt;&gt;7949289</a>', 'filename': 'new jerusalem', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670473625757631, 'time': 1670473625, 'md5': 'tzCdQDE03brSmS57jPe5hQ==', 'fsize': 99885, 'resto': 7949289}]",1670473625,0.0,0.0,
78,7950624,,,12/07/22(Wed)11:36:55,Anonymous,Video Wallpapers,"Video Wallpapers that would look good on phones. Gifs/webms welcome, preferably phone sized.",1666631011821633,.webm,720,1280,140,250,1670431015923771,1670431015,wz3mwtEZyAznbwEXYfRBrA==,2539058,0,video-wallpapers,3,2,,,"[{'no': 7950625, 'now': '12/07/22(Wed)11:38:38', 'name': 'Anonymous', 'filename': '1630355343878', 'ext': '.webm', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670431118173330, 'time': 1670431118, 'md5': 'zQLETZsyVIZBfnVlNYvqVw==', 'fsize': 1856260, 'resto': 7950624}, {'no': 7950626, 'now': '12/07/22(Wed)11:41:26', 'name': 'Anonymous', 'filename': '1598469640421', 'ext': '.webm', 'w': 1080, 'h': 1920, 'tn_w': 70, 'tn_h': 125, 'tim': 1670431286585349, 'time': 1670431286, 'md5': 'azkwbs9K6QaFk/+7WlwIbQ==', 'fsize': 2990644, 'resto': 7950624}, {'no': 7950733, 'now': '12/07/22(Wed)21:30:08', 'name': 'Anonymous', 'com': '<a href=""#p7950624"" class=""quotelink"">&gt;&gt;7950624</a><br><span class=""quote"">&gt;not putting this ass on venti</span><br>wasted labor', 'time': 1670466608, 'resto': 7950624}]",1670466608,0.0,0.0,
79,7916460,,,07/24/22(Sun)02:35:30,Anonymous,Coomerwave,Some papes I have been doing. Feel free to contribute Arsthetic Coomer papes.,wallpapa-2,.jpg,1600,900,250,140,1658644530550686,1658644530,3C/ODFaVOzBF24NtmZDsOA==,3041572,0,coomerwave,176,58,171.0,57.0,"[{'no': 7950276, 'now': '12/05/22(Mon)17:29:29', 'name': 'Anonymous', 'com': '<a href=""#p7947310"" class=""quotelink"">&gt;&gt;7947310</a><br>I think it can work since hypersexualization is a part of cyberpunk but you have to find very specific images. I don&#039;t think most pics shared in this thread work, the feels they give are just too contemporary.', 'time': 1670279369, 'resto': 7916460}, {'no': 7950373, 'now': '12/06/22(Tue)01:49:51', 'name': 'Anonymous', 'com': '<a href=""#p7950276"" class=""quotelink"">&gt;&gt;7950276</a><br><span class=""quote"">&gt; hypersexualization is a part of cyberpunk</span><br>kinda<br>but all this shit is just window dressing for porn addicts to indulge &amp; pretend like they arent unwell by larping as if this trash has any merit<br>it doesnt, these &quot;designs&quot; are lame as hell &amp; look exactly like something you would think of when you imagine the sort of person i described attempting to engage in said window dressing; low effort and ugly, devoid of anything of value and clearly thrown together by a person with a hideous, ugly aura about them<br><br>OP and anyone else unironically participating in this shit should seek help or suicide, it&#039;s inevitable if they ever acquire any actual self awareness anyway', 'time': 1670309391, 'resto': 7916460}, {'no': 7950622, 'now': '12/07/22(Wed)11:00:20', 'name': 'Anonymous', 'com': '<a href=""#p7917671"" class=""quotelink"">&gt;&gt;7917671</a><br>Very cool image.', 'time': 1670428820, 'resto': 7916460}, {'no': 7950678, 'now': '12/07/22(Wed)15:09:30', 'name': 'Anonymous', 'com': '<a href=""#p7950622"" class=""quotelink"">&gt;&gt;7950622</a><br>not really coomer tier though. if she were ahegao&#039;ing or something', 'time': 1670443770, 'resto': 7916460}, {'no': 7950725, 'now': '12/07/22(Wed)19:01:10', 'name': 'Anonymous', 'filename': '1670242949442335', 'ext': '.png', 'w': 2560, 'h': 1440, 'tn_w': 125, 'tn_h': 70, 'tim': 1670457670415128, 'time': 1670457670, 'md5': '/UmlbP7CMcFp6GnkAPqNdQ==', 'fsize': 6050106, 'resto': 7916460}]",1670457670,0.0,0.0,
80,7915796,,,07/21/22(Thu)17:09:20,Anonymous,Wallpapers that you made,"I never shared my photos before today, but I made this for an anon who lost his grandpa with a shot I made in Istambul circa 2015.<br>Share papes that you made, brothers.",_1150148,.jpg,1920,1080,250,140,1658437760742433,1658437760,Tyrm8mrswAcGNv6GWm762w==,4334862,0,wallpapers-that-you-made,179,154,174.0,150.0,"[{'no': 7950391, 'now': '12/06/22(Tue)03:21:01', 'name': 'Anonymous', 'com': '<a href=""#p7950390"" class=""quotelink"">&gt;&gt;7950390</a>', 'filename': 'Castlevania 10', 'ext': '.png', 'w': 2560, 'h': 1440, 'tn_w': 125, 'tn_h': 70, 'tim': 1670314861136621, 'time': 1670314861, 'md5': 'vLlRfhjSQuYR+tPpIz/uMQ==', 'fsize': 2906465, 'resto': 7915796}, {'no': 7950392, 'now': '12/06/22(Tue)03:21:34', 'name': 'Anonymous', 'com': '<a href=""#p7950391"" class=""quotelink"">&gt;&gt;7950391</a>', 'filename': 'Castlevania 11', 'ext': '.png', 'w': 2560, 'h': 1440, 'tn_w': 125, 'tn_h': 70, 'tim': 1670314894988527, 'time': 1670314894, 'md5': 'kxY8kTrTbopvdSsNc0CSzA==', 'fsize': 2420417, 'resto': 7915796}, {'no': 7950393, 'now': '12/06/22(Tue)03:22:08', 'name': 'Anonymous', 'com': '<a href=""#p7950392"" class=""quotelink"">&gt;&gt;7950392</a>', 'filename': 'Castlevania 13', 'ext': '.png', 'w': 2560, 'h': 1440, 'tn_w': 125, 'tn_h': 70, 'tim': 1670314928755900, 'time': 1670314928, 'md5': 'WhaajNyassUe91KbuEYZNw==', 'fsize': 3184142, 'resto': 7915796}, {'no': 7950437, 'now': '12/06/22(Tue)12:52:51', 'name': 'Anonymous', 'filename': 'AshvsEvilDead', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670349171355788, 'time': 1670349171, 'md5': 'Z9N613sltAyCiEyZUyVeqA==', 'fsize': 2562599, 'resto': 7915796}, {'no': 7950716, 'now': '12/07/22(Wed)18:24:58', 'name': 'Anonymous', 'com': '<a href=""#p7946410"" class=""quotelink"">&gt;&gt;7946410</a><br>Source?', 'time': 1670455498, 'resto': 7915796}]",1670455498,0.0,0.0,
81,7946091,,,11/15/22(Tue)23:04:00,Anonymous,WW1 &amp; WW2 Related - No Nazi Idolization,You get the gist,wallhaven-0qylmr,.jpg,2560,1440,250,140,1668571440021902,1668571440,hevU3p6KLnF0rY44TwFtwA==,1193787,0,ww1-ww2-related-no-nazi-idolization,59,46,54.0,43.0,"[{'no': 7949008, 'now': '11/30/22(Wed)00:00:00', 'name': 'Anonymous', 'com': '<a href=""#p7948859"" class=""quotelink"">&gt;&gt;7948859</a><br>:)', 'filename': 'wp2217191-saving-private-ryan-wallpapers', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1669784400269423, 'time': 1669784400, 'md5': 'kTVeOu0iaYGA6Ir54On5eg==', 'fsize': 1354286, 'resto': 7946091}, {'no': 7949010, 'now': '11/30/22(Wed)01:02:56', 'name': 'Anonymous', 'com': '<a href=""#p7949008"" class=""quotelink"">&gt;&gt;7949008</a><br>:)', 'filename': 'R', 'ext': '.jpg', 'w': 1080, 'h': 1080, 'tn_w': 125, 'tn_h': 125, 'tim': 1669788176841245, 'time': 1669788176, 'md5': 'g2NMXmG7lUJrPZkCel2/Gw==', 'fsize': 316083, 'resto': 7946091}, {'no': 7949824, 'now': '12/03/22(Sat)20:39:19', 'name': 'Anonymous', 'com': '<a href=""#p7947388"" class=""quotelink"">&gt;&gt;7947388</a><br>actually, no.<br>You can see the sweat on his back. He&#039;s cooking in the plexiglass hot house of an RAAF Catalina looking for Nips.', 'time': 1670117959, 'resto': 7946091}, {'no': 7950546, 'now': '12/06/22(Tue)22:47:07', 'name': 'Anonymous', 'com': '<a href=""#p7949010"" class=""quotelink"">&gt;&gt;7949010</a>', 'filename': '1597734231115', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670384827074814, 'time': 1670384827, 'md5': 'y0yYEXHza4M7A5wX8UNlfQ==', 'fsize': 829672, 'resto': 7946091}, {'no': 7950715, 'now': '12/07/22(Wed)18:21:22', 'name': 'Anonymous', 'com': '<a href=""#p7946110"" class=""quotelink"">&gt;&gt;7946110</a><br>Changretta!?', 'time': 1670455282, 'resto': 7946091}]",1670455282,0.0,0.0,
82,7950698,,,12/07/22(Wed)16:58:13,Anonymous,gem posting,post your gem wallpapers,hd-rising-sun-d5jtf52jcri7a3ub,.png,1920,1080,250,140,1670450293540089,1670450293,PAT+sk0c+11YPUwgqGrktg==,2555678,0,gem-posting,0,0,,,,1670450293,0.0,0.0,
83,7950509,,,12/06/22(Tue)18:19:16,Anonymous,Loneliness,Papes that encapsulate a general feeling of loneliness for you,1483399197267,.jpg,2560,1600,250,156,1670368756656226,1670368756,rchMTKjtMPkQQhZpAcHFtg==,511162,0,loneliness,11,11,6.0,6.0,"[{'no': 7950580, 'now': '12/07/22(Wed)08:56:51', 'name': 'Anonymous', 'com': '<a href=""#p7950579"" class=""quotelink"">&gt;&gt;7950579</a><br>3', 'filename': '_DSC0084', 'ext': '.jpg', 'w': 4548, 'h': 2993, 'tn_w': 125, 'tn_h': 82, 'tim': 1670421411910955, 'time': 1670421411, 'md5': 'q4kal48+LCmw7b4xXllklA==', 'fsize': 3467881, 'resto': 7950509}, {'no': 7950581, 'now': '12/07/22(Wed)08:58:09', 'name': 'Anonymous', 'com': '<a href=""#p7950580"" class=""quotelink"">&gt;&gt;7950580</a><br>4', 'filename': '_DSC0028', 'ext': '.jpg', 'w': 4608, 'h': 3072, 'tn_w': 125, 'tn_h': 83, 'tim': 1670421489415164, 'time': 1670421489, 'md5': 'TqXT6hYiBHVqkgsfn8uNlg==', 'fsize': 1286257, 'resto': 7950509}, {'no': 7950582, 'now': '12/07/22(Wed)08:59:41', 'name': 'Anonymous', 'com': '<a href=""#p7950581"" class=""quotelink"">&gt;&gt;7950581</a><br>5.', 'filename': '_DSC0081', 'ext': '.jpg', 'w': 4608, 'h': 2581, 'tn_w': 125, 'tn_h': 70, 'tim': 1670421581311746, 'time': 1670421581, 'md5': 'cqWE+d2l+QGTN0Y4ZRebrg==', 'fsize': 3792211, 'resto': 7950509}, {'no': 7950660, 'now': '12/07/22(Wed)14:18:41', 'name': 'Anonymous', 'filename': 'pexels-nicolas-postiglioni-421129', 'ext': '.jpg', 'w': 1920, 'h': 1271, 'tn_w': 125, 'tn_h': 82, 'tim': 1670440721392831, 'time': 1670440721, 'md5': 'cXjbo5MNE1QUBlGg6BDDgQ==', 'fsize': 312841, 'resto': 7950509}, {'no': 7950662, 'now': '12/07/22(Wed)14:22:36', 'name': 'Anonymous', 'filename': 'landscapes (25)', 'ext': '.jpg', 'w': 1959, 'h': 1306, 'tn_w': 124, 'tn_h': 83, 'tim': 1670440956391645, 'time': 1670440956, 'md5': 'eFz8QNlNv1EGqbjyHajwgA==', 'fsize': 775883, 'resto': 7950509}]",1670440956,0.0,0.0,
84,7937181,,,10/09/22(Sun)23:35:37,Anonymous,SAVE 1 POST 1,"Mobile edition.<br><br>You know the drill; if you save a wallpaper from this thread you gotta share one.<br>The mobile threads for the last couple of months have been lackluster, let&#039;s change that.",1634075165054,.jpg,1724,3000,143,250,1665372937490038,1665372937,9ml/yqbwIjgwxalrS/K+Eg==,1844466,0,save-1-post-1,317,290,312.0,285.0,"[{'no': 7950935, 'now': '12/09/22(Fri)10:08:53', 'name': 'Anonymous', 'filename': '1598389911806', 'ext': '.jpg', 'w': 1440, 'h': 2560, 'tn_w': 70, 'tn_h': 125, 'tim': 1670598533960438, 'time': 1670598533, 'md5': 'h/z2XrcbRV7SnzT9faRLgQ==', 'fsize': 1751373, 'resto': 7937181}, {'no': 7950936, 'now': '12/09/22(Fri)10:11:28', 'name': 'Anonymous', 'filename': '1598682176751', 'ext': '.jpg', 'w': 1080, 'h': 2400, 'tn_w': 56, 'tn_h': 125, 'tim': 1670598688058908, 'time': 1670598688, 'md5': 'kWWTrmATgVeuuMGJSgXVAw==', 'fsize': 3211071, 'resto': 7937181}, {'no': 7950939, 'now': '12/09/22(Fri)10:53:58', 'name': 'Anonymous', 'filename': '167016815298485398', 'ext': '.jpg', 'w': 2048, 'h': 2730, 'tn_w': 93, 'tn_h': 124, 'tim': 1670601238658516, 'time': 1670601238, 'md5': 'b9iWYSRHQux/4KtGLeeisg==', 'fsize': 271460, 'resto': 7937181}, {'no': 7951031, 'now': '12/09/22(Fri)18:08:53', 'name': 'Anonymous', 'com': '<a href=""#p7941130"" class=""quotelink"">&gt;&gt;7941130</a><br>Real nice. You got any more Dorohedoro? I haven&#039;t been able to find any high qualitiy stuff online', 'filename': 'Nasa', 'ext': '.jpg', 'w': 2065, 'h': 2696, 'tn_w': 95, 'tn_h': 125, 'tim': 1670627333327320, 'time': 1670627333, 'md5': '0whjY5X7CpXLlEAcuw5Cig==', 'fsize': 1970870, 'resto': 7937181}, {'no': 7951073, 'now': '12/09/22(Fri)23:30:31', 'name': 'Anonymous', 'filename': 'Goosebumps Wallpaper Larger', 'ext': '.jpg', 'w': 2560, 'h': 1600, 'tn_w': 125, 'tn_h': 78, 'tim': 1670646631146707, 'time': 1670646631, 'md5': 'rGsZdT6aNvyHcSeYzgGfbQ==', 'fsize': 1333004, 'resto': 7937181}]",1670646631,1.0,0.0,
