,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
79,7949086,,,11/30/22(Wed)10:26:55,Anonymous,Hiking Walls,"I&#039;m almost 27 and I have no idea what the fuck I want to do with my life/what I should be doing.<br><br>But at the bare minimum, I at least know I love to hike, I love the grit of enduring the outdoors and summiting a mountain. It&#039;s the only thing I have that makes me feel somewhat alive and primitively satisfied. <br><br>I hate how complex life is, I am so fucking sick and tired of trying to find a path/purpose figuring out how to fucking live. Hiking is the only thing that makes sense to me<br><br>Post some cool places you&#039;d like to explore",Norway Hiking,.jpg,3649,2433,250,166,1669822015920572,1669822015,Yne0hQJJ5XaWlVSIjYu+8A==,4850962,0,hiking-walls,9,7,4.0,4.0,"[{'no': 7949128, 'now': '11/30/22(Wed)12:33:48', 'name': 'Anonymous', 'com': '<a href=""#p7949092"" class=""quotelink"">&gt;&gt;7949092</a><br>Fuckin concrete ruins the view', 'time': 1669829628, 'resto': 7949086}, {'no': 7949178, 'now': '11/30/22(Wed)15:55:44', 'name': 'Anonymous', 'com': '<a href=""#p7949086"" class=""quotelink"">&gt;&gt;7949086</a><br>I&#039;m about the same age, did the entire PCT, there was a lot of this... <a href=""#p7949088"" class=""quotelink"">&gt;&gt;7949088</a><br><br>I never hiked before and haven&#039;t hiked since, but if you really adore it, then just walk forever, but I think that&#039;s escapism. <br><br>Until you have an experience to teach you that you are complete and perfect in any state you ever find yourself, you are just searching to fill some meaningless, selfish void. Give yourself to god and everything else falls in line. You might be scared thinking you&#039;ll become an entirely new person, but in reality you&#039;ll be mostly the same except the burden of striving for reason doesn&#039;t rest on your shoulders anymore. It&#039;s the most noble thing you can do and often leads to success in health, marriage, and happiness. Please find any religion that works for you.', 'filename': '1648341333642', 'ext': '.jpg', 'w': 2199, 'h': 1100, 'tn_w': 125, 'tn_h': 62, 'tim': 1669841744894746, 'time': 1669841744, 'md5': 'DwC277SFAVuWdZhZ6BJ9QQ==', 'fsize': 584822, 'resto': 7949086}, {'no': 7949185, 'now': '11/30/22(Wed)16:33:09', 'name': 'Anonymous', 'com': '<a href=""#p7949178"" class=""quotelink"">&gt;&gt;7949178</a><br>That kind of helps in a way, which I didn&#039;t really expect to be honest. I will admit, it&#039;s a breath of relief to think about just accepting and going with the flow of things without worrying about how and why. You&#039;ve given me a little bit to think about', 'time': 1669843989, 'resto': 7949086}, {'no': 7950543, 'now': '12/06/22(Tue)21:52:59', 'name': 'Anonymous', 'filename': '20220718_144107', 'ext': '.jpg', 'w': 4032, 'h': 2268, 'tn_w': 125, 'tn_h': 70, 'tim': 1670381579672515, 'time': 1670381579, 'md5': 'sAKVNONk0qIkDMj1bOpi+A==', 'fsize': 2653121, 'resto': 7949086}, {'no': 7950878, 'now': '12/09/22(Fri)02:07:24', 'name': 'Anonymous', 'com': 'this is probably unclimbable, but god i want to climb it', 'filename': '1542904164936-1', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670569644283181, 'time': 1670569644, 'md5': 'hEnDCAg+bRXGX7/7M9MX9A==', 'fsize': 1369391, 'resto': 7949086}]",1670569644,0.0,0.0,
80,7948539,,,11/27/22(Sun)18:12:12,Dark blue papes,,Anyone have any dark blue papes? I have a dark blue color scheme and need more papes to go with it. Purple allowed too,tokyo5,.jpg,1920,1080,250,140,1669590732154182,1669590732,ESlJs1BlWM+vgGhPFB9VQA==,2704785,0,anyone-have-any-dark-blue-papes-i-have-a-dark,33,30,28.0,25.0,"[{'no': 7950719, 'now': '12/07/22(Wed)18:54:36', 'name': 'Anonymous', 'com': '* *', 'filename': '1653265470699', 'ext': '.png', 'w': 1920, 'h': 1440, 'tn_w': 125, 'tn_h': 93, 'tim': 1670457276972145, 'time': 1670457276, 'md5': 'kGP//ssqAvkmbHjVjtDqCA==', 'fsize': 571807, 'resto': 7948539}, {'no': 7950720, 'now': '12/07/22(Wed)18:55:09', 'name': 'Anonymous', 'com': '* * *', 'filename': '1660244429979', 'ext': '.png', 'w': 1912, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670457309877170, 'time': 1670457309, 'md5': 'vJPbaqrBu8vAr1ywbiKv2Q==', 'fsize': 1275853, 'resto': 7948539}, {'no': 7950721, 'now': '12/07/22(Wed)18:55:41', 'name': 'Anonymous', 'com': '* * * *', 'filename': '1640978600804', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670457341689016, 'time': 1670457341, 'md5': 'zepNwJRHLpRisUDKM5OPAA==', 'fsize': 241537, 'resto': 7948539}, {'no': 7950722, 'now': '12/07/22(Wed)18:56:38', 'name': 'Anonymous', 'com': '* * * * *', 'filename': '1652096398291', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670457398460882, 'time': 1670457398, 'md5': 'h0/gs+3xKLvLLfRXQ73aIw==', 'fsize': 218465, 'resto': 7948539}, {'no': 7950874, 'now': '12/09/22(Fri)01:22:34', 'name': 'Anonymous', 'filename': '1668176066254', 'ext': '.jpg', 'w': 1900, 'h': 1080, 'tn_w': 125, 'tn_h': 71, 'tim': 1670566954994387, 'time': 1670566954, 'md5': 'Aer+FDPEo9QVZg7pDcdPMg==', 'fsize': 520330, 'resto': 7948539}]",1670566954,0.0,0.0,
81,7945792,,,11/14/22(Mon)14:09:00,Anonymous,flat background + character,post your favorite minimal wallpapers featuring flat backgrounds and characters / inanimate objects,party_cat,.jpg,1680,1050,250,156,1668452940059017,1668452940,sr23T5T1OZzoDRr7NHri0A==,89361,0,flat-background-character,131,126,126.0,122.0,"[{'no': 7949539, 'now': '12/02/22(Fri)05:51:30', 'name': 'Anonymous', 'com': '<a href=""#p7949538"" class=""quotelink"">&gt;&gt;7949538</a><br>Related background', 'filename': 'Perfect Blue Fish', 'ext': '.jpg', 'w': 1920, 'h': 1200, 'tn_w': 125, 'tn_h': 78, 'tim': 1669978290310827, 'time': 1669978290, 'md5': 'B7ZBNiLsZOaZZHnTVUHmOg==', 'fsize': 613167, 'resto': 7945792}, {'no': 7949842, 'now': '12/03/22(Sat)23:08:45', 'name': 'Anonymous', 'filename': '1636665486011', 'ext': '.jpg', 'w': 1000, 'h': 1000, 'tn_w': 125, 'tn_h': 125, 'tim': 1670126925403921, 'time': 1670126925, 'md5': 'o0RvuilXZO6k+eJsq9EjtQ==', 'fsize': 26901, 'resto': 7945792}, {'no': 7950845, 'now': '12/08/22(Thu)18:35:50', 'name': 'Anonymous', 'com': '<a href=""#p7948344"" class=""quotelink"">&gt;&gt;7948344</a><br>brilliant', 'time': 1670542550, 'resto': 7945792}, {'no': 7950859, 'now': '12/08/22(Thu)20:59:40', 'name': 'Anonymous', 'filename': '1645311337556', 'ext': '.jpg', 'w': 1920, 'h': 1200, 'tn_w': 125, 'tn_h': 78, 'tim': 1670551180091620, 'time': 1670551180, 'md5': '65ghqEyCckyZ2mnbbvfx8w==', 'fsize': 530177, 'resto': 7945792}, {'no': 7950860, 'now': '12/08/22(Thu)21:00:27', 'name': 'Anonymous', 'filename': 'e081344fa81885e3b1a99e4fc92a7e7d', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670551227886423, 'time': 1670551227, 'md5': '2hVI9xXRgWd9/EjCXxYqlw==', 'fsize': 186838, 'resto': 7945792}]",1670551227,0.0,0.0,
82,7949442,,,12/01/22(Thu)17:06:37,Anonymous,Femboy Wallpapers,femboy/trap themed backgrounds,venti,.png,3236,1820,250,140,1669932397468830,1669932397,zCh/1WTquuaQb4IdC5f3NA==,1451830,0,femboy-wallpapers,17,16,12.0,11.0,"[{'no': 7949958, 'now': '12/04/22(Sun)08:16:58', 'name': 'Anonymous', 'filename': '4aeb0a442c44fddf5e9effbd91f34733', 'ext': '.jpg', 'w': 5141, 'h': 2893, 'tn_w': 125, 'tn_h': 70, 'tim': 1670159818242166, 'time': 1670159818, 'md5': 'F1C7o1jOjXZp/tq9E5Zq1w==', 'fsize': 2151377, 'resto': 7949442}, {'no': 7949970, 'now': '12/04/22(Sun)10:07:59', 'name': 'Anonymous', 'filename': 'd58cc62eaf2a4cfaa88f2ce32e07a6ba', 'ext': '.png', 'w': 3570, 'h': 2008, 'tn_w': 125, 'tn_h': 70, 'tim': 1670166479316593, 'time': 1670166479, 'md5': 'J2Sfbjs3atFtSX+5tr6/ZA==', 'fsize': 3194460, 'resto': 7949442}, {'no': 7950728, 'now': '12/07/22(Wed)20:34:13', 'name': 'Anonymous', 'com': '<a href=""#p7949442"" class=""quotelink"">&gt;&gt;7949442</a>', 'filename': '1593552447337', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670463253179026, 'time': 1670463253, 'md5': '56zkPnkQb3KC6pgGorjQ5g==', 'fsize': 176151, 'resto': 7949442}, {'no': 7950729, 'now': '12/07/22(Wed)20:39:01', 'name': 'Anonymous', 'com': '<a href=""#p7950728"" class=""quotelink"">&gt;&gt;7950728</a>', 'filename': '1656625089261', 'ext': '.png', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1670463541741979, 'time': 1670463541, 'md5': 'TVnJ8MXATw2j2DLJ7bKgoQ==', 'fsize': 1943352, 'resto': 7949442}, {'no': 7950858, 'now': '12/08/22(Thu)20:28:05', 'name': 'Anonymous', 'com': '<a href=""#p7949442"" class=""quotelink"">&gt;&gt;7949442</a>', 'filename': '1659553613655869', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670549285240970, 'time': 1670549285, 'md5': 'ONGd5UqNPBGtqxEJPWfq3Q==', 'fsize': 263702, 'resto': 7949442}]",1670549285,0.0,0.0,
83,7937114,,,10/09/22(Sun)16:31:34,Anonymous,A sense of loss,"A mix of sadness, grief, emptiness, recklessness even, acceptance, longing, fortitude.",00150276810873,.jpg,2500,1400,250,140,1665347494314940,1665347494,7d0cVTVxt8sYy3+tCMYJQg==,1655227,0,a-sense-of-loss,68,51,63.0,48.0,"[{'no': 7947320, 'now': '11/22/22(Tue)16:46:04', 'name': 'Anonymous', 'filename': '1458053085807', 'ext': '.jpg', 'w': 1919, 'h': 1079, 'tn_w': 125, 'tn_h': 70, 'tim': 1669153564177863, 'time': 1669153564, 'md5': '2v8CaGr8y/SQiuqHInlOPw==', 'fsize': 312924, 'resto': 7937114}, {'no': 7947321, 'now': '11/22/22(Tue)16:47:44', 'name': 'Anonymous', 'filename': '1468235782750', 'ext': '.jpg', 'w': 2560, 'h': 1600, 'tn_w': 125, 'tn_h': 78, 'tim': 1669153664313681, 'time': 1669153664, 'md5': 'uPpI7fZJFRdd+dGZBugS7Q==', 'fsize': 3400482, 'resto': 7937114}, {'no': 7949370, 'now': '12/01/22(Thu)12:15:22', 'name': 'Anonymous', 'com': '<a href=""#p7939608"" class=""quotelink"">&gt;&gt;7939608</a><br>this spoke to me at an unspeakable level<br><br>I&#039;m at a Loss for words.', 'time': 1669914922, 'resto': 7937114}, {'no': 7949604, 'now': '12/02/22(Fri)16:54:10', 'name': 'Anonymous', 'filename': '1660395231441297', 'ext': '.jpg', 'w': 3840, 'h': 2559, 'tn_w': 125, 'tn_h': 83, 'tim': 1670018050746896, 'time': 1670018050, 'md5': 's2w3DBCMSH3FOwrmR0roqA==', 'fsize': 4564545, 'resto': 7937114}, {'no': 7950816, 'now': '12/08/22(Thu)15:24:54', 'name': 'Anonymous', 'com': '<a href=""#p7939533"" class=""quotelink"">&gt;&gt;7939533</a><br>stomach in knots from this pape. if life could be so sweet', 'time': 1670531094, 'resto': 7937114}]",1670531094,0.0,0.0,
84,7909108,,,06/25/22(Sat)17:03:53,Anonymous,shit papes,post the worst wallpaper you have,banan,.jpg,1680,1029,250,153,1656191033474,1656191033,tu1B3Uiw2sYouU1SMsr6cQ==,898966,0,shit-papes,299,173,294.0,170.0,"[{'no': 7950723, 'now': '12/07/22(Wed)18:58:08', 'name': 'Anonymous', 'com': '<a href=""#p7909108"" class=""quotelink"">&gt;&gt;7909108</a>', 'filename': '1520700142297', 'ext': '.jpg', 'w': 1920, 'h': 1200, 'tn_w': 125, 'tn_h': 78, 'tim': 1670457488997370, 'time': 1670457488, 'md5': 'iFB0KAkkaCt8B1OMQU9Qmw==', 'fsize': 429451, 'resto': 7909108}, {'no': 7950734, 'now': '12/07/22(Wed)21:50:19', 'name': 'Anonymous', 'com': 'Because of that shit at the top.', 'filename': '111', 'ext': '.jpg', 'w': 1600, 'h': 1200, 'tn_w': 125, 'tn_h': 93, 'tim': 1670467819245832, 'time': 1670467819, 'md5': 'pq9zsKDHoN19eRnpmRfKUg==', 'fsize': 279001, 'resto': 7909108}, {'no': 7950748, 'now': '12/08/22(Thu)01:25:57', 'name': 'Anonymous', 'com': '<a href=""#p7910876"" class=""quotelink"">&gt;&gt;7910876</a><br>i remember seeing this pape when it was first posted but didn&#039;t wanna say anything first. now as this thread approaches death i am confident in saying this goes unbelievably hard. this goes hard as shit. easily one of the best in the thread of the worst.', 'filename': '1557869348825', 'ext': '.png', 'w': 1600, 'h': 1067, 'tn_w': 125, 'tn_h': 83, 'tim': 1670480757961347, 'time': 1670480757, 'md5': 'q5qy2spzd2kq4WJF6pIeaQ==', 'fsize': 2903019, 'resto': 7909108}, {'no': 7950813, 'now': '12/08/22(Thu)15:07:37', 'name': 'Anonymous', 'com': '<a href=""#p7910916"" class=""quotelink"">&gt;&gt;7910916</a><br>The day I get fired I am going to replace the company wallpaper that gets injected into and applied to all workstations, with this.', 'time': 1670530057, 'resto': 7909108}, {'no': 7950814, 'now': '12/08/22(Thu)15:09:28', 'name': 'Anonymous', 'com': '<a href=""#p7915162"" class=""quotelink"">&gt;&gt;7915162</a><br>Eddie Murphy made me lol', 'time': 1670530168, 'resto': 7909108}]",1670530168,0.0,0.0,
85,7925405,,,08/22/22(Mon)12:52:11,Anonymous,Phone / Mobile / Vertical Papes,"Phone / Mobile / Vertical Papes<br><br> Preferably a semi-minimalist nature, however - any papes are good as long as theyre not super low res.",168107_original_3240x5760.jpg_dl=0,.jpg,1717,3052,140,250,1661187131687079,1661187131,uXQ0N2prz6w98FzktTw1RA==,1887347,0,phone-mobile-vertical-papes,210,142,205.0,141.0,"[{'no': 7950653, 'now': '12/07/22(Wed)13:25:42', 'name': 'Anonymous', 'com': '<a href=""#p7950565"" class=""quotelink"">&gt;&gt;7950565</a><br>im so sorry for your loss. tell me, how long has it been since your personality died and was reprogrammed by left wing media?', 'time': 1670437542, 'resto': 7925405}, {'no': 7950757, 'now': '12/08/22(Thu)02:47:48', 'name': 'Anonymous', 'com': '<a href=""#p7940754"" class=""quotelink"">&gt;&gt;7940754</a><br>Great album', 'time': 1670485668, 'resto': 7925405}, {'no': 7950775, 'now': '12/08/22(Thu)06:22:58', 'name': 'Anonymous', 'com': '<a href=""#p7925426"" class=""quotelink"">&gt;&gt;7925426</a><br>Is there one of this one without the stars?', 'time': 1670498578, 'resto': 7925405}, {'no': 7950793, 'now': '12/08/22(Thu)11:40:16', 'name': 'Zaknafein Samekh', 'com': '<a href=""#p7935477"" class=""quotelink"">&gt;&gt;7935477</a><br>Award for most vacuous comment of the day goes to this derp...', 'time': 1670517616, 'resto': 7925405}, {'no': 7950795, 'now': '12/08/22(Thu)11:44:00', 'name': 'Zaknafein Samekh', 'filename': 'Derrr...I post desktop wallpapers in mobile wallpaper threads', 'ext': '.png', 'w': 720, 'h': 1280, 'tn_w': 70, 'tn_h': 125, 'tim': 1670517840013472, 'time': 1670517840, 'md5': 'PJclx6duGeKwujkFeiinpg==', 'fsize': 596644, 'resto': 7925405}]",1670517840,0.0,0.0,
86,7950613,,,12/07/22(Wed)10:35:07,Anonymous,foggy urban,I need more 2-4k wallpapers in this genre... plenty of good examples but with resolutions not fit for wallpapers.,151387-city-mist-skyline-skyscraper-dark-low-angle,.jpg,3953,2355,250,148,1670427307520597,1670427307,AyolaeWgbjTjWJmd3EDTyA==,1121482,0,foggy-urban,16,14,11.0,9.0,"[{'no': 7950787, 'now': '12/08/22(Thu)11:29:53', 'name': 'Anonymous', 'filename': '1654054451845', 'ext': '.jpg', 'w': 2700, 'h': 1800, 'tn_w': 125, 'tn_h': 83, 'tim': 1670516993351943, 'time': 1670516993, 'md5': '9zontxN1gC0P4PmeuLZqxA==', 'fsize': 553004, 'resto': 7950613}, {'no': 7950788, 'now': '12/08/22(Thu)11:31:34', 'name': 'Anonymous', 'filename': 'italy-venice-piazza-san-marco-1080P-wallpaper', 'ext': '.jpg', 'w': 2048, 'h': 1363, 'tn_w': 125, 'tn_h': 83, 'tim': 1670517094207260, 'time': 1670517094, 'md5': 'hso9KEojf8ji2Q9ua3pkww==', 'fsize': 156171, 'resto': 7950613}, {'no': 7950789, 'now': '12/08/22(Thu)11:32:07', 'name': 'Anonymous', 'filename': 'NY-04', 'ext': '.jpg', 'w': 2048, 'h': 1152, 'tn_w': 125, 'tn_h': 70, 'tim': 1670517127046070, 'time': 1670517127, 'md5': 'N8D/VI4+pI1v5zefvqZA4A==', 'fsize': 995866, 'resto': 7950613}, {'no': 7950790, 'now': '12/08/22(Thu)11:33:31', 'name': 'Anonymous', 'filename': 'Guangzhou cityscape', 'ext': '.jpg', 'w': 2048, 'h': 1365, 'tn_w': 125, 'tn_h': 83, 'tim': 1670517211149593, 'time': 1670517211, 'md5': 'bU+OEtsFxad0fntfRDIXag==', 'fsize': 1442384, 'resto': 7950613}, {'no': 7950791, 'now': '12/08/22(Thu)11:34:23', 'name': 'Anonymous', 'filename': 'dawn venice italy san marco', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670517263758966, 'time': 1670517263, 'md5': 'WSJAdksCmzyczttYAZx2TA==', 'fsize': 810579, 'resto': 7950613}]",1670517263,0.0,0.0,
87,7910234,,,06/30/22(Thu)12:21:34,Anonymous,,"ITT: upscaled, modified, or expanded upon papes (either by you or someone else)<br><br>Custom wallpaper tiles are welcome.",bird over city,.jpg,4096,3072,250,187,1656606094257,1656606094,ygeOBfxv00SHK3TOK/GiBQ==,1697174,0,itt-upscaled-modified-or-expanded-upon-papes,90,70,85.0,67.0,"[{'no': 7946800, 'now': '11/20/22(Sun)02:36:49', 'name': 'Anonymous', 'com': '<a href=""#p7945197"" class=""quotelink"">&gt;&gt;7945197</a><br>Yeah, that was the original. It&#039;s some sort of upscale by someone else of the doom wall of faces It could use some touch ups though.', 'time': 1668929809, 'resto': 7910234}, {'no': 7947179, 'now': '11/21/22(Mon)22:07:33', 'name': 'Anonymous', 'com': '<a href=""#p7910234"" class=""quotelink"">&gt;&gt;7910234</a><br>can someone upscale this pic for me?', 'filename': 'IMG_20221107_235306_575 (2)', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1669086453653400, 'time': 1669086453, 'md5': 'FX+kFfQ5EYotnhUlLlS3FA==', 'fsize': 114417, 'resto': 7910234}, {'no': 7948210, 'now': '11/26/22(Sat)16:53:17', 'name': 'Anonymous', 'com': '<a href=""#p7947179"" class=""quotelink"">&gt;&gt;7947179</a><br>I am too busy at the moment. On Monday, I should have time to do it (unless someone else wants to try it).', 'time': 1669499597, 'resto': 7910234}, {'no': 7948754, 'now': '11/28/22(Mon)15:42:16', 'name': 'Anonymous', 'com': '<a href=""#p7947179"" class=""quotelink"">&gt;&gt;7947179</a><br>Here&#039;s an attempt I made with GigaPixel', 'filename': 'upscale park', 'ext': '.jpg', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1669668136729014, 'time': 1669668136, 'md5': '/BY4SMCiL7QuREcynd1acw==', 'fsize': 2395844, 'resto': 7910234}, {'no': 7950751, 'now': '12/08/22(Thu)01:56:08', 'name': 'Anonymous', 'com': '<a href=""#p7944754"" class=""quotelink"">&gt;&gt;7944754</a><br>Here is an upscale I did of some really old photo of someone sail surfing at sunset. It&#039;s part of my series on lo-fi faded nostalgic papes. Original here:<br>https://equatorjournal.com/post/615<wbr>957254657687552/franklin-watts-1979<wbr>', 'filename': 'franklin watts, 1979', 'ext': '.jpg', 'w': 3507, 'h': 2202, 'tn_w': 125, 'tn_h': 78, 'tim': 1670482568892706, 'time': 1670482568, 'md5': 'LJVaT8AMSyl1TVMlXnfcqg==', 'fsize': 1859822, 'resto': 7910234}]",1670482568,0.0,0.0,
88,7916460,,,07/24/22(Sun)02:35:30,Anonymous,Coomerwave,Some papes I have been doing. Feel free to contribute Arsthetic Coomer papes.,wallpapa-2,.jpg,1600,900,250,140,1658644530550686,1658644530,3C/ODFaVOzBF24NtmZDsOA==,3041572,0,coomerwave,176,58,171.0,57.0,"[{'no': 7950276, 'now': '12/05/22(Mon)17:29:29', 'name': 'Anonymous', 'com': '<a href=""#p7947310"" class=""quotelink"">&gt;&gt;7947310</a><br>I think it can work since hypersexualization is a part of cyberpunk but you have to find very specific images. I don&#039;t think most pics shared in this thread work, the feels they give are just too contemporary.', 'time': 1670279369, 'resto': 7916460}, {'no': 7950373, 'now': '12/06/22(Tue)01:49:51', 'name': 'Anonymous', 'com': '<a href=""#p7950276"" class=""quotelink"">&gt;&gt;7950276</a><br><span class=""quote"">&gt; hypersexualization is a part of cyberpunk</span><br>kinda<br>but all this shit is just window dressing for porn addicts to indulge &amp; pretend like they arent unwell by larping as if this trash has any merit<br>it doesnt, these &quot;designs&quot; are lame as hell &amp; look exactly like something you would think of when you imagine the sort of person i described attempting to engage in said window dressing; low effort and ugly, devoid of anything of value and clearly thrown together by a person with a hideous, ugly aura about them<br><br>OP and anyone else unironically participating in this shit should seek help or suicide, it&#039;s inevitable if they ever acquire any actual self awareness anyway', 'time': 1670309391, 'resto': 7916460}, {'no': 7950622, 'now': '12/07/22(Wed)11:00:20', 'name': 'Anonymous', 'com': '<a href=""#p7917671"" class=""quotelink"">&gt;&gt;7917671</a><br>Very cool image.', 'time': 1670428820, 'resto': 7916460}, {'no': 7950678, 'now': '12/07/22(Wed)15:09:30', 'name': 'Anonymous', 'com': '<a href=""#p7950622"" class=""quotelink"">&gt;&gt;7950622</a><br>not really coomer tier though. if she were ahegao&#039;ing or something', 'time': 1670443770, 'resto': 7916460}, {'no': 7950725, 'now': '12/07/22(Wed)19:01:10', 'name': 'Anonymous', 'filename': '1670242949442335', 'ext': '.png', 'w': 2560, 'h': 1440, 'tn_w': 125, 'tn_h': 70, 'tim': 1670457670415128, 'time': 1670457670, 'md5': '/UmlbP7CMcFp6GnkAPqNdQ==', 'fsize': 6050106, 'resto': 7916460}]",1670457670,0.0,0.0,
89,7915796,,,07/21/22(Thu)17:09:20,Anonymous,Wallpapers that you made,"I never shared my photos before today, but I made this for an anon who lost his grandpa with a shot I made in Istambul circa 2015.<br>Share papes that you made, brothers.",_1150148,.jpg,1920,1080,250,140,1658437760742433,1658437760,Tyrm8mrswAcGNv6GWm762w==,4334862,0,wallpapers-that-you-made,179,154,174.0,150.0,"[{'no': 7950391, 'now': '12/06/22(Tue)03:21:01', 'name': 'Anonymous', 'com': '<a href=""#p7950390"" class=""quotelink"">&gt;&gt;7950390</a>', 'filename': 'Castlevania 10', 'ext': '.png', 'w': 2560, 'h': 1440, 'tn_w': 125, 'tn_h': 70, 'tim': 1670314861136621, 'time': 1670314861, 'md5': 'vLlRfhjSQuYR+tPpIz/uMQ==', 'fsize': 2906465, 'resto': 7915796}, {'no': 7950392, 'now': '12/06/22(Tue)03:21:34', 'name': 'Anonymous', 'com': '<a href=""#p7950391"" class=""quotelink"">&gt;&gt;7950391</a>', 'filename': 'Castlevania 11', 'ext': '.png', 'w': 2560, 'h': 1440, 'tn_w': 125, 'tn_h': 70, 'tim': 1670314894988527, 'time': 1670314894, 'md5': 'kxY8kTrTbopvdSsNc0CSzA==', 'fsize': 2420417, 'resto': 7915796}, {'no': 7950393, 'now': '12/06/22(Tue)03:22:08', 'name': 'Anonymous', 'com': '<a href=""#p7950392"" class=""quotelink"">&gt;&gt;7950392</a>', 'filename': 'Castlevania 13', 'ext': '.png', 'w': 2560, 'h': 1440, 'tn_w': 125, 'tn_h': 70, 'tim': 1670314928755900, 'time': 1670314928, 'md5': 'WhaajNyassUe91KbuEYZNw==', 'fsize': 3184142, 'resto': 7915796}, {'no': 7950437, 'now': '12/06/22(Tue)12:52:51', 'name': 'Anonymous', 'filename': 'AshvsEvilDead', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670349171355788, 'time': 1670349171, 'md5': 'Z9N613sltAyCiEyZUyVeqA==', 'fsize': 2562599, 'resto': 7915796}, {'no': 7950716, 'now': '12/07/22(Wed)18:24:58', 'name': 'Anonymous', 'com': '<a href=""#p7946410"" class=""quotelink"">&gt;&gt;7946410</a><br>Source?', 'time': 1670455498, 'resto': 7915796}]",1670455498,0.0,0.0,
90,7946091,,,11/15/22(Tue)23:04:00,Anonymous,WW1 &amp; WW2 Related - No Nazi Idolization,You get the gist,wallhaven-0qylmr,.jpg,2560,1440,250,140,1668571440021902,1668571440,hevU3p6KLnF0rY44TwFtwA==,1193787,0,ww1-ww2-related-no-nazi-idolization,59,46,54.0,43.0,"[{'no': 7949008, 'now': '11/30/22(Wed)00:00:00', 'name': 'Anonymous', 'com': '<a href=""#p7948859"" class=""quotelink"">&gt;&gt;7948859</a><br>:)', 'filename': 'wp2217191-saving-private-ryan-wallpapers', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1669784400269423, 'time': 1669784400, 'md5': 'kTVeOu0iaYGA6Ir54On5eg==', 'fsize': 1354286, 'resto': 7946091}, {'no': 7949010, 'now': '11/30/22(Wed)01:02:56', 'name': 'Anonymous', 'com': '<a href=""#p7949008"" class=""quotelink"">&gt;&gt;7949008</a><br>:)', 'filename': 'R', 'ext': '.jpg', 'w': 1080, 'h': 1080, 'tn_w': 125, 'tn_h': 125, 'tim': 1669788176841245, 'time': 1669788176, 'md5': 'g2NMXmG7lUJrPZkCel2/Gw==', 'fsize': 316083, 'resto': 7946091}, {'no': 7949824, 'now': '12/03/22(Sat)20:39:19', 'name': 'Anonymous', 'com': '<a href=""#p7947388"" class=""quotelink"">&gt;&gt;7947388</a><br>actually, no.<br>You can see the sweat on his back. He&#039;s cooking in the plexiglass hot house of an RAAF Catalina looking for Nips.', 'time': 1670117959, 'resto': 7946091}, {'no': 7950546, 'now': '12/06/22(Tue)22:47:07', 'name': 'Anonymous', 'com': '<a href=""#p7949010"" class=""quotelink"">&gt;&gt;7949010</a>', 'filename': '1597734231115', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670384827074814, 'time': 1670384827, 'md5': 'y0yYEXHza4M7A5wX8UNlfQ==', 'fsize': 829672, 'resto': 7946091}, {'no': 7950715, 'now': '12/07/22(Wed)18:21:22', 'name': 'Anonymous', 'com': '<a href=""#p7946110"" class=""quotelink"">&gt;&gt;7946110</a><br>Changretta!?', 'time': 1670455282, 'resto': 7946091}]",1670455282,0.0,0.0,
91,7950698,,,12/07/22(Wed)16:58:13,Anonymous,gem posting,post your gem wallpapers,hd-rising-sun-d5jtf52jcri7a3ub,.png,1920,1080,250,140,1670450293540089,1670450293,PAT+sk0c+11YPUwgqGrktg==,2555678,0,gem-posting,0,0,,,,1670450293,0.0,0.0,
