,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit
71,26157294,,,12/11/22(Sun)19:48:49,Anonymous,,Is self propelled bandsaw /o/?,Imagepipe_30,.jpg,800,600,250,187,1670806129577383,1670806129,yTKgmMg+LxtC4t9RzthWvA==,114228,0,is-self-propelled-bandsaw-o,15,10,10.0,8.0,"[{'no': 26157903, 'now': '12/12/22(Mon)00:25:31', 'name': 'Anonymous', 'com': 'Another one, also trugggg', 'filename': '014', 'ext': '.jpg', 'w': 800, 'h': 533, 'tn_w': 125, 'tn_h': 83, 'tim': 1670822731537306, 'time': 1670822731, 'md5': 'BSHi/ANOnWzaWOOaKo9Enw==', 'fsize': 86494, 'resto': 26157294}, {'no': 26157914, 'now': '12/12/22(Mon)00:31:10', 'name': 'Anonymous', 'com': '<a href=""#p26157294"" class=""quotelink"">&gt;&gt;26157294</a><br>what in the redneck fuck shit is this', 'filename': 'stares', 'ext': '.gif', 'w': 220, 'h': 220, 'tn_w': 125, 'tn_h': 125, 'tim': 1670823070397420, 'time': 1670823070, 'md5': 'ovXBT7t+K8WdSsl62Y6G3Q==', 'fsize': 125246, 'resto': 26157294}, {'no': 26157927, 'now': '12/12/22(Mon)00:36:16', 'name': 'Anonymous', 'com': '<a href=""#p26157294"" class=""quotelink"">&gt;&gt;26157294</a><br>Why in gods name is this a thing, and why are there more than one of them?', 'time': 1670823376, 'resto': 26157294}, {'no': 26158005, 'now': '12/12/22(Mon)01:20:45', 'name': 'Anonymous', 'com': '<a href=""#p26157296"" class=""quotelink"">&gt;&gt;26157296</a><br>Do Europeans really?', 'time': 1670826045, 'resto': 26157294}, {'no': 26158021, 'now': '12/12/22(Mon)01:37:38', 'name': 'Anonymous', 'com': '<a href=""#p26157294"" class=""quotelink"">&gt;&gt;26157294</a><br>You bet your sweet juicy ass it is', 'time': 1670827058, 'resto': 26157294}]",1670827058,0.0,0.0
72,26153705,,,12/10/22(Sat)16:40:23,Anonymous,How does /o/ feel about Whistlin Diesel?,I mean he does destroy tons of stuff. But then again he&#039;s living the dream I guess,20210518-Hilux-Hero,.jpg,1920,1080,250,140,1670708423452025,1670708423,s1pC2UitAPV69vUXBzILhQ==,146641,0,how-does-o-feel-about-whistlin-diesel,91,8,86.0,7.0,"[{'no': 26157842, 'now': '12/11/22(Sun)23:50:32', 'name': 'Anonymous', 'com': '<a href=""#p26157813"" class=""quotelink"">&gt;&gt;26157813</a><br><span class=""quote"">&gt;gets called out for contradicting himself</span><br><span class=""quote"">&gt;resorts to a complete non-rebuttal post</span><br>The WD fanboy IQ on full display', 'time': 1670820632, 'resto': 26153705}, {'no': 26157854, 'now': '12/11/22(Sun)23:59:35', 'name': 'Anonymous', 'com': '<a href=""#p26157842"" class=""quotelink"">&gt;&gt;26157842</a><br>im not him ur just an anal addicted cock fiend boomer', 'time': 1670821175, 'resto': 26153705}, {'no': 26157872, 'now': '12/12/22(Mon)00:09:31', 'name': 'Anonymous', 'com': '<a href=""#p26157854"" class=""quotelink"">&gt;&gt;26157854</a><br>That&#039;s not a very compelling argument my low IQ friend', 'time': 1670821771, 'resto': 26153705}, {'no': 26157880, 'now': '12/12/22(Mon)00:14:58', 'name': 'Anonymous', 'com': '<a href=""#p26157872"" class=""quotelink"">&gt;&gt;26157872</a><br>anal addicted<br>cockfiend <br>boomer <br>jdm fag<br>got', 'filename': '1670278963369049', 'ext': '.jpg', 'w': 850, 'h': 556, 'tn_w': 125, 'tn_h': 81, 'tim': 1670822098691859, 'time': 1670822098, 'md5': 'UrU2n2DI3dH6abmrdXO+Wg==', 'fsize': 60639, 'resto': 26153705}, {'no': 26158011, 'now': '12/12/22(Mon)01:28:00', 'name': 'Anonymous', 'com': '<a href=""#p26157880"" class=""quotelink"">&gt;&gt;26157880</a><br>Oh yeah? Well you&#039;re also an anal addicted cockfiend boomer fag except you exclusively fiend over the cocks and anuses of NIGGERS', 'time': 1670826480, 'resto': 26153705}]",1670826480,0.0,0.0
73,26157861,,,12/12/22(Mon)00:02:20,Anonymous,,buying a black 2022 WRX limited tomorrow. Will tune it for ethanol. say something nice about my choice anon,wrx,.jpg,1180,1113,250,235,1670821340293068,1670821340,UopwKaTXVIjlA0nl3TYUsw==,485548,0,buying-a-black-2022-wrx-limited-tomorrow-will,3,0,,,"[{'no': 26157868, 'now': '12/12/22(Mon)00:06:41', 'name': 'Anonymous', 'com': '<a href=""#p26157861"" class=""quotelink"">&gt;&gt;26157861</a><br>Have fun getting gapped by everything until you buy a meth kit ;)', 'time': 1670821601, 'resto': 26157861}, {'no': 26157870, 'now': '12/12/22(Mon)00:07:28', 'name': 'Anonymous', 'com': '<a href=""#p26157861"" class=""quotelink"">&gt;&gt;26157861</a><br>Black hides the ugly ass plastic and since no one is buying these you might be able to get it below MSRP. Unironically the best way to get a new sports car in current year unfortunately.', 'time': 1670821648, 'resto': 26157861}, {'no': 26158009, 'now': '12/12/22(Mon)01:27:15', 'name': 'Anonymous', 'com': 'they seem to hold their value well for new cars.', 'time': 1670826435, 'resto': 26157861}]",1670826435,0.0,0.0
74,26157491,,,12/11/22(Sun)21:13:14,Anonymous,,"Redpill me on rebuilding an autotragic transmission, ain&#039;t spending 1.5-3K for someone else to do it when the vehicle isn&#039;t worth that much. Watched a few videos and it looks like the hardest part is just pitting everything back in the right order? Only &#039;special&#039; tool required being a SUPER long screwdriver? I&#039;ve done my fair share of repairs but never anything this in depth.",81NHkjCXY3L[1],.jpg,2560,1766,250,172,1670811194745868,1670811194,1UUUNg2ZRrOudZoRd9Pl8Q==,387023,0,redpill-me-on-rebuilding-an-autotragic,5,0,,,"[{'no': 26157494, 'now': '12/11/22(Sun)21:16:35', 'name': 'Anonymous', 'com': '<a href=""#p26157491"" class=""quotelink"">&gt;&gt;26157491</a><br>If you only need clutch packs and a seal kit it&#039;s just tedious. Volume rebuilders have many cores and new parts in bulk. Take many pics and a vidya wouldn&#039;t hurt.', 'time': 1670811395, 'resto': 26157491}, {'no': 26157724, 'now': '12/11/22(Sun)22:49:45', 'name': 'Anonymous', 'com': '<a href=""#p26157491"" class=""quotelink"">&gt;&gt;26157491</a><br>It&#039;s pathetically easy, if you like tetris.', 'time': 1670816985, 'resto': 26157491}, {'no': 26157764, 'now': '12/11/22(Sun)23:10:34', 'name': 'Anonymous', 'com': '<a href=""#p26157491"" class=""quotelink"">&gt;&gt;26157491</a><br>It&#039;ll be easier to get a unit from LKQ or pick n pull', 'time': 1670818234, 'resto': 26157491}, {'no': 26157976, 'now': '12/12/22(Mon)00:58:23', 'name': 'Anonymous', 'com': 'I needed a press, a spare shaft for alignment since I fused mine to the retainer, and a pressure test kit. The thing is, you don&#039;t know what&#039;s wrong until you open it up, and then you might have to order more parts. And then when you see the state of things in there you might want to order more parts so you don&#039;t have to go in there again. <br><br>With mine I probably paid close to what it would have cost at a shop, but I trust me and my friend&#039;s work more than I do a shop, plus I was able to upgrade everything and add some extras. So I saved money in that I got a hell of a lot more for what I spent. I saved absolutely no time at all though. The cleaning, flushing, and drying took the longest. On a side note, I got some bullshit $40 press from Amazon and that was fine for my diesel truck, but for my friend&#039;s 1990 Toyota manual transmission a full shop press was needed. Point being, don&#039;t be surprised if you end up spending more than you intended to.', 'time': 1670824703, 'resto': 26157491}, {'no': 26158000, 'now': '12/12/22(Mon)01:15:09', 'name': 'Anonymous', 'com': '<a href=""#p26157976"" class=""quotelink"">&gt;&gt;26157976</a><br>I have only done GM transmissions, but the rebuild kits for those are complete and there are no presses or anything needed on a rebuild kit. There are some weird special tools needed to measure for some shim clearances but a good parts store will have those to rent.', 'time': 1670825709, 'resto': 26157491}]",1670825709,0.0,0.0
75,26157721,,,12/11/22(Sun)22:48:45,Anonymous,,Can I just spray clear coat over shit paint to protect it and essentially prolong the years of the cars body?,Screenshot_20221211-001512,.png,1440,994,250,172,1670816925495079,1670816925,/NPHCv+V1LOpAYs2Gld1Ug==,570585,0,can-i-just-spray-clear-coat-over-shit-paint-to,6,0,1.0,0.0,"[{'no': 26157877, 'now': '12/12/22(Mon)00:12:34', 'name': 'Anonymous', 'com': '<a href=""#p26157756"" class=""quotelink"">&gt;&gt;26157756</a><br>kek', 'time': 1670821954, 'resto': 26157721}, {'no': 26157966, 'now': '12/12/22(Mon)00:53:53', 'name': 'Anonymous', 'com': '<a href=""#p26157721"" class=""quotelink"">&gt;&gt;26157721</a><br>No, there will be ugly clear coat drips after DIY spay job.', 'time': 1670824433, 'resto': 26157721}, {'no': 26157973, 'now': '12/12/22(Mon)00:57:55', 'name': 'Anonymous', 'com': 'Can I just spray clear coat<br>Over shit paint to protect<br>And essentially prolong<br>The years of the car&#039;s body?<br><br>A coat of clear protection<br>To shield from the elements&#039; fray<br>So that the paint may last<br>And the car&#039;s body stay strong for another day.<br><br>Though the paint may be flawed<br>The clear coat can save the day<br>Preserving the car&#039;s exterior<br>For many miles on the highway.<br><br>So yes, spray on that clear coat<br>And let it work its magic<br>Prolonging the life of the car<br>A preventative, proactive logic.', 'time': 1670824675, 'resto': 26157721}, {'no': 26157978, 'now': '12/12/22(Mon)00:58:52', 'name': 'Anonymous', 'com': '<a href=""#p26157721"" class=""quotelink"">&gt;&gt;26157721</a><br>no itll just peel right off', 'time': 1670824732, 'resto': 26157721}, {'no': 26157995, 'now': '12/12/22(Mon)01:10:32', 'name': 'Anonymous', 'com': '<a href=""#p26157966"" class=""quotelink"">&gt;&gt;26157966</a><br>ERA paints seem pretty good.', 'time': 1670825432, 'resto': 26157721}]",1670825432,0.0,0.0
76,26156932,,,12/11/22(Sun)17:30:26,Anonymous,Commonwhore,5.7 litre ls1,ad-assets_49aa3500-1883-4e5c-9aba-1ca7088150cc-xlg_49aa3500-1883-4e5c-9aba-1ca7088150cc-xlg,.jpg,800,533,250,166,1670797826025719,1670797826,uAHUY6t1b3GPVx3hJS3khg==,56516,0,commonwhore,19,8,14.0,8.0,"[{'no': 26157936, 'now': '12/12/22(Mon)00:40:02', 'name': 'Anonymous', 'com': '<a href=""#p26156933"" class=""quotelink"">&gt;&gt;26156933</a><br><span class=""quote"">&gt;miata&#039;s tradie cousin</span>', 'time': 1670823602, 'resto': 26156932}, {'no': 26157941, 'now': '12/12/22(Mon)00:42:03', 'name': 'Anonymous', 'com': '<a href=""#p26157885"" class=""quotelink"">&gt;&gt;26157885</a><br>Get a CTS-V', 'time': 1670823723, 'resto': 26156932}, {'no': 26157946, 'now': '12/12/22(Mon)00:43:27', 'name': 'Anonymous', 'com': '<a href=""#p26156932"" class=""quotelink"">&gt;&gt;26156932</a><br>saturday night was driving around then ended up with a used-but-maintained red p plate vn commie that stayed near me. pretty comfy night drive', 'time': 1670823807, 'resto': 26156932}, {'no': 26157950, 'now': '12/12/22(Mon)00:45:30', 'name': 'Anonymous', 'com': '<a href=""#p26157111"" class=""quotelink"">&gt;&gt;26157111</a><br>Nah mate, Holden is the true blue aussie car manufacturer - all their cars are original creations.', 'time': 1670823930, 'resto': 26156932}, {'no': 26157977, 'now': '12/12/22(Mon)00:58:39', 'name': 'Anonymous', 'com': '<a href=""#p26157950"" class=""quotelink"">&gt;&gt;26157950</a><br><a href=""#p26157950"" class=""quotelink"">&gt;&gt;26157950</a><br>Their large family sedans, vans, utes and wagons were all homegrown originals from the 40s until 1984 when the WB ute, van and Stato died. <br><br>Then 22 years later, homegrown original Holdens returned with the VE Commodore, albeit with Mexican V8s.<br><br>The Torana started as a rebadged Vauxhall Viva, but evolved into an Aussie original far removed from the Viva. The Commodore, Gemini and Camira were all just tarted up Rekords, Kadetts and Asconas respectively from Opel. The Statesman was the furthest removed but still an Opel at heart.<br><br>A whole bunch of rebadged Nissans, Toyotas, Suzukis and Isuzus were also thrown into the mix too during the 80s and 90s. These gave way to Daewoos in the 2000s and Chevrolets in the 2010s.<br><br>In summary, a total mutt lineup', 'time': 1670824719, 'resto': 26156932}]",1670824719,0.0,0.0
77,26157444,,,12/11/22(Sun)20:51:04,Anonymous,Vortec 3500,"What are your thoughts on GM’s in-line five engine, and in-line five engines in general? I have 148,000 miles on mine.",81CF5BA6-9023-4080-A43C-CB45A7FCD331,.jpg,400,382,250,238,1670809864939712,1670809864,h6A+ynfC0rlwCTwR9q+rVg==,137220,0,vortec-3500,3,0,,,"[{'no': 26157458, 'now': '12/11/22(Sun)20:58:33', 'name': 'Anonymous', 'com': '<a href=""#p26157444"" class=""quotelink"">&gt;&gt;26157444</a><br>3.5l has the head issue but 3.7l fixed all of those.<br><br>With that said my best friend has a 3.5l H3 with around 315k miles (300k of them are his) and he’s shit for maintenance. He had to get the head issue fixed probably at 60-70k miles but it’s been flawless for him since then.', 'time': 1670810313, 'resto': 26157444}, {'no': 26157711, 'now': '12/11/22(Sun)22:43:49', 'name': 'Anonymous', 'com': '<a href=""#p26157444"" class=""quotelink"">&gt;&gt;26157444</a><br>I will stay far the fuck away from anything related to this Audi tier fuckery. <br><br>https://www.youtube.com/watch?v=-dI<wbr>2pSmMy8Q', 'time': 1670816629, 'resto': 26157444}, {'no': 26157974, 'now': '12/12/22(Mon)00:58:18', 'name': 'Anonymous', 'com': '<a href=""#p26157444"" class=""quotelink"">&gt;&gt;26157444</a><br>Its only 5/6 of a vortec 4200.<br>Vortec 4200 was a good engine very smooth and decent power. 5 cylinders made H3 slow. It should have the L6', 'time': 1670824698, 'resto': 26157444}]",1670824698,0.0,0.0
78,26157164,,,12/11/22(Sun)18:43:32,Anonymous,Buick lesabre vs crown vic,Im looking at both of these for my next car. I hear both are incredibly reliable 2000s us cars with parts availabe and cheap. Im partial to rwd but im really liking the lesabre. Which one to get /o/ ?,IMG_5652,.jpg,645,387,250,150,1670802212500958,1670802212,hv3htaUnfw/zN5a/Qit3mA==,50046,0,buick-lesabre-vs-crown-vic,30,2,25.0,2.0,"[{'no': 26157862, 'now': '12/12/22(Mon)00:02:47', 'name': 'Anonymous', 'com': '<a href=""#p26157852"" class=""quotelink"">&gt;&gt;26157852</a><br>Oil pan gasket is motor out, but no manifolds are tiny and dont get in the way.', 'time': 1670821367, 'resto': 26157164}, {'no': 26157863, 'now': '12/12/22(Mon)00:02:50', 'name': 'Anonymous', 'com': '<a href=""#p26157860"" class=""quotelink"">&gt;&gt;26157860</a><br>Thats pretty uhh normal guy', 'time': 1670821370, 'resto': 26157164}, {'no': 26157940, 'now': '12/12/22(Mon)00:41:53', 'name': 'Anonymous', 'com': '<a href=""#p26157347"" class=""quotelink"">&gt;&gt;26157347</a><br>90&#039;s and 00&#039;s GM quality and materials was abysmal. Ford at least didn&#039;t allow the quality on the Vic&#039;s to drop, and their engines didn&#039;t require fancy coolant that would clog if you looked at it wrong.', 'time': 1670823713, 'resto': 26157164}, {'no': 26157944, 'now': '12/12/22(Mon)00:43:05', 'name': 'Anonymous', 'com': '<a href=""#p26157567"" class=""quotelink"">&gt;&gt;26157567</a><br>Power isn&#039;t really a concern with a la-z-boy on wheels.', 'time': 1670823785, 'resto': 26157164}, {'no': 26157956, 'now': '12/12/22(Mon)00:47:58', 'name': 'Anonymous', 'com': '<a href=""#p26157940"" class=""quotelink"">&gt;&gt;26157940</a><br>Buick meeds special coolant? I cant imagine lower quality materials than motor craft Ford', 'time': 1670824078, 'resto': 26157164}]",1670824078,0.0,0.0
79,26154322,,,12/10/22(Sat)20:57:06,Anonymous,,"The cars you can find on Manheim are really something else, but I can&#039;t find the displacement of these.",file,.png,1105,589,250,133,1670723826449473,1670723826,HSpHueHAYk+RUfjWoO6kxw==,1076173,0,the-cars-you-can-find-on-manheim-are-really,2,0,,,"[{'no': 26155612, 'now': '12/11/22(Sun)09:34:59', 'name': 'Anonymous', 'com': '<a href=""#p26154322"" class=""quotelink"">&gt;&gt;26154322</a><br>looks like it&#039;s in eggcellent condition', 'time': 1670769299, 'resto': 26154322}, {'no': 26157948, 'now': '12/12/22(Mon)00:44:11', 'name': 'Anonymous', 'com': '<a href=""#p26154322"" class=""quotelink"">&gt;&gt;26154322</a><br>Well Mannheim is scheiße', 'time': 1670823851, 'resto': 26154322}]",1670823851,0.0,0.0
80,26157925,,,12/12/22(Mon)00:34:28,Anonymous,post your cold starts,"post video/audio of your cold starts and rate, faggots.<br><br>here&#039;s mine, &#039;06 330i<br>https://streamable.com/3lit1p",cold start,.jpg,640,480,250,187,1670823268422789,1670823268,Fu3uapIPsD6QLzLWALFJmg==,36431,0,post-your-cold-starts,0,0,,,,1670823268,0.0,0.0
81,26129723,,,12/02/22(Fri)13:16:16,Anonymous,Weekend Wrenching General,"<span class=""quote"">&gt;what are you working on? </span><br><span class=""quote"">&gt;what are your plans? </span><br><span class=""quote"">&gt;post projects</span><br><span class=""quote"">&gt;talk tools</span><br><span class=""quote"">&gt;what did you buy for black friday</span>",20211210_071945,.jpg,3778,3024,250,200,1670004976585453,1670004976,GBT2aVKhbdsCcCXPrZospQ==,2696224,0,weekend-wrenching-general,128,39,123.0,36.0,"[{'no': 26157327, 'now': '12/11/22(Sun)20:00:58', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;stripped bolt hole on transmission pan</span><br>It&#039;s fucked, isnt it? I&#039;m so fucking stupid.', 'filename': 'pepe-the-frog-sad', 'ext': '.gif', 'w': 427, 'h': 498, 'tn_w': 107, 'tn_h': 125, 'tim': 1670806858119192, 'time': 1670806858, 'md5': 'M3kqz3nXZwaJ/RUsF0lPfA==', 'fsize': 71707, 'resto': 26129723}, {'no': 26157559, 'now': '12/11/22(Sun)21:43:31', 'name': 'Bepis', 'com': '<a href=""#p26155495"" class=""quotelink"">&gt;&gt;26155495</a><br>Some shit is easier on certain cars, some shit is harder. Inline engine only has one bank of cylinders so easier for headgaskets and stuff, but an I-6 could have stuff buried behind the firewall. Transverse engines mean you have to go in from the wheel well to do lots of the accessories and belt.<br><br>Something like an H6 Subaru with AWD sounds terrible to work on. Pickups and SUVs with V6’s and mid-full size sedans and crossovers or small SUVs with I4’s are both pretty easy for most stuff. But it totally depends on the job and the car because there companies don’t really think about ease of service when building the cars.<br><br><a href=""#p26157327"" class=""quotelink"">&gt;&gt;26157327</a><br>Helicoil or drill and tap the hole. A couple popular YT channels have compared thread repair kits, I think Project Farm and the Torque Test guy have compared a bunch of them.', 'time': 1670813011, 'resto': 26129723, 'trip': '!n/ZnkB9jUw'}, {'no': 26157641, 'now': '12/11/22(Sun)22:13:46', 'name': 'Anonymous', 'com': 'Tore apart a Mini Cooper engine on Saturday while at work.', 'filename': 'Screenshot_20221211-221301', 'ext': '.png', 'w': 1080, 'h': 1920, 'tn_w': 70, 'tn_h': 125, 'tim': 1670814826926607, 'time': 1670814826, 'md5': '6rMZS6jk+/K87PtwiQiKxg==', 'fsize': 2385790, 'resto': 26129723}, {'no': 26157677, 'now': '12/11/22(Sun)22:27:13', 'name': 'Anonymous', 'com': '<a href=""#p26157559"" class=""quotelink"">&gt;&gt;26157559</a><br>I&#039;m looking at a dirt cheap Pontiac grand prix GXP v6, I think that would be a fun car to get working.', 'time': 1670815633, 'resto': 26129723}, {'no': 26157922, 'now': '12/12/22(Mon)00:33:47', 'name': 'Anonymous', 'com': '<a href=""#p26130254"" class=""quotelink"">&gt;&gt;26130254</a><br>I know I&#039;m more than a week late to be updating this blog. But I managed to remove the old throttle cables with a combination of ring spanners, poking utensils and what girls refer to as &#039;magic hands&#039;. My original plan to just replace the internal cable was foiled by the damaged English (oxford) and their refusal to include any of the cable ends that LITERALLY EVERY SINGLE JAPANESE BIKE USES in their &quot;universal throttle cable kit&quot;. Luckily I&#039;m God&#039;s favourite NPC so the go to bike bits shop had two (almost) universal throttle cable kits that ( were Japanese and) they sold for the price of one because I was wearing overalls and told them I ride a tiny Honda. I say &#039;almost universal because while my throttle housing had one M8×1.25 thread that fitted perfectly the throttle return is a M10× 1.25 thread, I figured out I could just drill and tap the end of the old cable. However the only way to buy a M10×1.25 tap on a Sunday is as part of a 40 piece tap and die set at any given hardware store.<br>But after all of this and some more &#039;Magic hands&#039; I have a fully functioning bike with zero throttle slack. Those &quot;universal&quot; cables were a mm or two short, so if you as much as breathe on the throttle it revs to 6k. There&#039;s no excess tension on the cable it&#039;s somehow perfectly to length. And it&#039;s great, she feels more responsive than ever, in fact it&#039;s soo much better I&#039;ve almost stopped complaining about the final drive ratio being too short.<br>Anyway good luck with your oil changes or whatever.', 'filename': '20221212_175412', 'ext': '.jpg', 'w': 1960, 'h': 4032, 'tn_w': 60, 'tn_h': 125, 'tim': 1670823227477288, 'time': 1670823227, 'md5': 'mt+/+eoBYYxgG8aJeP04iA==', 'fsize': 915123, 'resto': 26129723}]",1670823227,0.0,0.0
82,26152475,,,12/10/22(Sat)04:30:34,Anonymous,,"<span class=""quote"">&gt;Tesla build quality</span><br><br>SERIOUSLY?",pitbull fucks up a tesla,.webm,576,1024,140,250,1670664634765169,1670664634,XU0EMWxi3NPmkAKkgXimdw==,2917863,0,tesla-build-quality,87,17,82.0,16.0,"[{'no': 26156643, 'now': '12/11/22(Sun)15:57:20', 'name': 'Anonymous', 'com': '<a href=""#p26152475"" class=""quotelink"">&gt;&gt;26152475</a><br>fryman I&#039;m really sorry that I can&#039;t ... execute that shitbull here', 'time': 1670792240, 'resto': 26152475}, {'no': 26157835, 'now': '12/11/22(Sun)23:46:20', 'name': 'Anonymous', 'com': '<a href=""#p26154535"" class=""quotelink"">&gt;&gt;26154535</a><br>This. I&#039;ve seen more people seethe over this image than a 50%/13% graph.', 'time': 1670820380, 'resto': 26152475}, {'no': 26157857, 'now': '12/12/22(Mon)00:01:34', 'name': 'Anonymous', 'com': '<a href=""#p26153842"" class=""quotelink"">&gt;&gt;26153842</a><br>Holy shit', 'filename': 'Kek', 'ext': '.jpg', 'w': 225, 'h': 224, 'tn_w': 125, 'tn_h': 124, 'tim': 1670821294681090, 'time': 1670821294, 'md5': '01Gv7mt7o2RAPN+r/2AbVg==', 'fsize': 7957, 'resto': 26152475}, {'no': 26157918, 'now': '12/12/22(Mon)00:32:16', 'name': 'Anonymous', 'com': '<a href=""#p26152475"" class=""quotelink"">&gt;&gt;26152475</a><br><span class=""quote"">&gt;be nigger</span><br><span class=""quote"">&gt;live near other niggers</span><br><span class=""quote"">&gt;upset when nigger breed from nigger owner destroys your piece of shit EV</span><br>?', 'time': 1670823136, 'resto': 26152475}, {'no': 26157919, 'now': '12/12/22(Mon)00:32:36', 'name': 'Anonymous', 'com': '<a href=""#p26152475"" class=""quotelink"">&gt;&gt;26152475</a><br>Shitbull attacking another 4 year old baka', 'time': 1670823156, 'resto': 26152475}]",1670823156,0.0,0.0
83,26151585,,,12/09/22(Fri)18:52:04,Anonymous,,"<span class=""quote"">&gt;designed to appeal to the young generation of car drivers</span><br><span class=""quote"">&gt;appeals to no one</span><br><span class=""quote"">&gt;designed to be economically cheaper than a Toyota</span><br><span class=""quote"">&gt;Nobody fucking buys one</span><br><span class=""quote"">&gt;Designed to be non-negotiable when it comes to price so that dealerships can&#039;t fuck over the consumer</span><br><span class=""quote"">&gt;Dealerships preferred selling anything other than a Scion</span><br>Was there another brand that fucked itself harder than this cope of a company?",2013-Scion-xB-badge1,.jpg,1080,717,250,165,1670629924413379,1670629924,tlbqf3N+B2ESwPHwijJB5w==,76926,0,designed-to-appeal-to-the-young-generation-of-car,26,7,21.0,5.0,"[{'no': 26154450, 'now': '12/10/22(Sat)21:38:56', 'name': 'Anonymous', 'com': 'The ads were fucking kino, though<br>https://www.youtube.com/watch?v=pY2<wbr>Haja1xps', 'filename': '75b4476d0da2203520539956392896e6', 'ext': '.jpg', 'w': 3000, 'h': 1940, 'tn_w': 125, 'tn_h': 80, 'tim': 1670726336219077, 'time': 1670726336, 'md5': 'dq/IxBtgHM1j//RYwGWW4Q==', 'fsize': 354795, 'resto': 26151585}, {'no': 26155553, 'now': '12/11/22(Sun)09:09:56', 'name': 'Anonymous', 'com': '<a href=""#p26151585"" class=""quotelink"">&gt;&gt;26151585</a><br>Scion is such a stupid name, sounds like an edgy Tattoo parlor. Why didn&#039;t they just sell them as Toyotas?', 'time': 1670767796, 'resto': 26151585}, {'no': 26155577, 'now': '12/11/22(Sun)09:22:14', 'name': 'Anonymous', 'com': '<a href=""#p26151585"" class=""quotelink"">&gt;&gt;26151585</a><br>xA was always trash. The original xB was actually a decent little car. Tons of room (like a foot of headroom even if you&#039;re tall), zippy and responsive, stick shift, reliable, good gas mileage, decent hauling space with back seat down. An extremely practical small car.<br>Then toyota ruined them with the redesign and then there was no reason to buy one.', 'filename': 'xb', 'ext': '.png', 'w': 1680, 'h': 1050, 'tn_w': 125, 'tn_h': 78, 'tim': 1670768534870159, 'time': 1670768534, 'md5': 'WdQTDhYPP8nMcxP3GC70dA==', 'fsize': 2169823, 'resto': 26151585}, {'no': 26155590, 'now': '12/11/22(Sun)09:27:14', 'name': 'Anonymous', 'com': '<a href=""#p26154148"" class=""quotelink"">&gt;&gt;26154148</a><br><span class=""quote"">&gt;300s are perfectly acceptable for what they&#039;re trying to be</span><br>A shitbox for niggers with a negative credit score?', 'time': 1670768834, 'resto': 26151585}, {'no': 26157910, 'now': '12/12/22(Mon)00:27:45', 'name': 'Anonymous', 'com': '<a href=""#p26155553"" class=""quotelink"">&gt;&gt;26155553</a><br>they needed to appeal to those millennials, of course', 'time': 1670822865, 'resto': 26151585}]",1670822865,0.0,0.0
84,26153419,,,12/10/22(Sat)15:05:01,Anonymous,,Does this shit work? What does /o/ use for fuel stabilizer?,71e-239oGcS,.jpg,2000,2000,250,250,1670702701109600,1670702701,8j9NDj28DU7ScF0ZhjfWtA==,207047,0,does-this-shit-work-what-does-o-use-for-fuel,18,0,13.0,0.0,"[{'no': 26155723, 'now': '12/11/22(Sun)10:45:35', 'name': 'Anonymous', 'com': '<a href=""#p26155124"" class=""quotelink"">&gt;&gt;26155124</a><br>Does premium (93 octane) gas have ethanol in it?', 'time': 1670773535, 'resto': 26153419}, {'no': 26155732, 'now': '12/11/22(Sun)10:51:38', 'name': 'Anonymous', 'com': '<a href=""#p26155723"" class=""quotelink"">&gt;&gt;26155723</a><br>Usually yes.<br>Use this site to find ethanol free gas<br>https://www.pure-gas.org/', 'time': 1670773898, 'resto': 26153419}, {'no': 26157239, 'now': '12/11/22(Sun)19:16:42', 'name': 'Anonymous', 'com': '<a href=""#p26155732"" class=""quotelink"">&gt;&gt;26155732</a><br>Can you run offroad gas in a gdi car with a cat?', 'time': 1670804202, 'resto': 26153419}, {'no': 26157881, 'now': '12/12/22(Mon)00:15:28', 'name': 'Anonymous', 'com': '<a href=""#p26154533"" class=""quotelink"">&gt;&gt;26154533</a><br>Someone red pill me on adding TC-W3 to my fuel. Boomer myth or does it work?', 'time': 1670822128, 'resto': 26153419}, {'no': 26157882, 'now': '12/12/22(Mon)00:16:33', 'name': 'Anonymous', 'com': '<a href=""#p26153419"" class=""quotelink"">&gt;&gt;26153419</a><br>tastes great', 'time': 1670822193, 'resto': 26153419}]",1670822193,0.0,0.0
