,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images
74,24133723,,,12/11/22(Sun)17:55:03,Anonymous,Feet thread,Why there isn&#039;t one?,Perfection of germanic soles 2,.webm,1280,720,250,140,1670799303682205,1670799303,3q3ssb+wagDlCIzmqrrMGA==,4041307,0,,feet-thread,72,48,"[{'no': 24142036, 'now': '12/12/22(Mon)23:14:04', 'name': 'Anonymous', 'com': '<a href=""#p24135273"" class=""quotelink"">&gt;&gt;24135273</a><br>fuck', 'time': 1670904844, 'resto': 24133723}, {'no': 24142311, 'now': '12/13/22(Tue)00:04:04', 'name': 'Anonymous', 'com': '<a href=""#p24135851"" class=""quotelink"">&gt;&gt;24135851</a><br><a href=""#p24138306"" class=""quotelink"">&gt;&gt;24138306</a><br><br>Ah, yea, got you bro', 'filename': '7up_feet', 'ext': '.webm', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670907844024555, 'time': 1670907844, 'md5': 'Y5i9CHK4msBiWgz7hH1RSA==', 'fsize': 1422171, 'resto': 24133723}, {'no': 24142477, 'now': '12/13/22(Tue)00:32:30', 'name': 'Anonymous', 'com': '<a href=""#p24140513"" class=""quotelink"">&gt;&gt;24140513</a><br>Its on youtube bro, look for it', 'time': 1670909550, 'resto': 24133723}, {'no': 24143511, 'now': '12/13/22(Tue)05:26:13', 'name': 'Anonymous', 'com': '<a href=""#p24142477"" class=""quotelink"">&gt;&gt;24142477</a><br>What was her full name?', 'time': 1670927173, 'resto': 24133723}, {'no': 24143571, 'now': '12/13/22(Tue)05:50:41', 'name': 'Anonymous', 'com': '<a href=""#p24142311"" class=""quotelink"">&gt;&gt;24142311</a><br>kys', 'time': 1670928641, 'resto': 24133723}]",1670928641,0.0,0.0,67.0,47.0
75,24100981,,,12/06/22(Tue)15:15:47,Anonymous,HMV Thread,Animation only,Dirty HMV,.webm,640,360,250,140,1670357747941604,1670357747,M1yyycfE4lm66Om+Qv8zGg==,3188145,0,,hmv-thread,225,75,"[{'no': 24142897, 'now': '12/13/22(Tue)02:13:47', 'name': 'Anonymous', 'com': '<a href=""#p24140878"" class=""quotelink"">&gt;&gt;24140878</a><br>Okay I am not kidding anons<br>I opened up this webm and didn&#039;t know what to expect<br>but I cannot explain it, this fucking webm for some reason or another, actually gave me a boner, like a real hard on erection<br>what the actual fuck, why? how? is there moar of this please?', 'time': 1670915627, 'resto': 24100981}, {'no': 24143034, 'now': '12/13/22(Tue)02:52:48', 'name': 'Anonymous', 'com': '<a href=""#p24117388"" class=""quotelink"">&gt;&gt;24117388</a><br>Sauce on first clip?', 'time': 1670917968, 'resto': 24100981}, {'no': 24143479, 'now': '12/13/22(Tue)05:13:48', 'name': 'Anonymous', 'com': '<a href=""#p24141258"" class=""quotelink"">&gt;&gt;24141258</a><br><span class=""quote"">&gt;fair warning this is very gay</span><br>ya don&#039;t say', 'time': 1670926428, 'resto': 24100981}, {'no': 24143569, 'now': '12/13/22(Tue)05:50:21', 'name': 'Anonymous', 'filename': 'HMV7 (Dance)', 'ext': '.webm', 'w': 856, 'h': 480, 'tn_w': 125, 'tn_h': 70, 'tim': 1670928621053803, 'time': 1670928621, 'md5': 'AgHgJa3S+UE2PzWJJExaRQ==', 'fsize': 2362898, 'resto': 24100981}, {'no': 24143597, 'now': '12/13/22(Tue)06:00:53', 'name': 'Anonymous', 'com': '<a href=""#p24100988"" class=""quotelink"">&gt;&gt;24100988</a><br>This is very well done. Looks like hard work. Good job.', 'time': 1670929253, 'resto': 24100981}]",1670929253,0.0,0.0,220.0,74.0
76,24134359,,,12/11/22(Sun)19:32:11,Anonymous,Anime OP,"<span class=""quote"">&gt;OP baits COOMERS edition</span>",Shimoneta,.webm,640,360,250,140,1670805131736614,1670805131,FT0Z0AKa7nHMDsRUKWWreQ==,4070428,0,,anime-op,108,70,"[{'no': 24143145, 'now': '12/13/22(Tue)03:30:00', 'name': 'Anonymous', 'filename': 'Cyber City Oedo 808 - 1 (Sub)-3', 'ext': '.webm', 'w': 654, 'h': 440, 'tn_w': 125, 'tn_h': 84, 'tim': 1670920200065886, 'time': 1670920200, 'md5': 'MrxVqXIIg21+cgC2dAMiJQ==', 'fsize': 4169913, 'resto': 24134359}, {'no': 24143384, 'now': '12/13/22(Tue)04:42:23', 'name': 'Anonymous', 'com': '<a href=""#p24134388"" class=""quotelink"">&gt;&gt;24134388</a><br>Sexy Commando Gaiden<br>Detroit Metal City', 'time': 1670924543, 'resto': 24134359}, {'no': 24143542, 'now': '12/13/22(Tue)05:38:29', 'name': 'Anonymous', 'com': 'When I was still in high school, there was a girl who knew this anime. She was chubby, and an aggressive feminist. When I brought this show up, she almost cried. It made me surprised she knew about it.<br><br>Also, when I designed the uniforms for a certain &quot;robot&quot; girl army, I tried to go for something more shameless than these great pieces of clothing. This means they&#039;re half naked, but I have the excuse that they have a cool nanofibre armor under their skin. (Sadly it needs to have holes at certain spots.) We do now see there are two types of men: I take my inspiration from badass art like this, and others beg a digital fake engine for hair styles.<br><br>There&#039;s an artist called Peter Zimmermann on Bandcamp who made a nice remix of this music. It&#039;s on his free album &quot;Let&#039;s Dance&quot;.', 'filename': 'Agent AIKa (1997) - S01E05 - Trial 5 The Golden Delmo Operation-3', 'ext': '.webm', 'w': 534, 'h': 400, 'tn_w': 125, 'tn_h': 93, 'tim': 1670927909903093, 'time': 1670927909, 'md5': 'VmyM8x16lolkgi17guc5vg==', 'fsize': 4112612, 'resto': 24134359}, {'no': 24143550, 'now': '12/13/22(Tue)05:40:24', 'name': 'Anonymous', 'com': '<a href=""#p24138546"" class=""quotelink"">&gt;&gt;24138546</a><br>Why did you assume it was the first thing?', 'time': 1670928024, 'resto': 24134359}, {'no': 24143564, 'now': '12/13/22(Tue)05:46:38', 'name': 'Anonymous', 'com': '<a href=""#p24134791"" class=""quotelink"">&gt;&gt;24134791</a><br>Absolutely based City Hunter post', 'time': 1670928398, 'resto': 24134359}]",1670928398,0.0,0.0,103.0,68.0
77,24125809,,,12/10/22(Sat)13:09:29,Anonymous,male feminization thread,,No_testicles_1,.webm,500,470,250,235,1670695769268084,1670695769,zuorr25BdoBLgLNHeUuB9w==,359342,0,,male-feminization-thread,79,19,"[{'no': 24142962, 'now': '12/13/22(Tue)02:31:03', 'name': 'Anonymous', 'com': '<a href=""#p24133768"" class=""quotelink"">&gt;&gt;24133768</a><br>If I ever saw a hooker, this is probably what I&#039;d have her do.', 'time': 1670916663, 'resto': 24125809}, {'no': 24142964, 'now': '12/13/22(Tue)02:31:28', 'name': 'Anonymous', 'com': '<a href=""#p24137590"" class=""quotelink"">&gt;&gt;24137590</a><br>https://www.pure-ts.com/tour/traile<wbr>rs/Sarina-Valentina-is-a-golden-god<wbr>dess.html', 'time': 1670916688, 'resto': 24125809}, {'no': 24142992, 'now': '12/13/22(Tue)02:38:04', 'name': 'Anonymous', 'com': '<a href=""#p24126116"" class=""quotelink"">&gt;&gt;24126116</a><br>God, that hip to waist ratio looks fucking insane', 'time': 1670917084, 'resto': 24125809}, {'no': 24143105, 'now': '12/13/22(Tue)03:15:22', 'name': 'Anonymous', 'com': '<a href=""#p24133741"" class=""quotelink"">&gt;&gt;24133741</a><br>Sauce? You have no idea how long I&#039;ve been looking for it', 'time': 1670919322, 'resto': 24125809}, {'no': 24143562, 'now': '12/13/22(Tue)05:45:05', 'name': 'Anonymous', 'com': '<a href=""#p24141073"" class=""quotelink"">&gt;&gt;24141073</a><br><span class=""quote"">&gt;some dude nobody has talked to in the last 7 years posts a 12 second webm</span><br><span class=""quote"">&gt;life destroyed</span><br>Correct, yes.<br><br>It&#039;s a public service in God&#039;s name.', 'time': 1670928305, 'resto': 24125809}]",1670928305,0.0,0.0,74.0,19.0
78,24132460,,,12/11/22(Sun)14:26:05,Anonymous,Confidence Masterclass,Brought to you by: Charisma on Command,1,.webm,320,180,250,140,1670786765422476,1670786765,C5smXhfai3mecTh984kbng==,3658939,0,,confidence-masterclass,36,21,"[{'no': 24141491, 'now': '12/12/22(Mon)21:33:25', 'name': 'Anonymous', 'com': '<a href=""#p24132460"" class=""quotelink"">&gt;&gt;24132460</a><br>Thanks for posting these anon. Definitely forgot how informative this stuff actually is. Got into Charisma Karma pre-pandemic and just dropped off of it right in. Remember it helped me stand out a lot more in many social settings. Definitely wasn&#039;t one of these other coomers berating you on a raunchy porn thread. If you got more, feel free to share, these neckbeards could learn a thing or two.', 'time': 1670898805, 'resto': 24132460}, {'no': 24142070, 'now': '12/12/22(Mon)23:17:59', 'name': 'Anonymous', 'com': '<a href=""#p24138031"" class=""quotelink"">&gt;&gt;24138031</a><br><span class=""quote"">&gt;lunch </span><br>COCK', 'time': 1670905079, 'resto': 24132460}, {'no': 24142139, 'now': '12/12/22(Mon)23:29:30', 'name': 'Anonymous', 'com': '<a href=""#p24141491"" class=""quotelink"">&gt;&gt;24141491</a><br>i love the jewish psyop people are engaging in here<br>if it wasn&#039;t for COC on YT, I would be a limp dick asocial retard instead of just a limp dick retard<br><br>i started noticing things like how people who are more assertive tend to continue speaking, not stopping their sentence even if you try to interrupt them, as a way to gain dominance over a conversation<br>i think that when he mentioned that, i started to realize he wasn&#039;t just pulling ideas out of his ass but that he was actually on to something<br><br>of course, you still have to practice in social settings but these kinds of things helps you avoid very simple mistakes that most of us make when trying to interact with people along with giving you the confidence that you&#039;re going in with a proverbial loaded gun rather than hoping you remembered your bullets<br><br>one thing i took from his videos was that you should not cut off your sentence short if someone interrupts you but instead continue on with your sentence at the same speed, tone, and volume (as i mentioned above)<br>that way, it will seem obvious when someone was interrupting you and it helps to avoid other people walking all over you in a conversation<br>i actually did this with my previous boss and she looked at me strangely, was one of the weirdest feelings to stand out on top in a social setting<br><br>i&#039;m glad some people are finding it useful since i wasn&#039;t sure if i should gather some of the other videos as well<br>i know it&#039;s not as exciting for this current generation that prefers five to ten second tiktok videos on life advice but unfortunately they&#039;re just not going to reap the benefits that we will<br>less competition for us; they&#039;ll continue to make &quot;feel threads&quot; wondering what went wrong when in reality they don&#039;t want to put in the work they know they have to put in', 'time': 1670905770, 'resto': 24132460}, {'no': 24143186, 'now': '12/13/22(Tue)03:44:35', 'name': 'Anonymous', 'com': 'AHAHHAHAHAHAHAHA do people actually watch these seriously? you guys unironically are &quot;learning&quot; from this loser? <br>bro I swear to god some of you retards will stay alone for the rest of your lives lmfaoooo', 'time': 1670921075, 'resto': 24132460}, {'no': 24143556, 'now': '12/13/22(Tue)05:43:32', 'name': 'Anonymous', 'com': 'DLing to check out tomorrow, thanks OP, sorry your thread is full of cum brained ingrates', 'time': 1670928212, 'resto': 24132460}]",1670928212,0.0,0.0,31.0,21.0
79,24106521,,,12/07/22(Wed)13:27:14,Anonymous,,sexual harassment messiah thread,1669736342015007,.webm,720,1280,140,250,1670437634366985,1670437634,UG8fa98gY5Y7AJHsFRAMhQ==,4024802,0,,sexual-harassment-messiah-thread,110,8,"[{'no': 24143514, 'now': '12/13/22(Tue)05:27:06', 'name': 'Anonymous', 'com': '<a href=""#p24143370"" class=""quotelink"">&gt;&gt;24143370</a><br>Kinda based for an autist', 'time': 1670927226, 'resto': 24106521}, {'no': 24143527, 'now': '12/13/22(Tue)05:30:06', 'name': 'Anonymous', 'com': '<a href=""#p24143487"" class=""quotelink"">&gt;&gt;24143487</a><br>he would only be sent to prison if a bunch of plebbitors cared about this and the state sought to appease their simple brains. if hes not on the radar then he basically gets a free pass on this. although i am not sure if i would bother doing stuff like this, out of laziness', 'time': 1670927406, 'resto': 24106521}, {'no': 24143536, 'now': '12/13/22(Tue)05:35:21', 'name': 'Anonymous', 'com': '<a href=""#p24141366"" class=""quotelink"">&gt;&gt;24141366</a><br>&quot;i never went to university, but i can drive a car!!!&quot; - all the worthless faggots who don&#039;t deserve to live', 'time': 1670927721, 'resto': 24106521}, {'no': 24143547, 'now': '12/13/22(Tue)05:39:38', 'name': 'Anonymous', 'com': '<a href=""#p24142359"" class=""quotelink"">&gt;&gt;24142359</a><br>Source?', 'time': 1670927978, 'resto': 24106521}, {'no': 24143554, 'now': '12/13/22(Tue)05:42:53', 'name': 'Anonymous', 'com': '<a href=""#p24125074"" class=""quotelink"">&gt;&gt;24125074</a><br>Got caught fucking his sister.', 'time': 1670928173, 'resto': 24106521}]",1670928173,0.0,0.0,105.0,8.0
80,24090547,,,12/04/22(Sun)19:49:42,Anonymous,coom streamer gifs,,1646308916099,.webm,960,540,250,140,1670201382121561,1670201382,U7PUZixFr/dask3KU0EcPw==,3670360,0,,coom-streamer-gifs,205,39,"[{'no': 24143500, 'now': '12/13/22(Tue)05:21:19', 'name': 'Anonymous', 'com': '<a href=""#p24090766"" class=""quotelink"">&gt;&gt;24090766</a><br>That pussy must stink. Thats why the dog keeps trying to smell it.', 'time': 1670926879, 'resto': 24090547}, {'no': 24143503, 'now': '12/13/22(Tue)05:23:20', 'name': 'Anonymous', 'com': '<a href=""#p24107106"" class=""quotelink"">&gt;&gt;24107106</a><br>I still think about the feet of girls from 7th and 8th grade', 'time': 1670927000, 'resto': 24090547}, {'no': 24143524, 'now': '12/13/22(Tue)05:29:43', 'name': 'Anonymous', 'com': '<a href=""#p24090547"" class=""quotelink"">&gt;&gt;24090547</a><br>i think i&#039;ve misunderstood this thread!! I was expecting funny gifs of coomers/trolls interacting with chick streamers. kind of like this one:<br>&lt;<br><br>&lt; more of webm attached?', 'filename': 'humour_productDefective', 'ext': '.webm', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670927383229446, 'time': 1670927383, 'md5': 'XDUEbX4CjeMf9JXBWxIlww==', 'fsize': 1492136, 'resto': 24090547}, {'no': 24143530, 'now': '12/13/22(Tue)05:32:04', 'name': 'Anonymous', 'com': '<a href=""#p24094844"" class=""quotelink"">&gt;&gt;24094844</a><br>you grossly underestimate humans and the vast array of what people enjoy doing.<br>at the very least, have you never heard of voyeurism?!<br><br>gonna have to call you an ignorant dumbass since you&#039;re browsing gif (of all places!) and you still comment like the way you just did.', 'time': 1670927524, 'resto': 24090547}, {'no': 24143533, 'now': '12/13/22(Tue)05:34:23', 'name': 'Anonymous', 'com': '<a href=""#p24130868"" class=""quotelink"">&gt;&gt;24130868</a><br>Wait, she takes it to the face and then her guy kisses her that way? He is a fag pretending to be straight.', 'time': 1670927663, 'resto': 24090547}]",1670927663,0.0,0.0,200.0,38.0
81,24134002,,,12/11/22(Sun)18:35:09,suicide fuel porn,,"Do you guys also have this thing where a video is so unbelievably hot that you can&#039;t even jerk off to it, so hot that it actually makes you feel bad?<br>If so, post em.<br>Anything is allowed, as long as it makes you so jealous you can&#039;t even jerk off to it properly.",1658808888433219,.webm,1024,576,250,140,1670801709021160,1670801709,SUwXpZRTxVgJOZjke+x/PQ==,4008038,0,,do-you-guys-also-have-this-thing-where-a-video-is,100,21,"[{'no': 24143003, 'now': '12/13/22(Tue)02:41:54', 'name': 'Anonymous', 'com': '<a href=""#p24141167"" class=""quotelink"">&gt;&gt;24141167</a><br><span class=""quote"">&gt;supporting bestiality</span><br>it&#039;s called having standards', 'time': 1670917314, 'resto': 24134002}, {'no': 24143078, 'now': '12/13/22(Tue)03:06:44', 'name': 'Anonymous', 'com': '<a href=""#p24137306"" class=""quotelink"">&gt;&gt;24137306</a><br>i.e sssniperwolf', 'time': 1670918804, 'resto': 24134002}, {'no': 24143141, 'now': '12/13/22(Tue)03:28:34', 'name': 'Anonymous', 'com': '<a href=""#p24134059"" class=""quotelink"">&gt;&gt;24134059</a><br>FUCK. This one does it for me.<br>Why is this happening boys?', 'time': 1670920114, 'resto': 24134002}, {'no': 24143175, 'now': '12/13/22(Tue)03:40:30', 'name': 'Anonymous', 'com': '<a href=""#p24134002"" class=""quotelink"">&gt;&gt;24134002</a><br>Women are men, OP. They&#039;re fags in multiple senses of the word.', 'time': 1670920830, 'resto': 24134002}, {'no': 24143522, 'now': '12/13/22(Tue)05:29:08', 'name': 'Anonymous', 'com': '<a href=""#p24143141"" class=""quotelink"">&gt;&gt;24143141</a><br>you can like porn that has a black guy in it without being one of those degen cuck boys.<br>unless you mean about the daddy shit. have fun living with that, sicko', 'filename': '1660467396241524', 'ext': '.webm', 'w': 480, 'h': 480, 'tn_w': 125, 'tn_h': 125, 'tim': 1670927348291340, 'time': 1670927348, 'md5': 'mTZJxnKKBWDobiu+/nQsTQ==', 'fsize': 2086885, 'resto': 24134002}]",1670927348,0.0,0.0,95.0,20.0
82,24130655,,,12/11/22(Sun)08:54:08,Demon dogs put down,,"Putting down the four legged demons that go by the name of pitbulls.<br><br>AKA shitbull rekt/shot thread.<br><br>Help me fatten up my shitbull rekt folder, plz.",shitbull1,.webm,640,360,250,140,1670766848319867,1670766848,70BoVYZ5G564f0p5pPmULw==,3081030,0,,putting-down-the-four-legged-demons-that-go-by,173,28,"[{'no': 24143441, 'now': '12/13/22(Tue)04:59:20', 'name': 'Anonymous', 'com': '<a href=""#p24136317"" class=""quotelink"">&gt;&gt;24136317</a><br>Damn i gotta see that now', 'time': 1670925560, 'resto': 24130655}, {'no': 24143460, 'now': '12/13/22(Tue)05:06:41', 'name': 'Anonymous', 'com': '<a href=""#p24136131"" class=""quotelink"">&gt;&gt;24136131</a><br>It knows', 'time': 1670926001, 'resto': 24130655}, {'no': 24143477, 'now': '12/13/22(Tue)05:12:19', 'name': 'Anonymous', 'com': '<a href=""#p24136002"" class=""quotelink"">&gt;&gt;24136002</a><br>best one yet', 'time': 1670926339, 'resto': 24130655}, {'no': 24143482, 'now': '12/13/22(Tue)05:14:47', 'name': 'Anonymous', 'com': '<a href=""#p24133871"" class=""quotelink"">&gt;&gt;24133871</a><br>The scream at the end actually sounds dope from a deathcore perspective. Wish I could do that lol', 'time': 1670926487, 'resto': 24130655}, {'no': 24143510, 'now': '12/13/22(Tue)05:26:06', 'name': 'Moth', 'com': '<a href=""#p24130684"" class=""quotelink"">&gt;&gt;24130684</a><br>Not a pitbull, still good though, fuck unleashed dogs', 'time': 1670927166, 'resto': 24130655}]",1670927166,0.0,0.0,168.0,28.0
83,24081138,,,12/03/22(Sat)11:49:16,Anonymous,LILU OR EXPLOSIVE CUMSHOT,,LILU,.webm,1280,720,250,140,1670086156225674,1670086156,MOBPDOyNYNz+P5xo5IavVw==,1666141,0,,lilu-or-explosive-cumshot,165,41,"[{'no': 24139982, 'now': '12/12/22(Mon)16:29:04', 'name': 'Anonymous', 'com': '<a href=""#p24081192"" class=""quotelink"">&gt;&gt;24081192</a><br>dude has Klienfelter syndrome', 'time': 1670880544, 'resto': 24081138}, {'no': 24141702, 'now': '12/12/22(Mon)22:17:33', 'name': 'Anonymous', 'filename': '9564551258789', 'ext': '.webm', 'w': 1366, 'h': 720, 'tn_w': 125, 'tn_h': 65, 'tim': 1670901453076063, 'time': 1670901453, 'md5': '9dpI7B5p81Z3qLOilqna7Q==', 'fsize': 3850295, 'resto': 24081138}, {'no': 24141709, 'now': '12/12/22(Mon)22:19:52', 'name': 'Anonymous', 'filename': 'FavoritePerfumedDwarfrabbit', 'ext': '.webm', 'w': 562, 'h': 420, 'tn_w': 125, 'tn_h': 93, 'tim': 1670901592791757, 'time': 1670901592, 'md5': '/FcaEKnidjpGvxXRnRRm9Q==', 'fsize': 1161734, 'resto': 24081138}, {'no': 24141717, 'now': '12/12/22(Mon)22:21:34', 'name': 'Anonymous', 'filename': '1654082437120', 'ext': '.webm', 'w': 667, 'h': 500, 'tn_w': 124, 'tn_h': 93, 'tim': 1670901694531159, 'time': 1670901694, 'md5': 'dCjo8MVk6h1pcB08+gSE/Q==', 'fsize': 3903559, 'resto': 24081138}, {'no': 24143492, 'now': '12/13/22(Tue)05:17:06', 'name': 'Anonymous', 'com': 'nice', 'time': 1670926626, 'resto': 24081138}]",1670926626,0.0,0.0,160.0,38.0
84,24066548,,,12/01/22(Thu)05:57:52,Anonymous,"Hairy pussy, hairy armpits, bush, hairy legs","The hairier the better, no stubble, no complaining that you don&#039;t like it, females only, no hardcore, no penis.<br><br>IMPORTANT: no complaining that you don&#039;t like hair in certain places<br><br>Previous thread <span class=""deadlink"">&gt;&gt;23968353</span>",natashakaur5,.webm,1920,1080,250,140,1669892272080602,1669892272,/lUbo/+Fe6P3XMAaTZqbCQ==,4046066,0,,hairy-pussy-hairy-armpits-bush-hairy-legs,244,126,"[{'no': 24140898, 'now': '12/12/22(Mon)19:34:56', 'name': 'Anonymous', 'filename': '1662995732565533', 'ext': '.webm', 'w': 404, 'h': 718, 'tn_w': 70, 'tn_h': 125, 'tim': 1670891696465155, 'time': 1670891696, 'md5': 'D0sRpwOpyYccQyBMQ1057g==', 'fsize': 4012305, 'resto': 24066548}, {'no': 24141060, 'now': '12/12/22(Mon)20:12:22', 'name': 'Anonymous', 'com': '<a href=""#p24140156"" class=""quotelink"">&gt;&gt;24140156</a><br><br>What&#039;s your position on toejam or dingleberries? I mean if you&#039;re perfectly fine with dreadlocked asshole hair and caked on deodorant arm-pit bush where do you draw the line? Do you tapout at intercourse during menstruation or hey, it&#039;s just gravy for your chicks linguine thick bush?', 'time': 1670893942, 'resto': 24066548}, {'no': 24143411, 'now': '12/13/22(Tue)04:49:31', 'name': 'Anonymous', 'filename': 'skinny_hotdirty20221212143112-jet2ffmpegcopy-03_11-03_30', 'ext': '.webm', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670924971356745, 'time': 1670924971, 'md5': '3V0FliSZ/YeH+oJVhzt5Ng==', 'fsize': 4060068, 'resto': 24066548}, {'no': 24143443, 'now': '12/13/22(Tue)04:59:55', 'name': 'Anonymous', 'com': '<a href=""#p24141060"" class=""quotelink"">&gt;&gt;24141060</a><br>you sound like someone who doesn&#039;t get out much.', 'time': 1670925595, 'resto': 24066548}, {'no': 24143491, 'now': '12/13/22(Tue)05:17:01', 'name': 'Anonymous', 'filename': 'marysuz20221212190132-jet2ffmpegcopy-02_34-03_02', 'ext': '.webm', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670926621609470, 'time': 1670926621, 'md5': 'L2RSM1WriJ3JsNrLXtLXxg==', 'fsize': 4149918, 'resto': 24066548}]",1670926621,0.0,0.0,239.0,123.0
85,24136409,,,12/12/22(Mon)01:42:49,Anonymous,Black/brown on White violence,"White people being beaten, killed or humiliated by non whites",1669693443458640,.webm,720,586,250,203,1670827369388144,1670827369,ZuI87xrjMPaLLPtTIP7xMw==,877253,0,,blackbrown-on-white-violence,102,41,"[{'no': 24143306, 'now': '12/13/22(Tue)04:19:41', 'name': 'Anonymous', 'com': '<a href=""#p24136912"" class=""quotelink"">&gt;&gt;24136912</a><br>Lore behind this vid?', 'time': 1670923181, 'resto': 24136409}, {'no': 24143308, 'now': '12/13/22(Tue)04:20:06', 'name': 'Anonymous', 'com': '<a href=""#p24137427"" class=""quotelink"">&gt;&gt;24137427</a><br>I watched it once and forgot about it, thankfully, until today. Shits ancient.', 'time': 1670923206, 'resto': 24136409}, {'no': 24143316, 'now': '12/13/22(Tue)04:22:11', 'name': 'Anonymous', 'com': '<a href=""#p24139612"" class=""quotelink"">&gt;&gt;24139612</a><br>A subhuman can not own property on Aryan land, nor do you have any rights here. All subhuman races will be skinned alive in our lands in the next 20 years, it is the punishment you deserve for invading Aryan lands.', 'time': 1670923331, 'resto': 24136409}, {'no': 24143427, 'now': '12/13/22(Tue)04:54:08', 'name': 'Anonymous', 'com': '<a href=""#p24136409"" class=""quotelink"">&gt;&gt;24136409</a><br>This site is so fucking toxic, it really is no wonder why everyone here is either a white supremacist or an extreme anti-white. Please go outside and realise the vast majority of people, regardless of race, are decent and don&#039;t want to kill you. <br><br>It also makes me wonder how many of the anti-whites are actually non-white posters and how many are self-hating whites. I&#039;d be interested in seeing that ratio.', 'time': 1670925248, 'resto': 24136409}, {'no': 24143489, 'now': '12/13/22(Tue)05:16:24', 'name': 'Anonymous', 'com': '<a href=""#p24142811"" class=""quotelink"">&gt;&gt;24142811</a><br>Unironically how soccer was invented.', 'time': 1670926584, 'resto': 24136409}]",1670926584,0.0,0.0,97.0,41.0
86,24123720,,,12/10/22(Sat)03:29:05,Anonymous,Deepfake,"I dunno if this is the &quot;best&quot; deepfake dump. But this will certainly be the &quot;largest&quot; OC deepfake dump in about three years.<br><br>I&#039;ve been playing around with the deepfake phone apps. Here are my rules: <br><span class=""quote"">&gt;NOTHING interrupts LOS of the face, especially the eyes</span><br><span class=""quote"">&gt;Straight on perspective of the face</span><br><span class=""quote"">&gt;Camera looking down, or straight, NEVER UP</span><br><span class=""quote"">&gt;No lateral face rotation past about 9%</span><br><span class=""quote"">&gt;No tongues/mouth movement</span><br><span class=""quote"">&gt;Stretching for good content makes bad content -- less is more -- cut aggressively -- 2 seconds of excellent angles is A MILLION times better than 3 seconds of iffy angles.</span><br><span class=""quote"">&gt;No hair in the face</span><br><span class=""quote"">&gt;No bukkake or other face gunk disruptions.</span><br><br>EDIT the footage BEFORE you deepfake it, select for the best possible seconds of footage that follow the rules -- jump-cut/splitscreen/collage this footage together.",VanessaHudgens-1_1,.webm,1280,720,250,140,1670660945829304,1670660945,g70V4rVsVI8Vlo9Y06GS9Q==,4084805,0,,deepfake,186,95,"[{'no': 24140637, 'now': '12/12/22(Mon)18:35:23', 'name': 'Anonymous', 'com': '<a href=""#p24139498"" class=""quotelink"">&gt;&gt;24139498</a><br>high res version somewhere please i fucking bed anons', 'time': 1670888123, 'resto': 24123720}, {'no': 24141241, 'now': '12/12/22(Mon)20:42:06', 'name': 'Anonymous', 'com': '<a href=""#p24133293"" class=""quotelink"">&gt;&gt;24133293</a><br>latinx', 'time': 1670895726, 'resto': 24123720}, {'no': 24142074, 'now': '12/12/22(Mon)23:19:10', 'name': 'Anonymous', 'com': '<a href=""#p24127091"" class=""quotelink"">&gt;&gt;24127091</a><br>ayy lmao', 'time': 1670905150, 'resto': 24123720}, {'no': 24142904, 'now': '12/13/22(Tue)02:15:58', 'name': 'Anonymous', 'filename': 'Emma Watson Racist 3', 'ext': '.webm', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1670915758012546, 'time': 1670915758, 'md5': 'LdldwrYyPfZFGe7oHHP8cQ==', 'fsize': 4005216, 'resto': 24123720}, {'no': 24143481, 'now': '12/13/22(Tue)05:14:47', 'name': 'Anonymous', 'com': '<a href=""#p24138952"" class=""quotelink"">&gt;&gt;24138952</a><br><span class=""quote"">&gt;Aria K</span><br>link to original vid pls', 'time': 1670926487, 'resto': 24123720}]",1670926487,0.0,0.0,181.0,94.0
