,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images
0,1,1.0,1.0,12/20/15(Sun)07:21:09,Anonymous,Welcome to /wsr/ - Worksafe Requests,"This board is for:
<ul>
<li>Asking for help in finding an image or the source of an image, or more of a certain kind of image.</li>
<li>Asking for photoshop requests.</li>
<li>Asking for recommendations for a new anime or TV series to watch, or a new manga or comic series to read.</li>
<li>Asking for tech support or help with your homework.</li>
<li>Any other kind of work-safe request.</li>
</ul>
Once you have posted your request, please <a href=""https://boards.4chan.org/wsr/catalog"">check the catalog</a> for requests that you can help others with. <br>
77,1292696,,,12/10/22(Sat)10:59:03,Anonymous,,I&#039;m looking for the name of a wrestler with long hair who is interviewed about his female fans and how he gets spanked and touched by them while getting to the stage.,1659043130035656,.gif,712,512,250,179,1670687943030225,1670687943,coquiABSCvIGpJEdXDp++Q==,698471,0,,im-looking-for-the-name-of-a-wrestler-with-long,4,1,"[{'no': 1292731, 'now': '12/10/22(Sat)13:53:01', 'name': 'Anonymous', 'com': '<a href=""#p1292696"" class=""quotelink"">&gt;&gt;1292696</a><br>bump', 'time': 1670698381, 'resto': 1292696}, {'no': 1292778, 'now': '12/10/22(Sat)16:22:25', 'name': 'Anonymous', 'com': 'This guy?', 'filename': '1660386382986395', 'ext': '.gif', 'w': 350, 'h': 252, 'tn_w': 125, 'tn_h': 90, 'tim': 1670707345945478, 'time': 1670707345, 'md5': '5LQs82Y0bT0+vNfzOs9xJg==', 'fsize': 1022893, 'resto': 1292696}, {'no': 1292837, 'now': '12/10/22(Sat)18:50:46', 'name': 'Anonymous', 'com': '<a href=""#p1292778"" class=""quotelink"">&gt;&gt;1292778</a><br>yea what&#039;s his name?', 'time': 1670716246, 'resto': 1292696}, {'no': 1292838, 'now': '12/10/22(Sat)18:54:56', 'name': 'Anonymous', 'com': '<a href=""#p1292837"" class=""quotelink"">&gt;&gt;1292837</a><br>Roman Reigns', 'time': 1670716496, 'resto': 1292696}]",1670716496,0.0,0.0,,
78,1292836,,,12/10/22(Sat)18:50:22,Anonymous,,"/r/ing some transparent background &quot;booba&quot; eyes I can add to a collab I&#039;m working on. I tried editing them off of picrel myself, but the lines are so fine that it was completely fucked.",BOOOOOOOOBA,.png,2424,448,250,46,1670716222134292,1670716222,8bwhNjUJXIIehbC+ORnTRA==,166385,0,,ring-some-transparent-background-booba-eyes-i-can,2,1,"[{'no': 1292839, 'now': '12/10/22(Sat)18:56:28', 'name': 'Anonymous', 'com': '<a href=""#p1292836"" class=""quotelink"">&gt;&gt;1292836</a>', 'filename': 'Lazy', 'ext': '.png', 'w': 2424, 'h': 448, 'tn_w': 125, 'tn_h': 23, 'tim': 1670716588949553, 'time': 1670716588, 'md5': 'BnHaVL+k7f797iHtH9WtMQ==', 'fsize': 145582, 'resto': 1292836}, {'no': 1292840, 'now': '12/10/22(Sat)18:57:08', 'name': 'Anonymous', 'com': '<a href=""#p1292839"" class=""quotelink"">&gt;&gt;1292839</a><br>Based, thank you very much', 'time': 1670716628, 'resto': 1292836}]",1670716628,0.0,0.0,,
79,1292638,,,12/10/22(Sat)07:05:28,Anonymous,Artist name,Looking for the artist&#039;s name.,d0a73875708cb47a67e05cbbb8bf8853,.jpg,736,981,187,249,1670673928598350,1670673928,PVrWoCF/ysjI2DCENsT1VA==,104242,0,,artist-name,3,0,"[{'no': 1292718, 'now': '12/10/22(Sat)12:42:10', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670694130, 'resto': 1292638}, {'no': 1292818, 'now': '12/10/22(Sat)18:03:06', 'name': 'Anonymous', 'com': 'Bumpa', 'time': 1670713386, 'resto': 1292638}, {'no': 1292834, 'now': '12/10/22(Sat)18:44:36', 'name': 'Anonymous', 'com': 'https://twitter.com/babsdraws/statu<wbr>s/1475180478579843075', 'time': 1670715876, 'resto': 1292638}]",1670715876,0.0,0.0,,
80,1292817,,,12/10/22(Sat)18:02:45,Anonymous,,How do you back up your data /wsr/?<br>Can you guys recommend me software that handles that for me?<br><br>I have around 1.5 TB of data that I want to keep a backup of.<br>I copied it manually to 2 HDDs for the last couple of years but it became bothersome to manage that shit.<br>Dunno some software that syncs data on both HDDs would be nice?<br>Also had one HDD die on me without even noticing so I&#039;m afraid one day my shit will be lost.<br><br>Should I set up a RAID?,Backup-Speicher,.jpg,750,422,250,140,1670713365790614,1670713365,piykzlkHgl7NAYQQKMPpIw==,20284,0,,how-do-you-back-up-your-data-wsr,2,0,"[{'no': 1292828, 'now': '12/10/22(Sat)18:19:19', 'name': 'Anonymous', 'com': '<a href=""#p1292817"" class=""quotelink"">&gt;&gt;1292817</a><br>https://syncthing.net/', 'time': 1670714359, 'resto': 1292817}, {'no': 1292833, 'now': '12/10/22(Sat)18:39:39', 'name': 'Anonymous', 'com': '<a href=""#p1292817"" class=""quotelink"">&gt;&gt;1292817</a><br><span class=""quote"">&gt;Should I set up a RAID?</span><br>No.<br>- get ransomware<br>- RAID array makes sure both your copied get encrypted simultaneously <br>Ask google what &quot;RAID is&quot; and see what it autocompletes.', 'time': 1670715579, 'resto': 1292817}]",1670715579,0.0,0.0,,
81,1292829,,,12/10/22(Sat)18:20:01,Anonymous,Obscure wiki,"There was an obscure wiki or perhaps google doc for random stuff. One of the wiki articles was a resource for writing advice, it was like a list of YouTube channels etc. that talk about writing. I remember one of the things mentioned was Overly Sarcastic Productions. Does any anon here perhaps know what wiki I&#039;m talking about?",__reiuji_utsuho_touhou_drawn_by_mikado_winters__faf2b8e53ec0e0c1c2ca242bef4e0018,.jpg,2048,1152,250,140,1670714401657399,1670714401,1h/3X8VllhbZ3WfwRufWYQ==,120826,0,,obscure-wiki,0,0,,1670714401,0.0,0.0,,
82,1292504,,,12/09/22(Fri)20:32:12,Anonymous,,"I&#039;m a sucker for movies that &quot;set the stage&quot;, so to speak, with an atmospheric opening scene or even opening credits. Please recommend some films that fit this criteria. Examples for me include:<br><br>Drive<br>Akira<br>Watership Down<br>Escape from New York<br>They Live",welles,.jpg,773,591,249,191,1670635932583623,1670635932,BC1VsMwpjhGuGwmmf3kQEQ==,19162,0,,im-a-sucker-for-movies-that-set-the-stage-so-to,4,0,"[{'no': 1292513, 'now': '12/09/22(Fri)20:52:17', 'name': 'Anonymous', 'com': '<a href=""#p1292504"" class=""quotelink"">&gt;&gt;1292504</a><br>The Third Man<br>Wall-E<br>Gangs of New York<br>12 Monkeys<br>Baby Driver<br>Rear Window<br>A Boy and His Dog', 'time': 1670637137, 'resto': 1292504}, {'no': 1292518, 'now': '12/09/22(Fri)21:11:16', 'name': 'Anonymous', 'com': '<a href=""#p1292504"" class=""quotelink"">&gt;&gt;1292504</a><br>Apocalypse Now! and both Blade Runner movies are obvious ones, I believe.<br><br>For short Sci-Fi films (both live action and animated), YT channels like Dust and Omeleto are definitely worth checking out.', 'time': 1670638276, 'resto': 1292504}, {'no': 1292524, 'now': '12/09/22(Fri)21:28:02', 'name': 'Anonymous', 'com': '<a href=""#p1292513"" class=""quotelink"">&gt;&gt;1292513</a><br><span class=""quote"">&gt;The Third Man</span><br>I like the zither score, but the intro doesn&#039;t actually do much for me. The OP pic is actually from the movie, if you recognized it.<br><span class=""quote"">&gt;Baby Driver</span><br>Very solid choice, although it&#039;s tonally adjacent from my absolute favorite openings. Trainspotting&#039;s opening falls into this category too<br><span class=""quote"">&gt;Rear Window</span><br>Been a while since I&#039;ve seen it, but this is a good choice too. My favorite Hitchcock movie<br><br><a href=""#p1292518"" class=""quotelink"">&gt;&gt;1292518</a><br><span class=""quote"">&gt;Blade Runner</span><br>Right on the mark', 'time': 1670639282, 'resto': 1292504}, {'no': 1292821, 'now': '12/10/22(Sat)18:11:45', 'name': 'Anonymous', 'com': 'I like the intro to Bill &amp; Ted&#039;s with the descending crystal', 'time': 1670713905, 'resto': 1292504}]",1670713905,0.0,0.0,,
83,1291913,,,12/08/22(Thu)11:01:42,Anonymous,,Can you post your best coffee consumption wojaks? I&#039;m looking for one in particular where he pours coffee into his goldfish bowl and the gold fish as a crying basedjack face.,coffeesoyjack,.jpg,948,926,250,244,1670515302087075,1670515302,yl3Y5GDpNQTjNTNzE+s1LA==,119571,0,,can-you-post-your-best-coffee-consumption-wojaks,12,5,"[{'no': 1292520, 'now': '12/09/22(Fri)21:23:46', 'name': 'Anonymous', 'com': 'Gems.<br>Just reminded me I need to make some more coffee.', 'time': 1670639026, 'resto': 1291913}, {'no': 1292681, 'now': '12/10/22(Sat)09:49:18', 'name': 'Anonymous', 'com': 'I usually don&#039;t find wojacks funny but on this subject it so is lol. Coffee is something so bad for one&#039;s own wellbeing, but everyone seems to love it. Crazy.', 'time': 1670683758, 'resto': 1291913}, {'no': 1292697, 'now': '12/10/22(Sat)10:59:31', 'name': 'Anonymous', 'com': 'bump', 'time': 1670687971, 'resto': 1291913}, {'no': 1292701, 'now': '12/10/22(Sat)11:10:41', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt; 1 2 9 2 6 8 1</span>', 'time': 1670688641, 'resto': 1291913}, {'no': 1292819, 'now': '12/10/22(Sat)18:05:17', 'name': 'Anonymous', 'com': 'bump', 'time': 1670713517, 'resto': 1291913}]",1670713517,0.0,0.0,7.0,5.0
84,1292811,,,12/10/22(Sat)17:33:52,Anonymous,,Requesting the original video\gif of this person,bump,.png,932,649,249,174,1670711632174705,1670711632,4/PCyHsWFv8UQyB0OTQs1g==,840324,0,,requesting-the-original-videogif-of-this-person,0,0,,1670711632,0.0,0.0,,
85,1292791,,,12/10/22(Sat)16:56:15,Anonymous,,Does anyone know the source of the &quot;all radio is dead&quot; sample? https://www.youtube.com/watch?v=cdd<wbr>vDPGV_PE,1474161616100,.jpg,882,550,250,155,1670709375205739,1670709375,eFyjrdBMAh3scvs32BbA2w==,82904,0,,does-anyone-know-the-source-of-the-all-radio-is,0,0,,1670709375,0.0,0.0,,
86,1292242,,,12/09/22(Fri)06:15:45,Anonymous,,Do you know any websites where I can download manga in japanese? besides nyaa.si<br><br>I want to look mostly for 70s-80s-90s mangas,8267,.jpg,720,540,250,187,1670584545838617,1670584545,RNvultaGYk8FNOofgTUtjw==,56211,0,,do-you-know-any-websites-where-i-can-download,3,1,"[{'no': 1292260, 'now': '12/09/22(Fri)07:42:23', 'name': 'Anonymous', 'com': 'tachiyomi', 'time': 1670589743, 'resto': 1292242}, {'no': 1292471, 'now': '12/09/22(Fri)18:21:13', 'name': 'Anonymous', 'com': 'bump<br><br><a href=""#p1292260"" class=""quotelink"">&gt;&gt;1292260</a><br>thanks', 'time': 1670628073, 'resto': 1292242}, {'no': 1292788, 'now': '12/10/22(Sat)16:48:24', 'name': 'Anonymous', 'com': '<a href=""#p1292242"" class=""quotelink"">&gt;&gt;1292242</a><br><span class=""quote"">&gt;Do you know any websites where I can download manga in japanese?</span><br><br>e-hentai.org<br>example: https://e-hentai.org/?f_cats=1019&amp;f<wbr>_search=-english+-chinese+-spanish+<wbr>-korean+-italian+-french+-russian+-<wbr>thai<br><br>Sad Panda has more. If you have an account on both, you can use the account Settings to exclude all results except japanese manga.', 'filename': 'ISEKAI chronicles of NARNIA', 'ext': '.png', 'w': 380, 'h': 629, 'tn_w': 75, 'tn_h': 125, 'tim': 1670708904416207, 'time': 1670708904, 'md5': '2EcmT1Uu8KzVq/IUrnWlkw==', 'fsize': 589246, 'resto': 1292242}]",1670708904,0.0,0.0,,
87,1292195,,,12/09/22(Fri)01:12:50,Anonymous,,"Please help me to find a chinese song where the main chorus is 对不起 (Duìbùqǐ) I&#039;ve tried googling with this + song but none of the results is the song. <br>I don&#039;t even remember the tune of it, I just remember liking it and it popping up in a generated playlist on youtube. I don&#039;t speak chinese so that&#039;s all the lyrics I remember. <br>If i had to *guess* it sounded like a guy saying sorry over and over again. Most of the lyrics were &quot;Duìbùqǐ &lt;insert a sentence or two here&gt;&quot; then repeats. I think it also had something that sounded like &quot;kàn kàn nǐ&quot; but not 100% sure on that.<br><br>I&#039;ve tried googling different combinations of these and listened to so many songs but none of them are.",1666935138640,.jpg,900,656,250,182,1670566370530914,1670566370,C4IzLx7bx85GvkmqE9weYQ==,87776,0,,please-help-me-to-find-a-chinese-song-where-the,4,0,"[{'no': 1292391, 'now': '12/09/22(Fri)14:10:21', 'name': 'Anonymous', 'com': '<a href=""#p1292195"" class=""quotelink"">&gt;&gt;1292195</a><br>There&#039;s a very very slim chance I&#039;d find someone who knows it here, but no clue where to search. If anyone has ideas on how to find it I&#039;d appreciate that too', 'time': 1670613021, 'resto': 1292195}, {'no': 1292400, 'now': '12/09/22(Fri)14:40:52', 'name': 'Anonymous', 'com': '<a href=""#p1292195"" class=""quotelink"">&gt;&gt;1292195</a><br>ask google assistant &quot;what song is this&quot;. then sing it. it works about 1/3 of the time', 'time': 1670614852, 'resto': 1292195}, {'no': 1292409, 'now': '12/09/22(Fri)15:15:29', 'name': 'Anonymous', 'com': '<a href=""#p1292400"" class=""quotelink"">&gt;&gt;1292400</a><br>I don&#039;t speak chinese, only remember that one word and sorta mood of the song, and I don&#039;t even really remember the tune, i&#039;d just recognize it if I hear it.', 'time': 1670616929, 'resto': 1292195}, {'no': 1292780, 'now': '12/10/22(Sat)16:27:33', 'name': 'Anonymous', 'com': '<a href=""#p1292195"" class=""quotelink"">&gt;&gt;1292195</a><br>bump', 'time': 1670707653, 'resto': 1292195}]",1670707653,0.0,0.0,,
88,1292593,,,12/10/22(Sat)02:27:27,Anonymous,What are thooss?,"What is this?<br>Its a small brown hunchback lookin bug<br>It has wings but only occasionally fliea<br>It walks pretty slowly <br>When its touched and disturbed, it goes armadillo style and moves all its limbs inwards<br>Becomes a tiny soccer ball<br>Doesnt bite or piss <br>Can stick on walls and ceiling and walk<br>Usually alone and independent these are bugs that gang up<br>Should I burn the house down?<br>Quarter coin for reference",1670657234881,.jpg,4032,3024,250,187,1670657247448571,1670657247,5bu2SrX+L8Gn969eoB2Xpw==,3514277,0,,what-are-thooss,3,1,"[{'no': 1292605, 'now': '12/10/22(Sat)04:07:21', 'name': 'Anonymous', 'com': '<a href=""#p1292593"" class=""quotelink"">&gt;&gt;1292593</a><br>Brown carpet beetle? Your image doesn&#039;t tell much.', 'time': 1670663241, 'resto': 1292593}, {'no': 1292694, 'now': '12/10/22(Sat)10:55:27', 'name': 'Anonymous', 'com': '<a href=""#p1292593"" class=""quotelink"">&gt;&gt;1292593</a><br><a href=""#p1292605"" class=""quotelink"">&gt;&gt;1292605</a><br><span class=""quote"">&gt;Brown carpet beetle?</span><br>these are really common in america (at least in the northeast)<br>they usually hangout near my window, but nit much else', 'time': 1670687727, 'resto': 1292593}, {'no': 1292779, 'now': '12/10/22(Sat)16:24:42', 'name': 'Anonymous', 'com': '<a href=""#p1292593"" class=""quotelink"">&gt;&gt;1292593</a><br><span class=""quote"">&gt;Should I burn the house down?</span><br>Vacuum more frequently. If you move the vacuum very quickly over the carpet, it fails to pick these up. It&#039;s the combined vibration of the carpet plus the suction that causes dirt and objects like beetles, fleas, and eggs to rise up off the bottom of the carpet. So move the vac slowly for better cleaning.', 'filename': 'beetle wireframe', 'ext': '.gif', 'w': 330, 'h': 284, 'tn_w': 125, 'tn_h': 107, 'tim': 1670707482189989, 'time': 1670707482, 'md5': '2tmNgQJHzDufl4atjq0Isw==', 'fsize': 3406248, 'resto': 1292593}]",1670707482,0.0,0.0,,
89,1292777,,,12/10/22(Sat)16:20:14,Anonymous,,"I&#039;m looking for a fight video<br><span class=""quote"">&gt;no one speaking english</span><br><span class=""quote"">&gt;looks like a restaurant/food place</span><br><span class=""quote"">&gt;guy is yelling at a lady that works there</span><br><span class=""quote"">&gt;man who works there comes out of the kitchen to confront him</span><br><span class=""quote"">&gt;they start fighting, man who works there slams the other guy onto the ground</span><br><span class=""quote"">&gt;he goes unconscious and his friend starts yelling at the worker who defended himself</span><br>Video goes something like that, pic unrelated.",1656122222029,.jpg,640,793,201,250,1670707214321465,1670707214,ZYlIgolyjIU6qzNMrvwPRg==,49350,0,,im-looking-for-a-fight-video,0,0,,1670707214,0.0,0.0,,
90,1292772,,,12/10/22(Sat)15:59:20,Anonymous,,could someone remove the Arthur characters from this image to make a fresh template,eo0go2yi4kv31,.png,828,753,250,227,1670705960737226,1670705960,qeDh5dXykgP7tsMcYCzqlg==,523948,0,,could-someone-remove-the-arthur-characters-from,1,1,"[{'no': 1292774, 'now': '12/10/22(Sat)16:08:32', 'name': 'Anonymous', 'com': '<a href=""#p1292772"" class=""quotelink"">&gt;&gt;1292772</a>', 'filename': 'req', 'ext': '.png', 'w': 2833, 'h': 1842, 'tn_w': 125, 'tn_h': 81, 'tim': 1670706512396402, 'time': 1670706512, 'md5': 'hPz8FV3QhVyfL/ih6K456g==', 'fsize': 137315, 'resto': 1292772}]",1670706512,0.0,0.0,,
91,1292769,,,12/10/22(Sat)15:36:43,Anonymous,,what game is this?,file,.png,1125,639,250,142,1670704603236814,1670704603,WM1mHKOJ0d9a54D1BvnKMg==,1154796,0,,what-game-is-this,1,0,"[{'no': 1292770, 'now': '12/10/22(Sat)15:42:57', 'name': 'Anonymous', 'com': '<a href=""#p1292769"" class=""quotelink"">&gt;&gt;1292769</a><br>Crosscode<br>Both google and yandex get it', 'time': 1670704977, 'resto': 1292769}]",1670704977,0.0,0.0,,
92,1291794,,,12/07/22(Wed)23:10:13,Anonymous,Photoshop request,Can I get some help with some photoshop of turning the Dude from the Big Lebowski into a relaxed Santa. The other two any other holiday esk characters of note from other holidays.,4a4daa9f-d6c4-40f9-b0ad-688dca16ada5-57384_01100.jpeg,.jpg,660,432,250,163,1670472613703761,1670472613,83b+hDYmhxAEDcshmrkQhg==,56651,0,,photoshop-request,7,4,"[{'no': 1292543, 'now': '12/09/22(Fri)22:10:10', 'name': 'Anonymous', 'com': '<a href=""#p1291794"" class=""quotelink"">&gt;&gt;1291794</a><br>What holiday esk characters you recommend?', 'filename': 'The dude', 'ext': '.jpg', 'w': 660, 'h': 432, 'tn_w': 125, 'tn_h': 81, 'tim': 1670641810914201, 'time': 1670641810, 'md5': 'ARL0kzR0xrFNMhWrJrnUNQ==', 'fsize': 276464, 'resto': 1291794}, {'no': 1292569, 'now': '12/10/22(Sat)00:00:05', 'name': 'Anonymous', 'com': '<a href=""#p1292543"" class=""quotelink"">&gt;&gt;1292543</a><br><a href=""#p1291794"" class=""quotelink"">&gt;&gt;1291794</a><br>Don&#039;t know what costume i can use on Donnie, I leave it up to you.', 'filename': 'Where are the eggs lebowski', 'ext': '.jpg', 'w': 660, 'h': 432, 'tn_w': 125, 'tn_h': 81, 'tim': 1670648405442446, 'time': 1670648405, 'md5': 'x3FRpcotKurvSg0FDJ9yKw==', 'fsize': 288432, 'resto': 1291794}, {'no': 1292641, 'now': '12/10/22(Sat)07:20:38', 'name': 'Anonymous', 'com': '<a href=""#p1292543"" class=""quotelink"">&gt;&gt;1292543</a><br><a href=""#p1292569"" class=""quotelink"">&gt;&gt;1292569</a><br>Oh shit these are great. Thank you. Perhaps cupid, maybe a leprachaun since he&#039;s just a head in this shot. I don&#039;t recall Halloween having any central figures.', 'time': 1670674838, 'resto': 1291794}, {'no': 1292709, 'now': '12/10/22(Sat)11:40:21', 'name': 'Anonymous', 'com': '<a href=""#p1292641"" class=""quotelink"">&gt;&gt;1292641</a><br>Donny as a Leprechaun', 'filename': 'The Big Lebowski holiday picture', 'ext': '.jpg', 'w': 660, 'h': 432, 'tn_w': 125, 'tn_h': 81, 'tim': 1670690421253484, 'time': 1670690421, 'md5': 'EQ1MAbmoigAGEGbH7pffJg==', 'fsize': 303399, 'resto': 1291794}, {'no': 1292767, 'now': '12/10/22(Sat)15:35:25', 'name': 'Anonymous', 'com': '<a href=""#p1292709"" class=""quotelink"">&gt;&gt;1292709</a><br>Thanks anon, merry Xmas to you bud.', 'filename': 'Dudemas', 'ext': '.jpg', 'w': 1155, 'h': 1500, 'tn_w': 96, 'tn_h': 125, 'tim': 1670704525038128, 'time': 1670704525, 'md5': 'o5MphaTgup/uTMp8hoRzvg==', 'fsize': 431123, 'resto': 1291794}]",1670704525,0.0,0.0,2.0,0.0
93,1292737,,,12/10/22(Sat)14:20:21,Anonymous,,Looking for an image that&#039;s a side-by-side of an anime girl getting progressively more depressed as the years advance on 4chan.<br><br>Pic unrelated,dark and light gary,.png,667,521,249,195,1670700021328872,1670700021,8TMIJG4q72UQH5dcVsAxAQ==,433665,0,,looking-for-an-image-thats-a-sidebyside-of-an,4,3,"[{'no': 1292739, 'now': '12/10/22(Sat)14:45:15', 'name': 'Anonymous', 'com': '<a href=""#p1292737"" class=""quotelink"">&gt;&gt;1292737</a><br>Think you might be looking for one like this. <br>There&#039;s a facebook page called &quot;Weebs and their memes&quot; that I&#039;m pretty sure posted a similar one using Bocchi instead if you want to check it out .', 'filename': 'depressed anime girl', 'ext': '.jpg', 'w': 680, 'h': 770, 'tn_w': 110, 'tn_h': 125, 'tim': 1670701515788051, 'time': 1670701515, 'md5': '4MD4laaqjBFgbyyJ4l8flw==', 'fsize': 51762, 'resto': 1292737}, {'no': 1292741, 'now': '12/10/22(Sat)14:48:29', 'name': 'Anonymous', 'com': '<a href=""#p1292737"" class=""quotelink"">&gt;&gt;1292737</a>', 'filename': '1490293606548', 'ext': '.jpg', 'w': 480, 'h': 953, 'tn_w': 62, 'tn_h': 125, 'tim': 1670701709490393, 'time': 1670701709, 'md5': 'naZ2B9k5naEXD4/GAWY3HA==', 'fsize': 80919, 'resto': 1292737}, {'no': 1292763, 'now': '12/10/22(Sat)15:20:42', 'name': 'Anonymous', 'com': '<a href=""#p1292741"" class=""quotelink"">&gt;&gt;1292741</a><br>This is very close to what I was looking for. Thank you', 'time': 1670703642, 'resto': 1292737}, {'no': 1292766, 'now': '12/10/22(Sat)15:33:36', 'name': 'Anonymous', 'com': '<a href=""#p1292763"" class=""quotelink"">&gt;&gt;1292763</a>', 'filename': '1577368885817', 'ext': '.png', 'w': 480, 'h': 1481, 'tn_w': 40, 'tn_h': 125, 'tim': 1670704416220769, 'time': 1670704416, 'md5': 'kT5HfvLiI2sbXcNmRRqmLg==', 'fsize': 998406, 'resto': 1292737}]",1670704416,0.0,0.0,,
94,1292734,,,12/10/22(Sat)14:13:46,Anonymous,,Anyone know where I can watch the world cup live?,5,.jpg,640,480,250,187,1670699626467542,1670699626,m+kMz0ojw1uXbbUyChZ22Q==,165918,0,,anyone-know-where-i-can-watch-the-world-cup-live,4,0,"[{'no': 1292735, 'now': '12/10/22(Sat)14:14:33', 'name': 'Anonymous', 'com': 'i&#039;m watching it on fox (in america), myself', 'time': 1670699673, 'resto': 1292734}, {'no': 1292736, 'now': '12/10/22(Sat)14:19:30', 'name': 'Anonymous', 'com': '<a href=""#p1292734"" class=""quotelink"">&gt;&gt;1292734</a><br>Qatar', 'time': 1670699970, 'resto': 1292734}, {'no': 1292740, 'now': '12/10/22(Sat)14:46:26', 'name': 'Anonymous', 'com': '<a href=""#p1292734"" class=""quotelink"">&gt;&gt;1292734</a><br>https://archive.alice.al/wsr/search<wbr>/text/world%20cup/type/op/', 'time': 1670701586, 'resto': 1292734}, {'no': 1292765, 'now': '12/10/22(Sat)15:25:39', 'name': 'Anonymous', 'com': '<a href=""#p1292734"" class=""quotelink"">&gt;&gt;1292734</a><br>https://ustvgo.tv/fox-hd-live-strea<wbr>ming/', 'time': 1670703939, 'resto': 1292734}]",1670703939,0.0,0.0,,
95,1292760,,,12/10/22(Sat)15:07:47,Anonymous,anime wedding scenes,can I get some names/timestamps (or fanart)? It&#039;s for a server theme. Thank you.,0efa1311c1fc4bc8c16dcefd5287a82f,.jpg,1280,1004,250,196,1670702867294803,1670702867,Nl3qpZ6PiMMX3+kBPpw0ng==,89526,0,,anime-wedding-scenes,1,0,"[{'no': 1292762, 'now': '12/10/22(Sat)15:16:20', 'name': 'Anonymous', 'com': '<a href=""#p1292760"" class=""quotelink"">&gt;&gt;1292760</a><br>Final episode of Gurren Lagann. The episode before it also has a short shot of a wedding.<br>I think Quintessential Quintuplets starts with a flash forward to a wedding scene.<br>There is also a short wedding scene in School Rumble (can&#039;t remember the episode, I think it&#039;s season 1)', 'time': 1670703380, 'resto': 1292760}]",1670703380,0.0,0.0,,
96,1292542,,,12/09/22(Fri)22:09:36,Anonymous,,this is my favorite board. i request that you pat yourself on the back,fe2,.png,1920,1080,250,140,1670641776599932,1670641776,rgfX9r8BUPM0BSzjpINoVg==,4909468,0,,this-is-my-favorite-board-i-request-that-you-pat,8,5,"[{'no': 1292686, 'now': '12/10/22(Sat)09:58:09', 'name': 'Anonymous', 'com': 'Nice', 'time': 1670684289, 'resto': 1292542}, {'no': 1292720, 'now': '12/10/22(Sat)12:53:19', 'name': 'Anonymous', 'com': '<a href=""#p1292542"" class=""quotelink"">&gt;&gt;1292542</a><br>A toast to all the anons who&#039;ve helped me out of the goodness of their hearts', 'filename': 'leonardo-glass-leonardo', 'ext': '.gif', 'w': 498, 'h': 331, 'tn_w': 125, 'tn_h': 83, 'tim': 1670694799489588, 'time': 1670694799, 'md5': '+guc8UY3JMYGi+BTMKkPUA==', 'fsize': 1202833, 'resto': 1292542}, {'no': 1292726, 'now': '12/10/22(Sat)13:32:45', 'name': 'Anonymous', 'com': '<a href=""#p1292720"" class=""quotelink"">&gt;&gt;1292720</a><br><span class=""quote"">&gt;who&#039;ve helped me out of the goodness of their hearts</span><br><span class=""quote"">&gt;he doesnt know</span>', 'time': 1670697165, 'resto': 1292542}, {'no': 1292730, 'now': '12/10/22(Sat)13:49:53', 'name': 'Anonymous', 'com': '<a href=""#p1292542"" class=""quotelink"">&gt;&gt;1292542</a><br><a href=""#p1292546"" class=""quotelink"">&gt;&gt;1292546</a><br><a href=""#p1292679"" class=""quotelink"">&gt;&gt;1292679</a><br><a href=""#p1292720"" class=""quotelink"">&gt;&gt;1292720</a>', 'filename': '1666786892651553', 'ext': '.jpg', 'w': 1024, 'h': 1023, 'tn_w': 125, 'tn_h': 124, 'tim': 1670698193022610, 'time': 1670698193, 'md5': 'scGJ/F3hfkepXzHWxeT4Fg==', 'fsize': 141142, 'resto': 1292542}, {'no': 1292761, 'now': '12/10/22(Sat)15:11:53', 'name': 'Anonymous', 'com': '<a href=""#p1292542"" class=""quotelink"">&gt;&gt;1292542</a><br>Hear, hear.', 'filename': 'EIQH190XYAA-U_E', 'ext': '.jpg', 'w': 1000, 'h': 1000, 'tn_w': 125, 'tn_h': 125, 'tim': 1670703113568729, 'time': 1670703113, 'md5': 'EJnZjeoyWKrUDQhpoB8KdA==', 'fsize': 94675, 'resto': 1292542}]",1670703113,0.0,0.0,3.0,2.0
97,1292759,,,12/10/22(Sat)15:05:10,Anonymous,,"Requesting nature wallpapers of plants, insects and arachnids? Ones that would fit on 1980 x 1080 screen .",1653539932982,.jpg,1920,1080,250,140,1670702710739812,1670702710,6Cc13u6oBoEUoHH0Hjaung==,265213,0,,requesting-nature-wallpapers-of-plants-insects,0,0,,1670702710,0.0,0.0,,
