,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,trip,filedeleted
0,1,1.0,1.0,12/20/15(Sun)07:21:09,Anonymous,Welcome to /wsr/ - Worksafe Requests,"This board is for:
<ul>
<li>Asking for help in finding an image or the source of an image, or more of a certain kind of image.</li>
<li>Asking for photoshop requests.</li>
<li>Asking for recommendations for a new anime or TV series to watch, or a new manga or comic series to read.</li>
<li>Asking for tech support or help with your homework.</li>
<li>Any other kind of work-safe request.</li>
</ul>
Once you have posted your request, please <a href=""https://boards.4chan.org/wsr/catalog"">check the catalog</a> for requests that you can help others with. <br>
All threads and images should pertain to &quot;work-safe&quot; material. For adult content please use <a href=""https://boards.4chan.org/r/"">/r/ - Requests</a> and for help with personal matters please use <a href=""https://boards.4chan.org/adv/"">/adv/ - Advice</a>.",wsr,.jpg,850.0,638.0,250.0,187.0,1450614069094.0,1450614069,uILud6oFylnlz6QfZpNBQA==,78567.0,0,mod,welcome-to-wsr-worksafe-requests,1,0,"[{'no': 279837, 'now': '03/13/17(Mon)10:41:19', 'name': 'Anonymous', 'com': '<p style=""color:#FF0000;font-size:150%;"">Do not post or request personal information (&quot;dox&quot;) or calls to invasion (&quot;raids&quot;).</p>\n<p><b>Personal army requests of any form are strictly forbidden.</b></p>\n<p style=""font-size:125%;"">WebM files with sound can now be uploaded!</p>', 'time': 1489416079, 'resto': 1, 'capcode': 'mod'}]",1489416085,,,,,,
109,1291131,,,12/06/22(Tue)07:01:55,Anonymous,Best pokémon on switch?,"Every review I read or watch have drastically different results. It&#039;s for my brothers christmas present, he has played up until gen 4 diamond and pearl included. He isn&#039;t playing a lot of video games so will most likely overlook issues that don&#039;t come directly in the way of playing.<br>My opinion from what I&#039;ve seen (I don&#039;t play pokémon)<br><span class=""quote"">&gt;Let&#039;s Go</span><br>the closest to the classic pokémon formula, safe bet<br><span class=""quote"">&gt;Sword and Shield</span><br>visually looks the best and what I&#039;d be the most tempted to go for at first (I think visual is the most important for non gamers) but most reviews don&#039;t put it up there<br><span class=""quote"">&gt;Brilliant Diamond and Shining Pearl</span><br>exact same as the original which he has so big no no<br><span class=""quote"">&gt;Legends: Arceus</span><br>visually looks terrible, reviews seem very mixed either they call it a scam or the best<br><span class=""quote"">&gt;Scarlet and Violet</span><br>nintendo issued refunds so probably not worth taking the risk",e9a5bfc90fa4203d29fdc7b5a598b8c0,.jpg,600.0,693.0,216.0,250.0,1670328115156405.0,1670328115,q0DsqD/Q1hkbQAUojcJTHA==,52581.0,0,,best-pokmon-on-switch,17,0,"[{'no': 1291788, 'now': '12/07/22(Wed)23:06:06', 'name': 'Anonymous', 'com': '<a href=""#p1291576"" class=""quotelink"">&gt;&gt;1291576</a><br>Links or it didn&#039;t happen. Bootlegs don&#039;t count: official only.', 'time': 1670472366, 'resto': 1291131}, {'no': 1291797, 'now': '12/07/22(Wed)23:18:08', 'name': 'Anonymous', 'com': '<a href=""#p1291788"" class=""quotelink"">&gt;&gt;1291788</a><br>K<br>https://www.amazon.com/Pokemon-Shie<wbr>ld-Expansion-Pass-Nintendo-Switch/d<wbr>p/B08KHXPSYJ', 'time': 1670473088, 'resto': 1291131}, {'no': 1292202, 'now': '12/09/22(Fri)01:39:50', 'name': 'Anonymous', 'com': '<a href=""#p1291131"" class=""quotelink"">&gt;&gt;1291131</a><br><span class=""quote"">&gt;Scarlet and Violet</span><br>These have the prettiest covers of the bunch, and if your bro&#039;s an adult now, these will probably just sit on a shelf unplayed', 'time': 1670567990, 'resto': 1291131}, {'no': 1292208, 'now': '12/09/22(Fri)02:18:20', 'name': 'Anonymous', 'com': '<a href=""#p1291797"" class=""quotelink"">&gt;&gt;1291797</a><br>Ok, that is good to see. I will have to check it out. Thanks for the link!', 'time': 1670570300, 'resto': 1291131}, {'no': 1292209, 'now': '12/09/22(Fri)02:22:34', 'name': 'Anonymous', 'com': '<a href=""#p1291473"" class=""quotelink"">&gt;&gt;1291473</a><br><span class=""quote"">&gt;The complete on cart versions will be the most valuable Switch games in 5, 10, 20 years</span><br>Maybe for US released games. The English Asian market DLC on cart BotW will probably take the cake', 'time': 1670570554, 'resto': 1291131}]",1670570554,0.0,0.0,12.0,0.0,,
110,1290227,,,12/03/22(Sat)23:29:05,Anonymous,,Can someone share a torrent or DDL to John Pinette stand up specials,MV5BMTkzNzM3MzMwMV5BMl5BanBnXkFtZTgwOTAxNjA2MDE@._V1_,.jpg,375.0,500.0,187.0,250.0,1670128145906050.0,1670128145,1DF4tVg9s+u4J4q8VAoaOw==,39073.0,0,,can-someone-share-a-torrent-or-ddl-to-john,8,0,"[{'no': 1290885, 'now': '12/05/22(Mon)17:33:53', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670279633, 'resto': 1290227}, {'no': 1291193, 'now': '12/06/22(Tue)13:58:16', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670353096, 'resto': 1290227}, {'no': 1291449, 'now': '12/07/22(Wed)00:43:54', 'name': 'Anonymous', 'com': 'bump', 'time': 1670391834, 'resto': 1290227}, {'no': 1291832, 'now': '12/08/22(Thu)02:26:17', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670484377, 'resto': 1290227}, {'no': 1292207, 'now': '12/09/22(Fri)02:12:15', 'name': 'Anonymous', 'com': 'bump', 'time': 1670569935, 'resto': 1290227}]",1670569935,0.0,0.0,3.0,0.0,,
111,1291966,,,12/08/22(Thu)13:15:23,Anonymous,Looking for weird webm,"Looking for a webm I saw a few years back, probably on /wsg/. Sort of an animated illuminated manuscript with chanting in the background, switching between multiple scenes although the only ones I remember were of several red-winged seraphim type creatures and a person on a table being cut into with knives in either a bloodletting or execution. Also looking for whoever the artist of that was.",CBC7F48E-FE11-4A84-861A-EB1B867765F7,.jpg,298.0,300.0,248.0,250.0,1670523323187385.0,1670523323,fxdLwJD9lJpqWOhHZ1QU9Q==,40883.0,0,,looking-for-weird-webm,1,0,"[{'no': 1292206, 'now': '12/09/22(Fri)02:09:29', 'name': 'Anonymous', 'com': '<a href=""#p1291966"" class=""quotelink"">&gt;&gt;1291966</a><br>I can&#039;t find it in my /wsr/ folder, sorry. This was requested several times in the past. We couldn&#039;t identify the song fragment, but I think we could track down who at first posted the video.', 'time': 1670569769, 'resto': 1291966}]",1670569769,0.0,0.0,,,,
112,1291820,,,12/08/22(Thu)01:14:11,daymonklotz@insta,,how do i find tripcode archive lookup?<br><br>thanks,download,.jpg,226.0,223.0,226.0,223.0,1670480051769652.0,1670480051,kOqNgCp0DPbWDiMBrQ2TuQ==,9220.0,0,,how-do-i-find-tripcode-archive-lookup,1,0,"[{'no': 1292201, 'now': '12/09/22(Fri)01:33:00', 'name': 'Anonymous', 'com': '<a href=""#p1291820"" class=""quotelink"">&gt;&gt;1291820</a><br>this isn&#039;t a realistic combo. you&#039;re supposed to throw the uppercut with your left hand instead of doubling two heavy punches with one arm, it is much more efficient that way and leaves you less vulnerable in a real fight.', 'time': 1670567580, 'resto': 1291820}]",1670567580,0.0,0.0,,,!!6lVQFpZ/l1n,
113,1291824,,,12/08/22(Thu)01:56:02,Anonymous,,what is this music service? the person said RED but I can&#039;t find that because I just find information about a band,file,.png,379.0,446.0,212.0,249.0,1670482562069156.0,1670482562,gHWxIHInPCnVX4YyekAdQg==,16753.0,0,,what-is-this-music-service-the-person-said-red,4,0,"[{'no': 1291995, 'now': '12/08/22(Thu)14:03:42', 'name': 'Anonymous', 'com': 'bump', 'time': 1670526222, 'resto': 1291824}, {'no': 1292189, 'now': '12/09/22(Fri)00:34:46', 'name': 'Anonymous', 'com': 'bumo', 'time': 1670564086, 'resto': 1291824}, {'no': 1292192, 'now': '12/09/22(Fri)00:52:46', 'name': 'Anonymous', 'com': '<a href=""#p1291824"" class=""quotelink"">&gt;&gt;1291824</a><br>It&#039;s Redacted, an invite only private tracker.', 'time': 1670565166, 'resto': 1291824}, {'no': 1292194, 'now': '12/09/22(Fri)01:06:16', 'name': 'Anonymous', 'com': '<a href=""#p1292192"" class=""quotelink"">&gt;&gt;1292192</a><br>ah didn&#039;t think it&#039;d be a tracker but it makes sense now, thank you<br>sage', 'time': 1670565976, 'resto': 1291824}]",1670565976,0.0,0.0,,,,
114,1292182,,,12/08/22(Thu)23:59:47,Anonymous,WHO THAT BOY? WHO HIM IS?,Who is the bald guy in this picture? Thanks in advance!,1670559935647742m,.jpg,1024.0,770.0,250.0,187.0,1670561987725626.0,1670561987,1Y+xaw0o1WOJJ16JxFKpvg==,78752.0,0,,who-that-boy-who-him-is,2,1,"[{'no': 1292184, 'now': '12/09/22(Fri)00:11:04', 'name': 'Anonymous', 'com': 'https://www.youtube.com/watch?v=C2K<wbr>eEUhmwbg', 'time': 1670562664, 'resto': 1292182}, {'no': 1292185, 'now': '12/09/22(Fri)00:11:33', 'name': 'Anonymous', 'com': '<a href=""#p1292182"" class=""quotelink"">&gt;&gt;1292182</a><br><span class=""quote"">&gt;Who is the bald guy in this picture? Thanks in advance!</span><br>at the diablo mobile release at blizz con (?), he was in line for Q&amp;A<br>his question:<br><span class=""quote"">&gt;is this an out-of-season april fool&#039;s joke?</span>', 'filename': 'ebil_skull_coffee', 'ext': '.gif', 'w': 407, 'h': 552, 'tn_w': 92, 'tn_h': 125, 'tim': 1670562693409676, 'time': 1670562693, 'md5': 'oX0BknLJd84TKBCPzIJH2w==', 'fsize': 66723, 'resto': 1292182}]",1670562693,0.0,0.0,,,,
115,1288847,,,11/30/22(Wed)10:38:23,Anonymous,Text and speech bubble removals,"title, I&#039;ve had a fair amount rotting in my folders for a few years now, so if anyone is up to it requesting text or speech bubbles being removed in a handful of pics I&#039;ll upload in this thread.<br><br>Not sure on some people&#039;s stance on pics that say don&#039;t repost or redistribute plastered on a character but posting them anyways, they&#039;re just gonna look better without watermarks and I&#039;ll enjoy the pic for a few minutes then forget they exist in my folders again hours later",1593174486270,.png,955.0,1400.0,170.0,250.0,1669822703012553.0,1669822703,EJZoJqZr/nuiRx3zUmMe0A==,1083830.0,0,,text-and-speech-bubble-removals,34,31,"[{'no': 1291528, 'now': '12/07/22(Wed)06:52:19', 'name': 'Anonymous', 'filename': 'fmaj56W', 'ext': '.png', 'w': 675, 'h': 1035, 'tn_w': 81, 'tn_h': 125, 'tim': 1670413939124479, 'time': 1670413939, 'md5': 'YqA2r06/wpFBFXx4Ncdm7A==', 'fsize': 716762, 'resto': 1288847}, {'no': 1291571, 'now': '12/07/22(Wed)10:48:51', 'name': 'Anonymous', 'com': '<a href=""#p1291331"" class=""quotelink"">&gt;&gt;1291331</a>', 'filename': 'Textless', 'ext': '.png', 'w': 2419, 'h': 1062, 'tn_w': 125, 'tn_h': 54, 'tim': 1670428131199663, 'time': 1670428131, 'md5': 'bHnSpsIhZuXbHQjSqlHc9g==', 'fsize': 1401577, 'resto': 1288847}, {'no': 1291720, 'now': '12/07/22(Wed)20:35:18', 'name': 'Anonymous', 'com': '<a href=""#p1291571"" class=""quotelink"">&gt;&gt;1291571</a><br>ty for the edit, getting even a fraction of these knocked out is always a treat', 'time': 1670463318, 'resto': 1288847}, {'no': 1291923, 'now': '12/08/22(Thu)11:18:35', 'name': 'Anonymous', 'filename': 'dcZyYQC', 'ext': '.png', 'w': 1000, 'h': 1414, 'tn_w': 88, 'tn_h': 125, 'tim': 1670516315974433, 'time': 1670516315, 'md5': 'eYtGFyAQnwBEmR+U0QbiHA==', 'fsize': 836228, 'resto': 1288847}, {'no': 1292181, 'now': '12/08/22(Thu)23:49:26', 'name': 'Anonymous', 'filename': '76755991', 'ext': '.png', 'w': 1063, 'h': 1505, 'tn_w': 88, 'tn_h': 125, 'tim': 1670561366727414, 'time': 1670561366, 'md5': 'gDKI1vV1KVmWS09b1bYqOA==', 'fsize': 1643042, 'resto': 1288847}]",1670561366,0.0,0.0,29.0,27.0,,
116,1291826,,,12/08/22(Thu)02:13:59,Anonymous,,"i updated my bios recently and wanted to see if i still have the same problem but figured i ask here before i looked into it.<br>about a year ago i got some new parts for my pc to get it vr ready. that was just a new motherboard, cpu, and some ram. after a tone of first timer mistakes i got the motherboard and cpu installed but when i did the ram no matter what i tried i couldnt get both sticks to work and would blue screen often. i just kinda figured one of the sticks was damaged and didnt want to bother re shipping it to replace it.<br>now i never actually checked to figure out if it was damaged cause i dont know how but i figured i can get some advice on here. maybe my its incompatible or i had the wrong settings or bios but im not sure what to do right now.<br>my motherboard is an asrock b5550 extreme<br>my cpu is a ryzen 7 5800x<br>gtx 1070<br>and the ram was 2 8g sticks of G.SKILL Ripjaws V Series",1670480406914890,.jpg,1000.0,667.0,250.0,166.0,1670483639347436.0,1670483639,qJNV49e45L1dWWVffS6U0g==,61123.0,0,,i-updated-my-bios-recently-and-wanted-to-see-if-i,1,0,"[{'no': 1292178, 'now': '12/08/22(Thu)23:24:20', 'name': 'Anonymous', 'com': 'bump', 'time': 1670559860, 'resto': 1291826}]",1670559860,0.0,0.0,,,,
117,1292172,,,12/08/22(Thu)23:05:35,Anonymous,,Can somebody teach me that the stove is hot?,A33431AA-B4AE-4849-A5EE-1B99C39F7C28,.jpg,1998.0,1969.0,250.0,246.0,1670558735277335.0,1670558735,oaCCckkb0vq7EZt3FpKnnA==,1296281.0,0,,can-somebody-teach-me-that-the-stove-is-hot,3,0,"[{'no': 1292173, 'now': '12/08/22(Thu)23:06:46', 'name': 'Anonymous', 'com': '<a href=""#p1292172"" class=""quotelink"">&gt;&gt;1292172</a><br>Wait, wrong thread. Please ignore. I swear to god the mods better not ban me for this. Not my fault you can’t delete threads on 4chan.', 'time': 1670558806, 'resto': 1292172}, {'no': 1292174, 'now': '12/08/22(Thu)23:09:10', 'name': 'Anonymous', 'com': '<a href=""#p1292172"" class=""quotelink"">&gt;&gt;1292172</a><br>Stoves are actually very very cold. See how when you put your hand on ice for a bit, you experience a small burning sensation. The oven does that, just more', 'time': 1670558950, 'resto': 1292172}, {'no': 1292175, 'now': '12/08/22(Thu)23:13:42', 'name': 'Anonymous', 'com': '<a href=""#p1292172"" class=""quotelink"">&gt;&gt;1292172</a><br><a href=""#p1292173"" class=""quotelink"">&gt;&gt;1292173</a><br>shameful display', 'time': 1670559222, 'resto': 1292172}]",1670559222,0.0,0.0,,,,
118,1292170,,,12/08/22(Thu)22:58:12,Anonymous,,"looking for an anime where this lady had her memories altered and thought she was this sword maiden or something at a shrine that slew monsters for the town, and its then revealed that everyone in that town are all paid actors and they were trying to imprison the girl for something",1669842762836448,.jpg,3574.0,5000.0,178.0,250.0,1670558292383064.0,1670558292,wHm2WlXpaHcA0gb/uBo9QQ==,2078388.0,0,,looking-for-an-anime-where-this-lady-had-her,0,0,,1670558292,0.0,0.0,,,,
119,1292007,,,12/08/22(Thu)14:16:52,Anonymous,KICK 4 HIRE,Hi! What are some ways that I can find qualified taekwondo instructors to hire in my area?,4-taekwondo-instructor-working-with-girl-microgen-imagesscience-photo-library,.jpg,900.0,900.0,250.0,250.0,1670527012849561.0,1670527012,kNBNgwWJjLrUdt40Too4pw==,101455.0,0,,kick-4-hire,5,1,"[{'no': 1292019, 'now': '12/08/22(Thu)14:35:08', 'name': 'Anonymous', 'com': '<a href=""#p1292007"" class=""quotelink"">&gt;&gt;1292007</a><br>Google taekwondo places in your area and ask there.', 'time': 1670528108, 'resto': 1292007}, {'no': 1292022, 'now': '12/08/22(Thu)14:43:39', 'name': 'Anonymous', 'com': '<a href=""#p1292019"" class=""quotelink"">&gt;&gt;1292019</a><br>i dont think that the school owners would appreciate me taking their instructors if that was what you were recommending', 'time': 1670528619, 'resto': 1292007}, {'no': 1292072, 'now': '12/08/22(Thu)17:06:30', 'name': 'Anonymous', 'com': '<a href=""#p1292022"" class=""quotelink"">&gt;&gt;1292022</a><br>Most of the gym and school instructors also work part time as private instructors if that&#039;s what you need, and many have jobs at different places different days a week, so if want them to work in your business is only a matter of cracking if they&#039;re interested.', 'time': 1670537190, 'resto': 1292007}, {'no': 1292132, 'now': '12/08/22(Thu)20:21:54', 'name': 'Anonymous', 'com': '<a href=""#p1292072"" class=""quotelink"">&gt;&gt;1292072</a><br>Ouuhh yeahhh RL Cobra kai <br>Just shitposting that anon is Wright, Phoenix Wright right', 'filename': 'baf3f0b66088e26593deef0672f18655', 'ext': '.jpg', 'w': 680, 'h': 438, 'tn_w': 125, 'tn_h': 80, 'tim': 1670548914377314, 'time': 1670548914, 'md5': 'wbS/faBsjhT0DWqZTV4qlQ==', 'fsize': 51037, 'resto': 1292007}, {'no': 1292164, 'now': '12/08/22(Thu)22:45:19', 'name': 'Anonymous', 'com': '<a href=""#p1292072"" class=""quotelink"">&gt;&gt;1292072</a><br>maybe. im also looking for other ways. maybe local newspaper or something? trying to find other ways.', 'time': 1670557519, 'resto': 1292007}]",1670557519,0.0,0.0,,,,
120,1292163,,,12/08/22(Thu)22:44:44,Anonymous,,Can someone post that one /fit/ graphic for &quot;Brain gains.&quot; There&#039;s a caption that says &quot;Everyone fears an educated roider&quot; or something like that and there&#039;s a line of math work books to make your way through.,howIbelivin==,.jpg,1238.0,700.0,249.0,141.0,1670557484787907.0,1670557484,J9AhyaMKEdOyfN0OAwa5sA==,136466.0,0,,can-someone-post-that-one-fit-graphic-for-brain,0,0,,1670557484,0.0,0.0,,,,
121,1292162,,,12/08/22(Thu)22:44:04,Anonymous,,"are there any pictures of Biden on a couch, with younger folk<br><br>asking for a friend",unnamed (4),.png,640.0,640.0,250.0,250.0,1670557444523150.0,1670557444,guECBWvovH4yTzGp9yvB3g==,471861.0,0,,are-there-any-pictures-of-biden-on-a-couch-with,1,0,"[{'no': 1292168, 'now': '12/08/22(Thu)22:50:16', 'name': 'Anonymous', 'com': '<a href=""#p1292162"" class=""quotelink"">&gt;&gt;1292162</a><br>Dudes an ancient, just find any pictures of him on a couch with anyone', 'time': 1670557816, 'resto': 1292162}]",1670557816,0.0,0.0,,,,
122,1292161,,,12/08/22(Thu)22:34:20,Anonymous,Looking for pic related,Image search does nothing. Can’t find full picture or artist.,79101627-3E5A-4C2D-866E-649AEF9F4F48,.jpg,1920.0,1080.0,250.0,140.0,1670556860277477.0,1670556860,QOdpvZfiXRFOVlaoI/qaiQ==,1114781.0,0,,looking-for-pic-related,0,0,,1670556860,0.0,0.0,,,,
123,1292159,,,12/08/22(Thu)22:31:08,Anonymous,webm conversion request,"Would someone kindly convert these YouTube videos into webm files? I would be really grateful.<br><br>https://www.youtube.com/watch?v=-9t<wbr>afnbBnlU<br>https://www.youtube.com/watch?v=zfg<wbr>ki55UFEM<br><br>If you do decide to convert them, you can just post the webm files in this thread on /wsg/:<br><a href=""//boards.4channel.org/wsg/thread/4798235#p4798235"" class=""quotelink"">&gt;&gt;&gt;/wsg/4798235</a>",webm,.jpg,541.0,314.0,250.0,145.0,1670556668979683.0,1670556668,wR3LwwyC/CcQeF8NdfvIiw==,18910.0,0,,webm-conversion-request,1,0,"[{'no': 1292169, 'now': '12/08/22(Thu)22:56:11', 'name': 'Anonymous', 'com': '<a href=""#p1292159"" class=""quotelink"">&gt;&gt;1292159</a><br><a href=""//boards.4channel.org/wsg/thread/4864042#p4865783"" class=""quotelink"">&gt;&gt;&gt;/wsg/4865783</a><br><a href=""//boards.4channel.org/wsg/thread/4864042#p4865788"" class=""quotelink"">&gt;&gt;&gt;/wsg/4865788</a>', 'time': 1670558171, 'resto': 1292159}]",1670558171,0.0,0.0,,,,
124,1292157,,,12/08/22(Thu)21:58:05,Anonymous,looking for song,"In the movie &quot;The lost boys&quot;, there&#039;s this &quot;cry little sister&quot; song, but it is just the &quot;kids chorus&quot; part.<br>Does anyone know if if it&#039;s a special version used only for the movie?, or did they just cut out the chorus?<br><br>I have been looking for that version, but I&#039;m not really good at searching",music_icon,.png,600.0,600.0,250.0,250.0,1670554685963006.0,1670554685,UCm0ei2l+fSun2nr/VACvg==,9581.0,0,,looking-for-song,0,0,,1670554685,0.0,0.0,,,,
125,1291914,,,12/08/22(Thu)11:06:58,Anonymous,,"Can someone reccommend a place where where I can meet strangers and talk to them one on one anonymously ? I tried omegle but I swear its litereally all Indians who are looking for nothing but the &#039;bobs and vagene&#039;. No matter what tag I use, regardless how unrelated it is like &#039;stars&#039; or &#039;my native language&#039; or even &#039;hot cocoa&#039; they still somehow connect, say they are from India and once I tell them I&#039;m a man they disconnect, every, fucking, time.",dont redeem the card you old bitch,.jpg,255.0,197.0,250.0,193.0,1670515618927265.0,1670515618,58s+dH12QKSHiSbtS6bYiw==,12710.0,0,,can-someone-reccommend-a-place-where-where-i-can,1,0,"[{'no': 1292152, 'now': '12/08/22(Thu)21:29:20', 'name': 'Anonymous', 'com': '<a href=""#p1291914"" class=""quotelink"">&gt;&gt;1291914</a><br>Contact dudes on /soc/ that are looking for chicks and tell them you&#039;re Indian.', 'time': 1670552960, 'resto': 1291914}]",1670552960,0.0,0.0,,,,
126,1292150,,,12/08/22(Thu)21:14:08,Anonymous,,Can someone please make a Mexican edit of this for a pfp?<br><br>Thanks,AC262C4B-F397-440A-9E71-F8651D42CC4F,.jpg,750.0,629.0,250.0,209.0,1670552048032799.0,1670552048,vLQD98SaQHZbbXbX1sPX8A==,140721.0,0,,can-someone-please-make-a-mexican-edit-of-this,0,0,,1670552048,0.0,0.0,,,,
127,1292149,,,12/08/22(Thu)21:13:12,Anonymous,,Can anyone photoshop the Korean characters out of this image?<br>https://ehrwywl.yzmjsqmesfwt.hath.n<wbr>etwork/h/13a147fbbcb741f45b18e7296d<wbr>379afe59e4bbef-311891-1280-1975-jpg<wbr>/keystamp=1670552400-09bcdce4ef;fil<wbr>eindex=79154654;xres=1280/001.jpg,Discipline series - ratatatat74,.png,1280.0,1975.0,162.0,250.0,1670551992281446.0,1670551992,aQJOTLF4Fap39Su2n+vkKg==,2398733.0,0,,can-anyone-photoshop-the-korean-characters-out-of,2,1,"[{'no': 1292153, 'now': '12/08/22(Thu)21:30:30', 'name': 'Anonymous', 'com': '<a href=""#p1292149"" class=""quotelink"">&gt;&gt;1292149</a><br>For future nsfw requests use <a href=""//boards.4chan.org/r/"" class=""quotelink"">&gt;&gt;&gt;/r/</a> or <a href=""//boards.4chan.org/wg/catalog#s=imt"" class=""quotelink"">&gt;&gt;&gt;/wg/imt</a>', 'filename': '1670551992281446', 'ext': '.png', 'w': 1280, 'h': 1975, 'tn_w': 81, 'tn_h': 125, 'tim': 1670553030321833, 'time': 1670553030, 'md5': 'iIdWLcHZ78fxxFL/Z03zQA==', 'fsize': 1742506, 'resto': 1292149}, {'no': 1292158, 'now': '12/08/22(Thu)22:01:55', 'name': 'Anonymous', 'com': 'thanks', 'time': 1670554915, 'resto': 1292149}]",1670554915,0.0,0.0,,,,
128,1291737,,,12/07/22(Wed)21:22:46,Anonymous,Is Yagyuu Hadaka Shinken any good?,"Go Nagai&#039;s latest manga is Yagyuu Hadaka Shinken (柳生裸真剣, lit. Yagyu Naked Seriously), which is basically Rule 63 Yagyū Jūbei Mitsuyoshi. There is no official digital versions, it&#039;s barely scanned, and none of it is translated. Would you recommend it to anyone who can read Japanese, or are there better untranslated manga to read?",Grandpa Go,.jpg,2048.0,1536.0,250.0,187.0,1670466166079361.0,1670466166,Gncrz9TKbQEKEkxv9l0yzg==,487745.0,0,,is-yagyuu-hadaka-shinken-any-good,1,0,"[{'no': 1292146, 'now': '12/08/22(Thu)21:01:10', 'name': 'Anonymous', 'com': 'For those wondering, Yagyuu Hadaka Shinken is running in Shogakukan &quot;Weekly Post&quot; (not to be confused The Weekly Post). So far, 63 chapters have been serialized, but only the first 24 are in tankōbon format. Since the series is physical-only, that means most of the series will require quite a bit of magazine hunting for those too impatient to see the whole series in tankōbon format. Are you sure it&#039;s a good idea to pick up this series?', 'time': 1670551270, 'resto': 1291737}]",1670551270,0.0,0.0,,,,
129,1292143,,,12/08/22(Thu)20:49:56,Anonymous,,Can anyone identify this person in pic related?,tinw,.png,368.0,260.0,250.0,176.0,1670550596308300.0,1670550596,TlNRrtUFlkUsjxyRDSQfFg==,211098.0,0,,can-anyone-identify-this-person-in-pic-related,1,0,"[{'no': 1292151, 'now': '12/08/22(Thu)21:26:45', 'name': 'Anonymous', 'com': 'lee joong min<br>banned from youtube', 'time': 1670552805, 'resto': 1292143}]",1670552805,0.0,0.0,,,,
130,1292135,,,12/08/22(Thu)20:28:33,Anonymous,Can anyone identify this TV or its size?,"Not a lot to go by, I know. Can anyone still figure out what TV that is, or at least its size?",,,,,,,,1670549313,,,0,,can-anyone-identify-this-tv-or-its-size,2,0,"[{'no': 1292139, 'now': '12/08/22(Thu)20:39:19', 'name': 'Anonymous', 'com': 'all TVs look the fucking same, and there&#039;s nothing to compare it to to figure out the size<br>NEXT', 'time': 1670549959, 'resto': 1292135}, {'no': 1292142, 'now': '12/08/22(Thu)20:45:24', 'name': 'Anonymous', 'com': '<a href=""#p1292135"" class=""quotelink"">&gt;&gt;1292135</a><br>would have been helpful to have something of a known size in the pic<br>otherwise, could be any fucking size for all we know', 'time': 1670550324, 'resto': 1292135}]",1670550324,0.0,0.0,,,,1.0
131,1291931,,,12/08/22(Thu)11:41:54,Anonymous,Free Therapy resources,Is there any free therapy resources? I don&#039;t wanna call hotlines out of fear of being sent to a looney bin. I just want someone to hear me and not give me contrarian jokey advice or try to scam me into a snake oil self improvement money making scheme. I live in burgerland and my parents are to arrogant to mental health issues and are already swamped in dental bills.,FE4F7FE7-ADE4-451D-BEB7-1BB382BBD698,.jpg,500.0,372.0,250.0,186.0,1670517714791087.0,1670517714,Tv8RieAYvokMYvpO2K4Dkg==,30607.0,0,,free-therapy-resources,5,0,"[{'no': 1292032, 'now': '12/08/22(Thu)15:05:44', 'name': 'Anonymous', 'com': '<a href=""#p1291931"" class=""quotelink"">&gt;&gt;1291931</a><br><a href=""https://4chan.org"" target=""_blank"">https://4chan.org</a>', 'time': 1670529944, 'resto': 1291931}, {'no': 1292037, 'now': '12/08/22(Thu)15:12:35', 'name': 'Anonymous', 'com': '<a href=""#p1291931"" class=""quotelink"">&gt;&gt;1291931</a><br>go to church and confess or something<br>no cost to you', 'time': 1670530355, 'resto': 1291931}, {'no': 1292108, 'now': '12/08/22(Thu)18:33:51', 'name': 'Anonymous', 'com': '<a href=""#p1291931"" class=""quotelink"">&gt;&gt;1291931</a><br>There may still be some free online computer based CBT, or it may be for low cost, like a 5 or 20 bucks a year of whatever. There is no one to talk to as it is computer based but it&#039;s nearly as good as the in person stuff the research says. Look it up.<br><br>There are also CBT books you can buy for the cost of an ordinary paperback that will have exercises and advice, the only thing is that you have to be motivated to do what it says.<br><br>But that&#039;s the same as in person anyway since the therapist can suggest you try things and the relationship you build with the therapist should help motivate you and the therapist can adapt their techniques for you as they see how you act and react, but you still have to do the things they suggest if you want to see improvement. CBT is well researched but it&#039;s not a cure all so it might not be best for you but it&#039;s probably better than nothing.', 'time': 1670542431, 'resto': 1291931}, {'no': 1292113, 'now': '12/08/22(Thu)18:47:40', 'name': 'Anonymous', 'com': 'how does cock and ball torture help OP', 'time': 1670543260, 'resto': 1291931}, {'no': 1292134, 'now': '12/08/22(Thu)20:26:45', 'name': 'Anonymous', 'com': '<a href=""#p1292113"" class=""quotelink"">&gt;&gt;1292113</a><br>Cognitive behavioral therapy (cbt)', 'time': 1670549205, 'resto': 1291931}]",1670549205,0.0,0.0,,,,
