,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
79,608633,,,11/03/22(Thu)18:20:50,Anonymous,Classic Shotgun: Side-by-side,"REQUEST: Side-by-side classic shotgun<br><br>Are there any good weapon paper model makers that would either have a plan already made, links to some, or any help to making one?<br><br>I&#039;ve been trying to find one for Quite A While now and have been attemptin to create One by first modeling it out etc. but hit a &quot;bit&quot; of a setback with my computer frying up completely during a thunderstorm.<br><br>Looking Now for the classic type of shotgun. Attempting to acquire the level of detail and possible function that are akin to the &quot;Paper Manufacturing&quot; brands level of quality.",QpoApaperWgunON,.png,700,392,250,140,1667514050743845,1667514050,7O+i2nBiO4SaOO9yZk+tlw==,194925,0,,classic-shotgun-sidebyside,0,0,,,,1667514050,0.0,0.0,
80,605589,,,06/23/22(Thu)05:02:17,Anonymous,Papercraft trades &amp; shares,"Wanted to do my part in stopping this site dying out for good, starting to get some hype or more action at least on the site by promoting more actual papercraft trades &amp; shares, maybe? <br>Been on the site since forever mostly just lurking, but now I would like to actively encourage people to maybe engage more and start posting papercraft-related stuff back, so it’s not just origami on here – since it’s really sad to see. <br>I know there is a controversy of premium files being shared on here, so I would start with people posting links and sharing files of released stuff only. You can also post templates that have been deleted from sites or you are looking for, so we can share the old ones back as well. Generally, just post papercraft-related posts and trying to get the sharing mentality back, I guess. Call me an optimist, but I am sure it’s still possible :)<br>And for anybody still not willing to share them openly, I also do trades with the rarer premium stuff and newer files, so anybody interested in trading Tao-Bao files etc. you can contact me here:<br>GoddessAmaterasu13 @ protonmail. com<br>Sooo, any files people are generally looking for and would like them to be re-shared? I am sure I can post some of them on here, especially the old deleted ones that aren’t posted anywhere. Just reply and let’s get this thing going!",Cells at work Platelet,.jpg,390,365,250,233,1655974937987,1655974937,1GW7ULgMDMx+q1WvTWYVKA==,35842,0,,papercraft-trades-shares,49,6,44.0,6.0,"[{'no': 608295, 'now': '10/07/22(Fri)03:19:00', 'name': 'Anonymous', 'com': 'It seems like S.V. has plans to ship the Raiden papercraft to multiple countries with orders open from October 10-13th for people who leave a comment with their email/country on this page:<br><br>https://sv0623.info/2022/10/01/abou<wbr>t-overseas-shipping-raiden-shogun/', 'time': 1665127140, 'resto': 605589}, {'no': 608330, 'now': '10/09/22(Sun)11:35:28', 'name': 'Anonymous', 'com': '<a href=""#p608295"" class=""quotelink"">&gt;&gt;608295</a><br>anybody got it and is willing or share-trade it yet?', 'time': 1665329728, 'resto': 605589}, {'no': 608336, 'now': '10/10/22(Mon)08:49:38', 'name': 'Anonymous', 'com': '<a href=""#p605589"" class=""quotelink"">&gt;&gt;605589</a><br>cigaro@hotmail.de<br><br><br>this dude from Krautchan used to send postcards every Xmas back in 2010s<br><br>contact him, ask for exchangenings etc.', 'time': 1665406178, 'resto': 605589}, {'no': 608604, 'now': '11/02/22(Wed)09:35:16', 'name': 'Anonymous', 'com': 'Honestly this is sad and I agree with the OP. /po/ used to be the only reason I really visited 4chan, and the community was largely helpful and shared freely.<br><br> I&#039;d love to find a discord or something, any other site to discuss papercrafting and trade models. Maybe I&#039;m naive in thinking this place would be free from the immature name calling and people flying off the handle because they want to &quot;wreck&quot; others.<br><br>I started this hobby around a decade ago. Since then, most of the free model sites like paperkraft.net have gone un-updated. SSD no longer posts. Thank goodness we still have moekami. Pepa having an etsy page (that I have bought from) is honestly a godsend. <br> <br>Man, I wonder if I&#039;m alone here.', 'time': 1667396116, 'resto': 605589}, {'no': 608631, 'now': '11/03/22(Thu)18:15:19', 'name': 'Anonymous', 'com': '<a href=""#p608604"" class=""quotelink"">&gt;&gt;608604</a><br>shut the fuck up', 'time': 1667513719, 'resto': 605589}]",1667513719,0.0,0.0,
81,603976,,,04/17/22(Sun)13:22:08,Anonymous,Old Japanese paper models,"From the Edo, Meiji or Taisho periods. Here my own attempts at paper models from over 200 years ago.",20220417_144846,.jpg,4032,3024,250,187,1650216128417,1650216128,L3k7AGKg+qknHbSj3WVuOQ==,2166331,0,,old-japanese-paper-models,20,9,15.0,8.0,"[{'no': 607408, 'now': '09/03/22(Sat)18:20:52', 'name': 'Anonymous', 'com': 'These look REALLY neat; thank you for the find, Anon!', 'time': 1662243652, 'resto': 603976}, {'no': 607626, 'now': '09/09/22(Fri)00:11:31', 'name': 'Anonymous', 'com': '<a href=""#p605066"" class=""quotelink"">&gt;&gt;605066</a><br>As I said 3 months ago, here it is.', 'filename': '20220908_230406', 'ext': '.jpg', 'w': 2975, 'h': 1968, 'tn_w': 125, 'tn_h': 82, 'tim': 1662696691284197, 'time': 1662696691, 'md5': 'hQ5FCvYG+MvJPFaS6PnP8w==', 'fsize': 1218209, 'resto': 603976}, {'no': 607808, 'now': '09/17/22(Sat)22:37:58', 'name': 'Anonymous', 'com': '<a href=""#p603976"" class=""quotelink"">&gt;&gt;603976</a><br>nice<br><a href=""#p606525"" class=""quotelink"">&gt;&gt;606525</a><br><a href=""#p607408"" class=""quotelink"">&gt;&gt;607408</a><br>huh?', 'time': 1663468678, 'resto': 603976}, {'no': 607865, 'now': '09/21/22(Wed)18:16:48', 'name': 'Anonymous', 'com': '<a href=""#p603976"" class=""quotelink"">&gt;&gt;603976</a><br>thank you OP for sharing these!<br>Do you know if these models have a particular name in Japanese? I would love to research them.', 'time': 1663798608, 'resto': 603976}, {'no': 608628, 'now': '11/03/22(Thu)14:57:04', 'name': 'Anonymous', 'com': 'Those are very nice. Makes me think that doing something similar with one&#039;s own drawings would be very rewarding.', 'time': 1667501824, 'resto': 603976}]",1667501824,0.0,0.0,
82,608564,,,10/30/22(Sun)20:04:01,Missing Yume Nikki Papercrafts,Papercraft,So ive been crazy trying to find these papercrafts but the link is dead can anyone help?,Papercraft1,.jpg,900,593,250,164,1667174641671296,1667174641,QfzAMosAtmpGIca2XmmJCg==,64836,0,,papercraft,6,0,1.0,0.0,"[{'no': 608566, 'now': '10/30/22(Sun)20:13:38', 'name': 'Anonymous', 'com': 'I can help.', 'time': 1667175218, 'resto': 608564}, {'no': 608581, 'now': '10/31/22(Mon)18:01:11', 'name': 'Anonymous', 'com': 'It&#039;s good dude I got the links.', 'time': 1667253671, 'resto': 608564}, {'no': 608597, 'now': '11/01/22(Tue)18:22:24', 'name': 'Missing Yume Nikki Papercrafts', 'com': 'you mind sharing them?', 'time': 1667341344, 'resto': 608564}, {'no': 608608, 'now': '11/02/22(Wed)17:11:23', 'name': 'Anonymous', 'com': 'nvm i just got them lol', 'time': 1667423483, 'resto': 608564}, {'no': 608626, 'now': '11/03/22(Thu)11:46:04', 'name': 'Anonymous', 'com': 'fag', 'time': 1667490364, 'resto': 608564}]",1667490364,0.0,0.0,
83,608547,,,10/29/22(Sat)14:12:46,Anonymous,Paper candle molds,"Anyone else do this? I&#039;ve been pouring candles for a bit, and I&#039;ve been wanting new foldable templates.<br>For a papercraft newbie, would you have any tips on how to create your own? What would I need to take into account geometrically speaking?",candle,.jpg,1181,528,250,111,1667067166867503,1667067166,0yDiks2kugUaTh3j4TELvg==,100548,0,,paper-candle-molds,1,0,,,"[{'no': 608556, 'now': '10/30/22(Sun)11:15:17', 'name': 'Anonymous', 'com': 'I would grab models off of thingiverse...just search for low poly vase or something like that.<br><br>https://www.instructables.com/Creat<wbr>e-faceted-paper-objects/', 'time': 1667142917, 'resto': 608547}]",1667142917,0.0,0.0,
84,604552,,,05/04/22(Wed)06:20:43,Anonymous,,do u guys like my paper crafts? desu,3EC7CB46-98A3-49E0-90B5-8688E6BE3CBC,.jpg,884,1624,136,250,1651659643932,1651659643,2cHeL+zN81PkaMCc0U1KWg==,218417,0,,do-u-guys-like-my-paper-crafts-desu,17,7,12.0,6.0,"[{'no': 604651, 'now': '05/09/22(Mon)09:05:21', 'name': 'Anonymous', 'com': '<a href=""#p604579"" class=""quotelink"">&gt;&gt;604579</a><br>please post kobeni, cirno, and girls last tour, those look really cool', 'time': 1652101521, 'resto': 604552}, {'no': 605414, 'now': '06/12/22(Sun)03:14:33', 'name': 'Anonymous', 'com': '<a href=""#p604619"" class=""quotelink"">&gt;&gt;604619</a><br>I&#039;m a bit late but thanks a lot reifren', 'filename': '1655018045363', 'ext': '.gif', 'w': 112, 'h': 112, 'tn_w': 112, 'tn_h': 112, 'tim': 1655018073620, 'time': 1655018073, 'md5': 'MSfFKMnD6rb8eEbF9UUl0w==', 'fsize': 320152, 'resto': 604552}, {'no': 605418, 'now': '06/12/22(Sun)16:03:05', 'name': 'M30w /ᐠ｡ꞈ｡ᐟ\\', 'com': '<a href=""#p604552"" class=""quotelink"">&gt;&gt;604552</a><br><br>WOAHH absolutely love them, could you give the files of them if you still have them? ^^<br><br><a href=""#p604552"" class=""quotelink"">&gt;&gt;604552</a>', 'time': 1655064185, 'resto': 604552}, {'no': 606518, 'now': '08/02/22(Tue)07:27:00', 'name': 'Anonymous', 'com': '<a href=""#p604579"" class=""quotelink"">&gt;&gt;604579</a><br>anon could you please share the girls last tour models, they&#039;re so adorable', 'time': 1659439620, 'resto': 604552}, {'no': 607511, 'now': '09/04/22(Sun)18:18:39', 'name': 'ednargalip', 'com': '<a href=""#p604582"" class=""quotelink"">&gt;&gt;604582</a><br><span class=""quote"">&gt;You can actually assemble real papercrafts, and not that flimsy boxy crafts</span><br><br>this is the &quot;if you play games on easy you´re a child&quot; of papercraft<br><br>some people simply like the look of these basic builds and not everyone has the time/patience to spend days on 1 model, widen that mind please', 'time': 1662329919, 'resto': 604552}]",1667127306,0.0,0.0,
85,607829,,,09/19/22(Mon)11:20:34,Hanz,Piranha Plant from Super Mario,You can download the template here: https://www.hanzmade.net/papercraft<wbr><br><br>And you can check the video here: https://youtu.be/SBJhf14rBuw<br><br>Hope you like it!,Thumbnail,.jpg,1920,1080,250,140,1663600834891377,1663600834,wYN2J3DWTM9u4X2JMuUuHQ==,358792,0,,piranha-plant-from-super-mario,20,0,15.0,0.0,"[{'no': 607860, 'now': '09/21/22(Wed)15:21:57', 'name': 'Hanz', 'com': '<a href=""#p607859"" class=""quotelink"">&gt;&gt;607859</a><br>Oh ok! Thanks for the clarification :) I will create just one extra thread, so the thumbnail is more generic, and then I will start uploading the rest of papercraft things there… <br><br>Cheers mate!', 'time': 1663788117, 'resto': 607829}, {'no': 607861, 'now': '09/21/22(Wed)15:28:13', 'name': 'Anonymous', 'com': '<a href=""#p607829"" class=""quotelink"">&gt;&gt;607829</a><br>these videos are really nice and charming OP, but I really strongly recommend posting your new videos in the thread you already made, to avoid spamming the board and upsetting people. This is the slowest moving page on the site, so every time you make a new post, it kills a thread that&#039;s probably existed for years. :)', 'time': 1663788493, 'resto': 607829}, {'no': 607866, 'now': '09/21/22(Wed)19:25:17', 'name': 'Hanz', 'com': '<a href=""#p607861"" class=""quotelink"">&gt;&gt;607861</a><br>Thank you very much for your feedback! I definitely will do it next time and keep everything in one thread. Cheers :)', 'time': 1663802717, 'resto': 607829}, {'no': 607867, 'now': '09/21/22(Wed)19:27:45', 'name': 'Hanz', 'com': '<a href=""#p607861"" class=""quotelink"">&gt;&gt;607861</a><br>By the way, it’s possible to delete my previous threads?', 'time': 1663802865, 'resto': 607829}, {'no': 608537, 'now': '10/28/22(Fri)20:30:15', 'name': 'Anonymous', 'com': '<a href=""#p607829"" class=""quotelink"">&gt;&gt;607829</a><br><a href=""/po/thread/605294#p605294"" class=""quotelink"">&gt;&gt;605294</a>', 'time': 1667003415, 'resto': 607829}]",1667003415,0.0,0.0,
86,608486,,,10/24/22(Mon)13:00:25,Anonymous,,"Hi, did someone have a wintercroft pdf ready to print?",TVQ9LdLm,.jpg,289,174,250,150,1666630825444478,1666630825,YuzGQcGswBpigqeNeS6WDA==,15305,0,,hi-did-someone-have-a-wintercroft-pdf-ready-to,1,0,,,"[{'no': 608491, 'now': '10/25/22(Tue)00:12:03', 'name': 'Anonymous', 'com': '<a href=""#p608486"" class=""quotelink"">&gt;&gt;608486</a><br>it&#039;s on pirate bay.', 'time': 1666671123, 'resto': 608486}]",1666671123,0.0,0.0,
87,606981,,,08/27/22(Sat)11:55:20,Anonymous,,Does anyone happen to have these they could share or perhaps trade?,Go Kinoshita,.jpg,708,495,250,174,1661615720609018,1661615720,MTYrEF5ZWTljkPXoxE0L2w==,144266,0,,does-anyone-happen-to-have-these-they-could-share,4,0,,,"[{'no': 607246, 'now': '09/03/22(Sat)17:26:39', 'name': 'Anonymous', 'com': 'let me check', 'time': 1662240399, 'resto': 606981}, {'no': 607446, 'now': '09/03/22(Sat)18:33:19', 'name': 'Anonymous', 'com': 'bump', 'time': 1662244399, 'resto': 606981}, {'no': 607594, 'now': '09/07/22(Wed)15:21:26', 'name': 'Anonymous', 'com': '<a href=""#p606981"" class=""quotelink"">&gt;&gt;606981</a><br>Nobody yet?', 'time': 1662578486, 'resto': 606981}, {'no': 608482, 'now': '10/23/22(Sun)15:44:06', 'name': 'Anonymous', 'com': 'Back up with you.', 'time': 1666554246, 'resto': 606981}]",1666554246,0.0,0.0,
88,601685,,,01/16/22(Sun)01:22:04,Anonymous,Papercraft Gun Kits,"Does anyone know much about these kits? Some have a gloss finish, some don&#039;t, some have pre scored parts, some don&#039;t. <br><br><span class=""quote"">&gt;https://www.ebay.com/itm/1-1-Scale<wbr>-Lifesize-Barrett-M82A1-Sniper-Rifl<wbr>e-Gun-DIY-Paper-Model-Kit-/32402439<wbr>3154?mkcid=16&amp;mkevt=1&amp;_trksid=p2349<wbr>624.m46890.l6249&amp;mkrid=711-127632-2<wbr>357-0</span><br><span class=""quote"">&gt;https://youtu.be/qlSuKRza6xA</span><br><br>The YouTube uploader says that his version has the &quot;push out&quot; paper parts. I had 2 of these model kits and none had push out parts, I had to cut them out with scissors. Whose the orginal maker of these? I think Im getting ripped off because I had a gloss finish on my first one, and I didn&#039;t finish it so I got another and it was just printed cardstock.<br><br><span class=""quote"">&gt;Tldr who is the orginal maker of these paper gun kits and where can we get them?</span>",20220115_220652,.jpg,4032,3024,250,187,1642314124504,1642314124,gNXJm+GPynQGTjAcuG379w==,3555999,0,,papercraft-gun-kits,9,3,4.0,2.0,"[{'no': 605663, 'now': '06/27/22(Mon)01:01:41', 'name': 'Anonymous', 'com': '<a href=""#p603763"" class=""quotelink"">&gt;&gt;603763</a><br>How do you know hoborginc made these? I thought the dude releases all his papercraft digitally. Is there a reason for him printing them out and selling them?', 'time': 1656306101, 'resto': 601685}, {'no': 606823, 'now': '08/21/22(Sun)11:11:31', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;Don&#039;t have a 3d printer to make the 3D printed AR parts</span><br><span class=""quote"">&gt;make a paper craft version instead</span><br>GG no re, alphabet boiz', 'time': 1661094691, 'resto': 601685}, {'no': 607703, 'now': '09/13/22(Tue)03:46:18', 'name': 'Anonymous', 'com': '<a href=""#p606823"" class=""quotelink"">&gt;&gt;606823</a><br>kek', 'filename': 'glowniggers', 'ext': '.png', 'w': 698, 'h': 666, 'tn_w': 125, 'tn_h': 119, 'tim': 1663055178259190, 'time': 1663055178, 'md5': '9EiMAZdOn3qMiQHMc2jEeQ==', 'fsize': 221415, 'resto': 601685}, {'no': 608364, 'now': '10/13/22(Thu)15:34:51', 'name': 'Anonymous', 'com': '<a href=""#p606823"" class=""quotelink"">&gt;&gt;606823</a><br>AK receivers should be even easier to do with card paper! Just like stamped steel.', 'time': 1665689691, 'resto': 601685}, {'no': 608480, 'now': '10/23/22(Sun)06:58:04', 'name': 'Anonymous', 'com': '<a href=""#p606823"" class=""quotelink"">&gt;&gt;606823</a><br><a href=""#p608364"" class=""quotelink"">&gt;&gt;608364</a><br>seriously tho how much paper would it take? and i imagine that whit glue wont do, since from experience even thick paper walls glued with white glue are rather flexible and sensitive to water an moisture', 'time': 1666522684, 'resto': 601685}]",1666522684,0.0,0.0,
89,607540,,,09/05/22(Mon)16:21:23,Anonymous,,Does anyone know of some papercraft designs for costumes/cosplay?,Wearable Gundam Helmet,.pdf,1,1,193,249,1662409283137462,1662409283,+/m26HwdTcHTzInqKuG6qg==,474770,0,,does-anyone-know-of-some-papercraft-designs-for,8,0,3.0,0.0,"[{'no': 607553, 'now': '09/06/22(Tue)04:24:15', 'name': 'ednargalip', 'com': 'MyPapercraft.net has a cosplay section, try your luck there<br><br>https://www.mypapercraft.net/catego<wbr>ry/cosplay/', 'time': 1662452655, 'resto': 607540}, {'no': 607554, 'now': '09/06/22(Tue)04:26:54', 'name': 'ednargalip', 'com': 'also found this<br><br>https://caderbox.com/u.php?id=394_G<wbr>undam_karmis_Armor_Complete<br><br>dunno if it´s the site is evil or not so be careful', 'time': 1662452814, 'resto': 607540}, {'no': 607577, 'now': '09/06/22(Tue)18:11:23', 'name': 'Anonymous', 'com': '<a href=""#p607553"" class=""quotelink"">&gt;&gt;607553</a><br><a href=""#p607554"" class=""quotelink"">&gt;&gt;607554</a><br>Thanks.<br><a href=""#p607547"" class=""quotelink"">&gt;&gt;607547</a><br>...what?', 'time': 1662502283, 'resto': 607540}, {'no': 608438, 'now': '10/18/22(Tue)19:22:43', 'name': 'Anonymous', 'com': 'Does anyone know of any Power Rangers Helmets papercraft?', 'time': 1666135363, 'resto': 607540}, {'no': 608450, 'now': '10/20/22(Thu)04:09:56', 'name': 'Anonymous', 'com': '<a href=""#p608438"" class=""quotelink"">&gt;&gt;608438</a><br>ya it&#039;s called google.', 'time': 1666253396, 'resto': 607540}]",1666253396,0.0,0.0,
90,608401,,,10/16/22(Sun)10:50:05,Anonymous,fingers suck massive walrus willy,"Am I the only one who hates building fingers?<br><br>even on simplified hands they´re just a pain the ass to work with, even with tweezers me and my fat vienna sausage fingers struggle to fold and glue them properly<br><br>might be just me because I´m an idiot but I tend to avoid models with detailed hands because of this<br><br>that´s just me ranting, ignore this post",0e6b6925-3022-4222-892c-0e62b3a3963d,.jpg,1200,1600,187,250,1665931805152115,1665931805,R7krUoxU+oBKc5T6W7n3kg==,72917,0,,fingers-suck-massive-walrus-willy,6,1,1.0,0.0,"[{'no': 608417, 'now': '10/17/22(Mon)13:04:39', 'name': 'Anonymous', 'com': '<a href=""#p608401"" class=""quotelink"">&gt;&gt;608401</a><br><a href=""#p608403"" class=""quotelink"">&gt;&gt;608403</a><br>Maybe we need to hire a NASA engineer to create a better way to make easy /po/ hands?', 'time': 1666026279, 'resto': 608401}, {'no': 608425, 'now': '10/17/22(Mon)16:57:10', 'name': 'Anonymous', 'com': '<a href=""#p608417"" class=""quotelink"">&gt;&gt;608417</a><br>there IS no easy way and never will be. Hands are hands because of their complexity. You either reduce them to mere blocks, or have to deal with lots of geometry. You can look at the games from the PS1 era and see how they handled hands with low poly counts. Almost always blocks.', 'time': 1666040230, 'resto': 608401}, {'no': 608426, 'now': '10/17/22(Mon)17:05:50', 'name': 'Anonymous', 'com': '<a href=""#p608425"" class=""quotelink"">&gt;&gt;608425</a><br>alternatively you can forego geometry completely and just go with pure flatness. Very extreme but can get decent results depending on the style of the papercraft. Lunatica uses it well imo.', 'filename': 'setumeisho-0008', 'ext': '.jpg', 'w': 2467, 'h': 3500, 'tn_w': 88, 'tn_h': 125, 'tim': 1666040750226259, 'time': 1666040750, 'md5': 'BzTevNbmK5DEfUWx4pNytA==', 'fsize': 3296566, 'resto': 608401}, {'no': 608435, 'now': '10/18/22(Tue)12:19:04', 'name': 'Anonymous', 'com': '<a href=""#p608425"" class=""quotelink"">&gt;&gt;608425</a><br><span class=""quote"">&gt;the earth is flat</span><br>somewhere on the intarwebs i&#039;ve seen designers working on ways to make easier hands<br>but i look at literal fucktons of papercraft stuff and other stuff all day long<br>cant find any of it right now<br><a href=""#p608426"" class=""quotelink"">&gt;&gt;608426</a><br>i&#039;m thinking of tracing flat spread out fingers then origamu style pinching between them together and rolling the fingers like using a embossing stylus on the underside then little origami crimp folds to bend the fungers', 'time': 1666109944, 'resto': 608401}, {'no': 608448, 'now': '10/20/22(Thu)00:46:06', 'name': 'Anonymous', 'com': 'If the fingers are small enough, I sometimes just cut off the tabs and just glue the edges together instead of trying to fit in the tab.', 'time': 1666241166, 'resto': 608401}]",1666241166,0.0,0.0,
91,605593,,,06/23/22(Thu)16:28:09,Anonymous,YRYR China,"Found a pic of a Yuru Yuri papercraft on a server of Chinatsu. I didnt know this existed, and im assuming there are more. Anyone know where I can find all 4? 8? Im assuming its just the original 4 girls",IMG_2709,.jpg,1600,1070,250,167,1656016089147,1656016089,MzcB2AMV4Il7xoc12ZFX/Q==,240874,0,,yryr-china,10,4,5.0,2.0,"[{'no': 606526, 'now': '08/03/22(Wed)11:58:15', 'name': 'Anonymous', 'com': 'I found a chinatsu (and the other yurus) but they&#039;re clearly different from the on in the op or in <a href=""#p606497"" class=""quotelink"">&gt;&gt;606497</a>', 'filename': 'Untitled355', 'ext': '.png', 'w': 2304, 'h': 988, 'tn_w': 125, 'tn_h': 53, 'tim': 1659542295664696, 'time': 1659542295, 'md5': 'IrXK0WEjD3zkDxPb68K9qA==', 'fsize': 3442771, 'resto': 605593}, {'no': 606528, 'now': '08/03/22(Wed)13:02:06', 'name': 'Anonymous', 'com': '<a href=""#p606526"" class=""quotelink"">&gt;&gt;606526</a><br>Sorry, kid, you found an edited lower quality fake.<br>Screencap from official site.', 'filename': 'Screenshot from 2022-08-03 09-59-00', 'ext': '.png', 'w': 1366, 'h': 638, 'tn_w': 125, 'tn_h': 58, 'tim': 1659546126139610, 'time': 1659546126, 'md5': 'k1cKWY8QJCn2tPJdnL5DwQ==', 'fsize': 424270, 'resto': 605593}, {'no': 607702, 'now': '09/13/22(Tue)03:39:17', 'name': 'Anonymous', 'com': '<a href=""#p605593"" class=""quotelink"">&gt;&gt;605593</a><br><span class=""quote"">&gt;YRYR</span><br>i rost', 'time': 1663054757, 'resto': 605593}, {'no': 608427, 'now': '10/17/22(Mon)22:08:08', 'name': 'Anonymous', 'com': '<a href=""#p606528"" class=""quotelink"">&gt;&gt;606528</a><br><a href=""#p606497"" class=""quotelink"">&gt;&gt;606497</a><br>Can I haz link?', 'time': 1666058888, 'resto': 605593}, {'no': 608436, 'now': '10/18/22(Tue)12:23:49', 'name': 'Anonymous', 'com': '<a href=""#p608427"" class=""quotelink"">&gt;&gt;608427</a><br>www.cospa.com<br>I got it here: <a href=""#p605593"" class=""quotelink"">&gt;&gt;605593</a>', 'time': 1666110229, 'resto': 605593}]",1666110990,0.0,0.0,
92,606154,,,07/16/22(Sat)14:32:28,Office paper guy,Printed sheets,"I have many useless sheets that were accidentally printed at work, instead of throwing them away I decided to take them with me. What good use could I give them? Personally I would like to do some interesting origami.",2022-07-16_15-24-39,.jpg,1920,1080,250,140,1657996348539,1657996348,/AhmgsbmiBNQk9dOCPe0wQ==,56565,0,,printed-sheets,8,0,3.0,0.0,"[{'no': 606241, 'now': '07/21/22(Thu)02:47:47', 'name': 'Anonymous', 'com': '<a href=""#p606154"" class=""quotelink"">&gt;&gt;606154</a><br>A good thread died for this.', 'time': 1658386067, 'resto': 606154}, {'no': 606246, 'now': '07/21/22(Thu)13:27:00', 'name': 'Anonymous', 'com': '<a href=""#p606154"" class=""quotelink"">&gt;&gt;606154</a><br><span class=""quote"">&gt;many useless sheets that were accidentally printed at work</span><br>Where I work there are D-size gaylord pallets where we toss misprints, expired documents, and other print paper waste.<br>It gets filled and hauled out every 4-6 weeks.<br>That is 72 cubic feet of paper waste a month.<br>Now that is many useless sheets.<br>Paper waste increases the more any company &quot;goes paperless&quot;. It&#039;s the way the system works.', 'time': 1658424420, 'resto': 606154}, {'no': 608406, 'now': '10/16/22(Sun)19:14:47', 'name': 'Anonymous', 'com': '<a href=""#p606154"" class=""quotelink"">&gt;&gt;606154</a><br>If they are clean on the back then just flip them over and put them in the printer. Just make sure they are all flipped over and you put them in facing the right side.', 'time': 1665962087, 'resto': 606154}, {'no': 608419, 'now': '10/17/22(Mon)15:52:34', 'name': 'Anonymous', 'com': '<a href=""#p606154"" class=""quotelink"">&gt;&gt;606154</a><br>You can print pepakura templates on top of the text if you&#039;re building props that you&#039;ll paint over anyways', 'time': 1666036354, 'resto': 606154}, {'no': 608428, 'now': '10/18/22(Tue)00:54:45', 'name': 'Anonymous', 'com': '<a href=""#p606154"" class=""quotelink"">&gt;&gt;606154</a><br>Michael LaFosse&#039;s Butterfly system doesn&#039;t require square paper. Maybe start doing office themed butterflies.<br>https://www.mediafire.com/file/syux<wbr>v63pi6pzwq2/Origami_Butterflies_-_M<wbr>ichael_G._LaFosse.pdf/file', 'time': 1666068885, 'resto': 606154}]",1666068885,0.0,0.0,
93,608367,,,10/13/22(Thu)23:18:17,Anonymous,,Cute Japanese origami site full of origami sweets and jewelry instructions for those who want it<br>http://www.cute-origami.com/index.h<wbr>tml,origami,.jpg,290,290,249,249,1665717497137498,1665717497,VH4frjpBMBaht0rbYY1mJw==,25217,0,,cute-japanese-origami-site-full-of-origami-sweets,8,1,3.0,1.0,"[{'no': 608375, 'now': '10/14/22(Fri)13:04:33', 'name': 'Anonymous', 'com': '<a href=""#p608373"" class=""quotelink"">&gt;&gt;608373</a><br>Next time you can try google lens. It works even better if you use google lens to recognize the text, copy and paste it in deepL', 'time': 1665767073, 'resto': 608367}, {'no': 608376, 'now': '10/14/22(Fri)13:05:34', 'name': 'Anonymous', 'com': 'Forgot to say thanks for the website', 'time': 1665767134, 'resto': 608367}, {'no': 608378, 'now': '10/14/22(Fri)13:26:58', 'name': 'Anonymous', 'com': '<a href=""#p608375"" class=""quotelink"">&gt;&gt;608375</a><br>Yea I tried that before asking here, and the translation was complete gibberish.', 'time': 1665768418, 'resto': 608367}, {'no': 608380, 'now': '10/14/22(Fri)14:08:18', 'name': 'Anonymous', 'com': '<a href=""#p608378"" class=""quotelink"">&gt;&gt;608378</a><br>Ah I see', 'time': 1665770898, 'resto': 608367}, {'no': 608381, 'now': '10/14/22(Fri)14:22:06', 'name': 'Anonymous', 'com': 'I&#039;m actually planning to translate all of the instructions manually because machine translation is shit at times.', 'time': 1665771726, 'resto': 608367}]",1665771726,0.0,0.0,
