,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,filedeleted,trip
90,2507192,,,12/09/22(Fri)07:53:03,Anonymous,Vagrant holidaying,I don&#039;t know if this is the right board for this but I wanna take a holiday trip and I&#039;m broke. I wanna hop on a motorcycle and ride through the coast staying at one place for each day. But since I&#039;m broke and haven&#039;t made hotel reservations I&#039;m thinking I might have to sleep on a park bench sooner or later so I&#039;m gonna take a sleeping bag and a small tent with me. <br>Does anyone have any experience in this sort of thing that can give me any tips?,1670245154621,.jpg,1862.0,1615.0,250.0,216.0,1670590383414949.0,1670590383,OVES5uLg/ZxkpTRn5dqebQ==,1133626.0,0,,vagrant-holidaying,18,4,13.0,4.0,"[{'no': 2507882, 'now': '12/10/22(Sat)11:49:19', 'name': 'Anonymous', 'com': '<a href=""#p2507677"" class=""quotelink"">&gt;&gt;2507677</a><br>big capitals like rio and são paulo yes. The country side and is pretty safe. I wanted to go to the northeast coast but the heat is discouraging me.', 'time': 1670690959, 'resto': 2507192}, {'no': 2507920, 'now': '12/10/22(Sat)13:37:25', 'name': 'Anonymous', 'com': '<a href=""#p2507882"" class=""quotelink"">&gt;&gt;2507882</a><br>I&#039;ve always wanted to explore down south on my bike. But every time I ask a Latino they tell me it&#039;s the wrong time. <br><span class=""quote"">&gt;those Fuckers in Columbia are crazy right now. You should have gone two years ago </span><br><span class=""quote"">&gt; Nah man, there&#039;s this new cartel in Mexico, and they skin people alive just for fun. </span><br><span class=""quote"">&gt;dude, your KLR looks like a military bike. They&#039;ll shoot you in Brazil if they think you&#039;re military. </span><br>I just want to drive all the way from here down to Bottom of Argentina one winter just to say I did it. But there&#039;s always some conflict, or bandits, or a socialist dictatorship in the way.', 'time': 1670697445, 'resto': 2507192}, {'no': 2508009, 'now': '12/10/22(Sat)17:00:15', 'name': 'Anonymous', 'com': '<a href=""#p2507920"" class=""quotelink"">&gt;&gt;2507920</a><br><span class=""quote"">&gt;But there&#039;s always some conflict, or bandits, or a socialist dictatorship in the way.</span><br>That&#039;s just how South America has been for the past 300 years.', 'time': 1670709615, 'resto': 2507192}, {'no': 2508019, 'now': '12/10/22(Sat)17:18:32', 'name': 'Anonymous', 'com': '<a href=""#p2508009"" class=""quotelink"">&gt;&gt;2508009</a><br>A guy in my village did the terra del fuego to alaska by motor bike in the 70s. My aunt did by bicycle a few years ago. There are van life YTers who&#039;ve done it in WV microbuses. OP is just being a coward and falling for Internet memes.', 'time': 1670710712, 'resto': 2507192}, {'no': 2508138, 'now': '12/10/22(Sat)21:27:00', 'name': 'Anonymous', 'com': '<a href=""#p2508019"" class=""quotelink"">&gt;&gt;2508019</a><br><span class=""quote"">&gt;did by bicycle</span><br>based you have a cool aunt and neighbor<br>these countries gona require the vax tho.', 'time': 1670725620, 'resto': 2507192}]",1670725620,0.0,0.0,,
91,2506652,,,12/08/22(Thu)08:12:50,Anonymous,,"If you won&#039;t baton because you&#039;re afraid of damaging your knife, then you are a bitch who owns a cheap shitty knife",20171118_125442_1100x,.jpg,1100.0,619.0,250.0,140.0,1670505170058584.0,1670505170,BLS7jOr1AuCmW8AKkL8r+g==,298119.0,0,,if-you-wont-baton-because-youre-afraid-of,23,7,18.0,5.0,"[{'no': 2508044, 'now': '12/10/22(Sat)18:12:44', 'name': 'Anonymous', 'com': '<a href=""#p2508039"" class=""quotelink"">&gt;&gt;2508039</a><br>https://www.buckknives.com/product/<wbr>108-compadre-froe/0108BRS1-B/', 'time': 1670713964, 'resto': 2506652}, {'no': 2508046, 'now': '12/10/22(Sat)18:13:17', 'name': 'Anonymous', 'com': '<a href=""#p2507984"" class=""quotelink"">&gt;&gt;2507984</a><br><a href=""#p2507985"" class=""quotelink"">&gt;&gt;2507985</a><br>Firefighters have aluminum wedges to pound into doors to bust them open. <br>They are super light and strong. <br>I&#039;ve had the idea of just packing it along with me on a hike to see if it would be a viable replacement for an axe when batoned with a club of wood. <br>But I haven&#039;t tried it yet.', 'filename': '16707139270974894993759991272427', 'ext': '.jpg', 'w': 4000, 'h': 3000, 'tn_w': 125, 'tn_h': 93, 'tim': 1670713997515490, 'time': 1670713997, 'md5': 'X94vW+jKiqgy5lQrbsSHrg==', 'fsize': 3007796, 'resto': 2506652}, {'no': 2508064, 'now': '12/10/22(Sat)18:54:02', 'name': 'Anonymous', 'com': '<a href=""#p2508044"" class=""quotelink"">&gt;&gt;2508044</a><br>Thx. Nice dubs.', 'time': 1670716442, 'resto': 2506652}, {'no': 2508113, 'now': '12/10/22(Sat)20:32:07', 'name': 'Anonymous', 'com': '<a href=""#p2508064"" class=""quotelink"">&gt;&gt;2508064</a><br>Np, unfortunately they have jacked the price up a lot...I paid $90 for mine 5 years ago...now they are like $170.', 'filename': '2177d8fd5f514f01ea58656a0b6d9135', 'ext': '.jpg', 'w': 1024, 'h': 683, 'tn_w': 125, 'tn_h': 83, 'tim': 1670722327694683, 'time': 1670722327, 'md5': 'w3qX/DSPCUqGJS8Q4Vmzvg==', 'fsize': 92457, 'resto': 2506652}, {'no': 2508130, 'now': '12/10/22(Sat)21:12:47', 'name': 'Anonymous', 'com': '<a href=""#p2507869"" class=""quotelink"">&gt;&gt;2507869</a><br>When the wood is wet and you don&#039;t have an axe or hatchet on hand. i.e rarely.', 'time': 1670724767, 'resto': 2506652}]",1670724767,0.0,0.0,,
92,2506333,,,12/07/22(Wed)11:11:59,Anonymous,"I want to live in the woods, but also have a job and save money.","I want to live in the woods, and be homeless. But not on the streets homeless with dysgenic niggers in the big city. I want the in the woods version. What is a good city/town where i can make this happen? (hard mode: not alaska) I&#039;m thinking Redding CA. The woods should be as close to the town/city as possible. I do have a mtn bike. I want to work also to support myself. Most of all i don&#039;t want to be amongst homeless street urchins who would rob me, i want to be nestled in the woods, where no one can find me and i can change camp spots every few days. As for hygiene i can find a gym for showers/ water bottle shower and a laundromat. For entertainment i have a shitty laptop and tons of movies. I want to do this because i&#039;m addicted to vidya and being on the pc all day. If anyone has experience on this please let me know.",PCT,.png,800.0,1649.0,121.0,249.0,1670429519989797.0,1670429519,gnSUfGPa5SpkOL1eXMNeTw==,1045532.0,0,,i-want-to-live-in-the-woods-but-also-have-a-job,49,3,44.0,2.0,"[{'no': 2507840, 'now': '12/10/22(Sat)09:55:50', 'name': 'Anonymous', 'com': '<a href=""#p2506823"" class=""quotelink"">&gt;&gt;2506823</a><br>You aren&#039;t gonna have cell service up in the mountains', 'time': 1670684150, 'resto': 2506333}, {'no': 2507872, 'now': '12/10/22(Sat)11:33:24', 'name': 'Anonymous', 'com': '<a href=""#p2507840"" class=""quotelink"">&gt;&gt;2507840</a><br><span class=""quote"">&gt;You aren&#039;t gonna have cell service up in the mountains</span><br>That&#039;s a blanket statement that isn&#039;t always true. Caltopo also has cell coverage maps for AT&amp;T, Verizon and T-Mobile.', 'filename': 'CoverageMap', 'ext': '.png', 'w': 1012, 'h': 517, 'tn_w': 125, 'tn_h': 63, 'tim': 1670690004069204, 'time': 1670690004, 'md5': 'meJR5KfZ1R6EL14fyhccKg==', 'fsize': 687816, 'resto': 2506333}, {'no': 2508031, 'now': '12/10/22(Sat)17:45:56', 'name': 'Anonymous', 'com': '<a href=""#p2507809"" class=""quotelink"">&gt;&gt;2507809</a><br>fuck off hobo faggot.', 'time': 1670712356, 'resto': 2506333}, {'no': 2508032, 'now': '12/10/22(Sat)17:47:56', 'name': 'Anonymous', 'com': '<a href=""#p2507840"" class=""quotelink"">&gt;&gt;2507840</a><br>I&#039;ve got 3 tb of music and movies on a 2.5&quot; drive <br>not gona get bored too quick. <br>Also search diy 18650 battery pack on ali express. I&#039;ve got several of the 16 cell versions.', 'time': 1670712476, 'resto': 2506333}, {'no': 2508106, 'now': '12/10/22(Sat)20:22:55', 'name': 'Anonymous', 'com': '<a href=""#p2507872"" class=""quotelink"">&gt;&gt;2507872</a><br>In southern Oregon you can not rely on your phone in the mountains, I wouldn&#039;t imagine it&#039;s much different right over the border', 'time': 1670721775, 'resto': 2506333}]",1670721775,0.0,0.0,,
93,2506804,,,12/08/22(Thu)14:54:11,Anonymous,,Anyone in the Great Lakes region have next to no bugs this year? I went camping like 5 times and I never even had to use bug spray once.<br><br>Wax and wane or entire global ecological collapse?,Ontario-map,.jpg,368.0,347.0,250.0,235.0,1670529251478985.0,1670529251,J2Muml6rfnRetLUFT9kH2A==,24805.0,0,,anyone-in-the-great-lakes-region-have-next-to-no,15,3,10.0,0.0,"[{'no': 2508070, 'now': '12/10/22(Sat)19:12:53', 'name': 'Anonymous', 'com': '<a href=""#p2508068"" class=""quotelink"">&gt;&gt;2508068</a><br>Did I stutter?', 'filename': '1661415702937', 'ext': '.png', 'w': 292, 'h': 716, 'tn_w': 50, 'tn_h': 125, 'tim': 1670717573195394, 'time': 1670717573, 'md5': 'jvbrL15ZN6nPpOwkau+57g==', 'fsize': 72565, 'resto': 2506804}, {'no': 2508094, 'now': '12/10/22(Sat)19:55:29', 'name': 'Anonymous', 'com': '<a href=""#p2508070"" class=""quotelink"">&gt;&gt;2508070</a><br>Northern Ontario doesn&#039;t start until Sault imo<br>Kawartha is only like 2 hours from Toronto for fucks sake', 'time': 1670720129, 'resto': 2506804}, {'no': 2508097, 'now': '12/10/22(Sat)20:04:25', 'name': 'Anonymous', 'com': '<a href=""#p2508094"" class=""quotelink"">&gt;&gt;2508094</a><br>Personally I consider anything north of the southern border of the Canadian shield to be North Ontario. That&#039;s where the farmland, big cities, and and Asian/Indian hordes stop, and where real Canada begins.', 'filename': '1661305066782', 'ext': '.jpg', 'w': 653, 'h': 412, 'tn_w': 125, 'tn_h': 78, 'tim': 1670720665601534, 'time': 1670720665, 'md5': '52rb6bPEYRt+8s+iK8togA==', 'fsize': 89440, 'resto': 2506804}, {'no': 2508101, 'now': '12/10/22(Sat)20:10:22', 'name': 'Anonymous', 'com': '<a href=""#p2508094"" class=""quotelink"">&gt;&gt;2508094</a><br><a href=""#p2508097"" class=""quotelink"">&gt;&gt;2508097</a><br>I had to move back down to Barrie last year because of divorce and work after living rurally for quite some time. It feels like I moved to some foreign third world country. It&#039;s awful. Get north and stay north my friends.', 'filename': '1643677252850', 'ext': '.jpg', 'w': 600, 'h': 476, 'tn_w': 125, 'tn_h': 99, 'tim': 1670721022724286, 'time': 1670721022, 'md5': 'AzsEnbbrKGrIPRxKc16S6g==', 'fsize': 61624, 'resto': 2506804}, {'no': 2508105, 'now': '12/10/22(Sat)20:21:44', 'name': 'Anonymous', 'com': '<a href=""#p2508101"" class=""quotelink"">&gt;&gt;2508101</a><br>For all intents and purposes, you did. Ironically, I live in the GTA and get the same feeling when I go to cities a little further up there like Barrie and Peterborough. The North has really been calling me lately. It&#039;s only a matter of time before I escape this &quot;multicultural&quot; hellscape.', 'time': 1670721704, 'resto': 2506804}]",1670721704,0.0,0.0,,
94,2504576,,,12/03/22(Sat)03:21:08,Anonymous,,Where do I make hiking and camping frens?,064B90F1-6509-4F92-B7C7-DD5A364B624F,.jpg,640.0,427.0,250.0,166.0,1670055668282939.0,1670055668,n6ghm7DNkSNO/0w/SQdrtg==,72888.0,0,,where-do-i-make-hiking-and-camping-frens,25,8,20.0,6.0,"[{'no': 2507922, 'now': '12/10/22(Sat)13:39:29', 'name': 'Anonymous', 'com': '<a href=""#p2507685"" class=""quotelink"">&gt;&gt;2507685</a><br><span class=""quote"">&gt;Tried to get a VA meet up going, three anons said they would go, no one showed up</span><br>you americans are all talk. good luck anon, finding the few america anons who will acctually do what they say.', 'time': 1670697569, 'resto': 2504576}, {'no': 2507926, 'now': '12/10/22(Sat)13:44:30', 'name': 'Anonymous', 'com': '<a href=""#p2507625"" class=""quotelink"">&gt;&gt;2507625</a><br><span class=""quote"">&gt;pussy deprived weirdos who lay on each other laps</span><br>what the fuck hahahahaha<br>you are taking the wrong kind of people camping anon, you need to bring people who already go out themselves. i like going out alone but i also like going out with my out friends- the only real friends i&#039;ve got.', 'filename': 'frens with tiger cub', 'ext': '.jpg', 'w': 1665, 'h': 2500, 'tn_w': 83, 'tn_h': 125, 'tim': 1670697870353497, 'time': 1670697870, 'md5': '2ryNeKXPzSt+9TOtpr/++A==', 'fsize': 1337514, 'resto': 2504576}, {'no': 2507974, 'now': '12/10/22(Sat)15:20:33', 'name': 'Not a Skinwalker', 'com': '<a href=""#p2504576"" class=""quotelink"">&gt;&gt;2504576</a><br>I&#039;ll be your fren.', 'time': 1670703633, 'resto': 2504576}, {'no': 2508048, 'now': '12/10/22(Sat)18:22:13', 'name': 'Anonymous', 'com': '<a href=""#p2504576"" class=""quotelink"">&gt;&gt;2504576</a><br><span class=""quote"">&gt;Where do I make hiking and camping frens?</span><br>I plan to meet them on the PCT this year', 'time': 1670714533, 'resto': 2504576}, {'no': 2508059, 'now': '12/10/22(Sat)18:45:49', 'name': 'Anonymous', 'com': '<a href=""#p2507926"" class=""quotelink"">&gt;&gt;2507926</a><br>I know, it weirded me out seeing it, like a bunch of closeted homosexuals. Thing is they claimed to do /out/ all the time, have a group and chat online to organize meet ups etc. they made references to past &quot;events&quot; but wouldn&#039;t go into detail. I came across them, looking for hiking groups online, very fucking strange but you can see why I don&#039;t bother anymore.<br>I remember someone online saying something similar but instead of faggots they were all trying to fuck each others wifes, including his. Reading that was the nail in the coffin, to many degenerates, weirdos and people not actually interested in /out/', 'filename': 'It&#039;s_All_So_Tiresome', 'ext': '.png', 'w': 1022, 'h': 731, 'tn_w': 125, 'tn_h': 89, 'tim': 1670715949429349, 'time': 1670715949, 'md5': 'JgorulRtTtv5cbijfHwCSA==', 'fsize': 658150, 'resto': 2504576}]",1670715949,0.0,0.0,,
95,2474536,,,10/04/22(Tue)21:11:25,Anonymous,Milsurp /out/ gear,What are some good sites for milsurp outdoors gear? I&#039;ve had good experiences with army surplus world but they&#039;re selection is limited and half of it is cheap pakistani knockoff milsurp<br>Also feel free to post your milsurp gear and what you use it for<br>Signed - The king of the shortbus,1780788226,.jpg,750.0,1000.0,187.0,250.0,1664932285488345.0,1664932285,vPuqZ0yTA7zpUcmWRFOsGw==,182917.0,0,,milsurp-out-gear,256,27,251.0,26.0,"[{'no': 2506654, 'now': '12/08/22(Thu)08:21:44', 'name': 'Anonymous', 'com': '<a href=""#p2502974"" class=""quotelink"">&gt;&gt;2502974</a><br>yeah they are good, i have the long back version for tall chads and the shortback is designed to sit on a belt kit or you are a short arse, great bag and you can unzip both side pouches to take size and weight off,', 'time': 1670505704, 'resto': 2474536}, {'no': 2507036, 'now': '12/08/22(Thu)23:14:39', 'name': 'Anonymous', 'com': '<a href=""#p2488947"" class=""quotelink"">&gt;&gt;2488947</a><br>It doesnt because he&#039;s a retard. <br><br>Literally just tuck your pants into your boots', 'time': 1670559279, 'resto': 2474536}, {'no': 2507572, 'now': '12/09/22(Fri)18:07:06', 'name': 'Anonymous', 'com': 'Are there any good modern military uniforms that don&#039;t have loads of velcro on it? I&#039;m fine with those faggoty ID panels, but I despise velcro on pockets', 'time': 1670627226, 'resto': 2474536}, {'no': 2507789, 'now': '12/10/22(Sat)04:20:47', 'name': 'Anonymous', 'com': '<a href=""#p2507572"" class=""quotelink"">&gt;&gt;2507572</a><br>The current OCPs have only buttons on the crotch, thigh, and calf pocket. You can get summer weight ones that have buttons, but I wouldn&#039;t trust those fucking things in the woods. Feels like one single thorn and there&#039;s a hole in em', 'time': 1670664047, 'resto': 2474536}, {'no': 2508051, 'now': '12/10/22(Sat)18:27:14', 'name': 'Anonymous', 'com': 'Using a lot of surplus here. Czech watch cap, lots of Russian stuff, surplus german mountain troop boots (literally rebranded haix but for much less $) and of course the classic chicom rig which I used to carry mags and my radio because I wanted to shitpost with my frens on the way up and also have some tunes when we had lunch when we summited here on day 2 of our hike.<br><br>Gotta shill my own store, but I do know for small items it doesn&#039;t make sense because canada post hates canadian businesses and the cost is up there.<br><br>mistymountainsupply', 'filename': 'mistyatthemountaintop', 'ext': '.png', 'w': 1019, 'h': 763, 'tn_w': 125, 'tn_h': 93, 'tim': 1670714834947700, 'time': 1670714834, 'md5': 'COKvuLV4WJ4ecFsr5/nHuA==', 'fsize': 1578170, 'resto': 2474536}]",1670714834,0.0,0.0,,
96,2505224,,,12/04/22(Sun)12:06:36,Anonymous,Loadout and gear,"Hi guys. Ive decided on traveling the world starting in europe and ending in asia trough hitchiking and couch surfing mostly. Along the way i am planning on doing alot of hiking. I am quite a begginer in hiking/trekking, and I started to look into the gear i will need. I want quality items that will serve their purpouse in the long run. I wanted to see if you guys have any good lists with loadouts for long, few-month treks that show items needed for long trips, as well as recommendations for good internal frame backpacks with big capacity (50+ liters), ideally not too flashy and coloured (i like a military-type vibe to my gear, lots of black and green), as well as general tips and experiences from people who have done similar things",how-to-pack-a-backpack,.jpg,590.0,400.0,250.0,169.0,1670173596173641.0,1670173596,q/0/JKBPVdQZ6qLn/cRq3A==,118701.0,0,,loadout-and-gear,54,7,49.0,7.0,"[{'no': 2507767, 'now': '12/10/22(Sat)02:33:08', 'name': 'Anonymous', 'com': '<a href=""#p2505722"" class=""quotelink"">&gt;&gt;2505722</a><br>i&#039;ve got a standard army issue molly ruck. Things cavernous but weighs like 12 lbs. compare that to 5 or 6 lbs for a 70 liter osprey pack i have.........', 'time': 1670657588, 'resto': 2505224}, {'no': 2507828, 'now': '12/10/22(Sat)09:17:50', 'name': 'Anonymous', 'com': '<a href=""#p2507765"" class=""quotelink"">&gt;&gt;2507765</a><br><span class=""quote"">&gt;rains means 100% humidity</span><br>It doesn’t. It often means the relative humidity is over 90%, but not always, especially in places where rain is caused by high altitude frontal systems rather than localized evaporation. And we see the former in places that have low humidity most of the year (the western half of the US). <br><span class=""quote"">&gt;why have a tent if it’s not going to rain</span><br>Incase it does rain. And where are they more likely to get unexpected rain storms? At high elevations, mostly found in the western half of the US.', 'time': 1670681870, 'resto': 2505224}, {'no': 2508011, 'now': '12/10/22(Sat)17:02:02', 'name': 'Anonymous', 'com': '<a href=""#p2507828"" class=""quotelink"">&gt;&gt;2507828</a><br>it does actually. and definitely where it counts ie the tent wall. the raindrops saturate the air with water vapor. Especially during prolonged storms. another thing is the temperature difference from cold rain drops hitting your tent means your warm breath condenses on the tent wall. with a two layer tent the condensation drips and rolls off the inner tent. on a weight weeny tent it drips and hits you in the face. not only that they always leak during prolonged storms. weight weenies really are delusional, lmao.', 'time': 1670709722, 'resto': 2505224}, {'no': 2508037, 'now': '12/10/22(Sat)18:06:45', 'name': 'Anonymous', 'com': '<a href=""#p2507828"" class=""quotelink"">&gt;&gt;2507828</a><br>Also a larger tent helps to negate condensation in two ways. one there is more space, so the condensation is from water vapor in your breath has more space to breathe. compared to a single wall tent where you have alot less space, and theres less space for the water vapor to go. you take these inherantly leaky tents and pair them with people with down bags that wet out and become useless and inevetably failing blow up mats, basically a recipe for hypothermia, rip.', 'time': 1670713605, 'resto': 2505224}, {'no': 2508042, 'now': '12/10/22(Sat)18:10:03', 'name': 'Anonymous', 'com': '<a href=""#p2508037"" class=""quotelink"">&gt;&gt;2508037</a><br><span class=""quote"">&gt; I paid 300+ for this tent, how can it be so shit? Did we get too cocky weight weenie bros?</span><br><br>Yes, yes you did. my tent is two person black diamond, weighs 3 or 4 lbs. is huge, and not clostrophobic. I had a pos tarp tent style where its lower on one side and the entrence is on one side. The pos would sag with the condensation adn moisture, and you would end up soaked even if it didn&#039;t rain. The moisture would drip down onto the toe of my down bag soaking my lower half.', 'time': 1670713803, 'resto': 2505224}]",1670713803,0.0,0.0,,
97,2507635,,,12/09/22(Fri)20:22:19,Anonymous,,Now I am ready for Christmas.,tactical_sock,.jpg,882.0,804.0,250.0,227.0,1670635339668474.0,1670635339,rBIT0IJofooFdyCmcze1wg==,130434.0,0,,now-i-am-ready-for-christmas,9,1,4.0,0.0,"[{'no': 2507790, 'now': '12/10/22(Sat)04:32:32', 'name': 'Anonymous', 'com': '<a href=""#p2507772"" class=""quotelink"">&gt;&gt;2507772</a><br>You&#039;ll toot your eye out kid', 'time': 1670664752, 'resto': 2507635}, {'no': 2507792, 'now': '12/10/22(Sat)04:51:40', 'name': 'Anonymous', 'com': '<a href=""#p2507772"" class=""quotelink"">&gt;&gt;2507772</a><br>t. bear', 'time': 1670665900, 'resto': 2507635}, {'no': 2507817, 'now': '12/10/22(Sat)08:12:56', 'name': 'Anonymous', 'com': '<a href=""#p2507681"" class=""quotelink"">&gt;&gt;2507681</a><br>A pregnancy test', 'time': 1670677976, 'resto': 2507635}, {'no': 2507831, 'now': '12/10/22(Sat)09:23:16', 'name': 'Anonymous', 'com': '<a href=""#p2507681"" class=""quotelink"">&gt;&gt;2507681</a><br>Deer gf', 'filename': '1523540645130', 'ext': '.jpg', 'w': 1080, 'h': 835, 'tn_w': 125, 'tn_h': 96, 'tim': 1670682196181505, 'time': 1670682196, 'md5': '4EBqeHhCW49lvSLLDAXV2Q==', 'fsize': 417631, 'resto': 2507635}, {'no': 2508017, 'now': '12/10/22(Sat)17:17:29', 'name': 'Anonymous', 'com': 'Does it come in red?', 'time': 1670710649, 'resto': 2507635}]",1670710649,0.0,0.0,,
98,2506843,,,12/08/22(Thu)16:41:53,Anonymous,,"Was looking for a good deal on Binocs and I stumbled upon a site that was selling 10x30 P7&#039;s for 66% off.<br>Problem is I&#039;ve never heard of &quot;campinghikingsale.com&quot; before; and if the name wasn&#039;t sketchy enough, the site&#039;s only been around for less than 2 months.<br>Anyone used this store before?<br><br>Also anyone here use the P7&#039;s?",da224d67-7da5-4a0b-b4ce-786aa4b8bd40,.jpg,440.0,350.0,250.0,198.0,1670535713913733.0,1670535713,FELk+PH/dckQDQGDrvwpFg==,25085.0,0,,was-looking-for-a-good-deal-on-binocs-and-i,3,1,,,"[{'no': 2506901, 'now': '12/08/22(Thu)19:17:53', 'name': 'Anonymous', 'com': '<a href=""#p2506843"" class=""quotelink"">&gt;&gt;2506843</a><br>I looked up their address on google earth and it is some guys house. Not saying that’s sketchy or anything but let us know how your shopping experience goes.', 'filename': 'A7B312A1-360E-49AD-BFF2-5027D38827DB', 'ext': '.jpg', 'w': 750, 'h': 1334, 'tn_w': 70, 'tn_h': 124, 'tim': 1670545073544644, 'time': 1670545073, 'md5': 's4+S2Ahxul1+7oL6VRsoQg==', 'fsize': 953706, 'resto': 2506843}, {'no': 2507127, 'now': '12/09/22(Fri)01:26:56', 'name': 'Anonymous', 'com': '<a href=""#p2506901"" class=""quotelink"">&gt;&gt;2506901</a><br>Did more research and the address is linked to a bunch of other discount sites.<br>Gonna give this guy a visit.', 'time': 1670567216, 'resto': 2506843}, {'no': 2508005, 'now': '12/10/22(Sat)16:51:26', 'name': 'Anonymous', 'com': '<a href=""#p2506843"" class=""quotelink"">&gt;&gt;2506843</a><br>I have Minox X-lite 8x34 and am very happy with them. Surprisingly good in low light too, but I compare it to an old 7x50 that was in bad condition.', 'time': 1670709086, 'resto': 2506843}]",1670709086,0.0,0.0,,
99,2505569,,,12/05/22(Mon)06:53:20,Anonymous,,"If Elon Musk, Jeff Bezos or some other super rich dude offered a reword of 1 billion dollars + 1 billion dollars for implementation; Could ticks be completely and utterly wiped off the face of the earth without directly harming humans, the water supply or animals? I don&#039;t care about the birds who eat them obviously those birds are not doing their part.",tck,.jpg,569.0,382.0,250.0,167.0,1670241200888061.0,1670241200,+vuXuyI6UJacjvpGD642aA==,13844.0,0,,if-elon-musk-jeff-bezos-or-some-other-super-rich,23,2,18.0,2.0,"[{'no': 2506133, 'now': '12/06/22(Tue)16:58:03', 'name': 'Anonymous', 'com': '<a href=""#p2506125"" class=""quotelink"">&gt;&gt;2506125</a><br><a href=""#p2505752"" class=""quotelink"">&gt;&gt;2505752</a><br>possums and birds would both survive if ticks were no longer a part of their diets.', 'time': 1670363883, 'resto': 2505569}, {'no': 2506134, 'now': '12/06/22(Tue)17:01:07', 'name': 'Anonymous', 'com': '<a href=""#p2506133"" class=""quotelink"">&gt;&gt;2506133</a><br>You don’t know that retard', 'time': 1670364067, 'resto': 2505569}, {'no': 2506143, 'now': '12/06/22(Tue)17:50:26', 'name': 'Anonymous', 'com': '<a href=""#p2506133"" class=""quotelink"">&gt;&gt;2506133</a><br><span class=""quote"">&gt;would both survive</span><br>Okay?', 'time': 1670367026, 'resto': 2505569}, {'no': 2507987, 'now': '12/10/22(Sat)16:05:04', 'name': 'Anonymous', 'com': '<a href=""#p2505569"" class=""quotelink"">&gt;&gt;2505569</a><br>Just because you don&#039;t like them?<br><br>Don&#039;t be a retard anon. The technology exists and we can eradicate all mosquitos if we really wanted.<br><br>But what would fill the niche of mosquitos and ticks? Yeah... go ahead and ruin the environment, you sit in your basement all day anyway', 'time': 1670706304, 'resto': 2505569}, {'no': 2507990, 'now': '12/10/22(Sat)16:17:27', 'name': 'Anonymous', 'com': '<a href=""#p2505769"" class=""quotelink"">&gt;&gt;2505769</a><br><span class=""quote"">&gt;Fun fact - super rich dudes are only interested in destroying the world</span><br>False. They are just figureheads for large organizations <br>True fact: their &quot;wealth&quot; is mostly fictional and is mostly just inflated by speculation.', 'time': 1670707047, 'resto': 2505569}]",1670707047,0.0,0.0,,
100,2507900,,,12/10/22(Sat)13:01:54,Anonymous,,"Hello frens, I go winter camping every year during my winter break, but my set up has usually been just a pretty solid sleeping bag and a regular tent. Last year though leaf winter got pretty fucking cold, so I was considering getting a hot tent since they seem unbelievably cozy. Reckon this is a good idea? If so what&#039;s the cheapest possible stove / tent setup I can get that&#039;ll keep my nights cozy?",81TfL4zMt3L._AC_SL1500_,.jpg,1500.0,1500.0,250.0,250.0,1670695314794527.0,1670695314,n+Bx2kuAKGg0lUSzDQd0Qg==,384948.0,0,,hello-frens-i-go-winter-camping-every-year-during,3,1,,,"[{'no': 2507962, 'now': '12/10/22(Sat)14:57:41', 'name': 'Anonymous', 'com': '<a href=""#p2507900"" class=""quotelink"">&gt;&gt;2507900</a><br>I was just looking at this luxe minipeak.', 'filename': 'Screenshot_2022-12-10-20-54-01-23_40deb401b9ffe8e1df2f1cc5ba480b12', 'ext': '.jpg', 'w': 1080, 'h': 1129, 'tn_w': 119, 'tn_h': 125, 'tim': 1670702261814617, 'time': 1670702261, 'md5': 'ueuUSSyPDMHxktM9UoQ+tw==', 'fsize': 166226, 'resto': 2507900}, {'no': 2507975, 'now': '12/10/22(Sat)15:22:01', 'name': 'Anonymous', 'com': '<a href=""#p2507962"" class=""quotelink"">&gt;&gt;2507962</a><br>That should work fine. Its a small tent so heating it up should be easy, even if the material does a poor job of keeping the heat in. Having glass in your stove has its pros and cons<br>Pros:<br><span class=""quote"">&gt;light source</span><br><span class=""quote"">&gt;you can watch the fire burn and see how much log is left</span><br>Cons:<br><span class=""quote"">&gt;will eventually get covered in soot</span><br><span class=""quote"">&gt;risk of shattering, making the stove useless</span><br><br>This is what I&#039;m using. I&#039;ve living in it up to a month before, I&#039;m thinking about going fulltime when I buy some land<br>https://www.competitiveedgeproducts<wbr>.com/kodiak-6170-stove-jack-lodge-t<wbr>ent<br><br>This is my stove<br>https://www.amazon.com/gp/product/B<wbr>002G55XXQ/', 'time': 1670703721, 'resto': 2507900}, {'no': 2507981, 'now': '12/10/22(Sat)15:54:57', 'name': 'Anonymous', 'com': '<a href=""#p2507962"" class=""quotelink"">&gt;&gt;2507962</a><br>Don&#039;t buy from Luxe in the USA, they will take your money and never ship anything. The &quot;in stock&quot; is a lie.', 'time': 1670705697, 'resto': 2507900}]",1670705697,0.0,0.0,,
