,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip,filedeleted
72,2505224,,,12/04/22(Sun)12:06:36,Anonymous,Loadout and gear,"Hi guys. Ive decided on traveling the world starting in europe and ending in asia trough hitchiking and couch surfing mostly. Along the way i am planning on doing alot of hiking. I am quite a begginer in hiking/trekking, and I started to look into the gear i will need. I want quality items that will serve their purpouse in the long run. I wanted to see if you guys have any good lists with loadouts for long, few-month treks that show items needed for long trips, as well as recommendations for good internal frame backpacks with big capacity (50+ liters), ideally not too flashy and coloured (i like a military-type vibe to my gear, lots of black and green), as well as general tips and experiences from people who have done similar things",how-to-pack-a-backpack,.jpg,590.0,400.0,250.0,169.0,1670173596173641.0,1670173596,q/0/JKBPVdQZ6qLn/cRq3A==,118701.0,0,,loadout-and-gear,57,7,52.0,7.0,"[{'no': 2508037, 'now': '12/10/22(Sat)18:06:45', 'name': 'Anonymous', 'com': '<a href=""#p2507828"" class=""quotelink"">&gt;&gt;2507828</a><br>Also a larger tent helps to negate condensation in two ways. one there is more space, so the condensation is from water vapor in your breath has more space to breathe. compared to a single wall tent where you have alot less space, and theres less space for the water vapor to go. you take these inherantly leaky tents and pair them with people with down bags that wet out and become useless and inevetably failing blow up mats, basically a recipe for hypothermia, rip.', 'time': 1670713605, 'resto': 2505224}, {'no': 2508042, 'now': '12/10/22(Sat)18:10:03', 'name': 'Anonymous', 'com': '<a href=""#p2508037"" class=""quotelink"">&gt;&gt;2508037</a><br><span class=""quote"">&gt; I paid 300+ for this tent, how can it be so shit? Did we get too cocky weight weenie bros?</span><br><br>Yes, yes you did. my tent is two person black diamond, weighs 3 or 4 lbs. is huge, and not clostrophobic. I had a pos tarp tent style where its lower on one side and the entrence is on one side. The pos would sag with the condensation adn moisture, and you would end up soaked even if it didn&#039;t rain. The moisture would drip down onto the toe of my down bag soaking my lower half.', 'time': 1670713803, 'resto': 2505224}, {'no': 2508891, 'now': '12/12/22(Mon)14:08:34', 'name': 'Anonymous', 'com': '<a href=""#p2505910"" class=""quotelink"">&gt;&gt;2505910</a><br><a href=""#p2505915"" class=""quotelink"">&gt;&gt;2505915</a><br><span class=""quote"">&gt;nail clipper</span><br><span class=""quote"">&gt;not just tearing off the excess nail with your fingers</span><br>wut? I don&#039;t think I&#039;ve used a clipper or a scissor on my nails for the last decade.', 'time': 1670872114, 'resto': 2505224}, {'no': 2508904, 'now': '12/12/22(Mon)14:40:56', 'name': 'Anonymous', 'com': '<a href=""#p2508037"" class=""quotelink"">&gt;&gt;2508037</a><br><span class=""quote"">&gt;the humidity is 100% when it’s raining because… I just know it is, ok?!</span><br>You can look it up pretty easily, Anon. It definetly goes way up, generally over 90%. But like I said, it’s not necessarily 100%, and local environment plays a huge factor. <br><span class=""quote"">&gt;they leak</span><br>You believe a 20d silpoly single wall shelter is more prone to leaking than a 20d double wall shelter, or are you moving the goal posts to talk about Dynema or something?<br><span class=""quote"">&gt;the condensation rolls off of a double wall shelter but drips into your face in a single wall shelter</span><br>Water condensation is no less prone to cohesion just because there’s a mesh bugnet between you and the rain fly. In both shelters condensation usually rolls down whatever it’s condensed on, but in a single wall shelter it doesn’t have anywhere to go, so it ends up on the floor. <br><span class=""quote"">&gt;single wall shelters are smaller</span><br>Anon, I…', 'time': 1670874056, 'resto': 2505224}, {'no': 2508908, 'now': '12/12/22(Mon)14:44:40', 'name': 'Anonymous', 'com': '<a href=""#p2508891"" class=""quotelink"">&gt;&gt;2508891</a><br>I have to use nail clippers on my toes that look like wire cutters because the other style will just bend. You might want to check the amount of dietary protein you’re getting, as well as it’s bioavailability.', 'time': 1670874280, 'resto': 2505224}]",1670874280,0.0,0.0,,
73,2503573,,,11/30/22(Wed)12:12:08,Anonymous,Skiing and Snowboarding General,"Well gang, it&#039;s that time of year again...<br><br><span class=""quote"">&gt;what you&#039;re skiing</span><br><span class=""quote"">&gt;where you&#039;re skiing</span><br><span class=""quote"">&gt;goal # of days</span><br><span class=""quote"">&gt;what you want to learn/improve this year</span><br><span class=""quote"">&gt;anything else you want</span><br><br><span class=""quote"">&gt;Salomon QSt 98s</span><br><span class=""quote"">&gt;Lookout Pass, Schweitzer, Red Mountain for Dec. - Mid Jan., then New England resorts mid and late season as I will be back in the Northeast.</span><br><span class=""quote"">&gt;40 (I have lots of PTO)</span><br><span class=""quote"">&gt;180&#039;s, 360&#039;s, hopefully some small cliff drops, getting better at powder and glades skiing, being able to carve deeper, being able to ski moguls fast and elegantly. This is my third season and I&#039;ve skied a ton seasons 1 and 2, so ready to take my skills to the next level.</span><br><span class=""quote"">&gt;my stoke level is extremely high, I&#039;ve been carefully husbanding my PTO all year and will be taking almost all of December off.</span><br><br>Also as a general thought, I love skiing smaller resorts with short lift lines and deep powder. Way too many people go to marquee resorts and it kinda kills the experience. I&#039;m honestly most stoked for sidecountry powder at Lookout Pass (hello new expansion and 400+ inches of powder annually!).",CopperPICT0227,.jpg,1140.0,760.0,250.0,166.0,1669828328079743.0,1669828328,Vd5FwLnKQ+L56GrS+4WsPQ==,305002.0,0,,skiing-and-snowboarding-general,61,8,56.0,7.0,"[{'no': 2508868, 'now': '12/12/22(Mon)13:07:02', 'name': 'Anonymous', 'com': '<a href=""#p2508861"" class=""quotelink"">&gt;&gt;2508861</a><br>It&#039;s still called Squaw, loser. <br>PCT markers still say so :^)', 'time': 1670868422, 'resto': 2503573}, {'no': 2508869, 'now': '12/12/22(Mon)13:09:35', 'name': 'Anonymous', 'com': 'Icelandic nomads on daily, moment deathwishes on powder days<br><br>Mostly winter park, some copper. going to get a bunch of other ikon trips in (steamboat aspen taos utah and jackson hole all planned)<br><br>40-50, I have a lot of pto to burn<br><br>chase powder days and not get injured, no specific goals beyond that<br><br><br>picrel, ducked into Topher&#039;s Trees at winter park but there was still a lot of exposed rock<br><br><a href=""#p2503766"" class=""quotelink"">&gt;&gt;2503766</a><br>sup coloradofag', 'filename': '80A35F2A-53BF-4441-92DA-5AE7EB5E3241', 'ext': '.jpg', 'w': 4032, 'h': 3024, 'tn_w': 125, 'tn_h': 93, 'tim': 1670868575372617, 'time': 1670868575, 'md5': 'ht9SEDHfqe4IFodakaSkBg==', 'fsize': 5073005, 'resto': 2503573}, {'no': 2508871, 'now': '12/12/22(Mon)13:11:37', 'name': 'Anonymous', 'com': '<a href=""#p2504166"" class=""quotelink"">&gt;&gt;2504166</a><br>they use the same top sheet as icelandics since they&#039;re made in the same factory, which is absolutely not what rentals use<br><br>dumbass or liar take your pick', 'time': 1670868697, 'resto': 2503573}, {'no': 2508872, 'now': '12/12/22(Mon)13:12:43', 'name': 'Anonymous', 'com': '<a href=""#p2504189"" class=""quotelink"">&gt;&gt;2504189</a><br>powder7 is much better for that', 'time': 1670868763, 'resto': 2503573}, {'no': 2508897, 'now': '12/12/22(Mon)14:29:51', 'name': 'Anonymous', 'com': '<a href=""#p2503573"" class=""quotelink"">&gt;&gt;2503573</a><br><span class=""quote"">&gt;Lookout</span><br>Love that lil nigga like you wouldn&#039;t believe. Godly tree skiing on powder days.', 'time': 1670873391, 'resto': 2503573}]",1670873391,0.0,0.0,,
74,2488981,,,10/29/22(Sat)16:47:51,Anonymous,,"<span class=""quote"">&gt;he adjust his poles mid hike </span><br>Please tell me you guys don&#039;t actually do this",sizinghikingpoles,.jpg,554.0,554.0,249.0,249.0,1667076471879382.0,1667076471,FuL/KU/rdfQc9Mof9QxLUQ==,31487.0,0,,he-adjust-his-poles-mid-hike,86,8,81.0,8.0,"[{'no': 2503168, 'now': '11/29/22(Tue)14:04:35', 'name': 'Anonymous', 'com': '<a href=""#p2501403"" class=""quotelink"">&gt;&gt;2501403</a><br>That&#039;s true if you are unfit. If you can get fit there is no reason not to get maximum knee ability, mobility, and strength. Learn how to walk 101:<br>https://www.youtube.com/watch?v=V3o<wbr>6YFQ9sjA<br><br><span class=""quote"">&gt;nooooo, I don&#039;t want to learn how to walk without injuring my knees. stooop.</span>', 'time': 1669748675, 'resto': 2488981}, {'no': 2505388, 'now': '12/04/22(Sun)18:15:16', 'name': 'Anonymous', 'com': 'bump', 'time': 1670195716, 'resto': 2488981}, {'no': 2506754, 'now': '12/08/22(Thu)12:37:55', 'name': 'Anonymous', 'com': '<a href=""#p2502897"" class=""quotelink"">&gt;&gt;2502897</a><br>That was a good save my nigga', 'time': 1670521075, 'resto': 2488981}, {'no': 2507682, 'now': '12/09/22(Fri)22:05:31', 'name': 'Anonymous', 'com': 'I use poles because using my arms objectively lets me go farther with a heavier pack. The grips are really nice and let me use my arms a lot. They save my knees going downhill so I&#039;ll be able to hike for more of my life. The baskets make going over uncompacted snow with sinking as much. Why would I not use a piece of gear that&#039;s very simple, effective, light, easy to stow, and inexpensive.', 'time': 1670641531, 'resto': 2488981}, {'no': 2508893, 'now': '12/12/22(Mon)14:12:45', 'name': 'Anonymous', 'com': '<a href=""#p2506754"" class=""quotelink"">&gt;&gt;2506754</a><br>Thanks, bro. We might as well have some fun while we&#039;re not actually out.', 'time': 1670872365, 'resto': 2488981}]",1670872365,0.0,0.0,,
75,2498290,,,11/19/22(Sat)11:22:44,Anonymous,,"<span class=""quote"">&gt;”14er”</span><br><span class=""quote"">&gt;trailhead starts at 13000</span><br><br>do intermountain anons really?",0A1B1FFF-8AEB-4590-BF13-6EE08799A3D4,.jpg,3264.0,2448.0,250.0,187.0,1668874964518553.0,1668874964,NXnHUL+jV9pG1cFnFO+n1Q==,4696384.0,0,,14er,77,16,72.0,15.0,"[{'no': 2508657, 'now': '12/12/22(Mon)00:58:26', 'name': 'Anonymous', 'com': '<a href=""#p2505715"" class=""quotelink"">&gt;&gt;2505715</a><br>I mean looks gay', 'filename': 'copy7', 'ext': '.jpg', 'w': 2656, 'h': 1494, 'tn_w': 125, 'tn_h': 70, 'tim': 1670824706458875, 'time': 1670824706, 'md5': 'KZNynttGpiGwiZVMwY/FZg==', 'fsize': 1451199, 'resto': 2498290}, {'no': 2508665, 'now': '12/12/22(Mon)01:37:07', 'name': 'Anonymous', 'com': '<a href=""#p2502367"" class=""quotelink"">&gt;&gt;2502367</a><br>acclimatize yourself dumbass', 'time': 1670827027, 'resto': 2498290}, {'no': 2508697, 'now': '12/12/22(Mon)05:41:19', 'name': 'Anonymous', 'com': '<a href=""#p2508657"" class=""quotelink"">&gt;&gt;2508657</a><br><span class=""quote"">&gt;nothing but conifers</span><br><br><a href=""#p2508630"" class=""quotelink"">&gt;&gt;2508630</a><br>Based east-of-the-Rockies anon showing that you don&#039;t need to live a mile above sea level to knock out their yawn-worthy &quot;14ers&quot;. Get ready for them to accuse you of stealing someone else&#039;s photo from the internet.', 'time': 1670841679, 'resto': 2498290}, {'no': 2508883, 'now': '12/12/22(Mon)13:55:56', 'name': 'Anonymous', 'com': '<a href=""#p2508568"" class=""quotelink"">&gt;&gt;2508568</a><br><span class=""quote"">&gt;Doush point</span><br>Go back', 'time': 1670871356, 'resto': 2498290}, {'no': 2508885, 'now': '12/12/22(Mon)13:59:48', 'name': 'Anonymous', 'com': '<a href=""#p2503675"" class=""quotelink"">&gt;&gt;2503675</a><br>Fuck, you killed him. <br><br><a href=""#p2508630"" class=""quotelink"">&gt;&gt;2508630</a><br>Nah.', 'time': 1670871588, 'resto': 2498290}]",1670871588,0.0,0.0,,
76,2504781,,,12/03/22(Sat)15:17:16,Anonymous,bobcats,"redpill me on bobcats, i just recently saw a black one and want to try my hand at catching it on video. What exactly am i going up against here?!?!",bigfuckingkitty,.jpg,299.0,168.0,250.0,140.0,1670098636513832.0,1670098636,VDfXwkvnW4O5YgvasQnd8g==,14439.0,0,,bobcats,114,33,109.0,32.0,"[{'no': 2508694, 'now': '12/12/22(Mon)05:11:17', 'name': 'Anonymous', 'com': '<a href=""#p2508395"" class=""quotelink"">&gt;&gt;2508395</a><br><span class=""quote"">&gt; twig neck</span><br>I don&#039;t have one of those, unlike a Turkey.', 'time': 1670839877, 'resto': 2504781}, {'no': 2508813, 'now': '12/12/22(Mon)11:38:28', 'name': 'Anonymous', 'com': 'That pussycat will fugg you up', 'time': 1670863108, 'resto': 2504781}, {'no': 2508832, 'now': '12/12/22(Mon)12:13:06', 'name': 'Anonymous', 'com': '<a href=""#p2508367"" class=""quotelink"">&gt;&gt;2508367</a><br><span class=""quote"">&gt;Do you really think that there is some huge difference between truly feral cats and bobcats?</span><br>Bobcats are substantially larger than all but a few obscure breeds of feral housecat. And they tend to eat them with gusto.<br>Asking this question makes you look really stupid. I&#039;m glad I&#039;m not you.', 'filename': 'bobcat-size-vs-house-cat', 'ext': '.jpg', 'w': 480, 'h': 360, 'tn_w': 125, 'tn_h': 93, 'tim': 1670865186680416, 'time': 1670865186, 'md5': 'dQ4j0ANGYG1LzohGUIhZOQ==', 'fsize': 18670, 'resto': 2504781}, {'no': 2508862, 'now': '12/12/22(Mon)13:04:20', 'name': 'Anonymous', 'com': '<a href=""#p2508832"" class=""quotelink"">&gt;&gt;2508832</a><br>Anon, it&#039;s nu-/out/. The entire board is nothing but low effort posts and lazy questions that make people look stupid.', 'time': 1670868260, 'resto': 2504781}, {'no': 2508873, 'now': '12/12/22(Mon)13:15:50', 'name': 'Anonymous', 'com': 'Suck', 'time': 1670868950, 'resto': 2504781}]",1670868950,0.0,0.0,,
77,2499906,,,11/22/22(Tue)19:55:16,Anonymous,Firewood,"Why do people carry a hatchet or large knife to process wood when hiking in? I always just collect deadfall, and leave anything that’s too big for me to break up by propping one end on a rock and stomping or jumping on it",66419F05-E600-4A1E-A7A0-7D2ADD53B250,.jpg,800.0,533.0,250.0,166.0,1669164916053006.0,1669164916,ZAPo86HZh/gmRUhOEdDE/A==,143269.0,0,,firewood,54,3,49.0,3.0,"[{'no': 2506571, 'now': '12/07/22(Wed)23:14:52', 'name': 'Anonymous', 'com': '<a href=""#p2506566"" class=""quotelink"">&gt;&gt;2506566</a><br>God danmn you leaf.', 'time': 1670472892, 'resto': 2499906}, {'no': 2507144, 'now': '12/09/22(Fri)02:19:05', 'name': 'Anonymous', 'com': '<a href=""#p2499906"" class=""quotelink"">&gt;&gt;2499906</a><br>i just like chopping wood :)', 'time': 1670570345, 'resto': 2499906}, {'no': 2508269, 'now': '12/11/22(Sun)07:21:39', 'name': 'Anonymous', 'com': '<a href=""#p2505827"" class=""quotelink"">&gt;&gt;2505827</a><br>I have this and have used it extensively for 2 years now. Awesome tool. I hike, hunt, and camp in the White Mountains, NH.', 'time': 1670761299, 'resto': 2499906}, {'no': 2508714, 'now': '12/12/22(Mon)06:38:55', 'name': 'Anonymous', 'com': '<a href=""#p2499906"" class=""quotelink"">&gt;&gt;2499906</a><br>I will usually have a folding saw and hatchet to process wood, but sometimes I&#039;ll use a BRKT Canadian Camp 2 as my only knife and use that to process wood, but I&#039;ve only done that a couple of times. <br><br><br>The reason is that a lot of people love in wetter climates, and especially during the winter, dead fall won&#039;t burn because it&#039;s too wet. But if you split it, you get to the drier wood inside.', 'time': 1670845135, 'resto': 2499906}, {'no': 2508853, 'now': '12/12/22(Mon)12:47:27', 'name': 'Anonymous', 'com': '<a href=""#p2508714"" class=""quotelink"">&gt;&gt;2508714</a><br>I live in a temperate rainforest and get fires started all the time with deadfall--usually no choppy required. In fact the only time I take a choppy choppy is when I car camp and it&#039;s for fun not necessity. I&#039;ve gotten fires going in torrential downpours without any type of cutting equipment...Why do people keep claiming all deadfall is the same. Cutting tools make it easier but I stopped carrying my machete because I simply learned how to not need it at all.', 'time': 1670867247, 'resto': 2499906}]",1670867247,0.0,0.0,,
78,2508703,,,12/12/22(Mon)06:20:31,Anonymous,Keeping warm while winter camping,"How do you guys keep yourself warm during the night when winter camping? <br><br>Some of my friends and myself will build a self-feeding fire outside of our tents, sometimes using the &#039;log-jenga method&#039;, and sometimes using the method where large logs fall down a frame as the logs at the bottom turn to ash. <br><br>Whereas other friends I have will have a fire in the evening, but will then rely solely on their clothing and sleeping bag to keep them warm, but still keeping tinder, kindling, and processed logs in their tent if they get too cold and need to build a fire quickly in the night if it gets too cold. <br><br><br>How do you do it? What clothes do you wear in your sleeping bag? What other measures do you take to keep yourself warm during the night and what do you do to prepare in case the night is colder than you&#039;re expecting and have to warm yourself up quickly? <br><br>I&#039;d be very interested to know.",winter-camping-hand-holding-cup-in-tent-snow-in-pine-forest,.jpg,900.0,600.0,250.0,166.0,1670844031819194.0,1670844031,6Ct0du/CX4Pui3aR3B2BoQ==,106834.0,0,,keeping-warm-while-winter-camping,14,1,9.0,1.0,"[{'no': 2508746, 'now': '12/12/22(Mon)09:02:47', 'name': 'Anonymous', 'com': '<a href=""#p2508733"" class=""quotelink"">&gt;&gt;2508733</a><br><span class=""quote"">&gt;anime reaction image</span><br><span class=""quote"">&gt;expects anyone to take him seriously</span>', 'time': 1670853767, 'resto': 2508703}, {'no': 2508804, 'now': '12/12/22(Mon)11:16:34', 'name': 'Anonymous', 'com': 'Hot tent.<br>Stove.<br>Also good for a cuppa in the evening.', 'time': 1670861794, 'resto': 2508703}, {'no': 2508806, 'now': '12/12/22(Mon)11:22:47', 'name': 'Anonymous', 'com': '<a href=""#p2508703"" class=""quotelink"">&gt;&gt;2508703</a><br>Eat enough food and hydrate. Digestion will increase body temp, water is needed to keep your blood volume up and warm blood circulating. Don&#039;t touch metal or nylon bare handed if possible. Ideally don&#039;t even stand unprotected. Stand/kneel on a sitting pad or reflectix mat to keep your feet warm when you&#039;re not moving.<br><br>Just before bed if you have the fuel or a fire heat up some water, put in a sealed stainless or nalgene container, wrap it in something and use it to pre-heat your bag. Do a couple jumping jacks to warm up before getting in the bag. Basically decrease the amount of time spent warming up your own sleeping bag. Emergency wise I have a space blanket in all seasons and usually a handwarmer or two.. I avoid the vapor barriers because they quickly become sweat traps.<br> <br><a href=""#p2508711"" class=""quotelink"">&gt;&gt;2508711</a><br><a href=""#p2508718"" class=""quotelink"">&gt;&gt;2508718</a><br>If you can double layer sleeping pads, ideally put a closed cell one on top of the air pad. Nylon gets weird below freezing, closed cell rubber is more comfortable against the body. If you feel cold despite the r value being apparently good enough, try even just a 1/8thin neoprene mat.', 'time': 1670862167, 'resto': 2508703}, {'no': 2508837, 'now': '12/12/22(Mon)12:19:17', 'name': 'Anonymous', 'com': 'Anime reaction image aside, does the point not stand? I deliberately keep the fire FAR away from my tent bc sparks fucking up my rainfly', 'time': 1670865557, 'resto': 2508703}, {'no': 2508850, 'now': '12/12/22(Mon)12:40:31', 'name': 'Anonymous', 'com': 'I actually have to bring my sleeping bag with my sometimes in winter rather than just the fleece liner.<br><br>t. Floridaman', 'time': 1670866831, 'resto': 2508703}]",1670866831,0.0,0.0,,
79,2506589,,,12/08/22(Thu)00:37:43,Anonymous,,"You knew you were in for a treat when this show came blaring from your television in the living room.<br><span class=""quote"">&gt;tiko tiko tiko tiko</span><br><span class=""quote"">&gt;HO HA HO HA</span><br><span class=""quote"">&gt;tiko tiko tiko tiko</span><br><span class=""quote"">&gt;HO HA HO HA</span><br><span class=""quote"">&gt;AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA<wbr>AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA<wbr>AAAAAAAAAAA</span><br><span class=""quote"">&gt;*instruments blaring*</span>",survivor man,.png,1019.0,767.0,250.0,188.0,1670477863825370.0,1670477863,pBNW9b/3Cz9k8yzigL5mQA==,262042.0,0,,you-knew-you-were-in-for-a-treat-when-this-show,34,4,29.0,3.0,"[{'no': 2508484, 'now': '12/11/22(Sun)18:30:37', 'name': 'Anonymous', 'com': '<a href=""#p2507845"" class=""quotelink"">&gt;&gt;2507845</a><br>No he doesn&#039;t. He claims to for views.', 'time': 1670801437, 'resto': 2506589}, {'no': 2508742, 'now': '12/12/22(Mon)08:43:31', 'name': 'Anonymous', 'com': '<a href=""#p2508313"" class=""quotelink"">&gt;&gt;2508313</a><br>Alone on history channel is closest', 'time': 1670852611, 'resto': 2506589}, {'no': 2508795, 'now': '12/12/22(Mon)10:53:35', 'name': 'Anonymous', 'com': '<a href=""#p2506589"" class=""quotelink"">&gt;&gt;2506589</a><br>Peak Kino. I love Survivorman and have watched all the seasons multiple times over and never gets old. Its so comfy and les is pretty damn chill.', 'filename': 'lesstroud', 'ext': '.jpg', 'w': 1024, 'h': 1024, 'tn_w': 125, 'tn_h': 125, 'tim': 1670860415727430, 'time': 1670860415, 'md5': 'VMKaOST1ndEC1ukuMP8oRw==', 'fsize': 136805, 'resto': 2506589}, {'no': 2508796, 'now': '12/12/22(Mon)10:54:36', 'name': 'Anonymous', 'com': '<a href=""#p2506589"" class=""quotelink"">&gt;&gt;2506589</a><br>https://www.youtube.com/shorts/4S0Q<wbr>GgD0QmA', 'time': 1670860476, 'resto': 2506589}, {'no': 2508836, 'now': '12/12/22(Mon)12:18:14', 'name': 'Anonymous', 'com': '<a href=""#p2508484"" class=""quotelink"">&gt;&gt;2508484</a><br>Proofs?', 'time': 1670865494, 'resto': 2506589}]",1670865494,0.0,0.0,,
80,2504004,,,12/01/22(Thu)16:06:44,Anonymous,Traditional bowhunting,Hey guys!<br><br>I just purchased a 54&quot; #60 traditional bow with 7.4 GPI carbon arrows that have 100 grain tips preinstalled with all the required accessories. A client at work also brought me 3 styrofoam targets that are taped up for free. Also purchased 6 fixed 100 grain hunting tips. I&#039;ve been practicing for 2 days and get a steady 4 inch grouping from 7 yards already. What are some tips/experiences for practicing for and actually hunting deer in the winter with a trad bow?,ZFNBWIRGAYJOR62GPU46KVGDEU,.jpg,1000.0,750.0,250.0,187.0,1669928804417305.0,1669928804,Q8myyEJz72Zbg3mzrj4UHw==,185201.0,0,,traditional-bowhunting,28,3,23.0,2.0,"[{'no': 2508287, 'now': '12/11/22(Sun)09:19:17', 'name': 'Anonymous', 'com': '<a href=""#p2506025"" class=""quotelink"">&gt;&gt;2506025</a><br>It&#039;s a style of archery.', 'time': 1670768357, 'resto': 2504004}, {'no': 2508291, 'now': '12/11/22(Sun)09:39:54', 'name': 'Anonymous', 'com': '<a href=""#p2504209"" class=""quotelink"">&gt;&gt;2504209</a><br><span class=""quote"">&gt;No you don&#039;t, if we&#039;re talking about shooting practice. You can become good-enough archer within weeks or even days.</span><br>This is absurd. First of all, it will take you at least a month to be able to work your way up to a poundage that you can hunt deer with and shoot with it comfortably, without risking injury. If you can&#039;t do a 30 minute continuous session without getting tired, you&#039;re not strong enough to properly control your bow even on your first shot.<br><br>Second of all, being able to hit a flat, stationary target with a marked bulls-eye consistently from 7-10 yards while standing with perfect form and posture has very little bearing on whether or not you&#039;ll be able to hit a dear in the wild. You need practice with 3d targets and you need to do dynamic training, such as shooting from different positions/angles, with objects in the way, changing distance etc. At the very least you need to have consistent groupings at 20 meters, not just 10. Because you&#039;re far more likely to get a clean shot from 20 meters than from 10. Anything much more than 20 meters and you&#039;re probably better off to just not take the shot even if you&#039;re an amazing archer because the chance that you&#039;ll just injure the deer is too high.<br><br><span class=""quote"">&gt;The hunting itself is the tricky part</span><br>yes, this is true. once you become a good archer, becoming a good hunter is still a huge hurdle. you have to become a better hunter than a rifle or compound bow hunter simply because you need to get closer to the target.<br><br>As for OP: Learn how to hunt squirrel with your longbow. A squirrel is a much harder target to hit, but they&#039;re a lot more frequent and give you good practice. It&#039;s kind of like training with weighted clothes. Once you can hunt squirrel reliably, hunting deer will be much easier, since you will have all the confidence in the world to hit your target, and it then just becomes a matter of finding the deer.', 'time': 1670769594, 'resto': 2504004}, {'no': 2508700, 'now': '12/12/22(Mon)05:51:04', 'name': 'Anonymous', 'com': '<a href=""#p2508291"" class=""quotelink"">&gt;&gt;2508291</a><br><br>OP here<br><br>I could pull 60 pounds on a short longbow with ease from the start. Hence the result of my personal consultation and handmade bow. I usually do 2-3 hour sessions until it gets dark. I&#039;ve also marked my bow handle with small pieces of white tape that functions as a sighting system up to 40 yards. It works GREAT! I&#039;ve also started anchoring my thumb knuckle behind my jaw which gives me 29&quot; draw and releases at 64 pounds. The position of the bow is always the same when i draw and it&#039;s only 54&quot;, 51&quot; when stringed, so i can move around effortlessly with it and shoot accurately.', 'time': 1670842264, 'resto': 2504004}, {'no': 2508747, 'now': '12/12/22(Mon)09:04:47', 'name': 'Anonymous', 'com': '<a href=""#p2508700"" class=""quotelink"">&gt;&gt;2508700</a><br>I got banned for saying something mean about jews so I have to phone post my response, pic related. <br><br>P.s. tranny jannies do it for free', 'filename': '20221212_090226', 'ext': '.jpg', 'w': 4000, 'h': 2252, 'tn_w': 125, 'tn_h': 70, 'tim': 1670853887461133, 'time': 1670853887, 'md5': 'wud8xX63TJUlcLA1Fz6Aug==', 'fsize': 4054007, 'resto': 2504004}, {'no': 2508831, 'now': '12/12/22(Mon)12:12:42', 'name': 'Anonymous', 'com': '<a href=""#p2508747"" class=""quotelink"">&gt;&gt;2508747</a><br><br>I&#039;ve got a PCP air rifle for small game. Wasting 10-15$ arrows by flinging them up trees and into snow is pure stupidity in my opinion. Also even if you don&#039;t lose them, they break and splinter. I&#039;d use arrows for big game only. Don&#039;t like squirrel meat either nor the amount of it. Also, a 60 pound bow is a bit overkill, no? I think it would pulverize a squirrel with a judo.', 'time': 1670865162, 'resto': 2504004}]",1670865162,0.0,0.0,,
81,2506124,,,12/06/22(Tue)16:44:40,Anonymous,What is the point?,"<span class=""quote"">&gt;You will never drive out in your 1999 Ford Ranger to the Olympics wilderness and take LSD with your soulmate on a sunny June day prior to the year 2007</span>",hohriver,.jpg,2048.0,1536.0,250.0,187.0,1670363080369962.0,1670363080,VWeorVCHS5yZC+U0zdKPxA==,685157.0,0,,what-is-the-point,21,7,16.0,7.0,"[{'no': 2508706, 'now': '12/12/22(Mon)06:31:52', 'name': 'Anonymous', 'com': '<a href=""#p2506128"" class=""quotelink"">&gt;&gt;2506128</a><br><span class=""quote"">&gt;lsd</span><br><span class=""quote"">&gt;addict </span><br>drugs are worth it', 'time': 1670844712, 'resto': 2506124}, {'no': 2508709, 'now': '12/12/22(Mon)06:35:09', 'name': 'Anonymous', 'com': '<a href=""#p2508453"" class=""quotelink"">&gt;&gt;2508453</a><br>You can&#039;t get addicted to lsd.<br>lsd is such a unique and interesting experience that you should try it', 'time': 1670844909, 'resto': 2506124}, {'no': 2508792, 'now': '12/12/22(Mon)10:50:27', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;LSD and mushrooms are for junkies </span><br>Tell me more you whiskey chugging cigarette smoking caffeine addicted bag of hatred', 'time': 1670860227, 'resto': 2506124}, {'no': 2508825, 'now': '12/12/22(Mon)12:01:25', 'name': 'Anonymous', 'com': '<a href=""#p2506128"" class=""quotelink"">&gt;&gt;2506128</a><br>Based. <br><br><a href=""#p2508706"" class=""quotelink"">&gt;&gt;2508706</a><br><a href=""#p2508709"" class=""quotelink"">&gt;&gt;2508709</a><br><a href=""#p2508792"" class=""quotelink"">&gt;&gt;2508792</a><br>Death to fuckboys and larpers.', 'time': 1670864485, 'resto': 2506124}, {'no': 2508838, 'now': '12/12/22(Mon)12:23:59', 'name': 'sage', 'com': 'These niggas think Reefer Madness was a fuckin documentary', 'time': 1670865839, 'resto': 2506124}]",1670865839,0.0,0.0,,
