,no,sticky,closed,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,id,capcode,semantic_url,replies,images,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,last_replies,sub,trip
81,31754604,,,12/10/22(Sat)23:39:31,Anonymous,A thread for people with disabilities who&#039;d like to meet similar persons. <br><br>I&#039;m really interested in anyone who might be deaf! I&#039;m very friendly if you want to chat. <br>Blue Banquet#0802,download,.png,216,233,216,233,1670733571752408,1670733571,H6jV/MniSIfr4/GjAwM7lw==,6491,0,0j8VAFQO,,disability-thread,15,1,1670743782,0.0,0.0,10.0,1.0,"[{'no': 31754855, 'now': '12/11/22(Sun)02:16:11', 'name': 'Anonymous', 'com': '<a href=""#p31754775"" class=""quotelink"">&gt;&gt;31754775</a><br>Sorry to hear that man', 'time': 1670742971, 'resto': 31754604, 'id': '0j8VAFQO'}, {'no': 31754864, 'now': '12/11/22(Sun)02:22:06', 'name': 'Anonymous', 'com': '<a href=""#p31754724"" class=""quotelink"">&gt;&gt;31754724</a><br>Could you invite me?', 'time': 1670743326, 'resto': 31754604, 'id': '0j8VAFQO'}, {'no': 31754874, 'now': '12/11/22(Sun)02:28:33', 'name': 'Anonymous', 'com': 'I was born a woman.', 'time': 1670743713, 'resto': 31754604, 'id': 'WclPepUm'}, {'no': 31754877, 'now': '12/11/22(Sun)02:28:41', 'name': 'Anonymous', 'com': '<a href=""#p31754864"" class=""quotelink"">&gt;&gt;31754864</a><br>I&#039;m not in it bro, but maybe we could restart it?', 'time': 1670743721, 'resto': 31754604, 'id': 'SzlzlNDx'}, {'no': 31754880, 'now': '12/11/22(Sun)02:29:42', 'name': 'Anonymous', 'com': '<a href=""#p31754874"" class=""quotelink"">&gt;&gt;31754874</a><br>Appreciate the attempt at a joke but we are really looking for people with genuine disabilities', 'time': 1670743782, 'resto': 31754604, 'id': 'SzlzlNDx'}]",Disability thread,
82,31718143,,,11/25/22(Fri)07:54:27,kik: sissyhypnobunny,hiii!! i&#039;m chloe. i&#039;m a dumb lil hypno slut who wants 4chan to help expose me until a Dom Daddy Owner chooses to make me his pet slave <br><br>kik for more: sissyhypnobunnyy,720F4BD7-F60B-4CE1-8F43-56305CC10C1A,.jpg,1125,1777,158,250,1669380867566852,1669380867,r4AF2Hj23rKdANg9sbTZ/w==,500021,0,xWbLQlzF,,sissytrapfemboyslave-for-daddy-thread,350,148,1670744415,0.0,0.0,345.0,144.0,"[{'no': 31754661, 'now': '12/11/22(Sun)00:11:26', 'name': 'I’ll do anything…', 'com': 'Ruin me… I’ll do anything..anything….<br>TG - cammasterb<br>Snap - @nickbanesxxx', 'filename': 'A3130297-051F-4585-A72A-ABCEC3BD6946', 'ext': '.png', 'w': 750, 'h': 1334, 'tn_w': 70, 'tn_h': 124, 'tim': 1670735486039813, 'time': 1670735486, 'md5': 'NWZtl0hiabN1TS9BKGrL4A==', 'fsize': 3184098, 'resto': 31718143, 'id': 'IXB+RtiN'}, {'no': 31754818, 'now': '12/11/22(Sun)01:55:00', 'name': 'Anonymous', 'com': 'Just wanting to show off&lt;3', 'filename': '1670741559763961309012252698327', 'ext': '.jpg', 'w': 3264, 'h': 2448, 'tn_w': 125, 'tn_h': 93, 'tim': 1670741700833916, 'time': 1670741700, 'md5': 'tUk/5CHN/5QbYt38yZAajQ==', 'fsize': 1522804, 'resto': 31718143, 'id': 'AB68wi+8'}, {'no': 31754833, 'now': '12/11/22(Sun)02:03:57', 'name': 'Anonymous', 'com': '<a href=""#p31754818"" class=""quotelink"">&gt;&gt;31754818</a><br>Mhmm cute', 'time': 1670742237, 'resto': 31718143, 'id': 'qgTdSBSV'}, {'no': 31754860, 'now': '12/11/22(Sun)02:19:03', 'name': 'Anonymous', 'com': '<a href=""#p31754833"" class=""quotelink"">&gt;&gt;31754833</a><br>Thanks&lt;3', 'filename': '16707430686565824254899331251847', 'ext': '.jpg', 'w': 3264, 'h': 2448, 'tn_w': 125, 'tn_h': 93, 'tim': 1670743143448721, 'time': 1670743143, 'md5': 'MiebqaauwBnjXW6nzxMVPw==', 'fsize': 1612172, 'resto': 31718143, 'id': 'AB68wi+8'}, {'no': 31754862, 'now': '12/11/22(Sun)02:21:19', 'name': 'Anonymous', 'com': 'My kik is Cutietrapnya', 'filename': 'imagen_2022-12-11_012034292', 'ext': '.png', 'w': 1080, 'h': 1920, 'tn_w': 70, 'tn_h': 125, 'tim': 1670743279660515, 'time': 1670743279, 'md5': 'RNwGGrgh/gXeMSknO8v7sA==', 'fsize': 1072954, 'resto': 31718143, 'id': 'eZKd1C4N'}]",sissy/trap/femboy/slave for daddy thread :),
83,31746952,,,12/07/22(Wed)15:06:14,Anonymous,rate + guess ethnicity,D7065A9E-734A-401A-B645-94C4D2B1B114,.jpg,2318,2978,194,249,1670443574967017,1670443574,W4IF77LYmLwtl8ntwHqQ/w==,1893360,0,Ah53c/8G,,rate-guess-ethnicity,36,16,1670743122,0.0,0.0,31.0,15.0,"[{'no': 31754480, 'now': '12/10/22(Sat)22:28:38', 'name': 'Anonymous', 'com': '<a href=""#p31754440"" class=""quotelink"">&gt;&gt;31754440</a><br>It&#039;s a simple classification system, but it works. What else do you need? Maybe one extra category for chinks.<br><a href=""#p31754464"" class=""quotelink"">&gt;&gt;31754464</a><br>t. seething brown', 'time': 1670729318, 'resto': 31746952, 'id': 'bsILDrjm'}, {'no': 31754492, 'now': '12/10/22(Sat)22:34:31', 'name': 'Anonymous', 'com': '<a href=""#p31754480"" class=""quotelink"">&gt;&gt;31754480</a><br> i&#039;m<a href=""#p31749693"" class=""quotelink"">&gt;&gt;31749693</a><br><br>post your picture bro', 'time': 1670729671, 'resto': 31746952, 'id': '88ZKOtH3'}, {'no': 31754496, 'now': '12/10/22(Sat)22:37:22', 'name': 'Anonymous', 'com': '<a href=""#p31754492"" class=""quotelink"">&gt;&gt;31754492</a><br>Lol imagine being dumb enough to post a selfie to this fed honeypot. I promise I mog you though.', 'time': 1670729842, 'resto': 31746952, 'id': '1xGW6xia'}, {'no': 31754674, 'now': '12/11/22(Sun)00:21:53', 'name': 'Anonymous', 'com': '<a href=""#p31754496"" class=""quotelink"">&gt;&gt;31754496</a><br>nah you definitely don&#039;t lol. Anybody I&#039;ve ever interacted who uses those terms unironically is usually a fat, low IQ neckbeard which matches your physical profile probably to a T.', 'time': 1670736113, 'resto': 31746952, 'id': '88ZKOtH3'}, {'no': 31754858, 'now': '12/11/22(Sun)02:18:42', 'name': 'Anonymous', 'com': '<a href=""#p31746952"" class=""quotelink"">&gt;&gt;31746952</a><br>Bulgarian, 4/10<br><a href=""#p31746981"" class=""quotelink"">&gt;&gt;31746981</a><br>American, 7/10<br><a href=""#p31747481"" class=""quotelink"">&gt;&gt;31747481</a><br>American, 6.5//10<br><a href=""#p31749661"" class=""quotelink"">&gt;&gt;31749661</a><br>American, 5/10<br><a href=""#p31751775"" class=""quotelink"">&gt;&gt;31751775</a><br>English, 5/10', 'filename': 'IMG_20221207_063702_545', 'ext': '.jpg', 'w': 1080, 'h': 1920, 'tn_w': 70, 'tn_h': 125, 'tim': 1670743122653918, 'time': 1670743122, 'md5': 'DQLjQH5sCBuGeWckftt6TQ==', 'fsize': 374156, 'resto': 31746952, 'id': 'VbjjKZWf'}]",,
84,31738767,,,12/03/22(Sat)22:29:28,Anonymous,"Welcome to /aan/ - Adopt a Neet<br><br>This is a thread for poorly housed and cared for NEETs as well as Providers with both room and desire. Also, just compatible roommates if that’s more your speed.<br>The ultimate goal for all participants is to move in together as flat(room)mates, friends, or something more. Your call.<br><br>If you are looking only for sex or &quot;online only&quot;, you are in the wrong place. Shoo.<br><br><span class=""quote"">&gt;/aan/ Discord:</span><br>https://discord.gg/epdYA8YEwK (Unbans: https://discord.gg/8Ys8wNvP8t)<br>Join the discord, it’s fun. *Make sure you post in #intro to get full access!*<br>NEETs: it&#039;s especially important you join our Discord so you can benefit from search tools, community support, &#039;safety nets&#039;, and critically, any dubious providers are banned.<br><br>About yourself:<br><br><span class=""quote"">&gt;Status: (Please pick one)</span><br>Provider – willing and able to support others financially, or by providing living space<br>Semi-Provider – able or willing to contribute financially to some degree (e.g. to rent/bills)<br>NEET – willing to move in with someone and receive some personal support (you do not have to be a NEET!)<br><span class=""quote"">&gt;Sex/Gender, Age, Sexuality:</span><br>As much as about you as you are willing to say. Sex and gender matters to some people. Others, not so much.<br><span class=""quote"">&gt;Location and are you willing to relocate?</span><br>General location or as specific as you want. For NEETs, your location and ability to relocate or not is especially important so please let everyone know.<br><span class=""quote"">&gt;What you are looking for (pick all that apply)</span><br>just a room/flatmate, friend, F/M/T only, gf, bf, fwb, live-in maid, strictly platonic, etc, [insert your own]<br><span class=""quote"">&gt;Anything else you would like to add? Requirements? Expectations? Preferences? Needs?</span><br>Use this space to talk about the kind of person you are and the kind of person you are looking for.",1517217758349,.jpg,598,706,211,249,1670124568331938,1670124568,4fM+DEY8YHCGcPO3w7v7Og==,144797,0,20Eu5a8A,,adopt-a-neet-aan,81,14,1670742259,0.0,0.0,76.0,14.0,"[{'no': 31754749, 'now': '12/11/22(Sun)01:13:06', 'name': 'Anonymous', 'com': 'Provider<br>50&#039;s M gay<br>Hawaii<br>Iso gay but mostly masculine live-in twink-ish 25-35 y/o. You take care of me and my place and I&#039;ll take care of your needs within reason. I&#039;m not rich but I&#039;m self-employed in the high end residential construction industry here and enjoy a lot of freedom and independence. You need to be at least open to the possibility of romance. You&#039;ll probably like it here with me.<br>Aloha', 'time': 1670739186, 'resto': 31738767, 'id': 'K6DUYdS5'}, {'no': 31754753, 'now': '12/11/22(Sun)01:17:24', 'name': 'Anonymous', 'com': '<a href=""#p31754749"" class=""quotelink"">&gt;&gt;31754749</a><br>Are you expecting me to bottom? How can I contact you?', 'time': 1670739444, 'resto': 31738767, 'id': 'LvJWWP6D'}, {'no': 31754791, 'now': '12/11/22(Sun)01:36:10', 'name': 'Anonymous', 'com': '<a href=""#p31754753"" class=""quotelink"">&gt;&gt;31754753</a><br>No I expect you to tell me what things you&#039;re interested in sexually and we take it from there. For me, sex is ideally uncomplicated and fun. Simple is good.<br>I forgot to put in my post that my neet needs to be slim to skinny, mentally stable and possessing a good smart-ass sense of humor.<br>mstrand544@gmail.com is my burner', 'time': 1670740570, 'resto': 31738767, 'id': 'K6DUYdS5'}, {'no': 31754798, 'now': '12/11/22(Sun)01:43:44', 'name': 'Anonymous', 'com': '<a href=""#p31753707"" class=""quotelink"">&gt;&gt;31753707</a><br>bump!', 'time': 1670741024, 'resto': 31738767, 'id': 'uP/oSzTG'}, {'no': 31754835, 'now': '12/11/22(Sun)02:04:19', 'name': 'Anonymous', 'com': '<a href=""#p31754791"" class=""quotelink"">&gt;&gt;31754791</a><br>Sent you an email', 'time': 1670742259, 'resto': 31738767, 'id': 'LvJWWP6D'}]",Adopt a Neet - /aan/,
85,31676729,,,11/07/22(Mon)23:33:52,Anonymous,"Last one died, lets start over",20221105_224447,.jpg,2448,3264,187,250,1667882032802278,1667882032,EDQjo+jQFXSsiDn1gmBn0A==,1252114,0,U71I6j92,,body-rate-thread,344,125,1670741854,0.0,0.0,339.0,123.0,"[{'no': 31751223, 'now': '12/09/22(Fri)15:34:22', 'name': 'Anonymous', 'com': '<a href=""#p31701315"" class=""quotelink"">&gt;&gt;31701315</a><br>nice work bro.', 'time': 1670618062, 'resto': 31676729, 'id': 'jb9JzWQr'}, {'no': 31751226, 'now': '12/09/22(Fri)15:36:23', 'name': 'Anonymous', 'com': '<a href=""#p31742261"" class=""quotelink"">&gt;&gt;31742261</a><br>comfy-ass motherfucker', 'time': 1670618183, 'resto': 31676729, 'id': 'jb9JzWQr'}, {'no': 31751724, 'now': '12/09/22(Fri)19:57:15', 'name': 'Anonymous', 'com': '<a href=""#p31690384"" class=""quotelink"">&gt;&gt;31690384</a><br>7/10, i love the inverted nips', 'filename': 'IMG_5906', 'ext': '.jpg', 'w': 1125, 'h': 1124, 'tn_w': 125, 'tn_h': 124, 'tim': 1670633835602813, 'time': 1670633835, 'md5': 'E6QXu2upI7OpfZ4dj+L5OQ==', 'fsize': 302511, 'resto': 31676729, 'id': 'GtkbgeT7'}, {'no': 31752251, 'now': '12/10/22(Sat)01:17:45', 'name': '1993', 'filename': '2E009CFF-47D6-49CE-94EF-93C603D23432', 'ext': '.jpg', 'w': 1536, 'h': 2048, 'tn_w': 93, 'tn_h': 125, 'tim': 1670653065177190, 'time': 1670653065, 'md5': 'udD04KcxxwJGweWYmyhHzQ==', 'fsize': 608264, 'resto': 31676729, 'id': 'NMJBYsKI'}, {'no': 31754823, 'now': '12/11/22(Sun)01:57:34', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670741854, 'resto': 31676729, 'id': 'rHD1eXsu'}]",Body Rate thread,
86,31704911,,,11/19/22(Sat)12:01:04,Anonymous,"Let&#039;s have another one going, all size and colors welcome",20221119_105815,.jpg,1716,2172,197,250,1668877264982547,1668877264,gVlRPA3icxxGz0K9TV2UdA==,756671,0,NsLkIje7,,male-feet-thread,99,42,1670739955,0.0,0.0,94.0,40.0,"[{'no': 31751680, 'now': '12/09/22(Fri)19:40:22', 'name': 'Anonymous', 'com': '&lt;3', 'filename': 'fe2522cc-9e3e-4b03-9947-05c87680a834', 'ext': '.jpg', 'w': 720, 'h': 540, 'tn_w': 125, 'tn_h': 93, 'tim': 1670632822663620, 'time': 1670632822, 'md5': 'GHH2f8EIh0Mg5GYbo0884A==', 'fsize': 49171, 'resto': 31704911, 'id': 'wQbySNsI'}, {'no': 31752163, 'now': '12/10/22(Sat)00:40:06', 'name': 'Anonymous', 'com': '<a href=""#p31732494"" class=""quotelink"">&gt;&gt;31732494</a><br>damn', 'time': 1670650806, 'resto': 31704911, 'id': '570YwmyI'}, {'no': 31752170, 'now': '12/10/22(Sat)00:42:52', 'name': 'Anonymous', 'com': 'M21 bi kik sssn87<br>Let me worship and cum on your soles. Flood me', 'time': 1670650972, 'resto': 31704911, 'id': '9SpuPnCf'}, {'no': 31753929, 'now': '12/10/22(Sat)18:12:01', 'name': 'Anonymous', 'com': '<a href=""#p31716469"" class=""quotelink"">&gt;&gt;31716469</a><br>added to my wallpaper folder :)', 'time': 1670713921, 'resto': 31704911, 'id': 'ved44IcT'}, {'no': 31754770, 'now': '12/11/22(Sun)01:25:55', 'name': 'Anonymous', 'com': 'Kik: Tanjiberry<br>24 m bi', 'filename': '20221211_044110', 'ext': '.jpg', 'w': 3264, 'h': 1836, 'tn_w': 125, 'tn_h': 70, 'tim': 1670739955007459, 'time': 1670739955, 'md5': 'UpodOlPkj2hxN45fFyRePg==', 'fsize': 1103650, 'resto': 31704911, 'id': 'AAksB3So'}]",Male feet thread,
87,31754557,,,12/10/22(Sat)23:14:28,Anonymous,Can I have a Ukrainian chaser bf? <br>(I am MtF and not from Ukraine),1450484848207,.png,1280,710,250,138,1670732068097130,1670732068,9X2ci9FzXncXkWOWrlEAdA==,590460,0,MhFdsY1m,,can-i-have-a-ukrainian-chaser-bf,1,0,1670739391,0.0,0.0,,,"[{'no': 31754752, 'now': '12/11/22(Sun)01:16:31', 'name': 'Anonymous', 'com': '<a href=""#p31754557"" class=""quotelink"">&gt;&gt;31754557</a><br>yes post disc', 'time': 1670739391, 'resto': 31754557, 'id': 'UnVcQMDd'}]",,
88,31746966,,,12/07/22(Wed)15:16:31,Anonymous,Hi /soc/ I haven’t been horny in a while and I’m starting to miss it. Do any of you think you can change this?,67A05247-564D-42CA-A389-58495D567DBA,.jpg,3024,2172,250,179,1670444191963027,1670444191,KQD6dgc6DM5cLAr/n2+ZnA==,1889559,0,MZoXxqG1,,hi-soc-i-havent-been-horny-in-a-while-and-im,37,1,1670738849,0.0,0.0,32.0,1.0,"[{'no': 31752502, 'now': '12/10/22(Sat)03:17:46', 'name': 'Anonymous', 'com': 'SHORTS AND BUTT, YOURE CUTEEE GIVE MOARR BOOTYY THANXX', 'time': 1670660266, 'resto': 31746966, 'id': '48Zmksaj'}, {'no': 31753911, 'now': '12/10/22(Sat)18:00:09', 'name': 'Anonymous', 'com': 'nice hair', 'time': 1670713209, 'resto': 31746966, 'id': 'c6g5KzhE'}, {'no': 31753994, 'now': '12/10/22(Sat)18:41:48', 'name': 'Anonymous', 'com': 'add me on telegram @Amleth9', 'time': 1670715708, 'resto': 31746966, 'id': 'BnJ/0NFY'}, {'no': 31754151, 'now': '12/10/22(Sat)20:03:12', 'name': 'Anonymous', 'com': 'meep?', 'time': 1670720592, 'resto': 31746966, 'id': '5m5HeDqi'}, {'no': 31754741, 'now': '12/11/22(Sun)01:07:29', 'name': 'Anonymous', 'com': '<a href=""#p31752325"" class=""quotelink"">&gt;&gt;31752325</a><br>I&#039;m unabashedly pro eugenics and,<br><br><span class=""quote"">&gt;&quot;I&#039;m more free than you because I&#039;ve convinced myself I was born &#039;in the wrong body&#039; and I&#039;ve decided to amputate my reproductive organs as compensation.&quot;</span><br><br>LMFAO. YWNBAW', 'time': 1670738849, 'resto': 31746966, 'id': 'XsCkzeMH'}]",,
89,31701800,,,11/18/22(Fri)03:06:08,Anonymous,"<span class=""quote"">&gt;No Cali thread</span><br>Where else am I going to get my constant flood of faggotry?<br><br><span class=""quote"">&gt;ASL</span><br><span class=""quote"">&gt;About me</span><br><span class=""quote"">&gt;Looking for</span><br><span class=""quote"">&gt;Not looking for</span><br><span class=""quote"">&gt;Contact</span>",fuck niggers,.jpg,2560,1600,250,156,1668758768158601,1668758768,adr6Bm/qHnrwJB0urTRazQ==,729564,0,xjIgcyb1,,california-thread,258,63,1670737984,0.0,0.0,253.0,62.0,"[{'no': 31754461, 'now': '12/10/22(Sat)22:19:57', 'name': 'Anonymous', 'com': '<a href=""#p31754407"" class=""quotelink"">&gt;&gt;31754407</a><br>Bonding? Hardly, it’s called having a conversation where it turns out we agree on *one* thing. I don’t actually hate trans people either, I don’t dig on women who have dicks is all. Ironically, I’d prefer they keep themselves intact, seems safer for their health. I know they don’t do it to trick anyone and that’s how they feel they need to express themselves. However, when trans girls is all that in these threads, it’s kinda pointless for me to even post in here other than ask out loud if I’m the insane one thinking women actually hang out here. Turns out some do.<br><br>I’m willing to make friends in a local thread but… like a lot of the people here, pretty lonely looking for a SO too. I got plenty of friends irl but I’m looking for an SO mainly. I don’t think I’m clever enough for a ONS but a fwb would be nice (not clever enough for either). This is probably the last place I’d actually look for that. I’m sorry I made the mistake of wondering where all the actual women I’d actually be interested in dating would be on this site. And trust me, if you met me irl, I’m actually not that bad either.<br><br>So I’m sorry if I didn’t come across well because you are correct. This is 4chan and while there are sensible boys in here, the majority of them do spend time outside touching grass.', 'time': 1670728797, 'resto': 31701800, 'id': '4R0XBJB0'}, {'no': 31754473, 'now': '12/10/22(Sat)22:25:53', 'name': 'Anonymous', 'com': '<a href=""#p31754461"" class=""quotelink"">&gt;&gt;31754461</a><br>I seem to have upset you, sorry. I&#039;m just being sarcastic. and having the same -- but opposite -- problem as you: a lack of real potential partners ITT, which is frustrating. good luck man.', 'time': 1670729153, 'resto': 31701800, 'id': 'ThG09OOK'}, {'no': 31754485, 'now': '12/10/22(Sat)22:29:49', 'name': 'Anonymous', 'com': '<a href=""#p31754473"" class=""quotelink"">&gt;&gt;31754473</a><br>Not upset, but frustrated, being misunderstood or misconstrued is a pet peeve of mine I need to work on. Otherwise, frustrated too. No need to apologize, you have your convictions; same as me, regardless, it’s appreciated. <br><br>Good luck, hon.', 'time': 1670729389, 'resto': 31701800, 'id': '4R0XBJB0'}, {'no': 31754514, 'now': '12/10/22(Sat)22:52:38', 'name': 'Anonymous', 'com': '<a href=""#p31754485"" class=""quotelink"">&gt;&gt;31754485</a><br>You seem nice Anon, I’d be happy to add you. You got a discord?', 'time': 1670730758, 'resto': 31701800, 'id': 'hoVzhSCx'}, {'no': 31754721, 'now': '12/11/22(Sun)00:53:04', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;ASL</span><br>29 M Oakland<br><span class=""quote"">&gt;About me</span><br>I like to make metal sculptures, machine things, weld and I like to draw. I like to teach people how to do the same. I love art and science. I&#039;m interested in almost anything that has to do with these things. As I&#039;m typing this I also remember that I like to smoke weed every once in a while to remind me of the days the world was new to me lol<br><span class=""quote"">&gt;Looking for</span><br>Friends<br><span class=""quote"">&gt;Not looking for</span><br>Fash, slurs, phobias, ignorance <br><span class=""quote"">&gt;Contact</span><br>discord: Gryphdog#6804', 'filename': 'heat patina Icostahedron', 'ext': '.jpg', 'w': 2160, 'h': 3840, 'tn_w': 70, 'tn_h': 125, 'tim': 1670737984760580, 'time': 1670737984, 'md5': 'xsOCbyomDftuvLYZ7MPL5Q==', 'fsize': 2529951, 'resto': 31701800, 'id': 'VPGeS7UZ'}]",California thread,
90,31749686,,,12/08/22(Thu)19:54:58,Anonymous,"Hey /soc/, we&#039;re a mid-20&#039;s couple looking for some (lewd) friends, preferably on Discord. Our main interest is in other couples, but we hopefully have something for everyone. We&#039;re looking for actual friends that we can hopefully talk to for a long time, not just a one and done conversation to get off to. Anyone local to or near Oklahoma will have preference, but as long as you&#039;re awake during standard US hours we don&#039;t mind where you&#039;re from.<br><br><br>A little bit about us<br><span class=""quote"">&gt;established couple for many years, with experience in poly</span><br><span class=""quote"">&gt;drama free (hope that you are too)</span><br><span class=""quote"">&gt;both in normal weight ranges, not super /fit/ but active</span><br><span class=""quote"">&gt;into a wide variety of kinks, with a large amount of BDSM experience</span><br><span class=""quote"">&gt;can pass as normies quite easily, not spergs</span><br><br>If you&#039;re a couple or single woman interested, add the below discord and we&#039;ll throw you in a group chat so we can feel each other out. For couples, we do prefer if you both have a discord account, instead of just using the same one.<br><span class=""quote"">&gt;temp4soc#5861</span><br><br>If you&#039;re a single guy and have made it this far, drop your discord and some info about yourself in this thread. If you seem like someone we&#039;d like, we&#039;ll add you.<br><br>Things we&#039;re not looking for<br><span class=""quote"">&gt;retards</span><br><span class=""quote"">&gt;fat people</span><br><span class=""quote"">&gt;gay/bi men</span><br><span class=""quote"">&gt;femboys</span><br><span class=""quote"">&gt;trannies</span><br><span class=""quote"">&gt;negative and/or extremely depressing people</span><br><span class=""quote"">&gt;people over 30 (kinda flexible on this)</span><br><br>Will continue to bump this thread with a few pics. If we don&#039;t get back to you super quick pls don&#039;t freak out. I have no idea how much traction this thread will get, but we will get to everyone that adds us.",couplespls,.jpg,3000,4000,187,250,1670547298645741,1670547298,v7UcD25LY+0cJaZJ/AJ3lA==,732364,0,mSOrUPSF,,any-couples-here,21,5,1670737649,0.0,0.0,16.0,4.0,"[{'no': 31751568, 'now': '12/09/22(Fri)18:30:24', 'name': 'Anonymous', 'com': 'Might as well, I&#039;m a currently single guy on wrong side of 30, decently fit and pretty active and in the US. Also can pass as a normie but really into kink and BDSM and just like getting to make new like-minded friends to talk with. Considering how weird people into kink can be it&#039;s always nice to have sane people to chat with that just so happen to like kink and BDSM and it&#039;s not their entire identity, I would like some more kinky friends to keep a conversation going with and actually get to know each other! mybrainhurts#8427', 'time': 1670628624, 'resto': 31749686, 'id': '7N7h0TYn'}, {'no': 31752175, 'now': '12/10/22(Sat)00:46:11', 'name': 'Anonymous', 'com': 'Couples add @cityboiJC trading couples content.', 'time': 1670651171, 'resto': 31749686, 'id': 'jAtj9z4D'}, {'no': 31752177, 'now': '12/10/22(Sat)00:47:35', 'name': 'Anonymous', 'com': '<a href=""#p31752175"" class=""quotelink"">&gt;&gt;31752175</a><br>On telegram***', 'time': 1670651255, 'resto': 31749686, 'id': 'jAtj9z4D'}, {'no': 31752217, 'now': '12/10/22(Sat)01:05:22', 'name': 'Anonymous', 'com': 'we&#039;re up for chats and whatever with other couples, any females, traps and fembois<br><br>m 35 f 25<br><br> - kik<br><br>amber99xox', 'filename': 'blurred', 'ext': '.jpg', 'w': 2321, 'h': 1612, 'tn_w': 125, 'tn_h': 86, 'tim': 1670652322398187, 'time': 1670652322, 'md5': 'RDktRf972GHODPFQjhbKTQ==', 'fsize': 391009, 'resto': 31749686, 'id': 'tMmWB+ag'}, {'no': 31754712, 'now': '12/11/22(Sun)00:47:29', 'name': 'Anonymous', 'com': '<a href=""#p31749686"" class=""quotelink"">&gt;&gt;31749686</a><br><br>I’m a 30 yr old single man from Europe, tall and rather fit, and I look much younger (so they usually say at least). <br><br>I’m interested in chatting, sexting, exchanging lewds. I’m also curious to see how you guys deal with the polyamory business.<br><br>ta#5875', 'time': 1670737649, 'resto': 31749686, 'id': 'jchzjsFl'}]",Any Couples Here?,
91,31752626,,,12/10/22(Sat)04:12:25,Anonymous,since the pandemic i have been a hermit<br>i have been doing nothing waiting for my college to go back to inperson but they just announced that they are staying mostly online with a few in person classes. large commuinity college district. its shitty<br>anyways. i used to meet all my friends and everyone i have dated at school. now that i am a hermit that never leaves i have no perspective<br>how ugly have i gotten? be honest,ZkN8kRf,.jpg,2208,2944,187,250,1670663545681840,1670663545,QjevwLyTRfwaHa3L6Mod6Q==,435332,0,B27iZHEt,,since-the-pandemic-i-have-been-a-hermit,4,0,1670737197,0.0,0.0,,,"[{'no': 31753171, 'now': '12/10/22(Sat)10:45:15', 'name': 'Anonymous', 'com': '<a href=""#p31752626"" class=""quotelink"">&gt;&gt;31752626</a><br>You are a king', 'time': 1670687115, 'resto': 31752626, 'id': 'eI7tdF26'}, {'no': 31753466, 'now': '12/10/22(Sat)13:34:13', 'name': 'Anonymous', 'com': '<a href=""#p31752626"" class=""quotelink"">&gt;&gt;31752626</a><br>caveman', 'time': 1670697253, 'resto': 31752626, 'id': 'Oi3LU57N'}, {'no': 31754693, 'now': '12/11/22(Sun)00:36:31', 'name': 'Anonymous', 'com': '<a href=""#p31752626"" class=""quotelink"">&gt;&gt;31752626</a><br>You&#039;re glorious, you look fucking strong!', 'time': 1670736991, 'resto': 31752626, 'id': '0MxVbJHX'}, {'no': 31754700, 'now': '12/11/22(Sun)00:39:57', 'name': 'Anonymous', 'com': 'yeah I feel that senpai. You look kind of like me too. You need to make friends through your job or something now', 'time': 1670737197, 'resto': 31752626, 'id': 'hlKLriAy'}]",,
