,no,sticky,closed,now,name,sub,com,time,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,filename,ext,w,h,tn_w,tn_h,tim,md5,fsize,bumplimit,imagelimit
80,4822131,,,11/09/22(Wed)17:09:28,Anonymous,/int/,,1668031768,0,,int,108,57,103.0,57.0,"[{'no': 4863682, 'now': '12/07/22(Wed)12:10:40', 'name': 'Anonymous', 'com': '<a href=""#p4836033"" class=""quotelink"">&gt;&gt;4836033</a><br><span class=""quote"">&gt;Irish pub</span><br>These don&#039;t exist in England though', 'time': 1670433040, 'resto': 4822131}, {'no': 4864009, 'now': '12/07/22(Wed)17:41:25', 'name': 'Anonymous', 'com': '<a href=""#p4863361"" class=""quotelink"">&gt;&gt;4863361</a><br>thank you you paella slurping donkey murdering moor', 'time': 1670452885, 'resto': 4822131}, {'no': 4864292, 'now': '12/07/22(Wed)22:02:56', 'name': 'Anonymous', 'com': '<a href=""#p4864009"" class=""quotelink"">&gt;&gt;4864009</a><br>You&#039;re not nearly as smart as you think you are. At any rate If I were to be spanish would I not be a moor murderer? And was I to be a moor would I not fuck donkeys as opposed to killing them?', 'time': 1670468576, 'resto': 4822131}, {'no': 4864335, 'now': '12/07/22(Wed)23:02:36', 'name': 'Anonymous', 'com': '<a href=""#p4822134"" class=""quotelink"">&gt;&gt;4822134</a><br>Shidbot420 the legend.', 'time': 1670472156, 'resto': 4822131}, {'no': 4866540, 'now': '12/09/22(Fri)15:44:15', 'name': 'Anonymous', 'com': '<a href=""#p4827548"" class=""quotelink"">&gt;&gt;4827548</a><br>Fuken comfy.', 'time': 1670618655, 'resto': 4822131}]",1670618655,hon hon hon,.webm,716.0,1074.0,166.0,250.0,1668031768124924.0,xQbwGCwBQ1yOcQ1jM+w7Ww==,978137.0,0.0,0.0
81,4850248,,,11/27/22(Sun)18:17:09,Anonymous,Vaxed Thread,i will never forget and never forgive what they did to us and I will always rejoice whenever I see an untermensch ACK! on the floo suddenly and unexpectedly.<br><br>Post &#039;em<br><br>Fuck vaxies. They couldn&#039;t die fast enough.,1669591029,0,,vaxed-thread,254,55,249.0,55.0,"[{'no': 4866228, 'now': '12/09/22(Fri)10:00:10', 'name': 'Anonymous', 'com': 'if you got vaccinated I dont respect you as a person<br>simple as', 'time': 1670598010, 'resto': 4850248}, {'no': 4866256, 'now': '12/09/22(Fri)10:36:16', 'name': 'Anonymous', 'com': '<a href=""#p4866228"" class=""quotelink"">&gt;&gt;4866228</a><br>You don&#039;t even respect yourself.', 'time': 1670600176, 'resto': 4850248}, {'no': 4866265, 'now': '12/09/22(Fri)10:56:07', 'name': 'Anonymous', 'com': '<a href=""#p4850248"" class=""quotelink"">&gt;&gt;4850248</a><br>thats a first world only problem none of the third worlder cucked what the fuck were they thinking', 'time': 1670601367, 'resto': 4850248}, {'no': 4866273, 'now': '12/09/22(Fri)11:11:15', 'name': 'Anonymous', 'com': '<a href=""#p4850544"" class=""quotelink"">&gt;&gt;4850544</a><br><span class=""quote"">&gt; because vaccines mutate</span><br>oh boy he doesn&#039;t know how fucking right he was', 'time': 1670602275, 'resto': 4850248}, {'no': 4866539, 'now': '12/09/22(Fri)15:41:48', 'name': 'Anonymous', 'com': '2 more weeks until mass vaccine dieouts', 'time': 1670618508, 'resto': 4850248}]",1670618508,1669217584768126,.webm,320.0,570.0,140.0,250.0,1669591029985176.0,ZhDbef2iPMmCcJRzOGMkHw==,3675437.0,0.0,0.0
82,4790501,,,10/20/22(Thu)10:34:28,Anonymous,Initial D/Eurobeat thread,It&#039;s time,1666276468,0,,initial-deurobeat-thread,250,136,245.0,135.0,"[{'no': 4864189, 'now': '12/07/22(Wed)20:10:40', 'name': 'Anonymous', 'com': '<a href=""#p4834642"" class=""quotelink"">&gt;&gt;4834642</a><br>Maybe don&#039;t try risky moves two weeks into learning to drive manual?', 'time': 1670461840, 'resto': 4790501}, {'no': 4864354, 'now': '12/07/22(Wed)23:41:22', 'name': 'Anonymous', 'com': 'This was part of my first AMV, in 2011.', 'filename': 'Initial Midnight AMV', 'ext': '.webm', 'w': 858, 'h': 480, 'tn_w': 125, 'tn_h': 69, 'tim': 1670474482836317, 'time': 1670474482, 'md5': 'CzoWrDUqreXMTn+12KaXQw==', 'fsize': 6100258, 'resto': 4790501}, {'no': 4865253, 'now': '12/08/22(Thu)15:48:01', 'name': 'Anonymous', 'com': '<a href=""#p4855988"" class=""quotelink"">&gt;&gt;4855988</a><br><a href=""#p4790502"" class=""quotelink"">&gt;&gt;4790502</a><br> <br>Is that pikes?', 'time': 1670532481, 'resto': 4790501}, {'no': 4866408, 'now': '12/09/22(Fri)13:17:32', 'name': 'Anonymous', 'com': '<a href=""#p4790502"" class=""quotelink"">&gt;&gt;4790502</a><br>sauce?', 'time': 1670609852, 'resto': 4790501}, {'no': 4866538, 'now': '12/09/22(Fri)15:41:42', 'name': 'Anonymous', 'com': '<a href=""#p4865253"" class=""quotelink"">&gt;&gt;4865253</a><br>Hai', 'time': 1670618502, 'resto': 4790501}]",1670618502,1647801389076,.webm,700.0,702.0,249.0,250.0,1666276468147596.0,G+zvKf690zf8pFBQ0X1mhQ==,4114604.0,0.0,0.0
83,4852573,,,11/29/22(Tue)11:25:17,Anonymous,YLYL,No Fligu edition,1669739117,0,,ylyl,287,73,282.0,73.0,"[{'no': 4866179, 'now': '12/09/22(Fri)08:43:45', 'name': 'Anonymous', 'com': '<a href=""#p4854698"" class=""quotelink"">&gt;&gt;4854698</a><br>OMFG THIS FUCKING FAGGOT LIVES IN MY CITY AND I ACTUALLY RECOGNIZE THIS STREET', 'time': 1670593425, 'resto': 4852573}, {'no': 4866198, 'now': '12/09/22(Fri)09:14:51', 'name': 'Anonymous', 'com': '<a href=""#p4855372"" class=""quotelink"">&gt;&gt;4855372</a><br><span class=""quote"">&gt;Takeshi: The Sex Man</span>', 'time': 1670595291, 'resto': 4852573}, {'no': 4866211, 'now': '12/09/22(Fri)09:39:17', 'name': 'Anonymous', 'com': '<a href=""#p4866179"" class=""quotelink"">&gt;&gt;4866179</a><br>Good morning, sir', 'time': 1670596757, 'resto': 4852573}, {'no': 4866472, 'now': '12/09/22(Fri)14:52:34', 'name': 'Anonymous', 'com': '<a href=""#p4852573"" class=""quotelink"">&gt;&gt;4852573</a><br>Is this tiktok shit actually funny to other anons? I&#039;ve been on /wsg/ for years, and I just don&#039;t get it... <br><br>Is Is ironic humor? Postmodern humor? Is it posted because it&#039;s the antithesis to humor? Or is it just another le ebin shitpost?', 'time': 1670615554, 'resto': 4852573}, {'no': 4866524, 'now': '12/09/22(Fri)15:30:05', 'name': 'Anonymous', 'com': '<a href=""#p4855570"" class=""quotelink"">&gt;&gt;4855570</a><br>This is genuinely impressive. Like witnessing pure talent.', 'time': 1670617805, 'resto': 4852573}]",1670617805,7141079017888795910,.webm,576.0,1024.0,140.0,250.0,1669739117573963.0,gYr0egW9r2PtgvuuEo8kyA==,3150240.0,0.0,0.0
84,4861338,,,12/05/22(Mon)18:29:35,Anonymous,Video Game Music Thread,,1670282975,0,,video-game-music-thread,90,69,85.0,64.0,"[{'no': 4866492, 'now': '12/09/22(Fri)15:09:09', 'name': 'Anonymous', 'filename': 'Wings of Death - Stage 4', 'ext': '.webm', 'w': 640, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670616549521127, 'time': 1670616549, 'md5': '5EHXWuZlAhuSsgmkf1WPaA==', 'fsize': 4280817, 'resto': 4861338}, {'no': 4866496, 'now': '12/09/22(Fri)15:11:09', 'name': 'Anonymous', 'filename': 'Wings of Death - Stage 5', 'ext': '.webm', 'w': 640, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670616669340168, 'time': 1670616669, 'md5': '0Ly+S/qxktOuTMdtRg46TA==', 'fsize': 3580344, 'resto': 4861338}, {'no': 4866497, 'now': '12/09/22(Fri)15:12:54', 'name': 'Anonymous', 'filename': 'Wings of Death - Stage 6', 'ext': '.webm', 'w': 640, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670616774454691, 'time': 1670616774, 'md5': '2PdVOOKcxtqlNP4kplu49w==', 'fsize': 2775564, 'resto': 4861338}, {'no': 4866501, 'now': '12/09/22(Fri)15:14:56', 'name': 'Anonymous', 'filename': 'Wings of Death - Final Stage', 'ext': '.webm', 'w': 640, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670616896067548, 'time': 1670616896, 'md5': 'RTlCwnViJiD3i1y30XSLSg==', 'fsize': 3522112, 'resto': 4861338}, {'no': 4866507, 'now': '12/09/22(Fri)15:17:05', 'name': 'Anonymous', 'filename': 'Wings of Death - Ending', 'ext': '.webm', 'w': 640, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670617025987377, 'time': 1670617025, 'md5': 'Ai1HH7ONupOxewcEr9mUYA==', 'fsize': 2024791, 'resto': 4861338}]",1670617025,Tomb Raider - Main Theme,.webm,500.0,500.0,250.0,250.0,1670282975436316.0,SU/OD9Ul/OexCEANEK6w6A==,3560818.0,0.0,0.0
85,4861165,,,12/05/22(Mon)16:46:22,Anonymous,,"Metal, Hard Rock",1670276782,0,,metal-hard-rock,54,53,49.0,49.0,"[{'no': 4865452, 'now': '12/08/22(Thu)18:03:48', 'name': 'Anonymous', 'filename': '1668101505890082', 'ext': '.webm', 'w': 640, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670540628369827, 'time': 1670540628, 'md5': '/jlGbsIlVLWI0/KfzDnjSA==', 'fsize': 4168880, 'resto': 4861165}, {'no': 4865453, 'now': '12/08/22(Thu)18:05:02', 'name': 'Anonymous', 'filename': '1668103393787056', 'ext': '.webm', 'w': 480, 'h': 268, 'tn_w': 125, 'tn_h': 69, 'tim': 1670540702889439, 'time': 1670540702, 'md5': 'cOTXBO5djK2Sh34pmygoUQ==', 'fsize': 3633597, 'resto': 4861165}, {'no': 4865459, 'now': '12/08/22(Thu)18:06:34', 'name': 'Anonymous', 'filename': '1668108647842016', 'ext': '.webm', 'w': 640, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670540794537014, 'time': 1670540794, 'md5': 'LO4Wx0YZwM652w2CASjwWw==', 'fsize': 4145185, 'resto': 4861165}, {'no': 4866045, 'now': '12/09/22(Fri)06:00:58', 'name': 'Anonymous', 'filename': '1653149672505', 'ext': '.webm', 'w': 854, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670583658216906, 'time': 1670583658, 'md5': 'KTMCHzFKMQaOsUtq8JvFGw==', 'fsize': 3829924, 'resto': 4861165}, {'no': 4866500, 'now': '12/09/22(Fri)15:13:31', 'name': 'Anonymous', 'com': 'Anyone got some Porcupine Tree?', 'time': 1670616811, 'resto': 4861165}]",1670616811,1654154619864,.webm,640.0,360.0,250.0,140.0,1670276782801364.0,Ju/8hMo9DVMrd9lG/OTLVQ==,6152521.0,0.0,0.0
86,4863550,,,12/07/22(Wed)10:12:41,Anonymous,,Jewish edits like this one,1670425961,0,,jewish-edits-like-this-one,33,26,28.0,24.0,"[{'no': 4863942, 'now': '12/07/22(Wed)16:37:19', 'name': 'Anonymous', 'filename': '1667826875774495', 'ext': '.webm', 'w': 468, 'h': 360, 'tn_w': 125, 'tn_h': 96, 'tim': 1670449039143864, 'time': 1670449039, 'md5': 'gXhZbSWL9ulg+XoeuEttYQ==', 'fsize': 2992062, 'resto': 4863550}, {'no': 4864164, 'now': '12/07/22(Wed)19:51:45', 'name': 'Anonymous', 'filename': '1666484122659560', 'ext': '.webm', 'w': 640, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670460705862101, 'time': 1670460705, 'md5': 'DTOHhrsEd84AgZIfpOdQ2Q==', 'fsize': 908519, 'resto': 4863550}, {'no': 4864183, 'now': '12/07/22(Wed)20:04:47', 'name': 'Anonymous', 'com': '<a href=""#p4863739"" class=""quotelink"">&gt;&gt;4863739</a><br><a href=""#p4863867"" class=""quotelink"">&gt;&gt;4863867</a><br>it&#039;s by a jew<br>Historically Accurate Disney Princess Song by Rachel Bloom<br><span class=""quote"">&gt;She is the only child of Shelli (née Rosenberg), a musician, and Alan Bloom, a healthcare lawyer.[5] She is Jewish.[6]</span>', 'time': 1670461487, 'resto': 4863550}, {'no': 4866134, 'now': '12/09/22(Fri)07:43:29', 'name': 'Anonymous', 'com': '<a href=""#p4863706"" class=""quotelink"">&gt;&gt;4863706</a><br>Darude- Sandstorm', 'time': 1670589809, 'resto': 4863550}, {'no': 4866489, 'now': '12/09/22(Fri)15:08:34', 'name': 'Anonymous', 'com': '<a href=""#p4863723"" class=""quotelink"">&gt;&gt;4863723</a><br>kek', 'time': 1670616514, 'resto': 4863550}]",1670616514,1669142030596826,.webm,1920.0,1080.0,250.0,140.0,1670425961670143.0,hYlp//Xa0QmsFxxqBIqg3Q==,5623437.0,0.0,0.0
87,4800195,,,10/26/22(Wed)01:47:23,Anonymous,vaporwave / future funk #10,"mallsoft edition<br><br>previous <span class=""deadlink"">&gt;&gt;4723879</span>",1666763243,0,,vaporwave-future-funk-10,219,104,214.0,102.0,"[{'no': 4865248, 'now': '12/08/22(Thu)15:43:42', 'name': 'Anonymous', 'com': '<a href=""#p4864401"" class=""quotelink"">&gt;&gt;4864401</a><br>this isnt even vaporwave retard', 'time': 1670532222, 'resto': 4800195}, {'no': 4865258, 'now': '12/08/22(Thu)15:54:02', 'name': 'Anonymous', 'com': 'yeah yeah, no true scotsman, okay guy, whatever.', 'time': 1670532842, 'resto': 4800195}, {'no': 4865264, 'now': '12/08/22(Thu)15:59:53', 'name': 'Anonymous', 'com': '<a href=""#p4865159"" class=""quotelink"">&gt;&gt;4865159</a><br>banger<br><span class=""quote"">&gt;George Duke - Someday (1982)</span><br>never there was a second recording', 'time': 1670533193, 'resto': 4800195}, {'no': 4865773, 'now': '12/08/22(Thu)22:33:46', 'name': 'Anonymous', 'filename': 'Mike Tenay - Jacuzzi Love (Phoenix #2772 Ocean View Cybermall Remix)', 'ext': '.webm', 'w': 960, 'h': 960, 'tn_w': 125, 'tn_h': 125, 'tim': 1670556826682783, 'time': 1670556826, 'md5': 'n6NvbOxMJ/zNDUqqr+ZbFQ==', 'fsize': 1056435, 'resto': 4800195}, {'no': 4866483, 'now': '12/09/22(Fri)15:04:59', 'name': 'Anonymous', 'filename': 'マクロスMACROSS 82-99 - 葛城 ミサトYEBISU (YUNG BAE EDIT)', 'ext': '.webm', 'w': 426, 'h': 240, 'tn_w': 125, 'tn_h': 70, 'tim': 1670616299928346, 'time': 1670616299, 'md5': '7bmp981yg/bPH6Hbh4tpEg==', 'fsize': 5784522, 'resto': 4800195}]",1670616299,ロップMALL - GEOメトリック FOOD COURT,.webm,720.0,720.0,250.0,250.0,1666763243743084.0,ddRJHLDNo14QidRagsLLww==,3022495.0,0.0,0.0
88,4835873,,,11/18/22(Fri)14:46:00,Anonymous,Bait N&#039; Swap,Bait N Swap #5<br>All things Bait N&#039; Swap related.<br>Even Ricardo is welcome here.,1668800760,0,,bait-n-swap,263,114,258.0,113.0,"[{'no': 4865447, 'now': '12/08/22(Thu)18:02:37', 'name': 'Anonymous', 'com': '<a href=""#p4846796"" class=""quotelink"">&gt;&gt;4846796</a><br>Darude sandstorm', 'time': 1670540557, 'resto': 4835873}, {'no': 4865811, 'now': '12/08/22(Thu)23:31:56', 'name': 'Anonymous', 'com': '<a href=""#p4836856"" class=""quotelink"">&gt;&gt;4836856</a><br>Second song?', 'time': 1670560316, 'resto': 4835873}, {'no': 4866018, 'now': '12/09/22(Fri)05:31:57', 'name': 'Anonymous', 'filename': '1643681393517', 'ext': '.webm', 'w': 480, 'h': 480, 'tn_w': 125, 'tn_h': 125, 'tim': 1670581917560064, 'time': 1670581917, 'md5': 'X9TTDti2B2piKnUiEVEStQ==', 'fsize': 297422, 'resto': 4835873}, {'no': 4866028, 'now': '12/09/22(Fri)05:36:21', 'name': 'Anonymous', 'com': '<a href=""#p4866018"" class=""quotelink"">&gt;&gt;4866018</a><br>zozzle', 'time': 1670582181, 'resto': 4835873}, {'no': 4866480, 'now': '12/09/22(Fri)15:01:49', 'name': 'Anonymous', 'com': '<a href=""#p4864188"" class=""quotelink"">&gt;&gt;4864188</a><br>Thx man, appreciate it', 'time': 1670616109, 'resto': 4835873}]",1670616109,1659752557480419,.webm,780.0,438.0,250.0,140.0,1668800760665927.0,puQV71ISb53UZahXFkOv3Q==,4259190.0,0.0,0.0
89,4845331,,,11/24/22(Thu)16:07:18,Anonymous,,More righteous webms like this. Preferably with religious themes.,1669324038,0,,more-righteous-webms-like-this-preferably-with,88,30,83.0,30.0,"[{'no': 4865568, 'now': '12/08/22(Thu)19:09:48', 'name': 'Anonymous', 'com': '<a href=""#p4845331"" class=""quotelink"">&gt;&gt;4845331</a><br>People really have to make these videos with a larger selection of background music.', 'time': 1670544588, 'resto': 4845331}, {'no': 4865579, 'now': '12/08/22(Thu)19:22:11', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;4865571</span><br>As a Catholic I find this hilarious.', 'time': 1670545331, 'resto': 4845331}, {'no': 4865598, 'now': '12/08/22(Thu)19:36:54', 'name': 'Anonymous', 'com': 'BLESSED THREAD.<br>DEUS VULT, ANONS.', 'time': 1670546214, 'resto': 4845331}, {'no': 4865870, 'now': '12/09/22(Fri)01:44:56', 'name': 'Anonymous', 'com': '<a href=""#p4862975"" class=""quotelink"">&gt;&gt;4862975</a><br>Well, think about it. So much time has passed since Christ has shown Himself (btw, I am not mocking, or being rude, just my take on it) to us in physical form, that we tend to think of Him as being somewhat &quot;removed&quot; from us, but the early Christians SPOKE to Him in PERSON. They SAW HIM when He was coming back to the apostles every now and then after Christs resurrection! If there is one thing I covet, it&#039;s being an early apostle of Christ!', 'time': 1670568296, 'resto': 4845331}, {'no': 4866474, 'now': '12/09/22(Fri)14:56:45', 'name': 'Anonymous', 'com': '<a href=""#p4847051"" class=""quotelink"">&gt;&gt;4847051</a><br>This is a shit movie that tried to make the crusades look bad . In fact the crusades where the greatest stroke of genius of the western civilization', 'time': 1670615805, 'resto': 4845331}]",1670615805,1668450386827796,.webm,720.0,1280.0,140.0,250.0,1669324038471022.0,Xd/0TJmyBfsbywahZ8rBEQ==,3872526.0,0.0,0.0
90,4816592,,,11/05/22(Sat)23:23:44,Anonymous,Christmas Festivities - Inflation and Inflatables Edition,Just 7 weeks left until the commemoration of the birth of our Lord and Savior Jesus H. Christ!,1667705024,0,,christmas-festivities-inflation-and-inflatables,98,70,93.0,68.0,"[{'no': 4862402, 'now': '12/06/22(Tue)12:22:19', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;been shit here for snow for yeas now</span><br><span class=""quote"">&gt;maybe a day of a little snow at best</span><br><span class=""quote"">&gt;then that one year recently that chit the EU with a shit load of snow</span><br><span class=""quote"">&gt;go out with brother to hill in the middle of our city to take some photos/videos</span><br><span class=""quote"">&gt;group of zooming downhill on skis, snow boards and sleds</span><br><span class=""quote"">&gt;strangers taking turns using a ramp of snow they made</span><br><span class=""quote"">&gt;look at city falling all over the city from top of the hill</span><br>Very comfy. Wouldn&#039;t mind it happening again.', 'time': 1670347339, 'resto': 4816592}, {'no': 4862575, 'now': '12/06/22(Tue)15:15:56', 'name': 'Anonymous', 'com': '<a href=""#p4816601"" class=""quotelink"">&gt;&gt;4816601</a><br>japs aren&#039;t even christian lmao their obsession with christmas just shows how much of a fake consoomerist culture it is post ww2', 'time': 1670357756, 'resto': 4816592}, {'no': 4863241, 'now': '12/07/22(Wed)02:03:06', 'name': 'Anonymous', 'com': '<a href=""#p4862575"" class=""quotelink"">&gt;&gt;4862575</a><br>After the Chinese Civil War, China will turn Christian followed by Japan', 'time': 1670396586, 'resto': 4816592}, {'no': 4864676, 'now': '12/08/22(Thu)05:16:49', 'name': 'Anonymous', 'filename': 'VOCALOID 14. Joy to The World (All)', 'ext': '.webm', 'w': 640, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670494609194547, 'time': 1670494609, 'md5': 'zE4yWiJR8uva12C57dTQ9g==', 'fsize': 4025501, 'resto': 4816592}, {'no': 4866468, 'now': '12/09/22(Fri)14:46:41', 'name': 'Anonymous', 'filename': 'VOCALOID 15. Frosty The Snowman', 'ext': '.webm', 'w': 640, 'h': 360, 'tn_w': 125, 'tn_h': 70, 'tim': 1670615201480387, 'time': 1670615201, 'md5': 'WlQNjEXaaZCQGlmrp3j/5A==', 'fsize': 2077999, 'resto': 4816592}]",1670615201,&#039;It&#039;s Beginning to look a lot like Christmas&#039; by Johnny Mathis (Lyrics),.webm,640.0,360.0,250.0,140.0,1667705024615409.0,1KSVl+Rrqj3MalIysl0PzQ==,4122053.0,0.0,0.0
91,4854284,,,11/30/22(Wed)16:31:24,Anonymous,Why is not one making WAR THREADS,"I took the take to cook countless war webms for yous and there hasnt been a war thread in ages. <br><br>/wsg/ has been infiltrated with lgbt faggots, boring old fags and retarded femeanons who dont know how to meme. AND ON TOP OF ALL THIS JANNIE FAGGOTS ARE LETTING TRANNY THREADS THRIVE. <br><br>Fuck this, its a wonderful night, lets watch some WAR",1669843884,0,,why-is-not-one-making-war-threads,136,99,131.0,96.0,"[{'no': 4866130, 'now': '12/09/22(Fri)07:35:17', 'name': 'Anonymous', 'filename': 'sy9qom', 'ext': '.gif', 'w': 320, 'h': 167, 'tn_w': 125, 'tn_h': 65, 'tim': 1670589317008219, 'time': 1670589317, 'md5': '3bfTw3UzY7WMmoOPZnbQsA==', 'fsize': 4827907, 'resto': 4854284}, {'no': 4866190, 'now': '12/09/22(Fri)09:04:34', 'name': 'Anonymous', 'com': '<a href=""#p4866094"" class=""quotelink"">&gt;&gt;4866094</a><br><a href=""#p4866092"" class=""quotelink"">&gt;&gt;4866092</a><br><a href=""#p4866089"" class=""quotelink"">&gt;&gt;4866089</a><br><br>People die in war? That&#039;s craaaazy!!!', 'time': 1670594674, 'resto': 4854284}, {'no': 4866200, 'now': '12/09/22(Fri)09:15:11', 'name': 'Anonymous', 'com': '<a href=""#p4866190"" class=""quotelink"">&gt;&gt;4866190</a><br><span class=""quote"">&gt;ukroids</span><br><span class=""quote"">&gt;people</span><br>good laff', 'filename': '1665423172267', 'ext': '.webm', 'w': 640, 'h': 640, 'tn_w': 125, 'tn_h': 125, 'tim': 1670595311356307, 'time': 1670595311, 'md5': 'lbqvoG9izl0D9IO5IzfQNA==', 'fsize': 4077898, 'resto': 4854284}, {'no': 4866242, 'now': '12/09/22(Fri)10:15:04', 'name': 'Anonymous', 'com': '<a href=""#p4866200"" class=""quotelink"">&gt;&gt;4866200</a><br>So you&#039;re sending young russian ubermensch to their deaths just to kill a few pigs? What for', 'time': 1670598904, 'resto': 4854284}, {'no': 4866432, 'now': '12/09/22(Fri)13:43:27', 'name': 'Anonymous', 'filename': '2022 12 08 сомали пески контратака ВСУ 2 1', 'ext': '.webm', 'w': 720, 'h': 480, 'tn_w': 125, 'tn_h': 82, 'tim': 1670611407214387, 'time': 1670611407, 'md5': 'r/Lpfi1mHlGUPO6dcigwSA==', 'fsize': 5327706, 'resto': 4854284}]",1670611407,northkorea,.webm,640.0,364.0,250.0,142.0,1669843884086849.0,RZ1oNukfGqpQ4hhjHhtIaQ==,4057620.0,0.0,0.0
92,4798235,,,10/24/22(Mon)19:11:08,Anonymous,Music Thread,,1666653068,0,,music-thread,213,142,208.0,141.0,"[{'no': 4865122, 'now': '12/08/22(Thu)13:35:59', 'name': 'Anonymous', 'filename': '1654524243777', 'ext': '.webm', 'w': 854, 'h': 480, 'tn_w': 125, 'tn_h': 70, 'tim': 1670524559259692, 'time': 1670524559, 'md5': '+YLnN+hMCwAS24AlA5f43A==', 'fsize': 6222081, 'resto': 4798235}, {'no': 4866184, 'now': '12/09/22(Fri)08:52:20', 'name': 'Anonymous', 'com': '<a href=""#p4858548"" class=""quotelink"">&gt;&gt;4858548</a><br><a href=""#p4864595"" class=""quotelink"">&gt;&gt;4864595</a><br>Sounds like an instrumental version of the rap song P.I.M.P.', 'time': 1670593940, 'resto': 4798235}, {'no': 4866399, 'now': '12/09/22(Fri)13:07:16', 'name': 'Anonymous', 'com': 'This thread sucks a fat chode. You all have really shitty taste in music, it&#039;s like someone raided Kevin Smiths 1993 recycle bin for potential soundtrack mp3s. You should all feel terrible about your life choices', 'time': 1670609236, 'resto': 4798235}, {'no': 4866410, 'now': '12/09/22(Fri)13:20:05', 'name': 'Anonymous', 'com': 'This thread sucks a fat chode. You all have really shitty taste in music, it&#039;s like someone raided Kevin Smiths 1993 recycle bin for potential soundtrack mp3s. You should all feel terrible about your life choices', 'time': 1670610005, 'resto': 4798235}, {'no': 4866412, 'now': '12/09/22(Fri)13:22:05', 'name': 'Anonymous', 'com': '<a href=""#p4798873"" class=""quotelink"">&gt;&gt;4798873</a><br>https://youtube.com/@MajorSamm for more Kino like this', 'time': 1670610125, 'resto': 4798235}]",1670610125,Music_0,.webm,750.0,584.0,250.0,194.0,1666653068310921.0,KJvvP71xEKkNOYRr/2PAnQ==,4150044.0,0.0,0.0
93,4849950,,,11/27/22(Sun)14:46:02,Anonymous,/ccg/ - cute cats general,,1669578362,0,,ccg-cute-cats-general,138,101,133.0,97.0,"[{'no': 4864769, 'now': '12/08/22(Thu)06:23:11', 'name': 'Anonymous', 'com': '<a href=""#p4863139"" class=""quotelink"">&gt;&gt;4863139</a><br>thinkpads are worth the investment<br><a href=""#p4864139"" class=""quotelink"">&gt;&gt;4864139</a><br>great grooves catto', 'time': 1670498591, 'resto': 4849950}, {'no': 4866375, 'now': '12/09/22(Fri)12:47:50', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;thread in page 10 about to die</span><br>BUMP.', 'filename': '1670285631738850', 'ext': '.webm', 'w': 472, 'h': 848, 'tn_w': 69, 'tn_h': 125, 'tim': 1670608070788526, 'time': 1670608070, 'md5': 'FLiL2v8X+6XAMEfDtIE5iA==', 'fsize': 1005492, 'resto': 4849950}, {'no': 4866377, 'now': '12/09/22(Fri)12:51:40', 'name': 'Anonymous', 'com': '<a href=""#p4849950"" class=""quotelink"">&gt;&gt;4849950</a>', 'filename': '1669680356063058', 'ext': '.webm', 'w': 400, 'h': 400, 'tn_w': 125, 'tn_h': 125, 'tim': 1670608300882701, 'time': 1670608300, 'md5': '77vIWq0cu6QX4BvY5mudDA==', 'fsize': 702246, 'resto': 4849950}, {'no': 4866383, 'now': '12/09/22(Fri)12:54:30', 'name': 'Anonymous', 'com': 'Cat bros we won', 'filename': '1655586255256', 'ext': '.webm', 'w': 414, 'h': 318, 'tn_w': 125, 'tn_h': 95, 'tim': 1670608470281260, 'time': 1670608470, 'md5': 'CYm5KH1ddNdYKpTDvvEQSg==', 'fsize': 561969, 'resto': 4849950}, {'no': 4866405, 'now': '12/09/22(Fri)13:13:02', 'name': 'Anonymous', 'filename': 'cat-7', 'ext': '.webm', 'w': 640, 'h': 640, 'tn_w': 125, 'tn_h': 125, 'tim': 1670609582719143, 'time': 1670609582, 'md5': 'XWlSxs5EhljkXe+Ss8y8WA==', 'fsize': 789606, 'resto': 4849950}]",1670609582,1661598861975166,.gif,300.0,210.0,250.0,175.0,1669578362541270.0,sMkeUQEF6gvDxy1mTKScow==,506048.0,0.0,0.0
