,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,last_replies,trip
76,10816477,,,11/06/22(Sun)17:15:27,Anonymous,Cons &amp; Cosplay Confessions,"CCC #2 Repent Edition<br><br>What recently mischiefs have you done recently? Or plan on perpetuate on your next innocent victims.<br><br>Me: Ask someone if I can play Street Fighter II on the SNES classic. It was a close match manage to win, He was getting ready for a rematch but I say thank you and prepare to leave, He leaves first. Also after that pick up some free posters that some left of the consoles table and I leave.<br><br>Also repent for being lazy and missing 3 cons this year.",Repent!,.jpg,242,620,97,249,1667772927430572,1667772927,xVSSbORvL/IR0gBNojKO7A==,30781,0,,cons-cosplay-confessions,28,3,1670368023,0.0,0.0,23.0,3.0,"[{'no': 10822227, 'now': '12/05/22(Mon)13:06:04', 'name': 'Anonymous', 'com': 'ive taken numerous teenage girls back to my room for a one night stand, youngest 13. a few have turned into repeat offenses over the months and years, even long enough to become legal. <br>my first and longest i have is still going and it&#039;s been 12 years. she knows there are others and thinks i&#039;m good for them because of how i treated her this whole time.', 'time': 1670263564, 'resto': 10816477}, {'no': 10822307, 'now': '12/05/22(Mon)22:39:28', 'name': 'Anonymous', 'com': '<a href=""#p10822227"" class=""quotelink"">&gt;&gt;10822227</a><br><span class=""quote"">&gt;t. she/her</span>', 'time': 1670297968, 'resto': 10816477}, {'no': 10822340, 'now': '12/06/22(Tue)04:33:06', 'name': 'Anonymous', 'com': '<a href=""#p10820217"" class=""quotelink"">&gt;&gt;10820217</a><br><span class=""quote"">&gt;i intentionally gave people wrong directions to panel rooms or big areas because i didnt like their cosplay/character.</span><br><br>based', 'time': 1670319186, 'resto': 10816477}, {'no': 10822350, 'now': '12/06/22(Tue)08:07:50', 'name': 'Anonymous', 'com': 'I judge harsher than I think I should.<br><br>If I see wrinkled fresh out of the bag cosplay I think of how talentless they must be to not even be able to use an iron let alone a sewing machine.<br>But then I feel bad that&#039;s it&#039;s probably some young teen with a less than stellar home situation who was never taught some basic lessons and their parents probably would never approve of cosplay so they just snuck it in their bag. <br><br>If I see very fat cosplay that is elaborately trimmed with gems, lace, fur ect I think they should have spent what was clearly a long time on losing a large chunk of those pounds instead of how long that costume took. Especially if they are fat enough to have a front butt.<br>But then I remember I know nothing of their past or their health and it&#039;s none of my fucking business what they find joy in. They are a person also and deserve to have a good time just like anyone else. <br><br>If I see a very pretty cosplayer I assume they made none of their outfit and lie about it though omission or outright. <br>I still assume this and figure they gotta get their jollies too. Until they realize that the internet says pretty faces have an expiration date and better have an actual skill before that happens.', 'time': 1670332070, 'resto': 10816477}, {'no': 10822410, 'now': '12/06/22(Tue)18:07:03', 'name': 'Anonymous', 'com': 'i go to the very start of cons with huge waves of people ready to line up for their badges and steal their credit card info with an rfid scanner and go hogwild in whatever city im in.', 'time': 1670368023, 'resto': 10816477}]",
77,10797047,,,08/08/22(Mon)00:01:29,Anonymous,Usakumya &amp; Kumakumya thread,"Spooky (halloween) edition<br><br>Last thread: <span class=""deadlink"">&gt;&gt;10749446</span><br><br>Post cute usakumyas &amp; kumakumyas",1447102769743,.jpg,480,360,250,187,1659931289825422,1659931289,jrA3AZquynoN02Xqd5kDXg==,56588,0,,usakumya-kumakumya-thread,56,39,1670361515,0.0,0.0,51.0,34.0,"[{'no': 10822381, 'now': '12/06/22(Tue)14:03:53', 'name': 'Anonymous', 'com': '<a href=""#p10822380"" class=""quotelink"">&gt;&gt;10822380</a>', 'filename': 'kumyaprincess-20200917_204837-119536949_1102218393507022_2192014401242736272_n', 'ext': '.jpg', 'w': 1440, 'h': 1800, 'tn_w': 100, 'tn_h': 125, 'tim': 1670353433175572, 'time': 1670353433, 'md5': 'n3biEPVedIJ1EnB4O34Weg==', 'fsize': 393511, 'resto': 10797047}, {'no': 10822382, 'now': '12/06/22(Tue)14:04:55', 'name': 'Anonymous', 'com': '<a href=""#p10822381"" class=""quotelink"">&gt;&gt;10822381</a>', 'filename': 'cheungtszchingg-20221030_213506-313139833_817629696047333_2836210285138585301_n', 'ext': '.jpg', 'w': 1440, 'h': 1440, 'tn_w': 125, 'tn_h': 125, 'tim': 1670353495496690, 'time': 1670353495, 'md5': 'qm4OdCL281fV/jRJZIZ0jw==', 'fsize': 229954, 'resto': 10797047}, {'no': 10822383, 'now': '12/06/22(Tue)14:05:58', 'name': 'Anonymous', 'com': '<a href=""#p10822382"" class=""quotelink"">&gt;&gt;10822382</a>', 'filename': 'frillyamaiya-20200930_163645-120497421_759881941458408_4177490404322870795_n', 'ext': '.jpg', 'w': 1440, 'h': 1152, 'tn_w': 125, 'tn_h': 100, 'tim': 1670353558963302, 'time': 1670353558, 'md5': 'SjigVrMRqy9mAWshlvvnww==', 'fsize': 289575, 'resto': 10797047}, {'no': 10822388, 'now': '12/06/22(Tue)15:50:18', 'name': 'Anonymous', 'com': '<a href=""#p10822383"" class=""quotelink"">&gt;&gt;10822383</a><br>Peep the massive muscle-kumya in the back', 'filename': 'riku_lolita-20200521_143240-100064085_708574939684102_4904643750366442575_n', 'ext': '.jpg', 'w': 1440, 'h': 1040, 'tn_w': 125, 'tn_h': 90, 'tim': 1670359818510713, 'time': 1670359818, 'md5': '/tVci5dP6iw8LVgfMfFjJw==', 'fsize': 175599, 'resto': 10797047}, {'no': 10822391, 'now': '12/06/22(Tue)16:18:35', 'name': 'Anonymous', 'com': 'She&#039;s eagerly waiting for Christmas', 'filename': 'usakumya santa', 'ext': '.jpg', 'w': 960, 'h': 1280, 'tn_w': 93, 'tn_h': 125, 'tim': 1670361515273157, 'time': 1670361515, 'md5': 'own5OncCjXO5K7JF2bllqA==', 'fsize': 299099, 'resto': 10797047}]",
78,10822083,,,12/04/22(Sun)16:40:22,Anonymous,,How to make a Char Aznable cosplay? Any cool ideas ? I have no clue about how to do the helmet,1e6b80ec274be80756111687fa3d0765,.jpg,452,640,176,250,1670190022269827,1670190022,RtsG0nmzJi9FsNRUkEz5Ig==,57411,0,,how-to-make-a-char-aznable-cosplay-any-cool-ideas,2,0,1670318413,0.0,0.0,,,"[{'no': 10822090, 'now': '12/04/22(Sun)16:49:21', 'name': 'Anonymous', 'com': '<a href=""#p10822083"" class=""quotelink"">&gt;&gt;10822083</a><br>There is a Cosplay help thread<br>And I guess google might be your friend', 'time': 1670190561, 'resto': 10822083}, {'no': 10822336, 'now': '12/06/22(Tue)04:20:13', 'name': 'Anonymous', 'com': '<a href=""#p10822083"" class=""quotelink"">&gt;&gt;10822083</a><br>I know I&#039;ll get hanged for this comment, but you can literally buy a Char outfit from ezcosplay for like $99. With it that cheap, you can buy it and alter it a bit to make it look nicer, but you&#039;ll have all the bits sans helmet. <br><br>As for the Helmet, I&#039;ve seen STL files for it available online. Do you have access to a 3D printer? If not you&#039;ll have to go the ol pepikura/bondo route', 'time': 1670318413, 'resto': 10822083}]",
79,10820862,,,11/27/22(Sun)14:43:44,Anonymous,Zeon Uniform,"Hello there dear Seagulls,<br>I want to make myself a Zeon Soldier uniform like pic related. I don&#039;t know much about uniforms though. Which real life uniform is similar to this?",zeon uniform,.jpg,389,550,176,250,1669578224147494,1669578224,JGC4AMc2BjH8ESuRk2gtUQ==,17015,0,,zeon-uniform,1,1,1670312167,0.0,0.0,,,"[{'no': 10822329, 'now': '12/06/22(Tue)02:36:07', 'name': 'Anonymous', 'com': 'Her uniform is basically a Zeonified version of a Tropical Combat Uniform/jungle fatigues, like the ones the US used in the Vietnam War.', 'filename': 'tropical2', 'ext': '.jpg', 'w': 1200, 'h': 1200, 'tn_w': 125, 'tn_h': 125, 'tim': 1670312167039561, 'time': 1670312167, 'md5': 'ss0i61jxqKsNzZQEEGvEdQ==', 'fsize': 89243, 'resto': 10820862}]",
80,10822319,,,12/06/22(Tue)01:08:46,Anonymous,Taiyou Convention 2023,"Mesa, Arizona, on January 6-8th. Anyone planning on going to this? Will guests and events return to it after the controversy from previous year? Any anons have previous experiences with this convention, good or bad?",Logo-2023-Sunny-HD,.png,600,600,250,250,1670306926645702,1670306926,uTqBqma5ZIm0OjptQ5uHwA==,49510,0,,taiyou-convention-2023,0,0,1670306926,0.0,0.0,,,,
81,10784528,,,07/06/22(Wed)20:31:15,Anonymous,Capsule Wardrobe Thread,"The old one got archived, so here&#039;s a new thread. This is a bit late, but I made an America/cherry-themed capsule wardrobe for the 4th.",Fourth Lolita Capsule,.png,1135,582,250,128,1657153875242,1657153875,EMj0pZ4pRcFZW1KN1fZfnA==,675972,0,,capsule-wardrobe-thread,204,51,1670302841,0.0,0.0,199.0,49.0,"[{'no': 10822200, 'now': '12/05/22(Mon)09:59:21', 'name': 'Anonymous', 'com': 'don&#039;t tell me elsa wouldn&#039;t be an old school velveteen queen', 'filename': 'queenelsa', 'ext': '.jpg', 'w': 929, 'h': 600, 'tn_w': 125, 'tn_h': 80, 'tim': 1670252361634112, 'time': 1670252361, 'md5': '7LXb40Yt3+tjTX4JpreYiw==', 'fsize': 539424, 'resto': 10784528}, {'no': 10822202, 'now': '12/05/22(Mon)10:20:09', 'name': 'Anonymous', 'com': '<a href=""#p10822200"" class=""quotelink"">&gt;&gt;10822200</a><br>leave', 'time': 1670253609, 'resto': 10784528}, {'no': 10822212, 'now': '12/05/22(Mon)11:25:00', 'name': 'Anonymous', 'com': '<a href=""#p10821737"" class=""quotelink"">&gt;&gt;10821737</a><br>Haha old', 'time': 1670257500, 'resto': 10784528}, {'no': 10822222, 'now': '12/05/22(Mon)12:24:30', 'name': 'Anonymous', 'com': '<a href=""#p10822200"" class=""quotelink"">&gt;&gt;10822200</a><br>That&#039;s really cute, what kind of blouses would you coord with this ?', 'time': 1670261070, 'resto': 10784528}, {'no': 10822314, 'now': '12/06/22(Tue)00:00:41', 'name': 'Anonymous', 'com': '<a href=""#p10822222"" class=""quotelink"">&gt;&gt;10822222</a><br>high collar, no lace, pearl buttons<br><a href=""#p10822202"" class=""quotelink"">&gt;&gt;10822202</a><br>lol<br>actually struggled a bit here, but JM pulled through', 'filename': 'loveisanopendoor', 'ext': '.jpg', 'w': 1342, 'h': 1000, 'tn_w': 125, 'tn_h': 93, 'tim': 1670302841582358, 'time': 1670302841, 'md5': '+dR9LZ+O59DNkxwcc3fx4A==', 'fsize': 1239838, 'resto': 10784528}]",
82,10821924,,,12/03/22(Sat)16:20:31,Anonymous,Cultural heritage?,"So to start off with, I’m a white male and I’m about to commission a fursuit based on a lion, I want to add some uniqueness to his character and was gonna add dreadlocks and feather to the head like in the pic. What I wanted to know is if this would be cultural appropriation? Because I’d be borrowing from both African and Indian cultures? What’d you guys think should I change anything or is this okay?",D750FC95-8C97-4870-9D13-B25C3F36AF10,.jpg,1080,1350,200,250,1670102431128554,1670102431,0DnBO15rJ+VY1nWOQpBNWw==,161396,0,,cultural-heritage,10,0,1670290494,0.0,0.0,5.0,0.0,"[{'no': 10822050, 'now': '12/04/22(Sun)14:58:26', 'name': 'Anonymous', 'com': '<a href=""#p10821924"" class=""quotelink"">&gt;&gt;10821924</a><br><span class=""quote"">&gt;What I wanted to know is if this would be cultural appropriation?</span><br><br>Who the fuck is going to know? You&#039;ll be totally concealed in a furry costume. If someone confronts you, just be all &quot;I have a fursona AND am trans-racial&quot;. No one will question your mental instability for a number of reasons. <br><br><a href=""#p10821956"" class=""quotelink"">&gt;&gt;10821956</a><br>Also this', 'time': 1670183906, 'resto': 10821924}, {'no': 10822054, 'now': '12/04/22(Sun)15:02:22', 'name': 'Anonymous', 'com': 'I think the dreadlocks will be fine, in the end your portraying a black furry character, so dreadlocks will fit. But I would be careful with the feathers, they are part of a still active religion. But nevertheless good luck with the fursuit', 'time': 1670184142, 'resto': 10821924}, {'no': 10822116, 'now': '12/04/22(Sun)20:03:38', 'name': 'Anonymous', 'com': '<a href=""#p10821924"" class=""quotelink"">&gt;&gt;10821924</a><br>kill yourself nigger faggot', 'time': 1670202218, 'resto': 10821924}, {'no': 10822122, 'now': '12/04/22(Sun)20:18:55', 'name': 'Anonymous', 'com': 'Lowtax is dead. Let your fur flag fly. That dude is why furry hate is even a thing.', 'time': 1670203135, 'resto': 10821924}, {'no': 10822297, 'now': '12/05/22(Mon)20:34:54', 'name': 'Anonymous', 'com': '<a href=""#p10821924"" class=""quotelink"">&gt;&gt;10821924</a><br>I mean you&#039;re larping as a made up character so just do whatever.', 'time': 1670290494, 'resto': 10821924}]",
83,10821009,,,11/28/22(Mon)18:39:44,Anonymous,Anime Frontier 2022,this week baybeeee let’s get it. what are you excited for? cosplaying? i can’t wait for the FLOW concert,B3EA7FAE-D681-4749-9E4B-9BFB60D5062F,.png,1200,675,250,140,1669678784877257,1669678784,fO6SBX5+vF55xbg0AMn0kg==,176795,0,,anime-frontier-2022,111,15,1670267915,0.0,0.0,106.0,15.0,"[{'no': 10822220, 'now': '12/05/22(Mon)12:18:11', 'name': 'Anonymous', 'com': '<a href=""#p10822208"" class=""quotelink"">&gt;&gt;10822208</a><br>Retro Saikou, they&#039;re pretty great for most merch and I believe they also do sales through a twitter account', 'time': 1670260691, 'resto': 10821009}, {'no': 10822231, 'now': '12/05/22(Mon)13:39:50', 'name': 'Anonymous', 'com': '<a href=""#p10822165"" class=""quotelink"">&gt;&gt;10822165</a><br>Maybe if they used all those rooms they were queueing lines in for actual programming...', 'time': 1670265590, 'resto': 10821009}, {'no': 10822233, 'now': '12/05/22(Mon)13:47:03', 'name': 'Anonymous', 'com': '<a href=""#p10822166"" class=""quotelink"">&gt;&gt;10822166</a><br>Next year will be fewer vendors<br>They&#039;re increasing dealer costs by 35% for next year<br>You typically only see that when they&#039;re trying to reduce the number of vendors', 'time': 1670266023, 'resto': 10821009}, {'no': 10822234, 'now': '12/05/22(Mon)13:52:29', 'name': 'Anonymous', 'com': '<a href=""#p10822231"" class=""quotelink"">&gt;&gt;10822231</a><br>I mean, I agree with you based on my post. I said they hit their limit where they had exactly one fan panel room. I would like to see 2, or even 3 compared to that.', 'time': 1670266349, 'resto': 10821009}, {'no': 10822236, 'now': '12/05/22(Mon)14:18:35', 'name': 'Anonymous', 'com': '<a href=""#p10822233"" class=""quotelink"">&gt;&gt;10822233</a><br>That sucks but just by basis of attendee numbers a lot of booths seemed empty so it&#039;d save them money not coming anyway.', 'time': 1670267915, 'resto': 10821009}]",
84,10748382,,,04/02/22(Sat)10:25:04,Anonymous,Friend Finder Thread,"It&#039;s been some time since the last one died.<br>Fill out the form and make some friends!<br><br><span class=""quote"">&gt;ASL?</span><br><span class=""quote"">&gt;Lolita? Cosplay? You tell us.</span><br><span class=""quote"">&gt;Fav brands, substyles, anime, cosplay, etc.</span><br><span class=""quote"">&gt;Other hobbies, interests?</span><br><span class=""quote"">&gt;What are you looking for?</span><br><span class=""quote"">&gt;Not looking for?</span><br><span class=""quote"">&gt;Contact info</span><br><span class=""quote"">&gt;Anything else we should know?</span>",Friend Finder thread,.png,513,518,247,250,1648909504686,1648909504,rmyrMhqzkoHjvhypgRM77w==,637855,0,,friend-finder-thread,290,47,1670281872,0.0,0.0,285.0,47.0,"[{'no': 10821640, 'now': '12/01/22(Thu)23:18:35', 'name': 'Anonymous', 'com': '<a href=""#p10818164"" class=""quotelink"">&gt;&gt;10818164</a><br>AYRT. Good thing I’m an woman &gt;:-]', 'time': 1669954715, 'resto': 10748382}, {'no': 10821644, 'now': '12/01/22(Thu)23:56:34', 'name': 'Anonymous', 'com': '<a href=""#p10821551"" class=""quotelink"">&gt;&gt;10821551</a><br>nope.', 'time': 1669956994, 'resto': 10748382}, {'no': 10821687, 'now': '12/02/22(Fri)09:55:04', 'name': 'Anonymous', 'com': '<a href=""#p10750628"" class=""quotelink"">&gt;&gt;10750628</a><br>I do :(', 'time': 1669992904, 'resto': 10748382}, {'no': 10822205, 'now': '12/05/22(Mon)10:34:26', 'name': 'Anonymous', 'com': 'Finlandia<br>26<br>Femmeboy<br>Just trying to get into the culture and would like a senpai to guide. Crossdress/lolita/passionfashion. <br><br>My stats are im a sissy with no exp but my own mind,body and some toys and lots of porn plus anime. Anyone?', 'time': 1670254466, 'resto': 10748382}, {'no': 10822274, 'now': '12/05/22(Mon)18:11:12', 'name': 'Anonymous', 'com': '<a href=""#p10822205"" class=""quotelink"">&gt;&gt;10822205</a><br>Leave. Leave and never come back.', 'time': 1670281872, 'resto': 10748382}]",
85,10814129,,,10/23/22(Sun)16:54:21,Anonymous,winter lolita,can we get a winter lolita thread? post coord insp suitable for the colder weather etc :],1661350271985348,.jpg,371,700,132,250,1666558461259701,1666558461,ZW+YFZPZmZsYs0QPVL/rjQ==,50188,0,,winter-lolita,98,80,1670230126,0.0,0.0,93.0,75.0,"[{'no': 10822171, 'now': '12/05/22(Mon)03:42:08', 'name': 'Anonymous', 'filename': '096628E3-D228-4483-AA60-4016ECF59290', 'ext': '.jpg', 'w': 524, 'h': 691, 'tn_w': 94, 'tn_h': 125, 'tim': 1670229728292140, 'time': 1670229728, 'md5': 'NEkdF2ptL6i0KnEhUIW6sA==', 'fsize': 58516, 'resto': 10814129}, {'no': 10822172, 'now': '12/05/22(Mon)03:44:50', 'name': 'Anonymous', 'com': '<a href=""#p10822171"" class=""quotelink"">&gt;&gt;10822171</a>', 'filename': 'D1151887-4142-4255-9BC5-47BEA61CBEA4', 'ext': '.jpg', 'w': 592, 'h': 845, 'tn_w': 87, 'tn_h': 125, 'tim': 1670229890301691, 'time': 1670229890, 'md5': '6mhz53+Q2muNuNCYiy2/zg==', 'fsize': 90452, 'resto': 10814129}, {'no': 10822173, 'now': '12/05/22(Mon)03:45:53', 'name': 'Anonymous', 'com': '<a href=""#p10822172"" class=""quotelink"">&gt;&gt;10822172</a>', 'filename': '141D1CBF-72F4-4D34-9D29-A1FCDB224139', 'ext': '.jpg', 'w': 749, 'h': 1168, 'tn_w': 80, 'tn_h': 125, 'tim': 1670229953849900, 'time': 1670229953, 'md5': 'rRpVBJSWUD1M0KS2hv/Ffg==', 'fsize': 273630, 'resto': 10814129}, {'no': 10822175, 'now': '12/05/22(Mon)03:47:04', 'name': 'Anonymous', 'com': '<a href=""#p10822173"" class=""quotelink"">&gt;&gt;10822173</a>', 'filename': '7C5BC0E1-1927-49A2-A49A-8C4175506909', 'ext': '.jpg', 'w': 512, 'h': 853, 'tn_w': 75, 'tn_h': 125, 'tim': 1670230024046634, 'time': 1670230024, 'md5': 'qPxdMaEgwApicMQnydOYKg==', 'fsize': 38642, 'resto': 10814129}, {'no': 10822176, 'now': '12/05/22(Mon)03:48:46', 'name': 'Anonymous', 'filename': '8C17AA73-64D9-4276-B051-1FEE6629A610', 'ext': '.jpg', 'w': 575, 'h': 832, 'tn_w': 86, 'tn_h': 125, 'tim': 1670230126277530, 'time': 1670230126, 'md5': 'YgqFb77CAICd22n8RT4sWQ==', 'fsize': 105010, 'resto': 10814129}]",
86,10817152,,,11/09/22(Wed)21:09:14,Anonymous,,"<span class=""quote"">&gt;realized that there&#039;s a distinction between party cons and non-party cons</span><br>uhh so which ones are party cons and which ones aren&#039;t? Is there an informal list somewhere?",fox,.jpg,1145,1105,250,241,1668046154966446,1668046154,dX43hYPaFx/+SOfYebfPig==,171443,0,,realized-that-theres-a-distinction-between-party,19,3,1670212100,0.0,0.0,14.0,3.0,"[{'no': 10818995, 'now': '11/18/22(Fri)09:17:18', 'name': 'Anonymous', 'com': '<a href=""#p10818205"" class=""quotelink"">&gt;&gt;10818205</a><br>I heard dragoncon is fucking crazy<br><br>Went to other party cons before and its several days of being wasted at 10am', 'time': 1668781038, 'resto': 10817152}, {'no': 10819770, 'now': '11/21/22(Mon)19:32:31', 'name': 'Anonymous', 'com': '<a href=""#p10817253"" class=""quotelink"">&gt;&gt;10817253</a><br>this chart needs to have furry cons, everyone knows furry cons have the most insane partying known to man if you&#039;re just looking to get fucked up and laid', 'time': 1669077151, 'resto': 10817152}, {'no': 10820423, 'now': '11/25/22(Fri)04:12:03', 'name': 'Anonymous', 'com': 'Any word on Holiday Matsuri? What about cons in Miami or Orlando, I know Orlando has parties often and I&#039;ve been to some of those, but the cons feel hard to read. Looking to go, not sure where to look for the parties.', 'time': 1669367523, 'resto': 10817152}, {'no': 10822072, 'now': '12/04/22(Sun)15:49:36', 'name': 'Anonymous', 'com': 'All anime cons are party cons in the year of our lord 2022 where anime cons are attended by fucking normies who don&#039;t watch anime.<br><br>They&#039;ll take up all the elevators in all of the attached hotels going up and down looking for strangers&#039; room parties.<br>They&#039;ll get drunk and throw up in the hallways and on people.<br>They&#039;ll blast music on the balcony in the next door room at 4am when you&#039;ve got panels in the morning.<br>When you ask them to turn it down they&#039;ll tell you to &quot;chill out its a comic con&quot; when they&#039;re at an &gt;&gt;&gt;anime convention&lt;&lt;&lt;', 'time': 1670186976, 'resto': 10817152}, {'no': 10822139, 'now': '12/04/22(Sun)22:48:20', 'name': 'Anonymous', 'com': 'None of the NY cons are party cons. NYCC and Anime NYC are basically farmer&#039;s markets that sell weeb shit.', 'time': 1670212100, 'resto': 10817152}]",
87,10820442,,,11/25/22(Fri)06:29:55,Mike Jay,I need to be my OC because I&#039;m a dumb aussie,"Hey, guy&#039;s a 21-year-old fucking loser here. do you have any items so I can play as my OC Mike jay <br><span class=""quote"">&gt;Image related</span>",mike_jay_nobackground_4k,.png,400,400,250,250,1669375795284667,1669375795,YW1qjoWL01ezzn+IlhZ2iw==,184044,0,,i-need-to-be-my-oc-because-im-a-dumb-aussie,3,0,1670199295,0.0,0.0,,,"[{'no': 10820449, 'now': '11/25/22(Fri)07:02:29', 'name': 'ed', 'com': 'well, is this your roblox avatar?', 'time': 1669377749, 'resto': 10820442}, {'no': 10820467, 'now': '11/25/22(Fri)09:14:31', 'name': 'Anonymous', 'com': 'Make a cilinder out of cardboard and paint it. Couldn&#039;t be easier. You can fill it with foam so it stays on your head.', 'time': 1669385671, 'resto': 10820442}, {'no': 10822109, 'now': '12/04/22(Sun)19:14:55', 'name': 'Anonymous', 'com': 'Its my OC now faggot', 'time': 1670199295, 'resto': 10820442}]",
88,10815815,,,11/03/22(Thu)01:16:29,Anonymous,Closet of Frills,"I miss these threads, and despite everything I still think it&#039;s a fairly good cross section of what western lolitas are up to at any given time",FB_IMG_1667452168323,.jpg,720,720,250,250,1667452589052133,1667452589,DEAvbf63wfeccR9GevxR1A==,69779,0,,closet-of-frills,314,129,1670350497,1.0,0.0,309.0,129.0,"[{'no': 10822058, 'now': '12/04/22(Sun)15:08:41', 'name': 'Anonymous', 'com': '<a href=""#p10820192"" class=""quotelink"">&gt;&gt;10820192</a><br>The coord is nice but the posing just whyyyy', 'time': 1670184521, 'resto': 10815815}, {'no': 10822060, 'now': '12/04/22(Sun)15:09:42', 'name': 'Anonymous', 'com': '<a href=""#p10820208"" class=""quotelink"">&gt;&gt;10820208</a><br>That looks like a nice coord, sad that there isn&#039;t enough light to actually fucking see it', 'time': 1670184582, 'resto': 10815815}, {'no': 10822077, 'now': '12/04/22(Sun)16:17:28', 'name': 'Anonymous', 'com': '<a href=""#p10819977"" class=""quotelink"">&gt;&gt;10819977</a><br>I don’t even disagree that it isn’t cringey, but how are those two even comparable? Are you a porn addicted moid trying to make yourself feel better? Comparing adult men harassing the showrunners, harassing little girls, spamming cartoon porn everywhere and shitting up google and the internet in general, isn’t the same as a group of annoying autistic women going to build a bear and taking pictures for 30 minutes', 'time': 1670188648, 'resto': 10815815}, {'no': 10822204, 'now': '12/05/22(Mon)10:24:50', 'name': 'Anonymous', 'com': '<a href=""#p10822060"" class=""quotelink"">&gt;&gt;10822060</a><br>should have stood over by the window with all that nice natural lighting', 'time': 1670253890, 'resto': 10815815}, {'no': 10822376, 'now': '12/06/22(Tue)13:14:57', 'name': 'Anonymous', 'com': '<a href=""#p10820197"" class=""quotelink"">&gt;&gt;10820197</a><br>Oh my, i love this', 'time': 1670350497, 'resto': 10815815}]",
89,10821130,,,11/29/22(Tue)11:55:29,Anonymous,,"Is it worth it going to a con alone?<br><br><span class=""quote"">&gt;t. in a fight with my main cosplay friend group but still wanna go to a big con coming up</span>",425D4457-6DB9-4EEC-951F-5BC7914F0324,.jpg,1536,1505,250,244,1669740929336417,1669740929,cAPlQyISUd10kjOz8Y5dbA==,1108329,0,,is-it-worth-it-going-to-a-con-alone,17,2,1670171622,0.0,0.0,12.0,1.0,"[{'no': 10821862, 'now': '12/03/22(Sat)02:50:46', 'name': 'Anonymous', 'com': '<a href=""#p10821206"" class=""quotelink"">&gt;&gt;10821206</a><br>yeah right i go alone and people never interact with me or notice me in any way', 'time': 1670053846, 'resto': 10821130}, {'no': 10821863, 'now': '12/03/22(Sat)02:56:17', 'name': 'Anonymous', 'com': '<a href=""#p10821130"" class=""quotelink"">&gt;&gt;10821130</a><br>Girl? yes.<br>average looking femboy or tranny cosplayer? yes.<br>Very attractive regular male cosplayer? yes.<br><br>If you are a dude and not a superhunk cosplayer don&#039;t bother, nobody will want to waste their breath on you.', 'filename': 'karl rub', 'ext': '.jpg', 'w': 500, 'h': 500, 'tn_w': 125, 'tn_h': 125, 'tim': 1670054177440778, 'time': 1670054177, 'md5': 'AkS1wHF9cfMF6PMLn3Vy7Q==', 'fsize': 200032, 'resto': 10821130}, {'no': 10821954, 'now': '12/03/22(Sat)19:41:18', 'name': 'Anonymous', 'com': '<a href=""#p10821863"" class=""quotelink"">&gt;&gt;10821863</a><br><span class=""quote"">&gt;nobody will want to waste their breath on you.</span><br>I don&#039;t understand what you mean. I&#039;m a dude and I want to go to a con, and I&#039;ll be going alone. Are you saying people won&#039;t want to talk to me because I&#039;m a guy? That&#039;s fine, I don&#039;t really want to be approached by anyone unless it&#039;s to take a quick picture.', 'time': 1670114478, 'resto': 10821130}, {'no': 10821988, 'now': '12/04/22(Sun)00:52:48', 'name': 'Anonymous', 'com': '<a href=""#p10821954"" class=""quotelink"">&gt;&gt;10821954</a><br>I&#039;m almost 100% sure you&#039;re responding to a certain dope I&#039;ve seen around a lot since June. Always going on about how much girls love him but he&#039;s too afraid to do anything and hates men. It&#039;s the kind of trolling that&#039;s so convincing it might be mental illness (often both). Either way, whoever this is, they&#039;re completely full of shit.', 'time': 1670133168, 'resto': 10821130}, {'no': 10822025, 'now': '12/04/22(Sun)11:33:42', 'name': 'Anonymous', 'com': '<a href=""#p10821130"" class=""quotelink"">&gt;&gt;10821130</a><br>Yes. I don&#039;t cosplay but I can compare going to my local con with friends and going to Japan Expo in Paris alone this summer and it was like night and day. The only real issue I had with going to Paris alone was that I was on my period so I couldn&#039;t visit the city the day before the con because I was sick, and even then it was unrelated to being alone.', 'time': 1670171622, 'resto': 10821130}]",
